Unnamed: 0,target,output,question
0,hallway,Choices:  1. In the hallway. 2. In the bathroom. 3. In the kitchen,Where is John? 
1,bathroom,,Where is Mary? 
2,kitchen,Answer: kitchen,Where is Sandra? 
3,hallway,Choices: 1. In the kitchen. 2. In the hallway. 3. In the bedroom,Where is Sandra? 
4,kitchen,"Options:

- kitchen
- hallway
- bathroom
- bedroom
- garden

Answer: bathroom",Where is Sandra? 
5,hallway,,Where is Sandra? 
6,garden,"Options:

1. In the kitchen
2. In the hallway
3. In the garden
4",Where is Sandra? 
7,hallway,Answer: hallway,Where is Daniel? 
8,office,"A. In the office.
    B. In the garden.
    C. In the hallway.",Where is Sandra? 
9,office,Choices: 1. the office 2. the garden 3. the hallway 4. the bathroom,Where is Daniel? 
10,kitchen,"Options: - office
- kitchen
- chapel
- street


kitchen",Where is Mary? 
11,garden,Answer: Mary is in the kitchen.,Where is Mary? 
12,office,"Options:
(A) The office.
(B) The hallway.
(C) The kitchen.",Where is Daniel? 
13,bedroom,Answer: kitchen,Where is Mary? 
14,bedroom,Answer: The bedroom.,Where is Mary? 
15,kitchen,Context: John moved to the hallway.,Where is John? 
16,garden,Answer: John is in the kitchen.,Where is John? 
17,kitchen,Answer: kitchen,Where is John? 
18,office,Answer: hallway,Where is Daniel? 
19,kitchen,Choices: 1. The hallway. 2. The kitchen. 3. The office. 4,Where is John? 
20,hallway,Answer: in the hallway,Where is Mary? 
21,office,Answer: office,Where is John? 
22,office,Answer: office,Where is John? 
23,hallway,Choices: 1. The office. 2. The kitchen. 3. The hallway. 4,Where is Sandra? 
24,bedroom,Choices:  1. In the garden. 2. In the bedroom. 3. In the kitchen,Where is Daniel? 
25,bedroom,Answer: bedroom,Where is Sandra? 
26,bedroom,Answer: in the kitchen,Where is Mary? 
27,kitchen,Answer: kitchen,Where is Daniel? 
28,kitchen,,Where is Daniel? 
29,kitchen,"Answer: kitchen


Question: Where is Mary?


Answer: bathroom


Question",Where is Daniel? 
30,hallway,,Where is Sandra? 
31,office,Answer: the office,Where is John? 
32,kitchen,Answer: kitchen,Where is Sandra? 
