Unnamed: 0,target,output,question
0,bedroom,"Answer: The hallway

Question: What is the bedroom west of?

Answer: The bathroom",What is the bathroom east of?
1,bedroom,"Option A: The bedroom

 Option B: The hallway

 Option C: The living room

 Option",What is west of the kitchen?
2,bathroom,"Option A: The bathroom

 Option B: The hallway

 Option C: The kitchen

 Option D",What is north of the garden?
3,bedroom,The bedroom.,What is south of the kitchen?
4,bedroom,Answer: The bedroom.,What is east of the kitchen?
5,garden,Answer: the hallway.,What is the bathroom west of?
6,kitchen,,What is east of the bedroom?
7,bathroom,Answer: The bedroom.,What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What did the author see in the portfolio?

Answer: A",What is south of the office?
9,office,Answer: The office.,What is east of the hallway?
10,garden,Answer: The garden.,What is north of the office?
11,garden,"Answer: The garden.



Question: What is north of the kitchen?",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.

Question: What is east of the bathroom?

Answer: The bedroom.",What is east of the kitchen?
13,garden,Fact: The garden is west of the kitchen.,What is west of the kitchen?
14,garden,"Option A: The office

 Option B: The garden

 Option C: The kitchen

 Option D",What is north of the bedroom?
15,garden,The garden.,What is east of the hallway?
16,hallway,"Option A: The hallway

 Option B: The bathroom

 Option C: The bedroom

 Option D",What is east of the office?
17,office,"Fact: The office is south of the bathroom.


Fact: The office is south of the bathroom",What is south of the bathroom?
18,garden,"Answer: The kitchen

Question: What is the garden south of?

Answer: The bedroom",What is the bedroom north of?
19,garden,"Answer: The bedroom.

Question: What is the garden east of?

Answer: The kitchen.",What is the kitchen west of?
20,garden,Answer: The hallway.,What is the office east of?
21,garden,"Option A: the kitchen

 Option B: the garden

 Option C: the office

 Option D",What is the bathroom south of?
22,bathroom,Answer: The bathroom.,What is north of the bedroom?
23,bathroom,Answer: the bathroom,What is the bedroom south of?
24,hallway,The hallway is east of the bedroom.,What is the bedroom west of?
25,office,,What is east of the bathroom?
26,office,"Option A: The office

 Option B: The hallway

 Option C: The kitchen

 Option D",What is north of the bedroom?
27,hallway,"Answer: The office.

Question: What is east of the bathroom?

Answer: The hallway.",What is west of the bathroom?
28,garden,Answer: the office,What is the bathroom north of?
29,garden,Answer: The garden.,What is north of the office?
30,bedroom,Answer: The bedroom.,What is east of the kitchen?
31,kitchen,"Answer: the kitchen

Question: What is the kitchen west of?

Answer: the bathroom",What is the bathroom east of?
32,bathroom,"Option A: The bathroom

 Option B: The bedroom

 Option C: The closet

 Option D",What is north of the garden?
33,kitchen,"Answer: The kitchen.

Question: What is the kitchen east of?

Answer: The bedroom.",What is the bedroom west of?
