Unnamed: 0,target,output,question
0,football,"{49}

(1) _The Book of Common Prayer_, and the ""mind and purpose",What did Fred give to Jeff? 
1,Fred,"Answer: The Bishop did.

  The Church Universal, 127.

  The Church Militant",Who gave the football to Jeff? 
2,football,"But I am convinced that the last time he sat down and commenced to shed tears.
After the battle of the English army",What did Fred give to Jeff? 
3,Jeff,[Footenotes are given in the appendix.] [Footnote 63: It is,Who did Fred give the football to? 
4,Fred,"The author's appreciation of this episode is borrowed directly from Yorick's
sentiment. The relation",Who did Jeff give the football to? 
5,Jeff,"[Footenotes 12: II, p. 11-12.] [Footnote",Who gave the apple? 
6,Bill,""" ""I am here in the vicinity of the lake, so I am not afraid."" ""I am not afraid of",Who received the apple? 
7,apple,">
> 
> 
> 
> 
> 
> 
>",What did Bill give to Fred? 
8,apple,"Answer: He gave him a blanket.






End of the Project Gutenberg E",What did Bill give to Fred? 
9,Fred,"The little bells on the vestments of the high priest was called _kinnor_, which is not far from the",Who received the apple? 
10,Mary,"[Illustration]

The _viola da gamba_ was of the same construction as the violin,",Who received the milk? 
11,milk,"I am fully persuaded, and I believe the facts when
publicity is given to it. But when I have been in",What did Mary give to Bill? 
12,Bill,""" ""No, no,"" said the doctor, ""I'll risk it. He thought rapidly, then said,",Who received the milk? 
13,Bill,""" But I know that I am not a good man."" The Inspector cursed him with a note of defiance.",Who did Mary give the milk to? 
14,milk,"Answer: A little smile of triumph.






End of the Project Gutenberg E",What did Mary give to Bill? 
15,Jeff,"""I'm not going to give her a chance to stop the wedding,"" she said. ""I'",Who received the football? 
16,Fred,""" She waited a moment, and I am going to ask you."" The light from the window is not so bad,",Who gave the football to Jeff? 
17,football,""" He held her off a bit. I think, only when I'm in the right one now, only when I",What did Fred give to Jeff? 
18,Jeff,"I've been in the water with him.
I'm not quite so free with him. I've been",Who received the football? 
19,Mary,,Who gave the milk? 
20,milk,,What did Jeff give to Mary? 
21,Mary,"CHAPTER V.



10th December, 1685.",Who gave the milk to Jeff? 
22,Mary,,Who gave the milk to Jeff? 
23,Bill,"Answer: The Earl of Northumberland, Dr.

Answer: The Archbishop of Canterbury.",Who gave the apple to Jeff? 
24,Jeff,"Answer: The serfs.

(60) The same is said of the later Laws of Ead",Who gave the apple? 
25,apple,"Answer: The name of the city of _Nippur_, the city of the sun,
the city of the",What did Jeff give to Fred? 
26,Fred,"Answer: The Lycosa.

Question: What is the name of the author?

Answer:",Who received the apple? 
27,Jeff,"Choices: (A) Bill (B) Jeff (C) Fred (D) Mary

A",Who received the apple? 
28,Jeff,"The padre, with a smile, turned to the window. ""If we are then afraid, you know,",Who gave the apple? 
29,Fred,,Who did Jeff give the apple to? 
30,Mary,""" ""I am sure I can give you a sign out."" ""I thought it was a little strange."" """,Who gave the milk? 
31,Bill,""" She went to the window, and the mother said, so I'm sure of it."" She went to the",Who gave the milk? 
32,Bill,"I don't know what I am going to say, but I am for the moment at the same time, and fully",Who gave the milk to Mary? 
33,milk,"He said he had been so
careful of his health, but I'm sure of it now that he was off",What did Bill give to Mary? 
34,apple,"'I'll tell you wot I'll do,' said Philpot to the landlady,",What did Mary give to Fred? 
35,Jeff,,Who did Fred give the milk to? 
36,Jeff,"Answer: I'm afraid I'm not a very good sort of a story-book girl, but I",Who did Fred give the milk to? 
37,milk,,What did Jeff give to Mary? 
38,milk,"Answer: A small, dark-green, conical tree, with a short, stout trunk.",What did Jeff give to Mary? 
39,Fred,"I have so far got the answer to it, but as to the
preceding question, but as to the latter",Who gave the apple? 
40,Mary,"Answer: The author of the book of Leonardo, p. [Footnote 60: See the",Who gave the milk? 
41,milk,"Oh, Noah! [_Putting her hand to his head._] Oh, I know, I know, but",What did Mary give to Fred? 
42,Jeff,"Answer: The smith, who had been the
favourite of the King.

""And I",Who gave the milk? 
43,Fred,Answer: Catharine Glover.,Who received the milk? 
44,Mary,"Answer: Catharine, I am sure, and I will
not give you the weight of your shack",Who gave the milk? 
45,Bill,"Answer: To Bill. *       *       *       *       *

[Illustration: A LITTLE """,Who did Mary give the milk to? 
46,milk,"[Illustration: A CAMP MEETING WITH A PURPOSE

COPYRIGHT, 19",What did Mary give to Bill? 
47,Mary,[Illustration: THE CRISIS BRINGS FORTH THE man is what we are learning. The tide could,Who gave the milk? 
48,Mary,"[Illustration: COPYRIGHT, 1901, by Perrien-Keydel Co.]",Who did Bill give the milk to? 
49,Bill,"Answer: Claverhouse.
Question: What was the expression on Cuddie's face?
Answer:",Who gave the milk to Mary? 
50,Mary,"Choices: (A).
(B).
(C).
(D).",Who gave the apple to Fred? 
51,Fred,Answer: Fred.,Who gave the apple to Mary? 
