Unnamed: 0,target,output,question
0,bedroom,"The same rule I apply to it.
The same rule I apply to it, but never heard the least allusion to",What is the bathroom east of?
1,bedroom,"Answer: The peritoneal cavity.

{1192} The diagnosis of the disease is",What is west of the kitchen?
2,bathroom,"It was cheaper to do it in the same way, but it was not allowed to be done at all. The joints are",What is north of the garden?
3,bedroom,,What is south of the kitchen?
4,bedroom,"Answer: The bedroom is east of the kitchen.
The outlook for the approaching winter was--as usual--glo",What is east of the kitchen?
5,garden,,What is the bathroom west of?
6,kitchen,"The _celestial sphere_ is that imaginary surface upon which all stars are projected.

This is, therefore",What is east of the bedroom?
7,bathroom,"Answer: The church of St. Zeno,
with its quatrefoils, and its grotesques,",What is the garden south of?
8,kitchen,Answer: The kitchen.,What is south of the office?
9,office,"[Footage is but a result of the blood-corpuscles, as has been claimed by Immermann[",What is east of the hallway?
10,garden,Answer: The general tendency of medical opinion within the last few decades. [Footnote 2: _Trans,What is north of the office?
11,garden,I don't know that I'm going to do any more. I don't know that I'm going,What is south of the kitchen?
12,bathroom,""" ""I know a great deal about it."" I have a mind to convey my anger, Frank, and then,",What is east of the kitchen?
13,garden,"""It comes from the depths of the valley, and if we were to shout down it."" ""It was said to",What is west of the kitchen?
14,garden,"He stood silent, and the rest of the room was not so clear. I am not afraid of her, and",What is north of the bedroom?
15,garden,"He has been in the home of the General, and the General has been more willing to do it. What do",What is east of the hallway?
16,hallway,"I am not averse to it,” he said, with a smile.

The girl stood in the",What is east of the office?
17,office,"Answer: I am not sure of it, but I think it is a sin to quote him as a
teacher",What is south of the bathroom?
18,garden,"Answer: The kitchen.

Question: What is the name of the author of the ""Age of Reason""",What is the bedroom north of?
19,garden,"I have added an _&c._, may not be
the only poet of the age, and the purest",What is the kitchen west of?
20,garden,"164

   Dickson, 164

   Dickson, 16",What is the office east of?
21,garden,"The answer is, that it is a
fountain, and a garden of the most beautiful and delicious fruit. [1",What is the bathroom south of?
22,bathroom,"But this seeming strength was due in part to an unquenchable thirst for knowledge. But this is not surprising, for",What is north of the bedroom?
23,bathroom,Answer: Because it's a bed-room. What is the difference between a school-mistress and a,What is the bedroom south of?
24,hallway,"Answer: The kitchen.

Question: What is the difference between a fish and a man?

Answer",What is the bedroom west of?
25,office,"I don't know that I want to live here. It came to me when I was a little girl, but not",What is east of the bathroom?
26,office,"Well, it is all a mental process, and then goes out in what I call the human mind itself. And nobody got",What is north of the bedroom?
27,hallway,"""Well, I'll tell you,"" returned the girl. ""But since his father is no longer in the",What is west of the bathroom?
28,garden,"The answer is, that he is a very good-looking fellow. He is a very good actor, and gives me a",What is the bathroom north of?
29,garden,"--I'll see you can have his
goods again. I don't believe that he has any more than",What is north of the office?
30,bedroom,"Answer: The only thing that could be done, but not knowing the cause of it. And so it was.",What is east of the kitchen?
31,kitchen,"Answer: The kitchen.

The kitchen is west of the bathroom with his hands clenched in his hands",What is the bathroom east of?
32,bathroom,"Answer: The Shereefs, who are now in the south at Fez and Morocco, and who was
called",What is north of the garden?
33,kitchen,"Answer: The province of Sous, or nearly as large as the Sahara. The others vary from one or two hundred",What is the bedroom west of?
34,bedroom,"Answer: The Moors, and the Moors are the
most savage of the human race."" [15",What is the kitchen south of?
35,garden,"And what the fields of the Trojan
heroes? And what the waves of the sea, and what the rocks of",What is the bathroom east of?
36,office,] [Footnote 470: The Phrygian.--Ver. He means to say that the,What is south of the hallway?
37,bedroom,"Cameron, his hand to his head, said in a low voice. ""Oh, I know he is dead",What is north of the bathroom?
38,bedroom,"[Decoration]
...............",What is the bathroom east of?
39,office,"I had been present at the
time, and the Alcalde was present, and made a signal for me to follow",What is north of the bedroom?
40,bathroom,"[Decoration]


XIII. The protocol of a quintuple treaty was finally drawn",What is south of the kitchen?
41,bedroom,"It so happened that at the time he had been asked to give it up, but
he was surprised at the open door",What is west of the office?
42,kitchen,He would not have this distressing thought as if I had been free. Just now as I am envious of him.,What is the garden south of?
43,garden,"""It is as well to continue the route I have taken."" I heard the sound of voices, and there was no",What is south of the bedroom?
44,garden,,What is the office south of?
45,hallway,"""How is it with you, my friend,"" mused the old man, ""and I have never seen it.",What is the office east of?
46,garden,Answer: The Academy.,What is south of the office?
