Unnamed: 0,target,output,question
0,hallway,Context: John travelled to the hallway.,Where is John? 
1,bathroom,"Answer: Mary is in the bathroom.

Question: Where is John?

Answer: John is in",Where is Mary? 
2,kitchen,"Options:
(A) In the kitchen.
(B) In the bedroom.
(C) In",Where is Sandra? 
3,hallway,Choices:  1. In the kitchen. 2. In the hallway. 3. In the bedroom,Where is Sandra? 
4,kitchen,"Answer: In the kitchen.

Question: Where is John?

Answer: In the garden.",Where is Sandra? 
5,hallway,"Options:
(A) In the kitchen.
(B) In the hallway.
(C) In",Where is Sandra? 
6,garden,Answer: in the garden,Where is Sandra? 
7,hallway,Answer: hallway,Where is Daniel? 
8,office,"Answer: Sandra is in the hallway.

Question: Where is John?

Answer: John is in",Where is Sandra? 
9,office,"Answer: office

Question: Where is Gryce?

Answer: kitchen

Question: Where",Where is Daniel? 
10,kitchen,Choices:  1. In the kitchen. 2. In the office. 3. In the bedroom,Where is Mary? 
11,garden,"Answer: In the kitchen.

Question: Where is John?

Answer: In the office.",Where is Mary? 
12,office,,Where is Daniel? 
13,bedroom,Answer: bedroom,Where is Mary? 
14,bedroom,"Answer: Mary is in the kitchen.

Question: Where is Sandra?

Answer: Sandra is in",Where is Mary? 
15,kitchen,Options: A. In the kitchen. B. In the hallway. C. In the bedroom. D. not,Where is John? 
16,garden,"Options:

1. In the kitchen.
2. In the garden.
3. In the hallway",Where is John? 
17,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer: In the garden.",Where is John? 
18,office,"Options:
(A) In the kitchen.
(B) In the hallway.
(C) In",Where is Daniel? 
19,kitchen,"Question: Where is Sandra?

Question: Where is Daniel?

Question: Where is Mary?",Where is John? 
20,hallway,,Where is Mary? 
21,office,"Options:

1) office
2) kitchen
3) hallway
4) bedroom

Answer:",Where is John? 
22,office,"Options:
(A) In the kitchen.
(B) In the office.
(C) In",Where is John? 
23,hallway,Answer: the office,Where is Sandra? 
24,bedroom,Answer: bedroom,Where is Daniel? 
25,bedroom,"Answer: She is in the bedroom.

Question: What is Lester doing?

Answer: He",Where is Sandra? 
26,bedroom,"## 1.1.1

Context: Dear heaven, what a to-do this action of his",Where is Mary? 
27,kitchen,"Answer: The kitchen.

Question: Where is Sandra?

Answer: The bedroom.

Question",Where is Daniel? 
28,kitchen,"Choices:
(A).
(B).
(C).
(D).",Where is Daniel? 
29,kitchen,"Options:

1. In the bedroom
2. In the kitchen
3. In the bathroom
4",Where is Daniel? 
30,hallway,"Option A: in the hallway

 Option B: in the office

 Option C: in the kitchen",Where is Sandra? 
31,office,Answer: He is in the office.,Where is John? 
32,kitchen,Answer: kitchen,Where is Sandra? 
33,kitchen,Answer: kitchen,Where is Sandra? 
34,bathroom,"Options:
(A)Bedroom
(B)Kitchen
(C)Bathroom",Where is Sandra? 
35,office,Options: (A) In the bedroom (B) In the office (C) In the kitchen (D),Where is Mary? 
36,bathroom,"Options: (A) bathroom (B) bedroom (C) office (D) hallway

D",Where is Mary? 
37,garden,"Option1: In the kitchen.

Option2: In the bathroom.

Option3: In the",Where is Mary? 
38,kitchen,Yes.,Where is Sandra? 
39,bedroom,"Options:

1. In the bedroom.
2. In the hallway.
3. In the",Where is Daniel? 
40,bathroom,"Option A: In the bathroom

 Option B: In the kitchen

 Option C: In the bedroom",Where is Sandra? 
41,garden,"Option A: in the garden

 Option B: in the bedroom

 Option C: in the kitchen",Where is Daniel? 
42,bathroom,"Option A: in the office

 Option B: in the bedroom

 Option C: in the garden",Where is Sandra? 
43,hallway,Choices:  1. In the hallway. 2. In the garden. 3. In the bedroom,Where is Daniel? 
44,garden,Answer: garden,Where is Daniel? 
45,kitchen,"Answer: In the kitchen.

Question: Where is Daniel?

Answer: In the hallway.",Where is Mary? 
46,hallway,,Where is Daniel? 
47,bathroom,"Option A: in the kitchen

 Option B: in the hallway

 Option C: in the bedroom",Where is Sandra? 
48,office,"Option A: office

 Option B: hallway

 Option C: bedroom

 Option D: kitchen",Where is John? 
49,bedroom,"Options:

1). The office
2). The bedroom
3). The hallway
4",Where is John? 
50,bedroom,"Answer: John is in the hallway.

Question: Where is John?

Answer: John is in",Where is John? 
51,office,"Option A: bedroom

 Option B: office

 Option C: hallway

 Option D: bedroom",Where is John? 
