,target,output,question
0,bathroom,The most recent location of Eileen is at her home in the little cabin.,Where is Mary? 
1,kitchen,The most recent location of Reuben Tracy is the Minster house.,Where is Sandra? 
2,kitchen,The most recent location of Mary is the kitchen.,Where is Mary? 
3,kitchen,The most recent location of John is the kitchen.,Where is John? 
4,bedroom,"The most recent location of Marcel Legay is ""at Marcel Legay's cabaret on rue Cujas"".",Where is Sandra? 
5,office,The most recent location of Eleanor is School.,Where is John? 
6,garden,The most recent location of Mary is the kitchen.,Where is Mary? 
7,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
8,kitchen,The most recent location of Fred is Danville.,Where is Mary? 
9,bedroom,The most recent location of John is Mill Springs.,Where is John? 
10,office,The most recent location of Daniel is the office.,Where is Daniel? 
11,office,The most recent location of Charlie is the balcony.,Where is Daniel? 
12,bathroom,The most recent location of Mary is the bathroom.,Where is Mary? 
13,bathroom,The most recent location of Sandra is unknown.,Where is Sandra? 
14,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
15,hallway,The most recent location of Emilius is Doctor Louis's house.,Where is Mary? 
16,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
17,office,The most recent location of Daniel is the office.,Where is Daniel? 
18,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
19,bedroom,The most recent location of John is the bathroom.,Where is John? 
20,hallway,The most recent location of Alan is shop.,Where is Sandra? 
21,bedroom,The most recent location of Lucile Marmont is the city of San Francisco.,Where is Mary? 
22,bedroom,The most recent location of John is the bedroom.,Where is John? 
23,bedroom,The most recent location of Charlie is the balcony.,Where is Mary? 
24,bedroom,The most recent location of Charlie is the beach.,Where is Mary? 
25,garden,The most recent location of Mary is the kitchen.,Where is Mary? 
26,bedroom,The most recent location of Harry is Rockville.,Where is Daniel? 
27,office,The most recent location of Sandra is the office.,Where is Sandra? 
28,office,The most recent location of Charlie is balcony.,Where is Sandra? 
29,garden,The most recent location of Charlie is on the beach.,Where is Sandra? 
30,garden,The most recent location of Daniel is the garden.,Where is Daniel? 
31,bathroom,The most recent location of John Fairchild is the house of a boss-carpenter.,Where is Mary? 
32,office,The most recent location of Mary is the office.,Where is Mary? 
33,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
34,garden,The most recent location of Sandra is the bathroom.,Where is Sandra? 
35,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
36,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
37,garden,The most recent location of Rufe Kenyon is the old mill.,Where is John? 
38,garden,The most recent location of Sam is in the temple.,Where is Sandra? 
39,bathroom,The most recent location of Norcross is the private car.,Where is Sandra? 
40,bedroom,The most recent location of Fred is Lexington.,Where is Mary? 
41,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
42,office,The most recent location of Miss Trotter is foreign Spa.,Where is Mary? 
43,bedroom,The most recent location of Mr. Norton is Hillerton.,Where is Mary? 
44,office,The most recent location of Daniel is the garden.,Where is Daniel? 
45,office,The most recent location of Noah Topping is the police station.,Where is Sandra? 
46,bathroom,The most recent location of Sandra is the office.,Where is Sandra? 
47,bedroom,The most recent location of John is the bathroom.,Where is Sandra? 
48,office,The most recent location of Jennie is the house.,Where is Daniel? 
49,bedroom,The most recent location of Sandra is the bedroom.,Where is Sandra? 
50,hallway,The most recent location of Daniel is at the counting-room of Barton & Rogers.,Where is Daniel? 
51,bedroom,The most recent location of the sprite is the bedroom.,Where is Sandra? 
52,office,The most recent location of John is the office.,Where is John? 
53,garden,The most recent location of John is the garden.,Where is John? 
54,kitchen,The most recent location of Daniel is the kitchen.,Where is Daniel? 
55,hallway,The most recent location of Mary is the hallway.,Where is Mary? 
56,hallway,The most recent location of Croyden is at Captain Carrington's house.,Where is Sandra? 
57,hallway,The most recent location of Cousin Cæsar is the seas.,Where is John? 
58,bedroom,The most recent location of Sandra is the office.,Where is Mary? 
59,bedroom,The most recent location of Sandra is the bedroom.,Where is Sandra? 
60,bedroom,The most recent location of Lester is his home.,Where is Daniel? 
61,kitchen,The most recent location of Sandra is the kitchen.,Where is Sandra? 
62,bedroom,The most recent location of Lester is the Auditorium in New York.,Where is Daniel? 
63,garden,The most recent location of John is the garden.,Where is John? 
64,bathroom,The most recent location of Asaph Hall is Cambridge.,Where is Sandra? 
65,garden,The most recent location of Tom is at the old Cross-Roads' Meeting-House.,Where is Sandra? 
66,office,The most recent location of Charlie is the balcony.,Where is Daniel? 
67,bedroom,The most recent location of Mary is the bedroom.,Where is Mary? 
68,garden,The most recent location of Sandra is the garden.,Where is Sandra? 
69,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
70,office,The most recent location of John is the bedroom.,Where is John? 
71,kitchen,The most recent location of Daniel is the kitchen.,Where is Daniel? 
72,bedroom,The most recent location of John is the bedroom.,Where is John? 
73,office,The most recent location of Daniel is at the office.,Where is Daniel? 
74,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
75,office,The most recent location of John is in the bathroom.,Where is John? 
76,hallway,The most recent location of Charlie is beach.,Where is Mary? 
77,office,The most recent location of John is the office.,Where is John? 
78,office,The most recent location of Sandra is the kitchen.,Where is Sandra? 
79,bathroom,The most recent location of Fred is Somerset.,Where is John? 
80,hallway,The most recent location of Fred is Louisville.,Where is John? 
81,hallway,The most recent location of Sandra is the garden.,Where is Daniel? 
82,hallway,The most recent location of Daniel is the hallway.,Where is Daniel? 
83,bathroom,The most recent location of Daniel is the bathroom.,Where is Daniel? 
84,bathroom,The most recent location of John is the bathroom.,Where is John? 
85,bathroom,The most recent location of Daniel is the hallway.,Where is Daniel? 
86,garden,The most recent location of John is the garden.,Where is John? 
87,bedroom,The most recent location of John is the bedroom.,Where is John? 
