Unnamed: 0,target,output,question
0,bedroom,"Answer: The bathroom is east of the hallway.

Question: What is the hallway east of?",What is the bathroom east of?
1,bedroom,"Answer: The bedroom is west of the kitchen.

Question: What is the name of the young noblem",What is west of the kitchen?
2,bathroom,"Answer: The tent.
Question: What is north of the bathroom?
Answer: The hallway.",What is north of the garden?
3,bedroom,"Answer: The bathroom is south of the kitchen.

Question: What is the Dean's principal cred",What is south of the kitchen?
4,bedroom,"Answer: The office is east of the bedroom.

Question: What is the name of the constable",What is east of the kitchen?
5,garden,"Answer: The bathroom is west of the hallway.

Question: What is the garden east of?",What is the bathroom west of?
6,kitchen,"Answer: The kitchen is east of the bedroom.

Question: What is west of the bedroom?",What is east of the bedroom?
7,bathroom,"Answer: The garden is south of the bathroom.

Question: What is the garden north of?",What is the garden south of?
8,kitchen,"Answer: The garden is south of the office.

Question: What is the name of the kitten?",What is south of the office?
9,office,"Answer: The garden is east of the hallway.

Question: What is the name of the dog that",What is east of the hallway?
10,garden,"Answer: The garden is north of the office.

Question: What is the main point of the diary entries",What is north of the office?
11,garden,"Answer: The garden.

Question: What is the name of the river that the Enterprise landed at?",What is south of the kitchen?
12,bathroom,"Answer: The bathroom is east of the kitchen.

Question: What is the name of the Englishman",What is east of the kitchen?
13,garden,"Answer: The garden is west of the kitchen.

Question: What is east of the kitchen?
Answer:",What is west of the kitchen?
14,garden,"Answer: The office is north of the bedroom.

Question: What is the janitor's name",What is north of the bedroom?
15,garden,"Answer: The garden is east of the hallway.

Question: What is west of the bathroom?",What is east of the hallway?
16,hallway,"Answer: The hallway is east of the office.

Question: What did the editor do after hearing the for",What is east of the office?
17,office,"Answer: The office is south of the bathroom.

Question: What is north of the bathroom?",What is south of the bathroom?
18,garden,"Answer: The bedroom is north of the kitchen.

Question: What is the kitchen south of?",What is the bedroom north of?
19,garden,"Answer: The kitchen is west of the bedroom.

Question: What is the bedroom west of?",What is the kitchen west of?
20,garden,"Answer: The hallway is east of the office.

Question: What did the Frenchman do when he was",What is the office east of?
21,garden,"Answer: The kitchen.

Question: What is the name of the little girl who is the daughter of James Bla",What is the bathroom south of?
22,bathroom,"Answer: The bathroom.

Question: What is south of the bedroom?
Answer: The kitchen.",What is north of the bedroom?
23,bathroom,"Answer: The bedroom is south of the bathroom.

Question: What is the bedroom north of?",What is the bedroom south of?
24,hallway,"Answer: The bedroom is west of the hallway.

Question: What is the hallway east of?",What is the bedroom west of?
25,office,"Answer: The office is east of the bathroom.

Question: What is west of the bathroom?",What is east of the bathroom?
26,office,"Answer: The office is north of the bedroom.

Question: What is the name of the hospital in",What is north of the bedroom?
27,hallway,"Answer: The hallway.

The unit was in the midst of a retreat, and the hospitals",What is west of the bathroom?
28,garden,"Answer: The bathroom is north of the office.

Question: What is the library south of?",What is the bathroom north of?
29,garden,"Answer: The garden is north of the office.

Question: What is south of the bathroom?",What is north of the office?
30,bedroom,"Answer: The bedroom is east of the kitchen.




_A Selection from the Catalogue of",What is east of the kitchen?
