Unnamed: 0,target,output,question
0,kitchen,"Answer: Before the garden, the football was in the office.

Question: Where was the football before the",Where was the football before the garden? 
1,bathroom,"Answer: Before the kitchen, the apple was in the garden.

Question: Where was the football before the",Where was the apple before the kitchen? 
2,kitchen,"Answer: Before the garden, the apple was in the office.",Where was the apple before the garden? 
3,garden,"Answer: Before the bedroom, the apple was in the kitchen.

Question: Where was the football before the",Where was the apple before the bedroom? 
4,kitchen,"Answer: The football was in the hallway before the bathroom.

Question: Where was the football before the",Where was the football before the bathroom? 
5,office,"Answer: Before the hallway, the football was in the garden.

Question: Where was the apple before",Where was the football before the hallway? 
6,garden,"Answer: Before the bathroom, the apple was in the kitchen.




                              CHAPTER XII",Where was the apple before the bathroom? 
7,office,"Answer: The milk was in the kitchen before the bathroom.

Question: Where was the football before the",Where was the milk before the bathroom? 
8,hallway,"Answer: Before the bathroom, the apple was in the kitchen.

Question: Where was the football before the",Where was the apple before the bathroom? 
9,kitchen,"Answer: Before the garden, the milk was in the kitchen.

Question: Where was the football before the office",Where was the milk before the garden? 
10,kitchen,"Answer: Before the bedroom, the milk was in the kitchen.

Question: Where was the milk before the",Where was the milk before the bedroom? 
11,garden,"Answer: Before the hallway, the football was in the garden.

Question: Where was the football before",Where was the football before the hallway? 
12,hallway,"Answer: Before the kitchen, the milk was in the hands of Mary.

Question: Where was the football before",Where was the milk before the kitchen? 
13,bedroom,"Answer: Before the bathroom, the apple was in the garden.

Question: Where was the football before the",Where was the apple before the bathroom? 
14,bedroom,"Answer: Before the bathroom, the apple was in the garden.

Question: Where was the football before the",Where was the apple before the bathroom? 
15,kitchen,"Answer: Before the office, the milk was in the kitchen.

Question: Where was the apple before the garden",Where was the milk before the office? 
16,bedroom,"Answer: Before the kitchen, the milk was in the office.

Question: Where was the football before the bed",Where was the milk before the kitchen? 
17,bathroom,"Answer: The football was in the kitchen before the kitchen.

Question: Where was the football before the bed",Where was the football before the kitchen? 
18,garden,"Answer: Before the office, the milk was in the kitchen.

Question: Where was the football before the bed",Where was the milk before the office? 
