Unnamed: 0,target,output,question
0,kitchen,"Answer: The football was in the garden before the garden.

Question: Where was the football after the garden",Where was the football before the garden? 
1,bathroom,"Answer: The apple was in the kitchen.

Question: Where was the milk before the bedroom?",Where was the apple before the kitchen? 
2,kitchen,"Answer: The apple was in the garden.

Question: Where was the football before the kitchen?",Where was the apple before the garden? 
3,garden,"Answer: The apple was in the hallway.

Question: Where was the football before the garden?",Where was the apple before the bedroom? 
4,kitchen,"Answer: The football was in the bathroom.

Question: Where was the milk before the kitchen?",Where was the football before the bathroom? 
5,office,"Answer: The football was in the hallway.

Question: Where was the football after the hallway?",Where was the football before the hallway? 
6,garden,"Answer: The apple was in the kitchen.

Question: Where was the football before the garden?",Where was the apple before the bathroom? 
7,office,"Answer: The milk was in the kitchen.




ON THE PHOTOGRAPHIC",Where was the milk before the bathroom? 
8,hallway,"Answer: In the kitchen.

Question: Where was the football before the bathroom?

Answer:",Where was the apple before the bathroom? 
9,kitchen,"Answer: The milk was in the kitchen before the garden.

Question: Where was the apple before the bed",Where was the milk before the garden? 
10,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the bedroom? 
11,garden,"Answer: The football was in the hallway.

Question: Where was the milk before the kitchen?",Where was the football before the hallway? 
12,hallway,"Answer: The milk was in the kitchen.

Question: Where was the football before the hallway?",Where was the milk before the kitchen? 
13,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the bathroom? Answer: In the hallway",Where was the apple before the bathroom? 
14,bedroom,"Answer: The apple was in the kitchen.

Question: Where was the football before the kitchen?",Where was the apple before the bathroom? 
15,kitchen,"Answer: The milk was in the office.

Question: Where was the milk after the office?",Where was the milk before the office? 
16,bedroom,Answer: In the pail.,Where was the milk before the kitchen? 
17,bathroom,"Answer: The football was in the kitchen.

Question: What did John do after he moved to the kitchen",Where was the football before the kitchen? 
18,garden,"Answer: Mary went to the garden.

Question: Where did the professor go after the office?",Where was the milk before the office? 
19,bathroom,"“I don’t know,” said Jessica, with a little laugh. “I’m
sure",Where was the football before the bedroom? 
20,kitchen,"Answer: The milk was in the kitchen.

1st October, 1678. I went",Where was the milk before the office? 
21,kitchen,"Answer: The apple was in the garden before the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
22,bedroom,"Answer: The milk was in the kitchen.

'Well, I'm not so sure about that,'",Where was the milk before the office? 
23,hallway,"Answer: The apple was on the table.

""I am sorry to say that I have found four of",Where was the apple before the bedroom? 
24,bedroom,"Answer: In the
     garden. Question: Where was the apple after the kitchen? Answer: In the
     bed",Where was the apple before the kitchen? 
25,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the kitchen?

Answer: In",Where was the apple before the hallway? 
26,bathroom,"Answer: In the kitchen.

Question: Where was the milk after the office?

Answer: In",Where was the milk before the office? 
27,office,"Answer: The football was in the bedroom.

Question: Where was the girl before the bedroom?",Where was the football before the bedroom? 
28,bedroom,"""I'm sorry, but I can't tell you. I'm not
sure myself. I'",Where was the football before the hallway? 
29,kitchen,"Answer: The apple was on the bedroom.

Question: What was the name of the Highlander",Where was the apple before the bedroom? 
30,hallway,"Answer: In the hallway.

Question: Where was the apple before the hallway?

Answer",Where was the football before the bathroom? 
31,kitchen,"Answer: The milk was in the kitchen.

Question: What did the mother do when she saw the water",Where was the milk before the garden? 
32,office,Answer: In the kitchen.,Where was the milk before the garden? 
33,bedroom,"Answer: The milk was in the garden before the garden.

Question: Where was the apple before the hall",Where was the milk before the garden? 
34,hallway,Answer: In the hallway. Question: Where was the apple before the hallway? Answer: In the kitchen. Question,Where was the football before the bedroom? 
35,hallway,"Answer: In the kitchen.

Question: Where was the football before the kitchen? Answer: In the hallway.",Where was the apple before the bathroom? 
36,office,"Answer: The milk was in the bathroom.

Question: Where was the football before the garden?
Answer",Where was the milk before the bathroom? 
37,garden,"Answer: The football was in the bedroom before the bedroom.

Question: Where did the football go",Where was the football before the bedroom? 
38,office,"Answer: The milk was in the kitchen.

Question: Where was the apple before the hallway?",Where was the milk before the kitchen? 
39,garden,"Answer: The milk was in the kitchen.

Question: Where was the football before the garden?",Where was the milk before the bedroom? 
40,hallway,"Answer: In the hallway.

Question: Where is the football now?

Answer: In the",Where was the football before the bathroom? 
41,kitchen,"Answer: The apple was in the kitchen.

Question: Where was the apple before the kitchen?",Where was the apple before the bedroom? 
42,garden,"Answer: The apple was in the kitchen.

Question: Where was the football before the bedroom?",Where was the apple before the office? 
43,bedroom,"Answer: The apple was in the garden before the garden.

Question: Where was the football before the garden",Where was the apple before the garden? 
44,kitchen,"Answer: The apple was on the table in the dining room.

Question: Where was the football before",Where was the apple before the bedroom? 
45,garden,"Answer: In the kitchen.

Question: Where was the milk before the office?

Answer: In",Where was the apple before the bathroom? 
46,office,"Answer: The football was in the bedroom.

Question: Where was the football before the kitchen?",Where was the football before the bedroom? 
47,office,"Answer: The football was before the garden.

Question: What did Burt do before he left his home",Where was the football before the garden? 
48,bathroom,"Answer: The apple was in the kitchen.

Question: Where was the football before the office?",Where was the apple before the kitchen? 
49,bathroom,"Answer: The football was in the office before the office.

Question: Where was the football after the office",Where was the football before the office? 
50,bedroom,"Answer: The football was in the kitchen.

Question: Where was the apple before the bedroom?",Where was the football before the kitchen? 
51,bedroom,"Answer: The football was in the kitchen.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
52,garden,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?

Answer:",Where was the milk before the bedroom? 
53,bathroom,"Answer: The milk was in the hallway.

Question: Where was the milk before the hallway?",Where was the milk before the hallway? 
54,garden,Answer: In the garden.,Where was the apple before the office? 
55,garden,"Answer: In the garden.

Question: Where was the football after the kitchen?

Answer: In",Where was the football before the kitchen? 
56,office,"Answer: The milk was in the kitchen.

Question: Where was the football before the garden?",Where was the milk before the hallway? 
57,bathroom,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the bedroom. Question:,Where was the milk before the office? 
58,bedroom,"Answer: The football was in the office.

Question: Where did Cissy go after she left the",Where was the football before the office? 
59,garden,"Answer: In the kitchen.




THE MANUFACTURE OF APPLE JELL",Where was the milk before the office? 
60,garden,"Answer: The milk was in the office.

Question: What did the barytone do?",Where was the milk before the office? 
61,garden,"Answer: The milk was in the kitchen.

Question: What did the Colonel do when he read the order",Where was the milk before the hallway? 
62,hallway,"Answer: In the garden.

""My father was a Roman Catholic, and my mother a Protestant. My father",Where was the football before the kitchen? 
63,bathroom,"Answer: The apple was in the hallway before the hallway.

Question: Where was the football before",Where was the apple before the hallway? 
64,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
65,bathroom,"Answer: In the bathroom.

Question: Where did the milk go after the kitchen?

Answer",Where was the milk before the kitchen? 
66,office,"Answer: The milk was in the kitchen.

Question: Where was the football before the bedroom?",Where was the milk before the garden? 
67,hallway,"Answer: In the kitchen.

Question: Where is the milk now?

Answer: In the bed",Where was the milk before the bedroom? 
68,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the apple before the hallway?",Where was the milk before the bedroom? 
69,kitchen,"Answer: The milk was in the kitchen before the office.

Question: Where did the Brownies go after",Where was the milk before the office? 
70,garden,"Answer: The milk was in the kitchen.
Question: Where was the football before the garden?
Answer: The",Where was the milk before the bathroom? 
71,bedroom,"Answer: The milk was in the hallway.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
72,hallway,"Answer: The apple was in the office before the office.

Question: Where was the milk before the kitchen",Where was the apple before the office? 
73,office,"Answer: The milk was in the kitchen.

Question: Where was the apple before the hallway?",Where was the milk before the kitchen? 
74,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the football before the hallway?",Where was the milk before the garden? 
75,bedroom,"Answer: The apple was in the garden.

Question: Where was the apple before the garden?",Where was the apple before the bathroom? 
76,bathroom,"Answer: The apple was in the hallway.


chamber, and, as she was about to",Where was the apple before the hallway? 
77,bedroom,"Answer: The milk was in the hallway.

Question: Where was the football before the kitchen?",Where was the milk before the kitchen? 
78,bathroom,"Answer: The apple was in the kitchen.

Question: Where was the milk before the office?
Answer:",Where was the apple before the hallway? 
79,kitchen,"Answer: In the kitchen.

“I am sure I don’t know in the least what it was",Where was the apple before the bathroom? 
80,garden,"Answer: The apple was in the bedroom.

Question: Where was the apple before the office?",Where was the apple before the bedroom? 
81,office,"""And now,"" said Carmen, ""let us go to the
Beaubien's. I have a",Where was the apple before the garden? 
82,kitchen,"Answer: In the garden.

Question: Where was the football before the office?

Answer: In",Where was the apple before the garden? 
83,hallway,"Answer: The apple was in the kitchen.

Question: Where was the football before the garden?
Answer:",Where was the apple before the bedroom? 
84,garden,"Answer: The milk was in the kitchen.

Question: What did the boy do after he finished his le",Where was the milk before the hallway? 
85,kitchen,"Answer: In the kitchen.

Question: What did John take from the bedroom?

Answer:",Where was the milk before the bedroom? 
86,bedroom,"Question: What was the name of the dog?

Question: What was the name of the cat?",Where was the milk before the hallway? 
87,garden,"Answer: In the hallway.

Question: Where was the milk before the bathroom?
Answer: In",Where was the football before the bathroom? 
88,garden,"Answer: The football was in the hallway.

Question: Where was the football before the hallway?",Where was the football before the hallway? 
89,bathroom,"Answer: The football was in the garden before the garden.

Question: Where was the football after the office?",Where was the football before the garden? 
90,office,"Answer: In the
garden. Read his

Question: Where was the apple after the bathroom? Answer:",Where was the apple before the bathroom? 
91,kitchen,"Answer: The apple was in the kitchen.

Question: What did the girl do when she arrived in New",Where was the apple before the office? 
92,bathroom,"Answer: The football was in the office.

Question: Where did the football go after the office?",Where was the football before the office? 
93,garden,"Answer: The milk was in the kitchen.

Question: Where was the football before the garden?",Where was the milk before the kitchen? 
94,office,"Answer: The football was in the hallway.

Question: What did the doctor do after he found the",Where was the football before the hallway? 
95,bathroom,"Answer: In the kitchen.

""Come, Amy,"" said Webb, ""I'll show you",Where was the apple before the kitchen? 
96,office,"Answer: In the garden.
Question: Where was the milk before the kitchen?
Answer: In the cow-",Where was the apple before the kitchen? 
97,bedroom,Answer: The apple was in the kitchen.,Where was the apple before the bathroom? 
98,garden,"Answer: The football was in the hallway.

Question: Where was the milk before the hallway?",Where was the football before the hallway? 
99,bathroom,"Answer: In the hallway.

Question: Where was the milk before the kitchen?

Answer:",Where was the football before the garden? 
