Unnamed: 0,target,output,question
0,football,"Answer: football

Example:
Jeff took the football there. Jeff passed the football to Fred. Jeff got",What did Fred give to Jeff? 
1,Fred,"Answer: Fred

Question: Who took the mattresses and chests?
Answer: Geert and Me",Who gave the football to Jeff? 
2,football,"Answer: football

Question: What did Jeff give to Fred?
Answer: milk

Question: What did",What did Fred give to Jeff? 
3,Jeff,"Answer: Jeff

Question: Who did Jeff give the football to?
Answer: Fred

Question: Who",Who did Fred give the football to? 
4,Fred,"Answer: Fred

Context: ""Don't you suppose these animals would have preferred it if he had? The",Who did Jeff give the football to? 
5,Jeff,"Answer: Jeff

Context: What is that which belongs to yourself, yet is used by every one more than yourself",Who gave the apple? 
6,Bill,"Answer: Bill

Question: Who was left behind?
Answer: Rahimut-Ullah",Who received the apple? 
7,apple,"Answer: apple





""The Garden of Love""

   I went to the Garden of",What did Bill give to Fred? 
8,apple,"Answer: apple

Context: Mary picked up the apple there. Mary gave the apple to Fred. Mary moved to",What did Bill give to Fred? 
9,Fred,"Answer: Bill

Question: Who gave the apple to Bill?
Answer: Fred

Question: Who got",Who received the apple? 
10,Mary,Answer: Mary,Who received the milk? 
11,milk,"Answer: milk

Question: Who took the milk there?
Answer: Fred",What did Mary give to Bill? 
12,Bill,"Answer: Bill

------------------------------------------------------------------------

THE HOME BOOK OF VERSE

_",Who received the milk? 
13,Bill,"Answer: Bill

Question: Who took the football there?
Answer: Bill

Question: Who gave the",Who did Mary give the milk to? 
14,milk,"Answer: milk

Context: The ""copper twins"" had been oblivious of all this. They",What did Mary give to Bill? 
15,Jeff,Answer: Jeff,Who received the football? 
16,Fred,"Answer: Fred

Question: Who took the milk there?
Answer: Bill

Question: Who got the",Who gave the football to Jeff? 
17,football,"Answer: football

Example:
Mary picked up the apple there. Mary gave the apple to Fred. Mary",What did Fred give to Jeff? 
18,Jeff,"Answer: Jeff

Question: Who got the football?
Answer: Fred

Question: Who passed the football",Who received the football? 
19,Mary,"Answer: Mary

Question: Who took the football?
Answer: Fred

Question: Who went to the",Who gave the milk? 
20,milk,"Answer: milk

Your answer should contain only one word. Do not write anything else after that. Do not explain",What did Jeff give to Mary? 
21,Mary,Answer: Mary,Who gave the milk to Jeff? 
22,Mary,"Answer: Mary


Question: Who took the football from Fred?
Answer: Jeff


Question:",Who gave the milk to Jeff? 
23,Bill,Answer: Bill,Who gave the apple to Jeff? 
24,Jeff,Answer: Bill,Who gave the apple? 
25,apple,"Answer: apple

Question: Who is the famous singer in the story?
Answer: Marcel Legay",What did Jeff give to Fred? 
26,Fred,"Answer: Fred

Question: Who took the apple?
Answer: Jeff

Question: Who gave the apple",Who received the apple? 
27,Jeff,"Answer: Jeff

Context: The day was a very fine one, and the sea was as smooth as a mill",Who received the apple? 
28,Jeff,Answer: Jeff,Who gave the apple? 
29,Fred,"Answer: Fred

Context: The squirrels had been invited, and had come in full force, the",Who did Jeff give the apple to? 
30,Mary,"Answer: Mary

Your answer should contain only one word. Do not write anything else after that. Do not explain",Who gave the milk? 
31,Bill,"Answer: Mary

Context: The Madam and Toto were in the kitchen, rolling out pie-crust",Who gave the milk? 
32,Bill,"Answer: Bill

Your answer should contain only one word. Do not write anything else after that. Do not explain",Who gave the milk to Mary? 
33,milk,"Answer: milk




[Illustration: HORTICULTURAL]

Horticultur",What did Bill give to Mary? 
34,apple,"Answer: apple

Question: Who took the milk there?
Answer: Bill

Question: What did Fred",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff

Question: Who took the football there?
Answer: Fred

Question: Who went to",Who did Fred give the milk to? 
36,Jeff,Answer: Jeff,Who did Fred give the milk to? 
37,milk,"Answer: milk

Question: What did Fred give to Jeff?
Answer: milk

Question: What did",What did Jeff give to Mary? 
38,milk,"Answer: milk

Question: What did Fred give to Jeff?
Answer: milk

Question: What did",What did Jeff give to Mary? 
39,Fred,"Answer: Fred

Question: Who took the apple?
Answer: Bill

Question: Who took the football",Who gave the apple? 
40,Mary,"Answer: Mary

Question: Who took the football?
Answer: Jeff

Question: Who picked up the",Who gave the milk? 
41,milk,"Answer: milk

Question: Who took the football?
Answer: Jeff

Question: What did Fred give",What did Mary give to Fred? 
42,Jeff,"Answer: Jeff

Context: Fred picked up the football there. The next visit of the officials was to Madame Elisabeth",Who gave the milk? 
43,Fred,"Answer: Fred

Context: Mary picked up the apple there. Mary gave the apple to Fred. Mary moved to",Who received the milk? 
44,Mary,"Answer: Jeff

Question: Who took the football?
Answer: Fred

Question: Who gave the apple",Who gave the milk? 
45,Bill,"Answer: Bill

Your answer should contain only one word. Do not write anything else after that. Do not explain",Who did Mary give the milk to? 
46,milk,"Answer: milk




CHAPTER VI

""A DEJEUNER AT LAV",What did Mary give to Bill? 
