Unnamed: 0,target,output,question
0,football,"Answer: Fred gave the football to Jeff.

Explanation: The context clearly states that Fred picked up",What did Fred give to Jeff? 
1,Fred,"A) Fred
B) Bill
C) Jeff
D) Not enough information

Answer: A) Fred",Who gave the football to Jeff? 
2,football,"Answer: Fred gave the football to Jeff.

Follow-up Question 1: What did Jeff do",What did Fred give to Jeff? 
3,Jeff,"A: Jeff
B: Bill
C: Mary
D: Sandra
E: Sam",Who did Fred give the football to? 
4,Fred,"Answer: Jeff gave the football to Fred.

Explanation: The text states that ""Jeff gave",Who did Jeff give the football to? 
5,Jeff,"Answer: Jeff gave the apple.

Context: Mary went to the garden. Jeff went back to the bedroom",Who gave the apple? 
6,Bill,"Answers: Bill

Context: John moved to the garden. Mary moved to the bedroom. Mary found",Who received the apple? 
7,apple,"Answers:


### response ###

Bill gave the apple to Fred.",What did Bill give to Fred? 
8,apple,"Answer: Bill gave the apple to Fred.

Follow-up Question 1: Where did Fred travel to",What did Bill give to Fred? 
9,Fred,"Answers: Bill, Fred


Story Context: John moved to the hallway. Jeff moved to the",Who received the apple? 
10,Mary,"Answer: Mary received the milk.

Follow-up Question 1: Where did Mary go after receiving",Who received the milk? 
11,milk,"Answers:
- The milk
- The football
- The apple
- The bedroom
- The",What did Mary give to Bill? 
12,Bill,"Answer: Bill received the milk.

Follow-up Question 1: Who gave the milk to Bill",Who received the milk? 
13,Bill,"Answer: Mary gave the milk to Bill.

Follow-up Question 1: Where did Mary pass",Who did Mary give the milk to? 
14,milk,"Answer: Mary gave the milk to Bill.

Follow-up Question 1: Where did Mary give",What did Mary give to Bill? 
15,Jeff,"Answers:
- Jeff
- Bill
- Fred
- Mary

[Response]: Jeff received the",Who received the football? 
16,Fred,"A: Fred
B: Mary
C: Bill
D: John
E: Rob
F: Sam",Who gave the football to Jeff? 
17,football,"Answer: Fred gave the football to Jeff.

Follow-up Question 1: Where did Fred and",What did Fred give to Jeff? 
