Unnamed: 0,target,output,question
0,bedroom,"Answer: The bedroom.

Question: What is the bedroom west of?

Answer: The",What is the bathroom east of?
1,kitchen,Answer: The kitchen. Question: What is north of the kitchen? Answer: The scullery. Question: What is,What is south of the office?
2,garden,"Answer: The garden.

Question: What is the name of the monument?
Answer: The Monument of L",What is north of the office?
3,garden,"Answer: The kitchen.

Question: What is the kitchen south of?

Answer: The bedroom",What is the bedroom north of?
4,garden,"Answer: The kitchen.

Question: What is the bathroom north of?
Answer: The dining-",What is the bathroom south of?
5,office,"Answer: The bedroom is north of the hallway.

Question: What is the bedroom north of",What is north of the bedroom?
6,bathroom,"Answer: The river.

Question: What is the color of the woman's dress?

Answer",What is north of the garden?
7,bedroom,"'I have no doubt that I should be
successful. I have a good memory, and a quickness of",What is west of the office?
8,kitchen,"Answer: The garden is south of the house.

Question: What is the name of the river?",What is the garden south of?
9,bathroom,"Answer: The hallway is north of the bathroom.

Question: What is the hallway south of?",What is the hallway north of?
10,bedroom,"Answer: The bedroom.

Question: What is the color of the bedroom's coat?
Answer",What is south of the hallway?
11,office,"Answer: The east of the bedroom is the bathroom.

Question: What is west of the bed",What is east of the bedroom?
12,hallway,"Answer: The garden is north of the kitchen.

Question: What is the most common cause of fatty li",What is north of the garden?
13,bedroom,"Answer: The garden is west of the house.

Question: What is the garden west of?",What is the garden west of?
14,hallway,"Answer: The garden is east of the bathroom.

Question: What is west of the bathroom?",What is east of the bathroom?
15,bathroom,"Answer: The office is west of the yard.

Question: What is the name of the street where the",What is the office west of?
16,bathroom,"Answer: The bathroom.

Question: What is the name of the girl who is the subject of the",What is west of the bedroom?
17,kitchen,"Answer: The kitchen is north of the hallway.

Question: What is the name of the girl who",What is north of the hallway?
18,bathroom,"Answer: The garden is south of the kitchen.

Question: What is the name of the rose that Amy",What is south of the kitchen?
19,office,"Answer: The office.

CHAPTER XI.

THE LANDLADY'S STORY",What is south of the bedroom?
20,bedroom,"Answer: The hallway is west of the bathroom.

Question: What is the name of the man",What is west of the hallway?
21,office,"Answer: The bathroom is east of the bedroom.

Question: What is west of the bedroom",What is east of the bedroom?
22,bedroom,Answer: The hallway south of the hallway.,What is the hallway south of?
23,kitchen,"Ver. The bedroom is west of the office.

Question: What is the name of the river which flows past",What is west of the bedroom?
24,bedroom,"Answer: The bedroom is south of the bathroom.

Question: What is the name of the girl",What is south of the bathroom?
25,hallway,"Answer: The hallway.

------------------------------------------------------------------------



                              CHAPTER XI. ––",What is west of the bathroom?
26,office,"Answer: The hallway is south of the hallway.

Question: What is north of the hallway",What is south of the hallway?
27,bedroom,"Answer: The office is east of the library.

Question: What is west of the library?",What is east of the office?
28,garden,"Question: What is east of the bathroom?

Question: What is north of the bathroom?",What is west of the bathroom?
29,kitchen,"Answer: The garden is north of the kitchen.

Question: What is the kitchen north of?",What is the garden north of?
30,office,"Answer: The garden is east of the courtyard.

Question: What is west of the garden?",What is east of the garden?
31,bathroom,Answer: The kitchen. Question: What is north of the hallway? Answer: The dining room. Question: What,What is south of the hallway?
32,garden,"Answer: The office is located in the eastern part of the building.

Question: What is west of the",What is east of the office?
33,bedroom,"Answer: The bathroom is south of the hallway.

Question: What is the most common type of gall",What is south of the hallway?
34,garden,"Answer: The hallway is east of the garden.

Question: What is the garden east of?
Answer",What is the hallway east of?
35,kitchen,"Answer: The kitchen.

Question: What is the proper length for ladies' crinoline? Answer: The length",What is south of the hallway?
36,bathroom,"Answer: The kitchen is west of the bedroom.

Question: What is the bedroom east of?",What is the kitchen west of?
37,kitchen,"Answer: The bathroom is west of the kitchen.

Question: What is the bathroom west of?",What is the bathroom west of?
38,bathroom,"Answer: The garden is south of the kitchen.

Question: What is the bathroom north of?",What is the garden south of?
39,bedroom,"Answer: The garden is south of the house.

Question: What is the house south of?",What is the garden south of?
40,bedroom,"Answer: The kitchen is west of the bathroom.

Question: What is the name of the river that",What is west of the bathroom?
41,garden,"Answer: The garden.

Question: What is the name of the bar?

Answer: The '",What is west of the office?
42,bathroom,"Answer: The garden.

Question: What is east of the hallway?

Answer: The garden",What is west of the hallway?
43,hallway,"Answer: The refrigerator.

Theory and practice of Osteopathy. Infallible",What is north of the kitchen?
44,bathroom,"Answer: The hallway is north of the bathroom.

Question: What is the office boy's name",What is the hallway north of?
