Unnamed: 0,target,output,question
0,office,"Answer: The apple was in the office before it was in the bathroom.

Question: Where was the",Where was the apple before the bathroom? 
1,office,"Answer: The apple was in the garden before it was moved to the hallway.

Question: Where was",Where was the apple before the hallway? 
2,office,"Helpful Answer: The apple was in the garden before it was in the hallway.
Question: Where was the",Where was the apple before the hallway? 
3,bathroom,"Answer: The football was in the office before it was in the garden.

Question: Where was the apple before",Where was the football before the garden? 
4,bathroom,"Answer: The football was in the office before it was in the garden.

Question: Where was the milk",Where was the football before the garden? 
5,garden,"Answer: The apple was in the garden before it was moved to the bathroom.

Question: Where was the",Where was the apple before the bathroom? 
6,kitchen,"Answer: The milk was in the kitchen before it was taken to the office.

Question: Where was the",Where was the milk before the office? 
7,kitchen,"Context: Mary grabbed the apple. There is no octastyle hall at Persever, and the Pers",Where was the apple before the office? 
8,kitchen,"Answer: The apple was in the hallway before the office.

Question: Where was the football before the",Where was the apple before the office? 
9,bedroom,"Answer: The apple was in the hallway before the office.

Question: Where did Sandra go after",Where was the apple before the office? 
10,garden,"The apple was in the bedroom before it was discarded.

Question: Where was the milk before the bed",Where was the apple before the bedroom? 
11,garden,"Answer: The apple was in the kitchen before it was moved to the bedroom.

Question: Where was",Where was the apple before the bedroom? 
12,garden,"Answer: The milk was in the kitchen before it was moved to the bathroom.

Question: Where was",Where was the milk before the bathroom? 
13,garden,"Answer: The milk was in the hallway before it was moved to the bathroom.

Question: Where",Where was the milk before the bathroom? 
14,garden,Answer: The milk was in the bedroom before it was moved to the bathroom.,Where was the milk before the bathroom? 
15,kitchen,Context: Daniel moved to the bedroom. Sandra got the football. Sandra went back to the office. Sand,Where was the football before the garden? 
16,kitchen,"Answer: The football was in the office before it was in the garden.

Question: Where was the milk",Where was the football before the garden? 
17,garden,"Answer: The milk was in the office before it was in the bedroom.

Question: Where was the",Where was the milk before the bedroom? 
18,garden,"Answer: The milk was in the kitchen before it was in the bedroom.

Question: Where was the",Where was the milk before the bedroom? 
19,bedroom,Answer: The football was in the kitchen before it was taken to the bathroom.,Where was the football before the bathroom? 
20,garden,"Helpful Answer: The football was in the garden before it was in the hallway.
Question: Where was the",Where was the football before the hallway? 
21,garden,"Answer: The football was in the hallway before the office.

Question: Where was the football before the kitchen",Where was the football before the office? 
22,hallway,"Answer: The football was in the kitchen before it was in the garden.

Question: Where was the football before",Where was the football before the garden? 
23,office,"Answer: The milk was in the office before it was taken to the kitchen.

Question: Where did Sand",Where was the milk before the kitchen? 
24,kitchen,"Answer: The milk was in the kitchen before it was moved to the bedroom.

Question: Where did",Where was the milk before the bedroom? 
25,bathroom,"Answer: The football was in the office before it was in the bedroom.

Question: Where was the",Where was the football before the bedroom? 
26,office,"Answer: The football was in the office before it was moved to the bedroom.

Question: Where was",Where was the football before the bedroom? 
27,garden,"Answer: The football was in the bedroom before it was in the office.

Question: Where was the",Where was the football before the office? 
28,garden,"Answer: The football was in the bedroom before it was in the office.

Question: Where was the",Where was the football before the office? 
29,garden,"Answer: The apple was in the hallway before it was in the office.

Question: Where was the football",Where was the apple before the office? 
30,bathroom,"Answer: The apple was in the office before it was in the hallway.

Question: Where was the",Where was the apple before the hallway? 
31,office,"Answer: The apple was in the office before it was in the kitchen.

Question: Where did Daniel go",Where was the apple before the kitchen? 
32,office,"Answer: The apple was in the garden before the kitchen.

Question: Where was the apple before the bath",Where was the apple before the kitchen? 
33,hallway,"Answer: The milk was in the hallway before it was moved to the bedroom.

Question: Where was",Where was the milk before the bedroom? 
34,bedroom,"Answer: The milk was in the hallway before the garden.

Question: Where was the milk before the bed",Where was the milk before the garden? 
35,hallway,"Answer: The apple was in the garden before the bathroom.

Question: Where was the football before the hall",Where was the apple before the bathroom? 
36,hallway,"Answer: The football was in the garden before it was in the kitchen.

Question: Where was the milk",Where was the football before the kitchen? 
37,bathroom,"Answer: The apple was in the garden before it was taken to the kitchen.

Question: Where was the",Where was the apple before the kitchen? 
38,garden,Context: The business of arranging for this sudden departure was really not so difficult as it first appeared. Jennie proposed,Where was the apple before the bathroom? 
39,garden,"Answer: The apple was in the kitchen before it was taken to the bathroom.

Question: Where was the",Where was the apple before the bathroom? 
40,garden,Answer: The football was in the garden before it was moved to the hallway.,Where was the football before the hallway? 
41,garden,Answer: The football was in the garden before it was a letter from the first. _March 18,Where was the football before the hallway? 
42,garden,"Answer: The milk was in the office before it was moved to the hallway.

Question: Where was the",Where was the milk before the hallway? 
43,hallway,"Answer: The milk was in the office before it was taken to the bathroom.

Question: Where was the",Where was the milk before the bathroom? 
44,bathroom,"Answer: The football was in the garden before it was in the hallway.

Question: Where was the",Where was the football before the hallway? 
45,bedroom,"Answer: The apple was in the hallway before it was moved to the bathroom.

Question: Where",Where was the apple before the bathroom? 
46,bedroom,"Answer: The apple was in the hallway before it was moved to the bathroom.

Question: Where",Where was the apple before the bathroom? 
47,bedroom,"Answer: The apple was in the kitchen before it was moved to the bathroom.

Question: Where was",Where was the apple before the bathroom? 
48,bedroom,"Answer: The apple was in the hallway before it was moved to the bathroom.

Question: Where was",Where was the apple before the bathroom? 
49,bedroom,Context: Mary moved to the hallway. Mary discarded the milk there. John went back to the office. Daniel,Where was the milk before the hallway? 
50,kitchen,"Answer: The apple was in the hallway.

Question: ""The portrait of Paine, in the portrait",Where was the apple before the garden? 
51,garden,"Answer: The apple was in the garden before it was in the bedroom.
Question: Where was the football before",Where was the apple before the bedroom? 
52,garden,"Choices:
 (A) The garden
 (B) The bedroom

Answer: (A) The",Where was the football before the kitchen? 
53,bathroom,"Answer: The apple was in the garden before it was in the bedroom.

Question: Where was the",Where was the apple before the bedroom? 
54,bathroom,Answer:,Where was the apple before the bedroom? 
55,office,"Answer: The football was in the office before it was moved to the hallway.

Question: Where was",Where was the football before the hallway? 
56,kitchen,"Answer: The apple was in the garden before it was in the office.

Question: Where was the apple",Where was the apple before the office? 
57,office,"Answer: The football was in the garden before it was in the bedroom.

Question: Where was the football",Where was the football before the garden? 
58,office,"Answer: The football was in the bedroom before it was moved to the hallway.

Question: Where",Where was the football before the bedroom? 
59,garden,Answer: The apple was in the garden before it was moved to the hallway.,Where was the apple before the hallway? 
60,hallway,"Answer: The football was in the kitchen before it was taken to the bedroom.

Question: Where was",Where was the football before the bedroom? 
61,bathroom,"Answer: The football was in the garden before it was moved to the hallway.

Question: Where was",Where was the football before the hallway? 
62,bedroom,Answer: The football was in the hallway before it was taken to the kitchen.,Where was the football before the kitchen? 
63,garden,Context: John picked up the football. John went to the bathroom. John took the milk. It is probably not,Where was the football before the bathroom? 
64,garden,"Answer: The football was in the kitchen before it was in the bathroom.

Question: Where was the apple",Where was the football before the bathroom? 
65,bathroom,"Answer: The milk was in the kitchen before the office.

Question: Where was the football before the office?",Where was the milk before the office? 
66,bathroom,"Answer: The milk was in the bathroom before the office.

Question: Where was the football before the office",Where was the milk before the office? 
67,bathroom,"Answer: The milk was in the kitchen before the office.

Question: Where was the football before the bedroom",Where was the milk before the office? 
68,garden,"Answer: The football was in the hallway before it was in the bedroom.

Question: Where was",Where was the football before the bedroom? 
69,kitchen,"Answer: The football was in the bedroom before the bathroom.

Question: Where was the milk before",Where was the football before the bathroom? 
70,office,Answer: The football was in the office before it was in the hallway.,Where was the football before the hallway? 
71,hallway,"Answer: The apple was in the office before it was in the garden.

Question: Where was the football before",Where was the apple before the garden? 
72,bathroom,"Answer: The milk was in the bathroom before it was moved to the kitchen.

Question: Where was the",Where was the milk before the kitchen? 
73,kitchen,"Answer: The apple was in the kitchen before the bathroom.

Question: Where was the milk before the hall",Where was the apple before the bathroom? 
74,garden,"Answer: The apple was in the hallway before the bathroom.

Question: Where was the football before the",Where was the apple before the bathroom? 
75,garden,"Answer: The milk was in the garden before the hallway.

Question: Where was the football before the bath",Where was the milk before the hallway? 
76,hallway,"Answer: The milk was in the hallway before it was taken to the office.

Question: Where was",Where was the milk before the office? 
77,garden,"Answer: The milk was in the office before it was taken to the hallway.

Question: Where did",Where was the milk before the hallway? 
78,office,Answer: The apple was in the office before it was taken to the bathroom.,Where was the apple before the bathroom? 
79,office,"Answer: The apple was in the garden before the bathroom.

Question: Where was the football before the office",Where was the apple before the bathroom? 
80,kitchen,"Answer: The milk was in the kitchen before the office.

Question: Where was the milk before the kitchen",Where was the milk before the office? 
81,kitchen,"Answer: The milk was in the kitchen before the office.

Question: Where was the milk before the garden?",Where was the milk before the office? 
82,kitchen,"Answer: The milk was in the kitchen before the office.

Question: Where was the milk before the garden",Where was the milk before the office? 
83,bathroom,"Answer: The apple was in the hallway before it was moved to the bathroom.

Question: Where",Where was the apple before the hallway? 
84,bathroom,"Helpful Answer: Before the bedroom, the milk was in the kitchen.
Question: Where was the milk before",Where was the milk before the bedroom? 
85,garden,"Answer: The apple was in the garden before the bathroom.

Question: Where was the milk before the",Where was the apple before the bathroom? 
86,bathroom,"Answer: The milk was in the hallway before it was taken to the kitchen.

Question: Where was",Where was the milk before the kitchen? 
87,bathroom,"Answer: The milk was in the office before it was moved to the kitchen.

Question: Where was the football",Where was the milk before the kitchen? 
