Unnamed: 0,target,output,question
0,bathroom,"Answer: Mary is in the bathroom.

Question: Where is John?
Answer: John is in the",Where is Mary? 
1,kitchen,"Answer: Sandra is in the bathroom.

Question: What is the name of the girl who is",Where is Sandra? 
2,kitchen,"Answer: Mary is in the kitchen.

Question: What is Mary doing?
Answer: Mary is cleaning",Where is Mary? 
3,kitchen,"Answer: John is in the garden.

Question: What is the name of the girl who is the Queen",Where is John? 
4,bedroom,"Answer: Sandra is in the bedroom.

Question: What is the name of the dog that Just",Where is Sandra? 
5,office,"Answer: John is in the office.

Question: What is the name of the city where the ancient May",Where is John? 
6,garden,"Answer: Mary is in the kitchen.

Question: What is the doctor's name?
Answer: The",Where is Mary? 
7,bathroom,Answer: Sandra is at the bathroom.,Where is Sandra? 
8,kitchen,"Answer: Mary is in the kitchen.

Question: What is the Princess doing?
Answer: The Princess is",Where is Mary? 
9,bedroom,"Answer: John is in the bedroom.

Question: What is the name of the station where the Revere",Where is John? 
10,office,"Answer: Daniel is in the office.

Question: What is the name of the young girl who went abroad",Where is Daniel? 
11,office,"Answer: He is in the bathroom.

Question: What is the name of the hotel?",Where is Daniel? 
12,bathroom,"Answer: Mary is in the bathroom.
Question: Where is John?
Answer: John is in the hall",Where is Mary? 
13,bathroom,"Answer: Sandra is in the bathroom.

Question: What is the name of the artist who lived with",Where is Sandra? 
14,bathroom,"Answer: Sandra is in the hospital.

Question: What is the name of the girl Sidney is",Where is Sandra? 
15,hallway,"Answer: Mary is in the hallway.

Question: What is the name of the girl with blue-",Where is Mary? 
16,kitchen,"Answer: Sandra is in the kitchen.

Question: Where is Cuddie?
Answer: Cud",Where is Sandra? 
17,office,"Answer: Daniel is in Danville.




THE PETRIFIED FERN.",Where is Daniel? 
18,kitchen,"Answer: Sandra is in the kitchen.

_March_ 1.--We had a very interesting",Where is Sandra? 
19,bedroom,"Answer: John is in the bathroom.

Question: Where is Mary?

Answer: Mary is",Where is John? 
20,hallway,"Answer: Sandra is in the bedroom.

Question: What is the gift that Webb gave to",Where is Sandra? 
21,bedroom,"Answer: Mary is at the bedroom.

Question: What is the name of the church near the field",Where is Mary? 
22,bedroom,"Answer: John is in the bedroom.

Question: Where is Sandra?

Answer: Sand",Where is John? 
23,bedroom,"Answer: Mary is in Cincinnati.

Question: Where is Jennie?
Answer: Jennie",Where is Mary? 
24,bedroom,"Answer: Mary is in the kitchen.

Question: What is the name of the machine Sam wants to use",Where is Mary? 
25,garden,"Answer: Mary is in the kitchen.

Question: Where is John?

Answer: John is in",Where is Mary? 
26,bedroom,"Answer: Daniel is in the bedroom.

Question: Where is Mary?

Answer: Mary went",Where is Daniel? 
27,office,"Answer: Sandra is in the office.

Question: What is the name of the hotel where Miss T",Where is Sandra? 
28,office,"Answer: Sandra is in the bathroom.

Question: Where is Mary?

Answer: Mary",Where is Sandra? 
29,garden,"Answer: Sandra is in the garden.

Question: What is the English word for ""tazia",Where is Sandra? 
30,garden,"Answer: Daniel is in the kitchen.

Question: Where is Sandra?
Answer: Sandra is in",Where is Daniel? 
31,bathroom,"Answer: Mary is in the garden of Eden.

Question: Where is the serpent?",Where is Mary? 
