Unnamed: 0,target,output,question
0,hallway,"Answer: The most recent location of John is hallway.


Context: The lawyer’s
tendency",Where is John? 
1,bathroom,"Answer: The most recent location of Mary is bathroom.

Context: The King’s writ was held to",Where is Mary? 
2,kitchen,"Answer: The most recent location of Sandra is kitchen.


Example:
John travelled to the hall",Where is Sandra? 
3,hallway,"Answer: The most recent location of Sandra is hallway.


Example:
John went to the hall",Where is Sandra? 
4,kitchen,"Answer: The most recent location of Sandra is bathroom.


Context: The story of this second marriage",Where is Sandra? 
5,hallway,"Answer: The most recent location of Sandra is hallway.


Example:
Alan moved to the",Where is Sandra? 
6,garden,"Answer: The most recent location of Sandra is garden.


Example:
Alan moved to the gar",Where is Sandra? 
7,hallway,"Answer: The most recent location of Daniel is hallway.


Context: ""Wonder about ME for a",Where is Daniel? 
8,office,"Answer: The most recent location of Sandra is garden.


Context: The most recent location of Zoie",Where is Sandra? 
9,office,"Answer: The most recent location of Daniel is office.


Example:
Charlie went to the hallway",Where is Daniel? 
10,kitchen,"Answer: The most recent location of Mary is kitchen.


Example:
Charlie went to the hallway",Where is Mary? 
11,garden,"Answer: The most recent location of Mary is garden.

Context: ""No,"" she replied, with a trace",Where is Mary? 
12,office,"Answer: The most recent location of Daniel is the office.


Context: well, hardly so--ah--",Where is Daniel? 
13,bedroom,"Answer: The most recent location of Mary is kitchen.

Context: I was born in the year 16",Where is Mary? 
14,bedroom,"Answer: The most recent location of Mary is bedroom.


Context: John travelled to the office.",Where is Mary? 
15,kitchen,"Answer: The most recent location of John is kitchen.

Context: He will charter a bullock team or",Where is John? 
16,garden,"Answer: The most recent location of John is the garden.


Context: Sandra travelled to the garden",Where is John? 
17,kitchen,"Answer: The most recent location of John is kitchen.


Context: The most recent location of John is kitchen",Where is John? 
18,office,"Answer: The most recent location of Daniel is office.


Example:
John went to the hallway.",Where is Daniel? 
19,kitchen,"Answer: The most recent location of John is kitchen.


Context: John moved to the hallway. After",Where is John? 
20,hallway,"Answer: The most recent location of Mary is hallway.


Context: The Clergyman's",Where is Mary? 
21,office,"Answer: The most recent location of John is office.


Context: Each had something to say to
the",Where is John? 
22,office,"Answer: The most recent location of John is office.


Context: The natives may destroy
hundred",Where is John? 
23,hallway,"Answer: The most recent location of Sandra is hallway.


Context: Mary journeyed to the kitchen",Where is Sandra? 
24,bedroom,"Answer: The most recent location of Daniel is bedroom.


Context: Mary went to the hallway.",Where is Daniel? 
25,bedroom,"Answer: The most recent location of Sandra is bedroom.


Example:
Alan moved to the",Where is Sandra? 
26,bedroom,"Answer: The most recent location of Mary is bedroom.


Context: ""I'm very sorry,",Where is Mary? 
27,kitchen,"Answer: The most recent location of Daniel is bedroom.


Context: The next day, when the sun",Where is Daniel? 
28,kitchen,"Answer: The most recent location of Daniel is kitchen.


Context: Sandra moved to the bedroom.",Where is Daniel? 
29,kitchen,"Answer: The most recent location of Daniel is kitchen.


Context: /If/ the painter has clums",Where is Daniel? 
30,hallway,"Answer: The most recent location of Sandra is hallway.


Example:
Alan moved to the",Where is Sandra? 
31,office,"Answer: The most recent location of John is office.

Context: ""Have to amuse myself in my own",Where is John? 
32,kitchen,"Answer: The most recent location of Sandra is kitchen.

Context: I haven't had much experience in",Where is Sandra? 
33,kitchen,"Answer: The most recent location of Sandra is kitchen.


Context: _A Gallery in the Ambassador",Where is Sandra? 
34,bathroom,"Answer: The most recent location of Sandra is kitchen.


Context: _Pub._            Ah, my",Where is Sandra? 
35,office,"Answer: The most recent location of Mary is office.


Context: ""I'm going to the kitchen",Where is Mary? 
36,bathroom,"Answer: The most recent location of Mary is buckeye thicket.


Example:
Alan",Where is Mary? 
37,garden,"Answer: The most recent location of Mary is the garden.


Context: It was composed of the rocky",Where is Mary? 
38,kitchen,"Answer: The most recent location of Sandra is kitchen.


Context: The army is, in fact,",Where is Sandra? 
39,bedroom,"Answer: The most recent location of Daniel is bedroom.


Context: Mary went back to the bedroom",Where is Daniel? 
40,bathroom,"Answer: The most recent location of Sandra is the bathroom.

Context: There are,
moreover",Where is Sandra? 
41,garden,"Answer: The most recent location of Daniel is garden.


Example:
Alan moved to the garage",Where is Daniel? 
42,bathroom,"Answer: The most recent location of Sandra is the bathroom.

Context: In passing out, they discovered",Where is Sandra? 
43,hallway,"Answer: The most recent location of Daniel is hallway.


Context: Sweeping his hand in the",Where is Daniel? 
44,garden,"Answer: The most recent location of Daniel is garden.


Example:
Charlie went to the hallway",Where is Daniel? 
45,kitchen,"Answer: The most recent location of Mary is kitchen.


Example:
Alan moved to the garage",Where is Mary? 
46,hallway,"Answer: The most recent location of Daniel is hallway.


Context: However, they reached their destination in",Where is Daniel? 
47,bathroom,"Answer: The most recent location of Sandra is bathroom.


Example:
Alan moved to the",Where is Sandra? 
48,office,"Answer: The most recent location of John is office.


Example:
John moved to the bedroom.",Where is John? 
49,bedroom,"Answer: The most recent location of John is bedroom.

Context: Mary went back to the hallway.",Where is John? 
50,bedroom,"Answer: The most recent location of John is bedroom.


Context: ""I am afraid I have a",Where is John? 
51,office,"Answer: The most recent location of John is office.


Example:
Althea's last name",Where is John? 
52,garden,"Answer: The most recent location of John is the garden.


Context: I started out crying at the",Where is John? 
53,garden,"Answer: The most recent location of John is the garden.


Context: Then she turned and ran after",Where is John? 
54,kitchen,"Answer: The most recent location of Daniel is kitchen.


Example:
John moved to the office. John",Where is Daniel? 
55,bedroom,"Answer: The most recent location of Mary is bedroom.


Context: The most recent location of Mary is",Where is Mary? 
56,kitchen,"Answer: The most recent location of Mary is kitchen.


Example:
JOHN JAMES,",Where is Mary? 
57,hallway,"Answer: The most recent location of Mary is hallway.


Context: Other examples might be quoted differing",Where is Mary? 
58,garden,"Answer: The most recent location of Daniel is garden.


Context: The result is that, though great eleg",Where is Daniel? 
59,hallway,"Answer: The most recent location of Sandra is kitchen.


Example:
John went to the hallway",Where is Sandra? 
60,hallway,"Answer: The most recent location of Sandra is hallway.


Example:
John moved to the hall",Where is Sandra? 
61,office,"Answer: The most recent location of Daniel is office.


Example:
Alan moved to the garage",Where is Daniel? 
62,bathroom,"Answer: The most recent location of Sandra is bathroom.


Example:
Alan moved to the",Where is Sandra? 
63,garden,"Answer: The most recent location of Daniel is garden.


Context: CHAPTER VIII--THE OSTEOP",Where is Daniel? 
64,garden,"Answer: The most recent location of Daniel is bedroom.


Example:
Alan moved to the gar",Where is Daniel? 
65,kitchen,"Answer: The most recent location of John is kitchen.


Context: ""Simon forced him to eat to",Where is John? 
66,kitchen,"Answer: The most recent location of John is kitchen.


Context: But
after the Revolution the question changed",Where is John? 
67,bathroom,"Answer: The most recent location of Daniel is bathroom.


Context: [14] De
Ma",Where is Daniel? 
68,office,"Answer: The most recent location of Daniel is office.


Context: Mary went to the kitchen. JE",Where is Daniel? 
69,office,"Answer: The most recent location of Daniel is kitchen.


Context: Mary went to the kitchen. JE",Where is Daniel? 
70,garden,"Answer: The most recent location of Mary is garden.


Example:
Maurice! MAURICE",Where is Mary? 
71,hallway,"Answer: The most recent location of Sandra is hallway.


Context: They continued promenading the",Where is Sandra? 
72,garden,"Answer: The most recent location of Mary is garden.


Context: Mary travelled to the office. The",Where is Mary? 
73,bedroom,"Answer: The most recent location of Mary is garden.


Context: He settled in Seville, where the",Where is Mary? 
74,bathroom,"Answer: The most recent location of Mary is bathroom.


Context: The little acts which were due to",Where is Mary? 
75,kitchen,"Answer: The most recent location of Daniel is kitchen.


Context: The son of Tydeus has left",Where is Daniel? 
76,kitchen,"Answer: The most recent location of John is kitchen.


Example:
Alan went to the garden.",Where is John? 
77,kitchen,"Answer: The most recent location of Daniel is kitchen.


Example:
John travelled to the kitchen.",Where is Daniel? 
78,hallway,"Answer: The most recent location of Daniel is hallway.


Example:
John went to the office.",Where is Daniel? 
79,office,"Answer: The most recent location of Daniel is the office.


Example:
John travelled to the kitchen",Where is Daniel? 
80,garden,"Answer: The most recent location of John is home.


Example:
Alan moved to the garage",Where is John? 
81,bathroom,"Answer: The most recent location of John is the bathroom.


Context: I understand my Aunt Fen",Where is John? 
82,bedroom,"Answer: The most recent location of Sandra is bedroom.


Example:
John travelled to the",Where is Sandra? 
83,garden,"Answer: The most recent location of Mary is garden.


Context: ""What do you want with a car",Where is Mary? 
84,office,"Answer: The most recent location of Daniel is office.


Context: ""I'm glad to say I",Where is Daniel? 
85,garden,"Answer: The most recent location of Sandra is garden.


Context: Hence the natural and true expression,",Where is Sandra? 
86,garden,"Answer: The most recent location of Mary is garden.


Context: The
gradual development of the d",Where is Mary? 
87,hallway,"Answer: The most recent location of John is hallway.


Context: John travelled to the garden.",Where is John? 
88,kitchen,"Answer: The most recent location of Sandra is kitchen.


Context: The most recent location of John is",Where is Sandra? 
89,kitchen,"Answer: The most recent location of Daniel is kitchen.


Example:
John travelled to the hallway",Where is Daniel? 
90,bathroom,"Answer: The most recent location of Sandra is bathroom.


Example:
Alan moved to the",Where is Sandra? 
91,bathroom,"Answer: The most recent location of John is bathroom.


Example:
Alan moved to the gar",Where is John? 
92,hallway,"Answer: The most recent location of Sandra is hallway.


Context: Now and then Charlotte Ingalls",Where is Sandra? 
93,bathroom,"Answer: The most recent location of Sandra is the bathroom.


Example:
Charlie went to",Where is Sandra? 
94,bathroom,"Answer: The most recent location of Sandra is bathroom.

Context: ""I'm a laughing",Where is Sandra? 
95,kitchen,"Answer: The most recent location of John is kitchen.


Context: ""Wasn't _I",Where is John? 
96,kitchen,"Answer: The most recent location of Sandra is the kitchen.


Example:
Alan moved to the",Where is Sandra? 
97,kitchen,"Answer: The most recent location of Mary is kitchen.


Example:
Alan moved to the garage",Where is Mary? 
98,bedroom,"Answer: The most recent location of Mary is bedroom.


Context: It is ten years to-day",Where is Mary? 
99,bedroom,"Answer: The most recent location of Mary is bedroom.


Context: This is recorded of Augustus by",Where is Mary? 
100,bedroom,"Answer: The most recent location of Mary is bedroom.


Example:
Alan moved to the gar",Where is Mary? 
101,bathroom,"Answer: The most recent location of Sandra is the bathroom.


Example:
Alan moved to",Where is Sandra? 
102,office,"Answer: The most recent location of Mary is office.


Context: Not a sound can the little girl hear",Where is Mary? 
103,garden,"Answer: The most recent location of Daniel is garden.

Context: The child’s heart is beating fast",Where is Daniel? 
104,garden,"Answer: The most recent location of Daniel is garden.


Context: The English nation
is tired of war",Where is Daniel? 
105,hallway,"Answer: The most recent location of Mary is hallway.


Example:
Judith went to the",Where is Mary? 
106,bedroom,"Answer: The most recent location of Daniel is bedroom.


Example:
Charlie went to the hall",Where is Daniel? 
107,bathroom,"Answer: The most recent location of Daniel is bedroom.


Example:
Charlie went to the hall",Where is Daniel? 
108,office,"Answer: The most recent location of Daniel is office.


Example:
""I've seen the sun",Where is Daniel? 
109,bedroom,"Answer: The most recent location of John is bedroom.


Context: Mary went to the garden. Daniel",Where is John? 
110,bathroom,"Answer: The most recent location of Daniel is bathroom.


Example:
Daniel went to the office.",Where is Daniel? 
111,bathroom,"Answer: The most recent location of Daniel is the bathroom.


Context: Alan moved to the garage",Where is Daniel? 
112,kitchen,"Answer: The most recent location of John is kitchen.


Example:
John went to the office. John",Where is John? 
113,hallway,"Answer: The most recent location of John is hallway.


Context: 0.52    """,Where is John? 
114,kitchen,"Answer: The most recent location of Mary is kitchen.


Context: No words can express the concern and aston",Where is Mary? 
115,garden,"Answer: The most recent location of Sandra is garden.


Example:
John moved to the office.",Where is Sandra? 
116,office,"Answer: The most recent location of John is office.


Example:
John went to the hallway.",Where is John? 
117,kitchen,"Answer: The most recent location of Mary is kitchen.


Example:
Alan moved to the garage",Where is Mary? 
118,bathroom,"Answer: The most recent location of Daniel is bathroom.


Example:
Alan moved to the gar",Where is Daniel? 
119,office,"Answer: The most recent location of Daniel is garden.


Example:
SIR TRISTRAM.",Where is Daniel? 
120,bedroom,"Answer: The most recent location of Daniel is bedroom.


Context: [_Speaks to GEOR",Where is Daniel? 
121,bathroom,"Answer: The most recent location of Mary is bathroom.


Context: What is the best way to keep",Where is Mary? 
122,bedroom,"Answer: The most recent location of Daniel is bedroom.


Context: The young lady returned the dumb",Where is Daniel? 
123,hallway,"Answer: The most recent location of Daniel is hallway.


Context: The next day, April 9",Where is Daniel? 
124,bedroom,"Answer: The most recent location of Mary is bedroom.


Context: While moving
at almost a charg",Where is Mary? 
125,office,"Answer: The most recent location of Sandra is office.


Example:
Alan moved to the gar",Where is Sandra? 
126,garden,"Answer: The most recent location of John is garden.


Context: ""I confess I shouldn't",Where is John? 
127,garden,"Answer: The most recent location of Daniel is garden.


Context: he demanded,
blustering before",Where is Daniel? 
128,garden,"Answer: The most recent location of Sandra is garden.


Context: Had the child made this remark to",Where is Sandra? 
129,bathroom,"Answer: The most recent location of Sandra is the garden.


Context: John moved to the kitchen.",Where is Sandra? 
130,garden,"Answer: The most recent location of Sandra is garden.


Example:
The Egyptians believed in the",Where is Sandra? 
131,hallway,"Answer: The most recent location of Mary is hallway.


Context: ""Take
that; it will",Where is Mary? 
132,bathroom,"Answer: The most recent location of Sandra is bathroom.

Context: Mary journeyed to the hallway",Where is Sandra? 
133,garden,"Answer: The most recent location of Sandra is garden.


Context: ""I'll go and see",Where is Sandra? 
134,kitchen,"Answer: The most recent location of John is kitchen.


Context: Mary journeyed to the hallway.",Where is John? 
135,bathroom,"Answer: The most recent location of Sandra is the bathroom.


Example:
""I'm",Where is Sandra? 
136,office,"Answer: The most recent location of Sandra is office.


Example:
Daniel moved to the kitchen.",Where is Sandra? 
137,kitchen,"Answer: The most recent location of John is kitchen.


Context: Daniel moved to the kitchen. Sandra",Where is John? 
138,bathroom,"Answer: The most recent location of Sandra is bathroom.


Example:
John moved to the kitchen",Where is Sandra? 
139,bathroom,"Answer: The most recent location of John is bathroom.


Context: Daniel moved to the kitchen. I",Where is John? 
140,office,"Answer: The most recent location of Mary is office.


Example:
Alan moved to the garage",Where is Mary? 
141,hallway,"Answer: The most recent location of Mary is hallway.


Example:
Alan moved to the gar",Where is Mary? 
142,hallway,"Answer: The most recent location of Mary is hallway.


Context: ""I have no doubt myself that",Where is Mary? 
143,office,"Answer: The most recent location of Sandra is the office.


Example:
Alan moved to the",Where is Sandra? 
144,bedroom,"Answer: The most recent location of Sandra is bedroom.


Context: Mary journeyed to the garden",Where is Sandra? 
145,kitchen,"Answer: The most recent location of Sandra is kitchen.


Example:
Alan moved to the gar",Where is Sandra? 
146,kitchen,"Answer: The most recent location of Sandra is kitchen.


Context: ""John, the son of William",Where is Sandra? 
147,kitchen,"Answer: The most recent location of Daniel is kitchen.


Context: The old man was only eleven years old",Where is Daniel? 
148,kitchen,"Answer: The most recent location of Sandra is kitchen.

Context: Daniel went to the bedroom. '",Where is Sandra? 
149,kitchen,"Answer: The most recent location of Daniel is kitchen.


Context: The next day, the two friends were",Where is Daniel? 
150,garden,"Answer: The most recent location of Daniel is garden.


Context: Mary travelled to the bedroom.",Where is Daniel? 
151,garden,"Answer: The most recent location of Sandra is garden.


Example:
Alan moved to the gar",Where is Sandra? 
152,bathroom,"Answer: The most recent location of Daniel is bathroom.


Context: Has nothing been heard from that aur",Where is Daniel? 
153,office,"Answer: The most recent location of Daniel is office.

Context: The whole city was rife with Christmas atmosphere",Where is Daniel? 
154,bedroom,"Answer: The most recent location of John is bedroom.


Context: The
latter went at once",Where is John? 
155,bathroom,"Answer: The most recent location of Mary is bathroom.


Example:
Alan moved to the gar",Where is Mary? 
156,garden,"Answer: The most recent location of Daniel is garden.


Context: THE MORAL TO THE TA",Where is Daniel? 
157,bedroom,"Answer: The most recent location of John is bedroom.


Example:
Alan moved to the gar",Where is John? 
158,office,"Answer: The most recent location of John is office.


Context: The most recent location of Sandra is",Where is John? 
159,hallway,"Answer: The most recent location of Mary is hallway.


Example:
Alan moved to the gar",Where is Mary? 
160,bedroom,"Answer: The most recent location of Daniel is bedroom.


Example:
Alan moved to the gar",Where is Daniel? 
