Unnamed: 0,target,output,question
0,bedroom,"Answer: bedroom

Context: The hallway is south of the kitchen. The bedroom is north of the",What is the bathroom east of?
1,bedroom,"Answer: bedroom

Question: What is east of the bedroom?
Answer: hallway

Question",What is west of the kitchen?
2,bathroom,"Answer: bathroom

Question: What is south of the hallway?
Answer: bathroom

Question",What is north of the garden?
3,bedroom,"Answer: bedroom

Context: The garden is west of the bedroom. The bedroom is west of the",What is south of the kitchen?
4,bedroom,"Answer: bedroom

Context: The garden is west of the bedroom. The bedroom is west of the",What is east of the kitchen?
5,garden,"Answer: garden

Question: What is the garden east of?
Answer: bathroom

Question: What",What is the bathroom west of?
6,kitchen,"Answer: kitchen

Example:
The
consequence of this is, that the arches have to be tied",What is east of the bedroom?
7,bathroom,"Answer: bedroom

Question: What is the kitchen south of?
Answer: bedroom

Question:",What is the garden south of?
8,kitchen,"Answer: kitchen

Question: What is west of the bedroom?
Answer: garden

Question: What",What is south of the office?
9,office,"Answer: office

Question: What is west of the bedroom?
Answer: garden

Question: What",What is east of the hallway?
10,garden,"Answer: garden

Question: What is south of the hallway?
Answer: office

Question: What",What is north of the office?
11,garden,"Answer: garden

Question: What is west of the bedroom?
Answer: garden

Question: What",What is south of the kitchen?
12,bathroom,"Answer: bathroom

Example:
The hallway is south of the kitchen. The bedroom is north of",What is east of the kitchen?
13,garden,"Answer: garden

Context: The noise approached rapidly, and became more and more distinct. ""It is horse,""",What is west of the kitchen?
14,garden,"Answer: office

Context: I have here dilated my self a little on the subject of the Soul, by",What is north of the bedroom?
15,garden,Answer: garden,What is east of the hallway?
16,hallway,"Answer: hallway

Question: What is west of the bathroom?
Answer: hallway

Question",What is east of the office?
17,office,"Answer: office

Context: |
      +----------------+--------------------+---------+-------------+
      | Vol., No",What is south of the bathroom?
18,garden,"Answer: kitchen

Context: The garden is west of the bedroom. The bedroom is west of the kitchen",What is the bedroom north of?
19,garden,"Answer: garden

Question: What is the kitchen south of?
Answer: hallway

Question: What",What is the kitchen west of?
20,garden,"Answer: hallway




                             CHAPTER XIV. “I wonder if they expect to scare us",What is the office east of?
21,garden,"Answer: kitchen

Question: What is the garden west of?
Answer: bedroom

Question: What",What is the bathroom south of?
22,bathroom,"Answer: bathroom

Context: I
will give you thirty seconds in which to reveal to me their where",What is north of the bedroom?
23,bathroom,"Answer: bathroom

Context: The hallway is south of the kitchen. The bedroom is north of the",What is the bedroom south of?
24,hallway,"Answer: hallway

Context: The hallway is east of the bedroom. The bedroom is west of",What is the bedroom west of?
25,office,"Answer: office


Example:
The hallway is south of the kitchen. The bedroom is north of",What is east of the bathroom?
26,office,"Answer: hallway

Context: The office is north of the bedroom. It is admirable in a",What is north of the bedroom?
27,hallway,"Answer: hallway

Question: What is east of the office?
Answer: bathroom

Question:",What is west of the bathroom?
28,garden,"Answer: office

Context: The garden is south of the bathroom. The bedroom is west of the kitchen",What is the bathroom north of?
29,garden,"Answer: garden

Question: What is south of the bathroom?
Answer: garden

Question: What",What is north of the office?
30,bedroom,"Answer: bedroom

Question: What is west of the bedroom?
Answer: garden

Question:",What is east of the kitchen?
31,kitchen,"Answer: kitchen

Question: What is the kitchen south of?
Answer: hallway

Question: What",What is the bathroom east of?
32,bathroom,"Answer: bathroom




THE BROWNIES AND THE TUGBOAT. [Illustration",What is north of the garden?
33,kitchen,"Answer: hallway




THE BROWNIES' [Illustration] FLAG-POLE",What is the bedroom west of?
34,bedroom,"Answer: hallway



The hallway is south of the kitchen.

Answer: hallway",What is the kitchen south of?
35,garden,"Answer: garden

Context: ""Bill an' I buckled on our cartridge boxes, caught",What is the bathroom east of?
36,office,"Answer: bathroom

Question: What is west of the bedroom?
Answer: garden

Question:",What is south of the hallway?
37,bedroom,"Answer: bedroom

Question: What is south of the kitchen?
Answer: hallway

Question:",What is north of the bathroom?
38,bedroom,"Answer: office

Example: The garden is west of the bedroom. The bedroom is west of the kitchen",What is the bathroom east of?
39,office,"Answer: office

Question: What is south of the kitchen?
Answer: hallway

Question: What",What is north of the bedroom?
40,bathroom,"Answer: bathroom

Question: What is north of the bathroom?
Answer: hallway

Question",What is south of the kitchen?
41,bedroom,"Answer: bathroom

Context: The bedroom is west of the office. The bathroom is west of the",What is west of the office?
42,kitchen,"Answer: kitchen

Context: * * * * * With the same good
     disposition, he afterwards trave",What is the garden south of?
43,garden,"Answer: garden

Question: What is west of the bedroom?
Answer: bathroom

Question:",What is south of the bedroom?
44,garden,"Answer: hallway

Example:
The hallway is south of the kitchen. The bedroom is north of",What is the office south of?
45,hallway,"Answer: bedroom

Question: What is the bedroom south of?
Answer: hallway

Question",What is the office east of?
46,garden,"Answer: garden

Question: What is south of the bedroom?
Answer: garden

Question: What",What is south of the office?
47,garden,"Answer: garden

Context: ""Tell me about the women you have known,
your friends, the ones",What is west of the bedroom?
48,garden,"Answer: garden

Context: He flung the Winchester to his shoulder, and a spout of fire stream",What is east of the hallway?
49,garden,"Answer: hallway

Context: look there--look at that man's face! He pointed at the man",What is the office south of?
50,bedroom,"Answer: bedroom

Context: The hallway is south of the garden. The bedroom is south of the",What is the hallway north of?
51,garden,"Answer: garden

Question: What is south of the office, and soberly, and so late, and",What is north of the bathroom?
52,hallway,"Answer: garden

Example:
The hallway is south of the kitchen. The bedroom is north of the",What is the bedroom north of?
53,bathroom,"Answer: bathroom

Question: What is west of the bedroom?
Answer: garden

Question:",What is east of the garden?
