Unnamed: 0,target,output,question
0,football,"Answer: Fred gave the football to Jeff.

Question: What did Geert do to the quartermaster?",What did Fred give to Jeff? 
1,Fred,"Answer: Fred gave the football to Jeff.

Question: What did the girl do to show her treach",Who gave the football to Jeff? 
2,football,"Answer: Fred gave the football to Jeff.

Question: What did Flora do when she saw Brice?",What did Fred give to Jeff? 
3,Jeff,"""",Who did Fred give the football to? 
4,Fred,"Answer: Jeff gave the football to Fred.

Question: What did Jeff give to Fred?
Answer: Jeff",Who did Jeff give the football to? 
5,Jeff,"Answer: Jeff gave the apple.

Question: Who took the apple?
Answer: Fred took the apple.",Who gave the apple? 
6,Bill,"Answer: Fred received the apple.

Question: Who was left behind?
Answer: Rahimut-U",Who received the apple? 
7,apple,"Answer: Bill gave the apple to Fred.

Question: What did Fred give to Jeff?
Answer: Fred",What did Bill give to Fred? 
8,apple,"Answer: Bill gave the apple to Fred.

Question: What did Fred give to Bill?
Answer: Fred",What did Bill give to Fred? 
9,Fred,,Who received the apple? 
10,Mary,"Answer: Mary received the milk.

Question: Who was the President of the Society?
Answer: Carrie",Who received the milk? 
11,milk,Answer: Mary gave the milk to Bill.,What did Mary give to Bill? 
12,Bill,"Answer: Bill received the milk.

Question: Who is the girl in the blue tailor-made dress",Who received the milk? 
13,Bill,"Answer: Mary gave the milk to Bill.

Question: Who did Bill hand the milk to?",Who did Mary give the milk to? 
14,milk,"Answer: Mary gave the milk to Bill.

Question: What did the man from Denver and the Steel",What did Mary give to Bill? 
15,Jeff,"Answer: Fred received the football.

Question: Who was the mother of the baby?
Answer: The mother",Who received the football? 
16,Fred,"Answer: Fred gave the football to Jeff.

Question: Who was the officer?
Answer: The officer was",Who gave the football to Jeff? 
17,football,"Answer: Fred gave the football to Jeff.

Question: What did Mr. Gryce do before leaving R",What did Fred give to Jeff? 
18,Jeff,"Answer: Jeff received the football.

Question: Who was the last one to speak?

Answer:",Who received the football? 
19,Mary,"Answer: Mary gave the milk.

Question: Who took the apple?

Answer: Bill took the",Who gave the milk? 
20,milk,Answer: Jeff gave the milk to Mary.,What did Jeff give to Mary? 
21,Mary,Answer: Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
22,Mary,"Answer: Mary gave the milk to Jeff.

Question: Who dropped the football?

Answer: Fred",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill gave the apple to Jeff.

Question: What did the man with the little door to his",Who gave the apple to Jeff? 
24,Jeff,"Answer: Jeff

Question: Who took the apple?

Answer: Bill

Question: Who passed",Who gave the apple? 
25,apple,"Answer: ""Petit is a little, and the little girls, and the little girls, and the little girls",What did Jeff give to Fred? 
26,Fred,"Answer: Jeff received the apple.

Question: Who went back to the kitchen?
Answer: Fred went back",Who received the apple? 
27,Jeff,"Answer: Jeff received the apple.

Question: Who was the guide?
Answer: The guide was a man",Who received the apple? 
28,Jeff,"Answer: Jeff gave the apple.

Question: Who went to the bathroom?
Answer: Bill went to",Who gave the apple? 
29,Fred,Answer: Jeff gave the apple to Fred.,Who did Jeff give the apple to? 
30,Mary,"Answer: Bill gave the milk.

Question: Who gave the apple?
Answer: Jeff gave the apple.",Who gave the milk? 
31,Bill,"Answer: Bill gave the milk.

Question: Who took the milk?
Answer: Mary took the cabbage",Who gave the milk? 
32,Bill,"Answer: Bill gave the milk to Mary.
Question: Who took the apple?
Answer: Jeff took the apple",Who gave the milk to Mary? 
33,milk,"Answer: Bill gave the milk to Mary.




[Illustration: HORTICULTURAL",What did Bill give to Mary? 
34,apple,"Answer: Mary gave the apple to Fred.

Question: What did Fred pick up?

Answer:",What did Mary give to Fred? 
35,Jeff,"Answer: Fred gave the milk to Jeff.

Question: What did Bill take from the office?",Who did Fred give the milk to? 
36,Jeff,"Answer: Fred gave the milk to Jeff.

Question: Where did Mary go after she took the apple?",Who did Fred give the milk to? 
37,milk,"Answer: Jeff gave the milk to Mary.

Question: What did Fred do with the football?",What did Jeff give to Mary? 
38,milk,"Answer: Jeff gave the milk to Mary.

Question: What did Bill do after discarding the apple?",What did Jeff give to Mary? 
39,Fred,"Answer: Fred gave the apple.

Question: Who took the apple?

Answer: Bill took the",Who gave the apple? 
40,Mary,"Answer: Mary gave the milk.

Question: Who took the milk?

Answer: Fred took the",Who gave the milk? 
41,milk,"Answer: Mary gave the milk to Fred.

Question: What did Fred do with the milk?
Answer:",What did Mary give to Fred? 
42,Jeff,"Answer: Jeff gave the milk.

Question: Who took the football?
Answer: Fred took the football.",Who gave the milk? 
43,Fred,"Answer: Mary received the milk.
Question: Who passed the milk to Fred?
Answer: Mary passed the milk",Who received the milk? 
44,Mary,"Answer: Jeff gave the milk.

Question: Who passed the milk to Mary?

Answer: Fred",Who gave the milk? 
45,Bill,"Answer: Mary gave the milk to Bill.

Question: What did the six poets do after selling their",Who did Mary give the milk to? 
46,milk,"Answer: Mary gave the milk to Bill.

Question: What did Bill leave after grabbing the football",What did Mary give to Bill? 
47,Mary,"Mary gave the milk.

Question: Who grabbed the football?
Jeff grabbed the",Who gave the milk? 
48,Mary,"Answer: Bill gave the milk to Mary.

Question: Who grabbed the apple there?
Answer:",Who did Bill give the milk to? 
49,Bill,"Answer: Bill gave the milk to Mary.

Question: Who grabbed the football?

Answer",Who gave the milk to Mary? 
50,Mary,"Answer: Mary gave the apple to Fred.

Question: Who gave the apple to Mary?

Answer",Who gave the apple to Fred? 
51,Fred,"Answer: Fred gave the apple to Mary.

Question: Who was the first to grab the apple?
Answer",Who gave the apple to Mary? 
52,apple,"Answer: Fred gave the apple to Mary.

Question: What did Mary do with the apple?",What did Fred give to Mary? 
53,apple,"Answer: Mary gave the apple to Jeff.

Question: What did Alfred do when he saw the baby?",What did Mary give to Jeff? 
54,apple,"Answer: Mary gave the apple to Jeff.

Question: What did Fred do after Mary gave the apple to him",What did Mary give to Jeff? 
55,Fred,"Answer: Fred received the football.

Question: Who is going to make a new calico dress for the narr",Who received the football? 
56,football,"Answer: Bill gave the football to Fred.

Question: What did Grandmother say about the Sabbath",What did Bill give to Fred? 
57,Bill,"Answer: Bill gave the apple.

Question: Who gave the football?
Answer: Fred gave the football.",Who gave the apple? 
58,Bill,"Answer: Mary gave the apple to Bill.

Question: Who did Agricola tell to call on the confessor",Who did Mary give the apple to? 
59,Jeff,"Answer: Bill gave the apple to Jeff.

Question: Who did Mary hand the apple to?
Answer:",Who did Bill give the apple to? 
60,Jeff,"Answer: Bill gave the apple to Jeff.

Question: What did Jeff dozens, in the cabbage",Who did Bill give the apple to? 
61,Bill,"Answer: Bill
Question: Who took the football to the bedroom?
Answer: Fred
Question: Who moved",Who gave the apple to Jeff? 
62,Jeff,"Answer: Jeff gave the apple to Bill.

Question: Who took the football to the garden?
Answer:",Who gave the apple to Bill? 
63,Bill,"Answer: Bill received the apple.
Question: Who took the football?
Answer: Fred took the football.",Who received the apple? 
64,Mary,"Answer: Jeff gave the milk.

Question: Who took the football?

Answer: Fred took the",Who gave the milk? 
65,Mary,Answer: Mary gave the apple to Bill.,Who gave the apple to Bill? 
66,Bill,"Answer: Mary gave the apple to Bill.

Question: Who was the first to enter the ruined temple?",Who did Mary give the apple to? 
67,Mary,"Answer: Bill gave the apple to Mary.

Question: Who did Mary pass the apple to?
Answer:",Who did Bill give the apple to? 
68,apple,Answer: Bill gave the apple to Mary.,What did Bill give to Mary? 
69,Mary,"Answer: Bill gave the apple to Mary.

Question: Who did Carmen meet at the pier?
Answer",Who did Bill give the apple to? 
70,apple,"Answer: Fred gave the apple to Jeff.

Question: What did the woman do when she saw the girl?",What did Fred give to Jeff? 
71,Jeff,"Answer: Jeff gave the football.

Question: Who gave the apple?
Answer: Fred gave the apple.",Who gave the football? 
72,Jeff,Context: Jeff grabbed the apple there. The second memorandum was of greater importance and more general application.,Who gave the football? 
73,apple,Answer: Fred gave the apple to Bill.,What did Fred give to Bill? 
74,apple,"Answer: Fred gave the apple to Bill.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Bill? 
75,Fred,"Answer: Fred gave the football.

Question: Who received the football?

Answer: Mary received the",Who gave the football? 
76,Fred,"Answer: Fred gave the football.

Question: Who took the football?

Answer: Mary took the",Who gave the football? 
77,Mary,Answer: Mary received the football.,Who received the football? 
78,Mary,"Answer: Fred gave the football.


Question: Who took the football?

Answer: Mary took",Who gave the football? 
79,football,"Answer: Mary gave Fred a chain with three rubies.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
80,milk,"Answer: Fred gave the milk to Jeff.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Jeff? 
81,milk,"Answer: Fred gave the milk to Jeff.

Question: What did Jeff do with the milk?",What did Fred give to Jeff? 
82,Fred,Answer: Jeff gave the milk to Fred.,Who did Jeff give the milk to? 
83,milk,"Answer: Jeff gave the milk to Fred.

Question: What did Fred do with the milk?",What did Jeff give to Fred? 
84,Jeff,"Answer: Jeff gave the milk to Fred.

Question: Who took the football to the hallway?
Answer",Who gave the milk to Fred? 
85,Fred,"Answer: Mary gave the apple to Fred.

Question: What is the difference between informal and formal confession",Who did Mary give the apple to? 
86,Fred,"Answer: Bill gave the apple to Mary.

Question: What did Cyril buy for Priscilla?",Who gave the apple to Mary? 
87,Mary,"Answer: Mary gave the apple.

Question: Who got the football?
Answer: Jeff got the football.",Who gave the apple? 
88,Jeff,"Answer: Mary gave the apple to Jeff.

Question: Who did Cyril ask to join him at his club",Who did Mary give the apple to? 
89,Jeff,"Answer: Jeff received the football.

Question: Who is the ship owner?
Answer: Bos is the ship",Who received the football? 
90,football,"Answer: Mary gave the football to Jeff.

Question: What did Jeff give to Mary?
Answer: Jeff",What did Mary give to Jeff? 
91,Mary,"Answer: Mary received the football.

Question: Who discarded the apple?
Answer: Bill discarded the",Who received the football? 
92,Mary,"Answer: Jeff gave the football.

Question: Who received the football?

Answer: Mary received the",Who gave the football? 
93,Jeff,"Answer: Mary gave the football to Jeff.

Question: Who did the King address to transmit his last will to",Who did Mary give the football to? 
94,Bill,"Helpful Answer: Fred gave the apple to Bill.
Question: Who did Mary give the football to?
Help",Who did Fred give the apple to? 
95,Jeff,"Answer: Mary gave the apple to Jeff.


The following is a list of the most important events in",Who did Mary give the apple to? 
96,Mary,"Answer: Mary gave the apple to Jeff.

Question: Who moved to the bathroom?
Answer: Fred",Who gave the apple to Jeff? 
97,apple,"Answer: Jeff gave the apple to Fred.

Question: What did Mary do after Jeff gave the apple to Fred",What did Jeff give to Fred? 
98,Fred,Answer: Jeff gave the apple-much like a few days of the day.,Who did Jeff give the apple to? 
99,milk,"Answer: Bill gave the milk to Mary.

Question: What did Mary give to Bill?

Answer",What did Bill give to Mary? 
100,Bill,"Answer: Mary gave the apple to Bill.


THE BROWNIES' DANCING-S",Who did Mary give the apple to? 
101,Bill,"Answer: Bill received the apple.


THE BROWNIES' CANDY-PULL.",Who received the apple? 
102,Fred,"Answer: Mary gave the apple.




[Illustration]

THE BROWNIES'",Who gave the apple? 
103,Bill,"Answer: Mary gave the apple.

Question: Who took the apple?

Answer: Bill took the",Who gave the apple? 
104,apple,"Answer: Mary gave the apple to Bill.

Question: What did Harry's captor accuse him",What did Mary give to Bill? 
105,Jeff,"Harry received the milk.

Question: Who was Harry's only friend?
Nason was Harry'",Who received the milk? 
106,Mary,"Answer: Mary gave the milk.

Question: Who received the milk?

Answer: Jeff received the",Who gave the milk? 
107,Jeff,Answer: Mary gave the milk to Jeff.,Who did Mary give the milk to? 
108,football,"Answer: Bill gave a football to Mary.

Question: What did Mary give to Jeff?
Answer: Mary",What did Bill give to Mary? 
109,Mary,"Answer: Mary gave the football.

Question: Who received the football?
Answer: Bill received the football.",Who gave the football? 
110,apple,"Answer: Jeff gave the apple to Mary.

Question: What did Mary do with the football?
Answer:",What did Jeff give to Mary? 
111,apple,"Answer: Jeff gave an apple to Mary.

Question: What did Mary give to Jeff?

Answer",What did Jeff give to Mary? 
112,Mary,Answer: Jeff gave the apple.,Who gave the apple? 
113,Mary,"Answer: Jeff gave the apple.


Question: Who is the best looking?

Answer: A",Who gave the apple? 
114,Mary,"Answer: Mary received the apple.

Question: Who gave the apple to Mary?

Answer: Jeff",Who received the apple? 
115,Bill,"Answer: Bill gave the milk.

Question: Who is the nurse?
Answer: The nurse is",Who gave the milk? 
116,milk,"Answer: Mary gave the milk to Bill.

Question: What did Geert do when he entered the doctor--",What did Mary give to Bill? 
117,Bill,"Answer: Mary gave the milk to Bill.

Question: Who did Kneir give the dram to?",Who did Mary give the milk to? 
118,milk,Answer: Bill gave the milk to Mary.,What did Bill give to Mary? 
119,Mary,"Answer: Bill gave the milk to Mary.

Question: Who did Mary give the milk to?
Answer:",Who did Bill give the milk to? 
120,milk,"Answer: Mary gave the milk to Bill.

Question: What did Gertrude say about Albertina?",What did Mary give to Bill? 
121,Mary,Answer: Mary gave the milk.,Who gave the milk? 
122,Mary,Answer: Mary gave the milk.,Who gave the milk? 
123,Jeff,"Answer: Bill gave the football to Jeff.

Question: What did Mary grab from the kitchen?",Who did Bill give the football to? 
124,Bill,"Answer: Bill gave the football to Jeff.

Question: Who was the gentleman who climbed the embankment",Who gave the football to Jeff? 
125,Jeff,Answer: Jeff received the football.,Who received the football? 
126,Jeff,"Answer: Jeff gave the football to Bill.

Question: Who took the apple from the garden?",Who gave the football to Bill? 
127,football,"Answer: Jeff gave the football to Bill.

Question: What did Minnie's father say about monkeys",What did Jeff give to Bill? 
128,football,"Answer: Jeff gave the football to Bill.

Question: What did Bill give to Jeff?

Answer",What did Jeff give to Bill? 
129,apple,"Answer: Fred gave the apple to Mary.

Question: What did Eli and Arne do after supper?",What did Fred give to Mary? 
130,Bill,"Answer: Bill received the apple.

Question: Who was captured at Irwinsville, Ga.?",Who received the apple? 
131,apple,"Answer: Mary gave the apple to Bill.

Question: What did Bill give to Mary?
Answer: Bill",What did Mary give to Bill? 
132,apple,Answer: Mary gave the apple to Bill.,What did Mary give to Bill? 
133,apple,"Answer: Jeff gave the apple to Mary.




THE SOY BEAN. The _B",What did Jeff give to Mary? 
134,Fred,"Answer: Jeff gave the apple.




APPARATUS FOR OBTAINING P",Who gave the apple? 
135,football,"Answer: Fred gave the football to Jeff.

Question: What is the common name for the process of the",What did Fred give to Jeff? 
136,football,"Answer: Fred gave the football to Jeff.

Question: What did the little girls do all the time?",What did Fred give to Jeff? 
137,Jeff,"Answer: Fred

Question: Who took the ointment?
Answer: A priest

Question: Who",Who gave the football? 
138,Fred,"Answer: Jeff gave the football to Fred.

Question: Who did Fred give the football to?
Answer:",Who did Jeff give the football to? 
139,football,"Answer: Fred gave the football to Mary.

Question: What did Mary do after receiving the football from Fred?",What did Fred give to Mary? 
140,football,"Answer: Jeff gave the football to Mary.

Question: What is the ""Bal des Quat'z",What did Jeff give to Mary? 
141,Mary,"Answer: Mary received the football.

Question: Who received the football from Jeff?

Answer: Mary",Who received the football? 
142,football,"Answer: Mary gave the football to Jeff.

Question: What did the group of children do after the division",What did Mary give to Jeff? 
143,Jeff,"Answer: Jeff gave the football.

Question: Who got the apple?",Who gave the football? 
144,Bill,"Context: Bill got the apple there. Fred gave the apple to Bill.
Answer: Bill received the apple.",Who received the apple? 
145,Fred,"Context: Jeff picked up the apple there. He was left to work out the problem for himself, and took the risk",Who received the apple? 
146,Fred,Answer: Fred received the apple.,Who received the apple? 
147,Mary,"Answer: Bill gave the football to Mary.

Question: What did Mary do with the football?
Answer:",Who did Bill give the football to? 
148,Bill,"Answer: Bill gave the football to Mary.

Question: Who was the first to speak after David's request",Who gave the football to Mary? 
149,Fred,"Answer: Fred received the football.

Question: Who left the note for Miss Hutchinson?
Answer:",Who received the football? 
150,Bill,"Answer: Bill received the apple.

Question: Who was the tallest and fairest of the young assistants",Who received the apple? 
151,Jeff,"Answer: Jeff gave the apple to Bill.

Question:

Jeffrey, and the next day,",Who gave the apple to Bill? 
152,Bill,"Answer: Jeff received the apple.

Question: Who was sentenced to be whipped and pilloried?",Who received the apple? 
