Unnamed: 0,target,output,question
0,hallway,"Answer: The milk is in the bedroom.

Question: Where is the Thombo-keeper?
Answer",Where is the milk? 
1,hallway,"Answer: The football is in the hallway.

Question: Where is the milk?
Answer: The milk",Where is the football? 
2,hallway,"Answer: The football is in the hallway.

Question: Where is the milk?
Answer: The milk",Where is the football? 
3,hallway,"Answer: The football is in the hallway.

Question: Where is the milk?
Answer: The milk",Where is the football? 
4,garden,"Answer: The milk is in the hallway.

Question: Where is the football?
Answer: The football",Where is the milk? 
5,garden,"Answer: The milk is in the garden.

Context: The <DW64> and Faringhe",Where is the milk? 
6,bedroom,"Answer: The football is in the bedroom.

Question: Where is the milk?
Answer: The milk",Where is the football? 
7,bedroom,"Answer: The milk is in the bedroom.

Question: Where is the football?
Answer: The football",Where is the milk? 
8,kitchen,"Answer: The football is in the kitchen.

Question: Where is the milk?
Answer: The milk is",Where is the football? 
9,kitchen,"Answer: The football is in the kitchen.

Question: Where is the milk?
Answer: The milk is",Where is the football? 
10,bedroom,"Answer: The football is in the garden.

Question: Where is the milk?
Answer: The milk is",Where is the football? 
11,hallway,"Answer: The football is in the hallway.

Question: Where is the doll?
Answer: The doll",Where is the football? 
12,garden,"Answer: The milk is in the garden.

Question: Where is the football?
Answer: The football is",Where is the milk? 
13,garden,"Answer: The milk is in the yard.

Question: Where is the football?
Answer: The football is",Where is the milk? 
14,bathroom,"Answer: The apple is in the kitchen.

Question: Where is the football?
Answer: The football is",Where is the apple? 
15,garden,"Answer: The milk is in the garden.

Context: I was at my Lady Wroth's,",Where is the milk? 
16,garden,"Answer: The milk is in the garden.

Question: Where is the football?
Answer: The football is",Where is the milk? 
17,garden,"Answer: The milk is in the garden.

Question: Where is the football?
Answer: The football is",Where is the milk? 
18,kitchen,"Answer: The apple is in the kitchen.

Question: Where is the milk?
Answer: The milk is",Where is the apple? 
19,kitchen,"Answer: The apple is in the garden.

Question: Where is the milk?
Answer: The milk is",Where is the apple? 
20,bedroom,"Answer: The apple is in the bedroom.

Context: Mary moved to the kitchen. Mary travelled to",Where is the apple? 
21,bedroom,"Answer: The apple is in the office.

Question: Where is the milk?
Answer: The milk is",Where is the apple? 
22,bathroom,"Answer: The football is in the bedroom.

Question: Where is the milk?
Answer: The milk",Where is the football? 
23,bathroom,"Answer: The football is in the hallway.

Question: Where is the milk?

Answer:",Where is the football? 
24,bedroom,"Answer: The milk is in the bedroom.

Context: Mary moved to the kitchen. Mary got a bott",Where is the milk? 
25,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the football?
Answer: The football is",Where is the milk? 
26,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the football?
Answer: The football is",Where is the milk? 
27,bathroom,"Answer: The apple is in the bathroom.

Context: John grabbed the football there. John left",Where is the apple? 
28,bathroom,"Answer: The apple is in the kitchen.

Question: Where is the football?
Answer: The football is",Where is the apple? 
29,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the apple?
Answer: The apple is",Where is the milk? 
30,garden,"Answer: The apple is in the garden.


Example:
Charlie went to the kitchen. Charlie got",Where is the apple? 
31,garden,"Answer: The apple is in the garden.

Question: Where is the football?
Answer: The football is",Where is the apple? 
32,kitchen,"Answer: The football is in the bedroom.

Question: Where is the apple?
Answer: The apple",Where is the football? 
33,kitchen,"Answer: The apple is in the garden.

Question: Where is the football?
Answer: The football is",Where is the apple? 
34,kitchen,"Answer: The apple is in the garden.

Context: ""The first of these was the case of the late",Where is the apple? 
35,office,"Answer: The milk is in the hallway.

Question: Where is the screw driver?
Answer:",Where is the milk? 
36,kitchen,"Answer: The football is in the kitchen.

Question: Where is May?
Answer: May is in Edinburgh",Where is the football? 
37,kitchen,"Answer: The football is in the kitchen.

Context: “I wouldn’t like never to go back to",Where is the football? 
38,kitchen,"Answer: The football is in the garden.

Question: Where is the milk?
Answer: The milk is",Where is the football? 
39,bedroom,"Answer: The milk is in the office.

Question: Where is the football?
Answer: The football is",Where is the milk? 
40,bedroom,"Answer: The milk is in the bedroom.

Question: Where is the football?
Answer: The football",Where is the milk? 
41,office,"Answer: The milk is in the bedroom.

Context: Why is a Jew in a fever like a",Where is the milk? 
42,office,"Answer: The milk is in the bedroom.

Context: The Lady B---- (we must omit the",Where is the milk? 
43,office,"Answer: The milk is in the bathroom.

Question: Where is the football?
Answer: The football",Where is the milk? 
44,kitchen,"Answer: The apple is in the kitchen.

Question: Where is the football?
Answer: The football is",Where is the apple? 
