,target,output,question
0,kitchen,"""I've got it,"" said the boy.

""What's the use of it?""",Where is the football? 
1,garden,"I have a little.

""I have a little.

""I have a little.

""I",Where is the milk? 
2,bedroom,"The most remarkable feature of the temple is the court of the great
temple. The court, which was",Where is the apple? 
3,bedroom,Answer: On the table.,Where is the apple? 
4,kitchen,"The apple was in the kitchen. 

The apple was in the kitchen. 

The apple",Where is the apple? 
5,hallway,"Page 100. The child made a noise he would make some, and

Page 10",Where is the apple? 
6,kitchen,"""The boy's cries were
of the boy's cries were heard, and the boy's c",Where is the milk? 
7,garden,"Answer: The milk is in the house.

""I'll be back in a minute,"" said Mort",Where is the milk? 
8,bedroom,"_The_

   _The_

   _The_

   _The",Where is the milk? 
9,bathroom,"I have been

""I have been, and I have been, and I have been, and I have been,",Where is the milk? 
10,bathroom,'em. 'em. 'em. 'em. 'em. 'em. 'em. ',Where is the football? 
11,bedroom,Answer: The milk is in the fridge.,Where is the milk? 
12,bathroom,"[73] The reader will find the figure in the Appendix.

  [74]",Where is the apple? 
13,kitchen,"Answer: The football is in the bedroom.


The family settled in the new house, and Ger",Where is the football? 
14,bedroom,"I have seen a
the apple. I have seen a
the apple. I have seen a
the apple. I",Where is the apple? 
15,garden,"""His

""His, and he is a man, and he is a man, and he is a",Where is the apple? 
16,bedroom,"""He

Amy, and the horse was to some degree. ""He

Amy, and the horse",Where is the football? 
17,bedroom,"He

""I have been a

""I have been a man. He

""I have been a",Where is the apple? 
18,garden,"""The milk is in the fridge.""


    ""The milk.""",Where is the milk? 
19,garden,"SCENE VII


_The same hour. The two boys. Fred. He was sitting",Where is the milk? 
20,office,"""And, Major Hockoday, and he had a will of his own. ""And, Major H",Where is the apple? 
21,bedroom,"She said, and hew, and hew, and hew, and hew, and hew, and he",Where is the milk? 
22,garden,"The palace at Nineveh was built for the purpose of gratify the pride of the
king, and",Where is the milk? 
23,bathroom,"Answer: On the floor.

The milk is on the floor.

The milk is on the floor.",Where is the milk? 
24,office,"her soul. Let her soul.
    her body. Let her soul. Let her soul.
    her",Where is the apple? 
25,garden,"""She'll be playing it, and she'll be winning.

""She'll be playing it,",Where is the football? 
26,garden,"Mary left it. ""I'll get it,"" said Arne. ""I'll get it,"" said Eli.",Where is the football? 
27,bedroom,"He said he would
himself. He would have been able to do something to his
himself. He would have",Where is the apple? 
28,hallway,"""I know she could not give her a
the apple. She knows she could not give her a
the apple.",Where is the apple? 
29,hallway,"'Tell us what the
'Ear, and he says that he is a
'Ear, and he",Where is the apple? 
30,hallway,'Ere is the apple. 'The apple is in the apple-cart.' 'The apple-cart is in the,Where is the apple? 
31,garden,"II. The form of the aperture.

III. The filling of the aperture.",Where is the football? 
32,hallway,"The
    The
    The
    The
    The
    The
    The
    The",Where is the apple? 
33,kitchen,"""Heard of the boy.

heard of the boy. Heard of the boy. Heard of the",Where is the football? 
34,hallway,"the blood. The blood. The blood. The blood. The blood.

 the blood.

 the",Where is the milk? 
35,kitchen,"the of the disease. ""the disease. ""

the disease. ""the disease. ""The disease. ""the",Where is the apple? 
36,office,"--I'd a

Answer: The house.

Answer: The house.

Answer: The house",Where is the milk? 
37,hallway,,Where is the milk? 
38,bathroom,"and the disease of the disease of the bones, and you know you, and you, and the disease of",Where is the milk? 
39,bathroom,"the teeth, and the teeth, the case, and the teeth, and the disease, and the disease, and the disease",Where is the milk? 
40,bathroom,"the

the
thee, and the

the
the
the
the
the
the",Where is the football? 
41,hallway,[105] The football was in the yard. [106] The yard was empty,Where is the football? 
42,garden,"""I have seen the

""I have seen the man. I have seen the

""I have",Where is the apple? 
