Unnamed: 0,target,output,question
0,bedroom,Answer: The bathroom is east of the hallway.,What is the bathroom east of?
1,bedroom,"Answer: The bedroom is west of the kitchen.

The context of the question is found in the passage",What is west of the kitchen?
2,bathroom,"Answer: The bathroom is north of the garden.

Question: What did Morton do when he saw",What is north of the garden?
3,bedroom,"Answer: The stables at The Swan.

Question: Who is the Dean's sister?",What is south of the kitchen?
4,bedroom,"Answer: The ""Strong-box"" is east of the kitchen.

Question: What is the Dean",What is east of the kitchen?
5,garden,Answer: The bathroom is west of the hallway.,What is the bathroom west of?
6,kitchen,"Answer: The garden is east of the bedroom.

Question: What is the significance of the bonnet",What is east of the bedroom?
7,bathroom,"Answer: The garden is south of the bedroom.

Question: What is the name of the little mare",What is the garden south of?
8,kitchen,Answer: The kitchen is south of the office.,What is south of the office?
9,office,Answer: East of the hallway is the garden.,What is east of the hallway?
10,garden,Answer: A garden.,What is north of the office?
11,garden,"Answer: The garden is south of the kitchen.

Question: What is the first thing Don Carlo does when",What is south of the kitchen?
12,bathroom,Answer: The bathroom.,What is east of the kitchen?
13,garden,"Answer: The garden is west of the kitchen.

Question: What is the first thing Dan does when he",What is west of the kitchen?
14,garden,"Answer: The garden is north of the bedroom.

Question: What did Dan do with the money he",What is north of the bedroom?
15,garden,"Answer: The garden is east of the hallway.
Question: What did Dan do to get the attention of the",What is east of the hallway?
16,hallway,"Answer: The hallway is east of the office.

Question: What is the significance of the mustang'",What is east of the office?
17,office,Answer: The office is south of the bathroom.,What is south of the bathroom?
18,garden,"Answer: The bedroom is north of the kitchen.

Question: What is the kitchen south of?",What is the bedroom north of?
19,garden,"Answer: The kitchen is west of the bedroom.

Question: What is the main characteristic of the inhabitants",What is the kitchen west of?
20,garden,"Answer: The hallway is east of the office.

Question: What is the name of the lawyer who was",What is the office east of?
21,garden,"Answer: The bathroom is south of the kitchen.

Question: What is the name of the young girl",What is the bathroom south of?
22,bathroom,Answer: The bathroom is north of the bedroom.,What is north of the bedroom?
23,bathroom,"Answer: The bedroom is south of the bathroom.

Question: What is the name of the Scottish",What is the bedroom south of?
24,hallway,"Answer: The bedroom west of the hall.

Question: What is the significance of the Fiery",What is the bedroom west of?
25,office,"Answer: A kitchen.

Question: What is the significance of the golden circlet in the story?",What is east of the bathroom?
26,office,Answer: The office.,What is north of the bedroom?
27,hallway,"Answer: The office.

Question: What was Dr. Inglis's last undertaking before returning home",What is west of the bathroom?
28,garden,"Answer: The bathroom is north of the garden.

Question: What did Dr. Inglis do for",What is the bathroom north of?
29,garden,"Answer: The garden is north of the office.

Question: Who is the person that Cyril is trying",What is north of the office?
30,bedroom,"Answer: The bedroom is east of the kitchen.

Question: What did Dan do when he saw the",What is east of the kitchen?
31,kitchen,"Answer: The bathroom is east of the kitchen.

Question: What is the name of the girl who is",What is the bathroom east of?
32,bathroom,Answer: The bedroom is north of the garden.,What is north of the garden?
