,target,output,question
0,kitchen,"Answer: Daniel grabbed the football there.

Question: Where did Sandra put the milk?",Where is the football? 
1,garden,"Answer: Mary put the milk down in the bedroom.

Question: What is the name of the city",Where is the milk? 
2,bedroom,"Answer: The apple is in the bedroom.

Question: Where is the photograph of the Confederate iron",Where is the apple? 
3,bedroom,"Answer: The apple is in the photograph.




THE LIFE OF SIR JOH",Where is the apple? 
4,kitchen,"Answer: Mary left the apple there.

Question: Who is the old lady in the story?",Where is the apple? 
5,hallway,"Answer: The apple is in the garden.

Question: What is the purpose of the General Paresse?",Where is the apple? 
6,kitchen,"Answer: John put the milk down.

Question: What is the name of the book Beulah was",Where is the milk? 
7,garden,"Answer: John took the milk from the refrigerator.

Question: What did Dan do after he",Where is the milk? 
8,bedroom,"Answer: Daniel discarded the milk.

Question: What did Paine do when he was in bed?",Where is the milk? 
9,bathroom,"The milk is in the Temple of Diana at Nîmes.

[Illustration: 190",Where is the milk? 
10,bathroom,Answer: The football is in the hallway.,Where is the football? 
11,bedroom,Answer: The milk is with Maggie.,Where is the milk? 
12,bathroom,"Answer: The apple is on the floor.

Question: What is the name of the place where the apple",Where is the apple? 
13,kitchen,The football was in the hands of Mandy.,Where is the football? 
14,bedroom,"Answer: The apple is in the basket.

Question: What is the name of the little girl?",Where is the apple? 
15,garden,"Answer: The apple is with the squirrel.

Question: What is the name of the princess",Where is the apple? 
16,bedroom,"Answer: The football is in the kitchen.

Question: Who is the man with the big beard?",Where is the football? 
17,bedroom,"Answer: Daniel picked up the apple.

Question: What is the name of the lady who is the Duch",Where is the apple? 
18,garden,"Answer: The milk is in the kitchen.

Question: What did Harry do when he found the pocketbook",Where is the milk? 
19,garden,Answer: The milk is in the kitchen.,Where is the milk? 
20,office,"Answer: The apple is in the Beaubien cottage.

Question: What is the girl",Where is the apple? 
21,bedroom,Answer: In the kitchen.,Where is the milk? 
22,garden,"[70] The milk is in the kitchen. Mary went to the office. The first question, then",Where is the milk? 
23,bathroom,"Answer: The milk is in the office.

Question: What is the boy's name?",Where is the milk? 
24,office,"Answer: The apple is on the floor.

Question: Who is the man with the shrewd and",Where is the apple? 
25,garden,Answer: The football is with Mary.,Where is the football? 
26,garden,"Tadpole

Answer: Mary has it. Tadpole

Question: Who is the man with the must",Where is the football? 
27,bedroom,"Answer: The apple is with John, who is at his bed in the room.

Question: What is",Where is the apple? 
28,hallway,"Answer: The apple is on the dressing-table.

Question: What is the name of the man",Where is the apple? 
29,hallway,"Answer: The apple is in the house.

Question: What is the name of the horse?",Where is the apple? 
30,hallway,"Answer: The apple is in the nunnery.

Question: What is the name of the river?",Where is the apple? 
31,garden,Answer: The football is in the kitchen.,Where is the football? 
32,hallway,"Answer: The apple is in the room.

Question: Who is the man with the scar?",Where is the apple? 
33,kitchen,"Answer: The football is in the kitchen.

Question: What is the name of the tree with the white b",Where is the football? 
34,hallway,"Answer: In the kitchen. Mary went to the kitchen.


CHAPTER XVII


The writer of",Where is the milk? 
35,kitchen,"Answer: The apple is dropped by Sandra at the kitchen.

Question: What is the significance of the",Where is the apple? 
36,office,"Answer: The milk is in the kitchen.

Question: What is the name of the farmhouse where the",Where is the milk? 
37,hallway,Answer: John had dropped the milk when he was distracted by the commotion caused by the arrival of Mag,Where is the milk? 
38,bathroom,"Answer: In the fridge.

Question: What is the name of the little boy?

Answer",Where is the milk? 
39,bathroom,"Answer: Mary picked up the milk.

Question: What did Barrington do when he found the man with",Where is the milk? 
40,bathroom,"Answer: John left the football there.

Question: What is the name of the place where the captain and",Where is the football? 
41,hallway,"Answer: The football is in the garden.

Question: What is the name of the man who sold pl",Where is the football? 
42,garden,"Answer: The apple is with Daniel.

Question: Who is the Rev. Alexander Davis?

Answer",Where is the apple? 
43,bedroom,Answer: The apple is in the kitchen.,Where is the apple? 
44,kitchen,"Answer: The milk is in the refrigerator.




TRANSCRIPT OF A CON",Where is the milk? 
45,bedroom,"Answer: Mary discarded the milk.

Question: What did General Grant do when he heard the cannon",Where is the milk? 
46,hallway,"Answer: The apple is in the kitchen.




THE BROWNIES' SCHO",Where is the apple? 
47,garden,"Answer: Sandra got the milk there.

Question: What is the name of the little girl who came",Where is the milk? 
48,kitchen,"Answer: The football is in the garden.




                              CHAPTER XV.",Where is the football? 
49,bathroom,"Answer: The football is in the bedroom.

Question: What is the name of the dog that was found",Where is the football? 
50,garden,"Answer: The milk is at the farm in Rodman.

Question: What is the name of the house",Where is the milk? 
51,bedroom,"Answer: The apple is on the table.

Question: What is the color of the apple?",Where is the apple? 
52,hallway,"Answer: The milk is in the hallway.

Question: What is the name of the young man who",Where is the milk? 
53,hallway,"Answer: Sandra picked up the apple there.

Question: What is the milk for?

Answer",Where is the milk? 
54,office,"Answer: The milk is in the bedroom.

Question: What is the name of the horse?",Where is the milk? 
55,kitchen,"Answer: The apple is in the parlor of the house where Roxie Daymon, the belle of Port",Where is the apple? 
