,target,output,question
0,bathroom,"'Even under the present system, the
majority of the population engaged in useless, unproductive labour. '",Where is Mary? 
1,kitchen,"it. The
to the
to the
to the
to the to the to the to the to the to",Where is Sandra? 
2,kitchen,"Answer: Mary is in the room with the Colonel.




CHAPTER VII. THE B",Where is Mary? 
3,kitchen,"""I'm sure he's in the house."" ""I'm sure he's in the house."" """,Where is John? 
4,bedroom,"""I'm sure he's in the shop. I'm sure he's in the",Where is Sandra? 
5,office,"* ""The man who had the deepest affection for him, and he had
     the most sinc",Where is John? 
6,garden,"THE BROWNIES' SCHOOL. [Illustration]

    The Brownies",Where is Mary? 
7,bathroom,"The publication of the Sentimental Journey, as implied in the previous
chapter, brought S",Where is Sandra? 
8,kitchen,"""I'm going to call the

""I'm going to call the

""I'm going",Where is Mary? 
9,bedroom,"the smith's armour, and

the smith's armour, and the
him",Where is John? 
10,office,"[Footnote 13: The question is asked by a character in the novel, and the answer is given",Where is Daniel? 
11,office,"1987. ""I'd have a baby."" Zoie, ""I'd have a baby.""",Where is Daniel? 
12,bathroom,,Where is Mary? 
13,bathroom,Sheff. Sheff. Sheff. Sheff. Sheff. Sheff. Sheff. Sheff. She,Where is Sandra? 
14,bathroom,"Answer: She is in the bathroom.

Question: What is the name of the smith.",Where is Sandra? 
15,hallway,the stomatic to the stomatic to the stomatic to the stomal the stomatic the,Where is Mary? 
16,kitchen,"the disease. the gland. The gland.
the disease. The disease.
the gland. In the",Where is Sandra? 
17,office,"it was the child, and he had to be the child, and he had to be the child, and he had",Where is Daniel? 
18,kitchen,"The next morning, Lester, and his wife, and his

Their hostess, and his",Where is Sandra? 
19,bedroom,"--I know not, my Lord Evandale, the

""I know not, my Lord Evandale,",Where is John? 
20,hallway,"472
    Disease of heart and lungs, 472
    Disease of",Where is Sandra? 
21,bedroom,"""I am sure to be found in the house of the Duke of Monmouth, and when he
arriv",Where is Mary? 
22,bedroom,So I said he'd think about it. So I said he'd think about it. So I said he',Where is John? 
23,bedroom,"""Washington."" The
     ""Washington."" The
     ""Washington."" The
     ""W",Where is Mary? 
24,bedroom,"The Captain's

     * The Captain's

     * The Captain's

     * The",Where is Mary? 
25,garden,"The


The to

The

The

The

The

The",Where is Mary? 
26,bedroom,"""Stephen,"" said the Judge, ""I reckon you'd be a good man."" ""I reck",Where is Daniel? 
27,office,"""He

the boy's

the tree's dead heart. ""He

the tree's",Where is Sandra? 
28,office,"""I've seen a little girl.

""I've seen a little girl. ""I've seen",Where is Sandra? 
29,garden,"the blood. The

the blood. The blood. The

the blood, and the blood. The",Where is Sandra? 
30,garden,"Answer: Daniel is in the hospital.

Question: What is the condition of the pancreas?",Where is Daniel? 
31,bathroom,"The answer: In the Hall.

The answer: In the Hall.

The answer: In the",Where is Mary? 
32,office,"'I have been a man who, and
their father, and mother, and the
their son. '",Where is Mary? 
33,kitchen,"'He's
his, and he was to wait for him, and he was to wait for him, and he",Where is Sandra? 
34,garden,,Where is Sandra? 
35,kitchen,"Answer: She is in the hospital.

_Question: What is the name of the doctor?",Where is Sandra? 
36,kitchen,"I'm sorry for me. ""I'd like to me. ""I'd like to me."" ""I",Where is Sandra? 
37,garden,"Answer: ""The

Answer: ""The first and

Answer: ""The second and

Answer",Where is John? 
38,garden,"""I had to be found
    ""I had to be found
    ""I had to be found his cousin,",Where is Sandra? 
39,bathroom,"The stranger, with a faltering voice, ""I have heard that he is
the stranger, with a falter",Where is Sandra? 
40,bedroom,,Where is Mary? 
41,kitchen,"Answer: Sandra is in her room.

Question: What is her name?

Answer: Sand",Where is Sandra? 
42,office,"The

The

The

The

The

The

The

The",Where is Mary? 
43,bedroom,"Answer: Mary.

Answer: Mary.

Answer: Mary.

Answer: Mary.",Where is Mary? 
44,office,* The following is a sketch of the portrait of Daniel. It is a portrait of a young man. The,Where is Daniel? 
45,office,"Answer: Sandra is in the kitchen.




CHAPTER XXI.--THE MAN",Where is Sandra? 
46,bathroom,"Answered.

Answered.

Answered.

Answered.

Answered.",Where is Sandra? 
47,bedroom,"""I'm not sure.

    ""I'm not sure.

    ""I",Where is Sandra? 
48,office,"Answer: The ""Mountain Clarion"" had a question for the foreman.

""Where is Daniel",Where is Daniel? 
49,bedroom,and I,Where is Sandra? 
50,hallway,"King William, and King William, and King, and King William, and King, and King, and King, and King",Where is Daniel? 
