Unnamed: 0,target,output,question
0,hallway,"Options:
(A) in the hallway
(B) in the bedroom
(C) in the",Where is the milk? 
1,hallway,"Options:
(A) in the kitchen
(B) in the hallway
(C) in the bed",Where is the football? 
2,hallway,"Options:
(A) in the hallway
(B) in the bedroom
(C) in the",Where is the football? 
3,hallway,,Where is the football? 
4,garden,"Options:
(A) in the hallway
(B) in the garden
(C) in the kitchen",Where is the milk? 
5,garden,"Options:
(A) in the bathroom
(B) in the garden
(C) in the office",Where is the milk? 
6,bedroom,,Where is the football? 
7,bedroom,,Where is the milk? 
8,kitchen,,Where is the football? 
9,kitchen,,Where is the football? 
10,bedroom,"Options:

A. the bedroom
B. the garden
C. the office
D. the",Where is the football? 
11,hallway,"Options:

A. The office
B. The kitchen
C. The hallway
D. The",Where is the football? 
12,garden,,Where is the milk? 
13,garden,,Where is the milk? 
14,bathroom,,Where is the apple? 
15,garden,,Where is the milk? 
16,garden,,Where is the milk? 
17,garden,,Where is the milk? 
18,kitchen,,Where is the apple? 
19,kitchen,,Where is the apple? 
20,bedroom,,Where is the apple? 
21,bedroom,,Where is the apple? 
22,bathroom,,Where is the football? 
23,bathroom,,Where is the football? 
24,bedroom,,Where is the milk? 
25,kitchen,,Where is the milk? 
26,kitchen,,Where is the milk? 
27,bathroom,,Where is the apple? 
28,bathroom,,Where is the apple? 
29,kitchen,,Where is the milk? 
30,garden,,Where is the apple? 
31,garden,,Where is the apple? 
32,kitchen,,Where is the football? 
33,kitchen,,Where is the apple? 
34,kitchen,,Where is the apple? 
35,office,,Where is the milk? 
36,kitchen,,Where is the football? 
37,kitchen,,Where is the football? 
38,kitchen,,Where is the football? 
39,bedroom,,Where is the milk? 
40,bedroom,"Options:
(A) kitchen
(B) hallway
(C) bedroom
(D) garden",Where is the milk? 
41,office,"Options:
a) kitchen
b) hallway
c) bedroom
d) office
e) garden",Where is the milk? 
42,office,,Where is the milk? 
43,office,,Where is the milk? 
44,kitchen,,Where is the apple? 
45,bedroom,,Where is the milk? 
46,office,"Options:
(A) in the bathroom
(B) in the hallway
(C) in the",Where is the football? 
47,bathroom,"Options:
(A) in the bathroom
(B) in the hallway
(C) in the",Where is the football? 
48,bathroom,"Options: 
(A) in the bathroom
(B) in the hallway
(C) in",Where is the football? 
49,bedroom,,Where is the milk? 
50,bathroom,,Where is the milk? 
51,hallway,,Where is the apple? 
52,kitchen,,Where is the football? 
53,kitchen,,Where is the football? 
54,kitchen,,Where is the football? 
55,bathroom,,Where is the apple? 
56,bathroom,,Where is the milk? 
57,kitchen,,Where is the milk? 
58,kitchen,,Where is the milk? 
59,bedroom,,Where is the apple? 
60,garden,,Where is the milk? 
61,garden,,Where is the milk? 
62,kitchen,,Where is the football? 
63,kitchen,,Where is the football? 
64,kitchen,,Where is the football? 
65,kitchen,,Where is the football? 
66,kitchen,,Where is the football? 
67,bedroom,,Where is the milk? 
68,bedroom,,Where is the milk? 
69,bedroom,,Where is the football? 
70,garden,,Where is the apple? 
71,garden,,Where is the apple? 
72,bathroom,,Where is the apple? 
73,bathroom,,Where is the apple? 
74,bathroom,,Where is the apple? 
75,office,"Options:
(A) in the garden
(B) in the bathroom
(C) in the office",Where is the apple? 
76,hallway,,Where is the milk? 
77,hallway,,Where is the milk? 
78,hallway,,Where is the milk? 
79,hallway,,Where is the milk? 
80,bathroom,,Where is the football? 
81,bathroom,,Where is the football? 
82,kitchen,"Answer: The football is in the garden.

Explanation: The football was initially with John in the",Where is the football? 
83,kitchen,"Answer: The football is in the garden.

Context: Daniel journeyed to the bedroom. Daniel travel",Where is the football? 
84,kitchen,"Answer: The football is in the bedroom.

Context: Daniel journeyed to the bedroom. Daniel",Where is the football? 
85,bathroom,"Options:
(A) in the hallway
(B) in the bathroom
(C) in the",Where is the milk? 
86,kitchen,"Options:
  - on the hallway
  - on the bathroom
  - on the kitchen",Where is the apple? 
87,bathroom,"Options:
(A) in the bathroom
(B) in the hallway
(C) in the",Where is the milk? 
88,bedroom,"Options:
  - in the hallway
  - in the bathroom
  - on the bed",Where is the football? 
89,kitchen,,Where is the apple? 
90,kitchen,,Where is the milk? 
91,kitchen,,Where is the milk? 
92,kitchen,,Where is the milk? 
93,kitchen,,Where is the milk? 
94,kitchen,,Where is the milk? 
95,bathroom,,Where is the football? 
96,bathroom,,Where is the football? 
97,bathroom,,Where is the football? 
98,bathroom,,Where is the football? 
99,hallway,,Where is the milk? 
