,target,output,question
0,Jeff,"“They’d never had a right to them. They had a right to them. They
“They’",Who did Fred give the football to? 
1,Bill,"MANLIEU. _Lic._

    MANLIEU. _Lic",Who did Mary give the milk to? 
2,Jeff,"""I'd be able to do something for him. ""I'd be able to do something for him. """,Who did Fred give the milk to? 
3,milk,"Answer: Mary gave Fred the milk.



[199] The most remarkable feature of this",What did Mary give to Fred? 
4,Fred,"""I'll have to take a hand in the hand. ""I'll have to take a hand in the hand",Who received the milk? 
5,apple,"Answer: Mary gave Jeff an apple.





THE BLAISDells' FIR",What did Mary give to Jeff? 
6,apple,Answer: A picture of the new girl.,What did Mary give to Jeff? 
7,apple,,What did Fred give to Bill? 
8,Jeff,"Jeff.

The girl was the daughter of the millionaire.

The son of the millionaire was the son",Who gave the milk to Fred? 
9,Fred,"Answer: Bill

Question: Who gave the rose.

Answer: Mary

Question: Who gave",Who gave the apple to Mary? 
10,Jeff,"to the to the blood, and the blood.
to the blood.
the blood, and the blood, and",Who received the football? 
11,Jeff,"and the world.

that.

the world.

the world.

the world.",Who did Mary give the football to? 
12,milk,"Answer: Mary gave Bill a pint of milk.

Question: What did Bert give to Nora?",What did Mary give to Bill? 
13,Bill,"Answer: The boyish girl.

Answer: The boyish girl.

Answer: The boyish",Who did Mary give the milk to? 
14,milk,"Answer: Mary gave Bill a letter.



Question: What did Bill do with the letter?",What did Mary give to Bill? 
15,apple,"(_Shouts._)

WHITWELL (_shouts_). I'll take the soup. (_Sh",What did Fred give to Mary? 
16,Mary,"And there was a poor blind man--he wanted to send her that money to
send her that money to buy her a",Who received the football? 
17,apple,"I see that he was not only a child.

Answer: He had not only a child.

Answer:",What did Fred give to Bill? 
18,Jeff,he would not receive the apple. He would not receive the apple. He would not receive the apple. He,Who received the apple? 
19,Bill,"the train from the station. The train from the station. The
     the train from the station. The train",Who did Mary give the football to? 
20,Fred,,Who gave the milk to Jeff? 
21,Mary,"Answer: Captain Balfour.

Question: What did the Bey, and the Arabs, do?",Who received the milk? 
22,Mary,"""I gave the milk."" ""I gave the milk."" ""I gave the milk."" ""I gave the milk."" """,Who gave the milk? 
