Unnamed: 0,target,output,question
0,bedroom,"Options:
(A) The hallway
(B) The bedroom
(C) Both the hall",What is the bathroom east of?
1,bedroom,"Options:
(A) bedroom
(B) hallway
(C) kitchen
(D) bath",What is west of the kitchen?
2,bathroom,"Options:
(A) The bathroom
(B) The hallway
(C) The kitchen",What is north of the garden?
3,bedroom,"Options:
(A) bedroom
(B) bathroom
(C) garden
(D)",What is south of the kitchen?
4,bedroom,"Options:
(A) The bedroom
(B) The office
(C) The kitchen
(",What is east of the kitchen?
5,garden,"Options:
(A) the garden
(B) the hallway
(C) the bathroom",What is the bathroom west of?
6,kitchen,"Options:
(A) Kitchen
(B) Garden
(C) Bedroom
(D)",What is east of the bedroom?
7,bathroom,"A: The bedroom
B: The bathroom
C: The garden itself
D: None of the",What is the garden south of?
8,kitchen,"Options:
(A) kitchen
(B) garden
(C) office
(D) bedroom",What is south of the office?
9,office,"A) The office
B) The garden
C) The kitchen
D) The bathroom",What is east of the hallway?
10,garden,"Options:
(A) the hallway
(B) the garden
(C) the kitchen",What is north of the office?
11,garden,"A: The garden
B: The office
C: The bedroom
D: The hallway
Please",What is south of the kitchen?
12,bathroom,"Options:
(A) The kitchen
(B) The bathroom
(C) The bedroom",What is east of the kitchen?
13,garden,"Options:
(A) The bathroom
(B) The garden
(C) The bedroom",What is west of the kitchen?
14,garden,"A) The garden
B) The office
C) The kitchen
D) The bathroom",What is north of the bedroom?
15,garden,"Choice:
A. The bathroom
B. The garden
C. The hallway
D. The kitchen",What is east of the hallway?
16,hallway,"Options:
(A) the bathroom
(B) the hallway
(C) the kitchen
(",What is east of the office?
17,office,"A: The kitchen
B: The office
C: The bedroom
D: The garden
E:",What is south of the bathroom?
18,garden,"A: The kitchen
B: The garden
C: Both A and B
D: Neither A nor",What is the bedroom north of?
19,garden,,What is the kitchen west of?
20,garden,"Options:
(A) The hallway
(B) The garden
(C) The kitchen
(",What is the office east of?
21,garden,"Options:
(A) The kitchen
(B) The garden
(C) The bedroom
(",What is the bathroom south of?
22,bathroom,"Options:
(A) The kitchen
(B) The bathroom
(C) The living room",What is north of the bedroom?
23,bathroom,"A) The office
B) The bathroom
C) The kitchen
D) The garden",What is the bedroom south of?
24,hallway,"Options:
(A) The hallway
(B) The office
(C) The kitchen
(",What is the bedroom west of?
25,office,"Options:
(A) kitchen
(B) bedroom
(C) office
(D) garden",What is east of the bathroom?
26,office,"A) The office
B) The hallway
C) The kitchen
D) The garden",What is north of the bedroom?
27,hallway,"Options:
(A) The office
(B) The hallway
(C) The kitchen
(",What is west of the bathroom?
28,garden,"Options:
(A) the garden
(B) the office
(C) neither
(D)",What is the bathroom north of?
29,garden,"A: The garden
B: The bathroom
C: The kitchen
D: The bedroom
Please",What is north of the office?
30,bedroom,"Options:
(A) The bedroom
(B) The office
(C) The kitchen
(",What is east of the kitchen?
31,kitchen,"a) The kitchen

b) The hallway

c) The bathroom

d) The",What is the bathroom east of?
32,bathroom,"A) The bedroom
B) The bathroom
C) The kitchen
D) The living room",What is north of the garden?
33,kitchen,"A: The kitchen
B: The hallway
C: Both the kitchen and the hallway
D:",What is the bedroom west of?
34,bedroom,"A) The hallway
B) The bedroom
C) Both the hallway and the bedroom",What is the kitchen south of?
35,garden,"A: The garden
B: The bedroom
C: Both A and B
D: Neither A",What is the bathroom east of?
36,office,"A) The office
B) The bathroom
C) The kitchen
D) The garden",What is south of the hallway?
37,bedroom,"Options:
(A) the hallway
(B) the bedroom
(C) the kitchen",What is north of the bathroom?
38,bedroom,"Options:
(A) The bedroom
(B) The office
(C) The kitchen
(",What is the bathroom east of?
39,office,"Options:
(A) The kitchen
(B) The office
(C) The garden
(D",What is north of the bedroom?
40,bathroom,"Options:
(A) The hallway
(B) The bedroom
(C) The kitchen",What is south of the kitchen?
41,bedroom,"Options:
(A) bedroom
(B) bathroom
(C) kitchen
(D) garden",What is west of the office?
42,kitchen,"A) The kitchen
B) The bedroom
C) Both the kitchen and the bedroom
D)",What is the garden south of?
43,garden,"Choice:
A. The bathroom
B. The garden
C. The bedroom
D. The kitchen",What is south of the bedroom?
44,garden,,What is the office south of?
45,hallway,"A: The hallway
B: The bedroom
C: The kitchen
D: The garden
Please",What is the office east of?
46,garden,"A: The bedroom
B: The garden
C: The kitchen
D: The hallway
Please",What is south of the office?
47,garden,"Options:
(A) The garden
(B) The bathroom
(C) The kitchen
(",What is west of the bedroom?
48,garden,"A: The bedroom
B: The garden

Answer: B


### Solution ###1",What is east of the hallway?
49,garden,,What is the office south of?
50,bedroom,"A) The bedroom
B) The garden
C) The bedroom and the garden
D) None",What is the hallway north of?
51,garden,"A: The office
B: The garden
C: The kitchen
D: The bedroom
E:",What is north of the bathroom?
52,hallway,"A) The hallway
B) The garden
C) The kitchen
D) The garden and the kitchen",What is the bedroom north of?
53,bathroom,"Options:
(A) Kitchen
(B) Bedroom
(C) Garden
(D)",What is east of the garden?
54,bathroom,"Options:
(A) office
(B) bedroom
(C) bathroom
(D)",What is west of the bedroom?
55,garden,"A: The bedroom
B: The garden

Answer: B


### Solution ###1",What is east of the hallway?
56,hallway,"a) The kitchen
b) The hallway
c) The bedroom
d) None of the above",What is the bedroom east of?
57,kitchen,"A: The garden
B: The kitchen
C: The bedroom
D: The office
E:",What is west of the hallway?
58,hallway,"Options:
(A) The garden
(B) The kitchen
(C) The bathroom
(",What is south of the bedroom?
59,kitchen,"A) The bathroom
B) The kitchen
C) Both the bathroom and the kitchen
D)",What is the garden north of?
60,hallway,"A) The bathroom
B) The hallway
C) The kitchen
D) The garden",What is the bedroom north of?
61,bedroom,"Options:
(A) The office
(B) The bedroom
(C) The kitchen
(",What is south of the hallway?
62,kitchen,"A) The garden
B) The kitchen
C) Both the garden and the kitchen
D) Neither",What is the hallway north of?
63,hallway,"Options:
(A) hallway
(B) garden
(C) kitchen
(D) bath",What is west of the bedroom?
64,bedroom,"A) The office
B) The bedroom
C) The kitchen
D) The bathroom",What is east of the garden?
65,office,"A: The office
B: The garden
C: The kitchen
D: The bathroom
Please eliminate",What is the bedroom north of?
66,bathroom,"A) The bathroom
B) The hallway
C) Both the hallway and the bathroom",What is the bedroom north of?
67,office,"A) The bedroom
B) The office
C) Both the bedroom and the office
D)",What is the garden south of?
68,kitchen,"A: The kitchen
B: The garden
C: The bathroom
D: None of the above",What is the bathroom west of?
69,garden,"A: The garden
B: The bathroom
C: Both the garden and the bathroom
D:",What is the hallway east of?
70,bathroom,"A: The hallway
B: The bathroom
C: The kitchen
D: The garden
Please",What is south of the bedroom?
71,kitchen,"A: The kitchen
B: The office
C: Both A and B
D: Neither A nor",What is the garden south of?
72,garden,"A: The hallway
B: The garden
C: The bedroom
D: None of the above",What is the bedroom south of?
73,bathroom,"A: The hallway
B: The bathroom
C: The kitchen
D: The bedroom",What is north of the office?
74,bathroom,"A) The office
B) The bathroom
C) The kitchen
D) The garden",What is the hallway north of?
