Unnamed: 0,target,output,question
0,bedroom,- response: The bathroom is east of the hallway.,What is the bathroom east of?
1,bedroom,Answer: bedroom,What is west of the kitchen?
2,bathroom,Answer: hallway,What is north of the garden?
3,bedroom,"Answer: bedroom

- Response: bedroom

The context provided indicates that the bedroom is located",What is south of the kitchen?
4,bedroom,"- bob: bedroom

The context provided indicates that the bedroom is east of the kitchen. This",What is east of the kitchen?
5,garden,"Answer: hallway

- Response: The bathroom is west of the hallway.",What is the bathroom west of?
6,kitchen,"Answer: kitchen

- [Response]: The kitchen is east of the bedroom.",What is east of the bedroom?
7,bathroom,- response: The garden is south of the bedroom.,What is the garden south of?
8,kitchen,Answer: kitchen,What is south of the office?
9,office,Answer: garden,What is east of the hallway?
10,garden,"Answer: hallway

II.
The garden is west of the kitchen. What is west of the kitchen?",What is north of the office?
11,garden,Answer: hall,What is south of the kitchen?
12,bathroom,- response: The bathroom is east of the kitchen.,What is east of the kitchen?
13,garden,"- response: garden

The context provided indicates that the garden is positioned to the west of the kitchen.",What is west of the kitchen?
14,garden,Answer: bedroom,What is north of the bedroom?
15,garden,Answer: garden,What is east of the hallway?
16,hallway,"Answer: hallway

- Response: The context provided does not specify the location of the office in relation to",What is east of the office?
17,office,Answer: office,What is south of the bathroom?
18,garden,- response: The bedroom is north of the kitchen.,What is the bedroom north of?
19,garden,- response: The kitchen is west of the garden.,What is the kitchen west of?
20,garden,"- assistant: hallway

- support: The office is east of the hallway. This information is derived",What is the office east of?
21,garden,- response: The bathroom is south of the kitchen.,What is the bathroom south of?
22,bathroom,Answer: Bathroom,What is north of the bedroom?
23,bathroom,- response: The bedroom is south of the hallway.,What is the bedroom south of?
24,hallway,- response: The bedroom is west of the hallway.,What is the bedroom west of?
25,office,"Answer: kitchen

IIContext: The hallway is south of the kitchen. The bedroom is north of the",What is east of the bathroom?
26,office,"Answer: hallway

Context: The hallway is south of the kitchen. The bedroom is north of the",What is north of the bedroom?
27,hallway,"Answer: hallway

Context: They dealt with the
Government department, and in loyal devotion",What is west of the bathroom?
28,garden,- response: The bathroom is north of the hallway.,What is the bathroom north of?
29,garden,"Answer: garden

Context: The inspector was about to question Amy, but Cyril, with a sudden imp",What is north of the office?
30,bedroom,- response: The bedroom is east of the kitchen.,What is east of the kitchen?
31,kitchen,- response: The bathroom is east of the kitchen.,What is the bathroom east of?
32,bathroom,"- response: bedroom

The context provided indicates that the bedroom is located to the north of the garden",What is north of the garden?
33,kitchen,Answer: hallway,What is the bedroom west of?
34,bedroom,- response: The kitchen is south of the hallway.,What is the kitchen south of?
35,garden,- response: The bathroom is east of the garden.,What is the bathroom east of?
36,office,"Answer: General

- response: The context provided does not explicitly state what is south of the hallway.",What is south of the hallway?
