,target,output,question
0,Jeff,"Jeff

Jeff gave the football to Fred.",Who did Fred give the football to? 
1,Bill,"Answer: Mary gave the milk to Bill.

Question: What did Reuben Tracy do when he found",Who did Mary give the milk to? 
2,Jeff,"Answer: Jeff

Question: Where did Mary go after the garden?
Answer: The kitchen

Question:",Who did Fred give the milk to? 
3,milk,"Answer: milk

Question: What did Owen do when he was out of work?

Answer:",What did Mary give to Fred? 
4,Fred,"Answer: Fred


Question: Who was the first Earl of Cornwall?

Answer: Henry the",Who received the milk? 
5,apple,Answer: Mary gave the apple to Jeff.,What did Mary give to Jeff? 
6,apple,"- [Response]: Mary gave Jeff an apple. This is evident from the context where it is mentioned that """,What did Mary give to Jeff? 
7,apple,"Answer: Fred gave the apple to Bill.

Question: Where did Mary go after the bathroom?",What did Fred give to Bill? 
8,Jeff,"Answer: Jeff

Question: What was the name of the house where General Grant visited after the battle of Cold",Who gave the milk to Fred? 
9,Fred,- response: Bill gave the apple to Mary.,Who gave the apple to Mary? 
10,Jeff,"Answer: Jeff received the football.

Question: Who was the first to speak to the General?",Who received the football? 
11,Jeff,"Answer: Mary gave the football to Jeff.

Question: What did Wayland and Berrie do when they",Who did Mary give the football to? 
12,milk,"Answer: Mary gave milk to Bill.

Question: Where did Fred move to after the apple incident?",What did Mary give to Bill? 
13,Bill,"Answer: Bill

Question: Who moved to the bedroom?

Answer: Fred

Question:",Who did Mary give the milk to? 
14,milk,"- Mary gave a glass of milk to Bill.
- Mary gave a glass of water to Bill.
-",What did Mary give to Bill? 
15,apple,Answer: Fred gave an apple to Mary.,What did Fred give to Mary? 
16,Mary,"Answer: Mary
Question: What is the name of the horse that Jeff handed the football to?
Answer: The",Who received the football? 
17,apple,Answer: Fred gave an apple to Bill.,What did Fred give to Bill? 
18,Jeff,"Answer: Mary

Question: Who was the first to arrive at the hotel?

Answer: Dr.",Who received the apple? 
19,Bill,"Answer: Mary gave the football to Bill.

Question: What did Rudolph and Heywood do when they",Who did Mary give the football to? 
20,Fred,"- response: The milk was given to Jeff by Jeff himself. This is indicated by the phrase ""Jeff took",Who gave the milk to Jeff? 
21,Mary,"Answer: Fred

Question: What did Amy do when she saw the moon?

Answer: Amy drew",Who received the milk? 
22,Mary,"Transcriber's note:

Minor changes have been made to correct typographical errors",Who gave the milk? 
23,milk,"Answer: Bill gave the milk to Mary.

Question: What did Mary do with the milk?",What did Bill give to Mary? 
24,milk,"Answer: milk

Question: What did Mary journey to the bedroom for?

Answer: to get",What did Jeff give to Bill? 
25,football,- response: Jeff gave the football to Fred.,What did Jeff give to Fred? 
26,Mary,"Answer: Jeff

Question: Who was the girl's friend at the boarding school?
Answer: Ger",Who gave the football? 
27,Mary,"Answer: Fred

Question: What did Mary do with the apple?
Answer: Mary handed the apple to Bill",Who gave the apple to Bill? 
28,Fred,- response: Fred received the apple.,Who received the apple? 
29,Mary,"Answer: Mary

Question: What did Wayland and Berrie do when they reached the city?
Answer:",Who gave the milk to Bill? 
30,milk,"- ai: Mary gave Jeff milk.

- ai: Mary gave Jeff milk.",What did Mary give to Jeff? 
31,Mary,"Answer: Mary

Question: What is the name of the place where the milk was passed?
Answer: The",Who gave the milk? 
32,Fred,"Answer: Fred

Question: Who was the author of ""The Country House-Wife""?

Answer",Who gave the apple to Mary? 
33,football,Answer: Bill gave the apple to Mary.,What did Bill give to Mary? 
34,apple,"Answer: Fred gave Mary an apple.

Question: Who was the new manager appointed by Lord Monmouth and",What did Fred give to Mary? 
35,apple,- Answer: Fred gave the apple to Bill.,What did Fred give to Bill? 
36,Jeff,"- Jeff

- Fred

- Jeff handed the milk to Fred

- Jeff

- Fred",Who gave the milk? 
37,Bill,"Answer: Bill

Question: Who was Colonel Carvel's friend that he met at the Arsenal",Who did Mary give the apple to? 
