Unnamed: 0,target,output,question
0,bedroom,"Answer: The bathroom is east of the bedroom.

Question: What is the hallway south of?",What is the bathroom east of?
1,bedroom,"Answer: The bedroom.

Question: What is the predecessor of the hurdy-gurdy",What is west of the kitchen?
2,bathroom,"Answer: The bathroom is north of the garden.

Question: What is the king of all musical instruments?",What is north of the garden?
3,bedroom,"Answer: The bedroom.

Question: What is the shape of the roof in the bedroom?
Answer",What is south of the kitchen?
4,bedroom,"Answer: The bedroom is east of the kitchen.

Question: What is west of the bedroom?",What is east of the kitchen?
5,garden,"Answer: The garden.

The butler, who had been listening with a certain degree of interest, now",What is the bathroom west of?
6,kitchen,"Answer: The kitchen.

Question: What is west of the bedroom?

Answer: The garden",What is east of the bedroom?
7,bathroom,"### Solution ###

The passage provides a detailed description of the surroundings and the positions of",What is the garden south of?
8,kitchen,"Answer: The kitchen is south of the office.

Question: What is the Commander's reaction to the",What is south of the office?
9,office,"Answer: The garden.

Question: Why couldn't Shorty lend Dan the money?
Answer:",What is east of the hallway?
10,garden,"Answer: The garden is north of the office.

Question: What is the name of the stranger who lends",What is north of the office?
11,garden,"Answer: The garden is south of the kitchen.

Question: Who did Stephen borrow money from?
Answer:",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.

Question: What did Virginia despise about her aunt's suppers?",What is east of the kitchen?
13,garden,"Answer: The garden is west of the kitchen.

Question: Who was the leader of the weak battalion of",What is west of the kitchen?
14,garden,"Answer: The garden.


Question: What happened to Captain Cornwall during the attack on the Ninety",What is north of the bedroom?
15,garden,"Answer: The garden is east of the hallway.


Question: What song did the Ninety-",What is east of the hallway?
16,hallway,"Answer: The hallway is east of the office.

Question: What is west of the bathroom?",What is east of the office?
17,office,"Answer: The kitchen

Question: What did the narrator do on the 20th?
Answer:",What is south of the bathroom?
18,garden,"### response
The bedroom is north of the kitchen. This information is provided in the context where it",What is the bedroom north of?
19,garden,"Answer: The kitchen is west of the bedroom.

Question: What is the bedroom east of?",What is the kitchen west of?
20,garden,"Answer: The office is east of the hallway.


Question: What does the interlocking appar",What is the office east of?
21,garden,"Answer: The bathroom is south of the kitchen.

Question: What is the garden north of?
Answer",What is the bathroom south of?
