Unnamed: 0,target,output,question
0,football,Answer: Fred gave a football to Jeff.,What did Fred give to Jeff? 
1,Fred,Answer: Fred gave the football to Jeff.,Who gave the football to Jeff? 
2,football,Answer: Fred gave the football to Jeff.,What did Fred give to Jeff? 
3,Jeff,Answer: Fred gave the football to Jeff.,Who did Fred give the football to? 
4,Fred,"Answer: Jeff gave the football to Fred.

Question: What did Morton request from Claverhouse?",Who did Jeff give the football to? 
5,Jeff,Answer: Jeff gave the apple to Fred.,Who gave the apple? 
6,Bill,Answer: Fred Balfour received the apple.,Who received the apple? 
7,apple,Answer: Bill gave Fred an apple.,What did Bill give to Fred? 
8,apple,Answer: Bill gave Fred the football.,What did Bill give to Fred? 
9,Fred,"Answer: Fred

Question: What was the main purpose of Charles Gordon's visit to the Cape?",Who received the apple? 
10,Mary,"Answer: Mary received the milk.

Question: What was the purpose of General Gordon's visit to Jerusalem?",Who received the milk? 
11,milk,"Answer: Mary gave the milk to Bill.

Question: Who was the Indian boy's nurse?",What did Mary give to Bill? 
12,Bill,Answer: Mary received the milk.,Who received the milk? 
13,Bill,"Answer: Mary gave the milk to Bill.

Question: What did Cameron do when he found Eagle",Who did Mary give the milk to? 
14,milk,Answer: Mary gave milk to Bill.,What did Mary give to Bill? 
15,Jeff,"Answer: Fred received the football.

Question: What was the purpose of the trip to the Great Lakes",Who received the football? 
16,Fred,### response: The football was given to Jeff by Fred.,Who gave the football to Jeff? 
17,football,Answer: Fred gave a football to Jeff.,What did Fred give to Jeff? 
18,Jeff,"Answer: Fred received the football.

Question: What did Roxie Daymon want to do with the money",Who received the football? 
19,Mary,"Answer: Mary
Question: What did Bill do with the apple?
Answer: Bill dropped the apple.
Question",Who gave the milk? 
20,milk,"A. A letter
B. A milk
C. A snuff-box
D. A book",What did Jeff give to Mary? 
21,Mary,### response: The milk was given to Jeff by Bill.,Who gave the milk to Jeff? 
22,Mary,Answer: Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
23,Bill,Answer: Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
24,Jeff,Answer: The apple was given by Bill.,Who gave the apple? 
25,apple,Answer: Jeff gave an apple to Fred.,What did Jeff give to Fred? 
26,Fred,"Answer: Jeff received the apple.

Question: What was the result of the private interview between Patience and",Who received the apple? 
27,Jeff,"Answer: Jeff received the apple.

Question: What did Hilary want to do with her camera?
Answer",Who received the apple? 
28,Jeff,Answer: Jeff gave the apple to Fred.,Who gave the apple? 
29,Fred,### response: Jeff gave the apple to Fred.,Who did Jeff give the apple to? 
30,Mary,"A: Mary
B: Bill
C: Jeff
D: Fred

### response: The text",Who gave the milk? 
31,Bill,"Answer: Bill gave the milk.

Question: What did the Norwegian boatman suggest they do after their tea?",Who gave the milk? 
32,Bill,"Answer: Bill gave the milk to Mary.

Question: What did the guide at the Land's End say",Who gave the milk to Mary? 
33,milk,Answer: Bill gave the milk to Mary.,What did Bill give to Mary? 
34,apple,"Answer: Mary gave Fred an apple.

Question: What was the purpose of the Council of Plantations?",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff

Question: What is the significance of the Pectoral Sandpiper in the text?",Who did Fred give the milk to? 
36,Jeff,"Answer: Fred gave the milk to Jeff.

Question: What did Heywood do after he finished his story",Who did Fred give the milk to? 
37,milk,"Answer: Jeff gave an apple to Mary.

Question: What did Rudolph do when he saw the Black Dog",What did Jeff give to Mary? 
38,milk,Answer: Jeff gave Mary an apple.,What did Jeff give to Mary? 
39,Fred,[The apple was given to Bill by Fred.],Who gave the apple? 
40,Mary,"Answer: Fred gave the milk.

Question: What did Croyden do when he found the secret drawer",Who gave the milk? 
41,milk,Answer: Mary gave Fred a milk.,What did Mary give to Fred? 
42,Jeff,Answer: Jeff gave the milk.,Who gave the milk? 
43,Fred,Answer: Fred received the milk.,Who received the milk? 
44,Mary,Answer: Mary.,Who gave the milk? 
45,Bill,### response: Mary gave the milk to Bill.,Who did Mary give the milk to? 
46,milk,- response: Mary gave Bill an apple.,What did Mary give to Bill? 
47,Mary,"Answer: Mary gave the milk.

Question: What did Fred do after the battle of Shiloh?",Who gave the milk? 
48,Mary,"Answer: Bill gave the milk to Mary.

Question: What did Jeff do when he entered the hallway",Who did Bill give the milk to? 
49,Bill,"Answer: Bill gave the milk to Mary.

Question: What did Virginia do when she saw the two horses",Who gave the milk to Mary? 
50,Mary,Answer: Mary gave the apple to Fred.,Who gave the apple to Fred? 
51,Fred,"Answer: Bill

Question: What was the name of the hospitals proposed by Dr. Inglis?",Who gave the apple to Mary? 
52,apple,Answer: Fred gave Mary an apple.,What did Fred give to Mary? 
53,apple,"Answer: Mary gave an apple to Jeff.

Question: Who was the father of Arne?",What did Mary give to Jeff? 
54,apple,Answer: Mary gave an apple to Jeff.,What did Mary give to Jeff? 
55,Fred,"### Response

The football was received by Fred.",Who received the football? 
56,football,Answer: Bill gave Fred an apple.,What did Bill give to Fred? 
57,Bill,"Answer: Mary gave the apple.

Question: What did the captain do to the boy?

Answer",Who gave the apple? 
58,Bill,Answer: Mary gave the apple to Bill.,Who did Mary give the apple to? 
59,Jeff,"### response

Bill gave the apple to Jeff.",Who did Bill give the apple to? 
60,Jeff,Answer: Bill gave the apple to Jeff.,Who did Bill give the apple to? 
61,Bill,"Answer: Bill

Question: Who was the first to suggest sending General Gordon to the Soudan?",Who gave the apple to Jeff? 
62,Jeff,"Answer: Jeff

Question: What is the main purpose of Banns?

Answer: To secure",Who gave the apple to Bill? 
63,Bill,"Answer: Bill

Question: What did Hilary and her uncle do during their visit?
Answer: They went",Who received the apple? 
64,Mary,"### response
The milk was given to Jeff by Mary.",Who gave the milk? 
65,Mary,"Answer: Mary

Question: What was the name of the first Serbian unit sent by the Scottish Women's",Who gave the apple to Bill? 
