,target,output,question
0,bedroom,"And I think, and of us.

""I think, and of us. And I think, and of us",What is the bathroom east of?
1,kitchen,"Answer: The kitchen.

The Hall


The Hall was a large, well-appointed",What is south of the office?
2,garden,"Answer: The office is north of the platform.



[212] The ruins of",What is north of the office?
3,garden,I'd like to have to say it to me to say to me to say to me to say to me to say,What is the bedroom north of?
4,garden,,What is the bathroom south of?
5,office,"""Copperhead. ""Copperhead. ""Copperhead. ""Copperhead. ""Copper",What is north of the bedroom?
6,bathroom,"Answer: The answer is south of the garden.





Answer: The answer is south of",What is north of the garden?
7,bedroom,"I should be a gentleman of the
country.' 'I should be a gentleman of the country.' 'I should be a",What is west of the office?
8,kitchen,"""I reckon you'd have to be a man. I'd have to be a man. I'd",What is the garden south of?
9,bathroom,"Answer: The hallway north of the kitchen.


The hallway is south of the kitchen.",What is the hallway north of?
10,bedroom,"Answered. The men are of the same hue. The men, but they were of the same hue",What is south of the hallway?
11,office,"to him to be

to him to him to be. Thou shalt to him to be. Thou sh",What is east of the bedroom?
12,hallway,"of the to the the the the blood, and the blood, and the following the blood, and the tissue,",What is north of the garden?
13,bedroom,"Answer: The garden west of the house.


The garden west of the house is a rectangular plot",What is the garden west of?
14,hallway,"the.


 the
the day.

of the sunshooting, and the
the,",What is east of the bathroom?
15,bathroom,"Answer: The office west of the hall.

---------------------------------------------------------

---------------------------------------------------------",What is the office west of?
16,bathroom,"Answer: The bedroom is to the west.

Question: What is the colour of the window?",What is west of the bedroom?
17,kitchen,"A. A shingled roof.
    B. A log house.
    C. A veget",What is north of the hallway?
18,bathroom,"She when she said, and when she said, and when she said, and when she said, and when she said,",What is south of the kitchen?
19,office,"""I am if I had a sister, and I was not if I had a brother. I have a sister",What is south of the bedroom?
20,bedroom,"""I'd like to know what you've done. I've done it. I've done",What is west of the hallway?
21,office,"""See, da is east of the bedroom. ""I'll be east of the bedroom. """,What is east of the bedroom?
