Unnamed: 0,target,output,question
0,hallway,- response: The milk is in the kitchen.,Where is the milk? 
1,hallway,- response: The football is in the hallway.,Where is the football? 
2,hallway,Answer: The football is in the hallway.,Where is the football? 
3,hallway,"Answer: The football is in the hallway.

Context: “And they managed to make quite a hit",Where is the football? 
4,garden,"Answer: The milk is in the hallway.

Context: “Certainly!” was the reply.",Where is the milk? 
5,garden,"Answer: The milk is in the garden.

- Response: The milk is in the garden.",Where is the milk? 
6,bedroom,"Answer: The football is in the bedroom.

Context: Daniel went to the bedroom. Daniel took",Where is the football? 
7,bedroom,"Answer: The milk is in the bedroom.

Context: Mary moved to the bathroom. Mary journeyed",Where is the milk? 
8,kitchen,- Response: Daniel grabbed the football there.,Where is the football? 
9,kitchen,Answer: The football is in the bedroom.,Where is the football? 
10,bedroom,"Answer: The football is in the bedroom.

Context: John got the football there. John travelled",Where is the football? 
11,hallway,"Answer: The football is in the hallway.

Context: The Oatagi (or Ouat",Where is the football? 
12,garden,"Answer: The milk is in the hallway.

- Response: The milk is in the hallway.",Where is the milk? 
13,garden,"Answer: The milk is in the bathroom.

- Response: The milk is in the bathroom.",Where is the milk? 
14,bathroom,"Answer: The apple is in the garden.

- Response: The apple is in the garden.",Where is the apple? 
15,garden,"== response ==
The milk is in the garden. This is inferred from the context where it is mentioned",Where is the milk? 
16,garden,"== response ==

The milk is in the garden. This is determined by following the sequence of events described",Where is the milk? 
17,garden,- answer: Mary put down the milk in the garden.,Where is the milk? 
18,kitchen,- response: The apple is in the kitchen.,Where is the apple? 
19,kitchen,- response: Daniel discarded the apple.,Where is the apple? 
20,bedroom,- response: The apple is in the bedroom.,Where is the apple? 
21,bedroom,- response: The apple is in the office.,Where is the apple? 
22,bathroom,- Response: The football is in the hallway.,Where is the football? 
23,bathroom,- Response: The football is in the hallway.,Where is the football? 
24,bedroom,"Answer: The milk is in the kitchen.

I did not see this myself, and I do not know",Where is the milk? 
25,kitchen,- response: The milk is in the kitchen.,Where is the milk? 
26,kitchen,Answer: The milk is in the kitchen.,Where is the milk? 
27,bathroom,"Answer: The apple is in the garden.

The <DW72>s of the mountain.",Where is the apple? 
28,bathroom,"Answer: The apple is in the kitchen.

- answer: The context provided indicates that Daniel picked up the",Where is the apple? 
29,kitchen,"Answer: The milk is in the kitchen.

- response: The milk is in the kitchen.",Where is the milk? 
30,garden,"Answer: The apple is in the garden.

Context: Daniel went to the garden. Sandra travelled",Where is the apple? 
31,garden,"Answer: The apple is in the garden.

Context: Daniel got the apple there. Daniel dropped the apple.",Where is the apple? 
32,kitchen,"Answer: The football is in the kitchen.

Question: Where is the apple?

Answer: The",Where is the football? 
33,kitchen,"Answer: The apple is in the hallway.


### Response
The apple was initially with Daniel when",Where is the apple? 
34,kitchen,- Response: The apple is in the garden.,Where is the apple? 
35,office,"Answer: The milk is in the hallway.

- Response: The milk is in the hallway.",Where is the milk? 
36,kitchen,- response: The football is in the kitchen.,Where is the football? 
37,kitchen,- response: John took the football to the kitchen.,Where is the football? 
38,kitchen,- Response: The football is in the bedroom.,Where is the football? 
39,bedroom,"Answer: The milk is at the ancient cemetery of the Madeleine.

- Response: The milk",Where is the milk? 
40,bedroom,"Answer: The milk is in the bedroom.

- Response: The milk is in the bedroom.",Where is the milk? 
41,office,- response: The milk is in the bedroom.,Where is the milk? 
42,office,- response: The milk is in the bedroom.,Where is the milk? 
43,office,"Answer: The milk is in the bedroom.

- Response: The milk is in the bedroom.",Where is the milk? 
44,kitchen,"Answer: Daniel has the apple.

- [Response]: Daniel picked up the apple in the location where he",Where is the apple? 
45,bedroom,"Answer: The milk is in the bedroom.

Context: John travelled to the hallway. Mary",Where is the milk? 
46,office,- response: The football is in the bedroom.,Where is the football? 
47,bathroom,- response: The football is in the office.,Where is the football? 
48,bathroom,- response: The football is in the bedroom.,Where is the football? 
49,bedroom,"Answer: The milk is in the bedroom.

- Response: The milk is in the bedroom.",Where is the milk? 
50,bathroom,- response: The milk was taken by Mr. Daniel.,Where is the milk? 
51,hallway,- Response: The apple is in the garden.,Where is the apple? 
52,kitchen,"- response: The football is in the kitchen.

The context provided does not mention any action involving a football",Where is the football? 
53,kitchen,"- Response: The football is in the kitchen.

The context provided indicates that Sandra got the football in",Where is the football? 
54,kitchen,"Answer: The football is in the bedroom.

Context: It is probable that the forms of their houses",Where is the football? 
55,bathroom,- answer: The apple is in the bathroom.,Where is the apple? 
56,bathroom,"Answer: John put,


.


.

.
.
,
,",Where is the milk? 
57,kitchen,"Answer: The milk is in the kitchen.

- Response: The milk is in the kitchen.",Where is the milk? 
58,kitchen,- response: John grabbed the milk there. John put down the milk. John grabbed the apple,Where is the milk? 
