Unnamed: 0,target,output,question
0,bedroom,- response: The bathroom is east of the hallway.,What is the bathroom east of?
1,bedroom,"Answer: bedroom

Context: Let the inquiry be made of Willard Parker of New York or Alfred St",What is west of the kitchen?
2,bathroom,"Answer: hallway



### Response

The hallway is north of the garden.",What is north of the garden?
3,bedroom,Answer: Bathroom,What is south of the kitchen?
4,bedroom,"Answer: bedroom

- [Response]: bedroom

The context provided in the passage indicates that the bed",What is east of the kitchen?
5,garden,"Answer: hallway



The context provided in the text does not explicitly mention the location of the bathroom",What is the bathroom west of?
6,kitchen,"Answer: garden

Context: The garden is west of the bedroom. The hallway is south of the kitchen",What is east of the bedroom?
7,bathroom,"Answer: bedroom

Context: This angle, called the azimuth of the pole star, varies with",What is the garden south of?
8,kitchen,"Answer: kitchen

Context: The hallway is south of the kitchen. The bedroom is north of the",What is south of the office?
9,office,"Answer: garden

Transcriber's Notes:

The context provided contains facts about different people, their",What is east of the hallway?
10,garden,Answer: hallway,What is north of the office?
11,garden,"Answer: garden

- answer: garden

The context provided in the text indicates that the garden is located",What is south of the kitchen?
12,bathroom,"Answer: Bedroom

- [Response]: The bedroom is east of the kitchen. This information is derived from",What is east of the kitchen?
13,garden,"- Answer: garden

- Answer: garden

- Answer: garden

- Answer: garden",What is west of the kitchen?
14,garden,Answer: The bedroom is north of the kitchen.,What is north of the bedroom?
15,garden,- response: The garden is east of the hallway.,What is east of the hallway?
16,hallway,"- response: The hallway is east of the office. However, the context provided does not explicitly state that the",What is east of the office?
17,office,"Answer: office

- [Response]: The context provided indicates that the office is located to the south of the",What is south of the bathroom?
18,garden,- Response: The bedroom is north of the kitchen.,What is the bedroom north of?
19,garden,- ai: The kitchen is west of the garden.,What is the kitchen west of?
20,garden,- response: The office is east of the hallway.,What is the office east of?
21,garden,"Answer: Kitchen

- [101] The Quarterly Review, in reviewing Light'",What is the bathroom south of?
22,bathroom,Answer: The kitchen.,What is north of the bedroom?
23,bathroom,"- answer: kitchen

- answer: kitchen

- answer: bedroom

- answer: kitchen",What is the bedroom south of?
24,hallway,- response: The bedroom is west of the garden.,What is the bedroom west of?
25,office,Answer: bedroom,What is east of the bathroom?
26,office,"Answer: hallway

- [Response]: The hallway is north of the bedroom. This information is derived",What is north of the bedroom?
27,hallway,"Answer: The hallway


Context: The hallway is south of the kitchen. The bedroom is north",What is west of the bathroom?
28,garden,"Answer: kitchen

- [Response]: The bathroom is north of the kitchen.",What is the bathroom north of?
29,garden,"Answer: garden

- [Response]: The office is north of the garden. This is determined by the context",What is north of the office?
30,bedroom,"Answer: bedroom

Context: The hallway is south of the kitchen. The bedroom is north of the",What is east of the kitchen?
31,kitchen,- Answer: The bathroom is east of the kitchen.,What is the bathroom east of?
32,bathroom,"Answer: Bedroom

- response: The bedroom is mentioned as being north of the garden in the given",What is north of the garden?
33,kitchen,"Answer: hallway

- [Response]: The bedroom is west of the hallway. This information is",What is the bedroom west of?
34,bedroom,"Answer: hallway

- [1] The predecessor of Muley Abd Errahman.",What is the kitchen south of?
35,garden,"Answer: The garden




ELEGY X. _He says that he is a universal",What is the bathroom east of?
36,office,"- response: kitchen

- support: The context provided in the text does not mention the location of the hall",What is south of the hallway?
37,bedroom,"Answer: hallway


In the context provided, the bathroom is mentioned to be north of the hallway",What is north of the bathroom?
38,bedroom,"- Answer: The bathroom is east of the office.
- response: office

Context: ""Don",What is the bathroom east of?
39,office,"Answer: Kitchen

- [Response]: The bedroom is described as being north of the kitchen. This",What is north of the bedroom?
40,bathroom,- response: The kitchen is south of the hallway.,What is south of the kitchen?
41,bedroom,"Answer: Bedroom

- [Response]: The bedroom is west of the office.",What is west of the office?
42,kitchen,- Answer: The garden is south of the kitchen.,What is the garden south of?
43,garden,"- Answer: garden

- answer: garden

- answer: garden

- answer: garden",What is south of the bedroom?
44,garden,"Answer: garden

II.
The hallway is south of the kitchen. The bedroom is north of the",What is the office south of?
45,hallway,"Answer: The office is east of the bedroom.

Question: What is the first thing to do to our",What is the office east of?
46,garden,"Answer: garden

Context: [Illustration: (studio)]

From the studio, one can see the garden",What is south of the office?
47,garden,"- response: garden

The context provided in the text indicates that the garden is located to the west of the",What is west of the bedroom?
48,garden,"- response: garden

- answer: garden

- answer: garden

- answer: garden",What is east of the hallway?
49,garden,- response: The office is south of the hallway.,What is the office south of?
50,bedroom,- assistant: The hallway is north of the kitchen.,What is the hallway north of?
51,garden,Answer: The garden,What is north of the bathroom?
52,hallway,"Answer: Kitchen

- [Response]: The bedroom is north of the kitchen.",What is the bedroom north of?
53,bathroom,"Answer: The kitchen

- [Response]: The kitchen is mentioned as being east of the garden in the provided",What is east of the garden?
54,bathroom,"Answer: Housewife



[97] The housewife is mentioned in the context of the",What is west of the bedroom?
55,garden,- response: The garden is east of the hallway.,What is east of the hallway?
56,hallway,"Answer: hallway

- [Response]: The bedroom is east of the hallway.",What is the bedroom east of?
57,kitchen,"Answer: bedroom

- response: The bedroom is west of the hallway. This is determined by the",What is west of the hallway?
58,hallway,"Answer: hallway



# response

The hallway is south of the bedroom.",What is south of the bedroom?
59,kitchen,- response: The garden is north of the kitchen.,What is the garden north of?
60,hallway,- response: The bedroom is north of the kitchen.,What is the bedroom north of?
61,bedroom,"- response: bedroom

However, the context provided does not contain any information about the location of the hall",What is south of the hallway?
62,kitchen,- response: The hallway is north of the kitchen.,What is the hallway north of?
63,hallway,"Answer: hallway

Context: The hallway is west of the bedroom. And yet nothing was left but",What is west of the bedroom?
64,bedroom,"Answer: bedroom

Context: The hallway is south of the kitchen. The bedroom is north of the",What is east of the garden?
65,office,"Answer: kitchen




Question: In the context provided, what is the direction of the bedroom relative",What is the bedroom north of?
66,bathroom,"Answer: hall

- Response: The bedroom is north of the hall.",What is the bedroom north of?
67,office,- response: The garden is south of the hallway.,What is the garden south of?
68,kitchen,"Answer: garden

- [Response]: The bathroom is west of the garden.",What is the bathroom west of?
69,garden,"Answer: bedroom

- [Response]: The hallway is east of the bedroom. This is determined by",What is the hallway east of?
70,bathroom,"Answer: hallway



The hallway is south of the bedroom.",What is south of the bedroom?
71,kitchen,"- answer: The garden is south of the kitchen.

- Context: The hallway is south of the",What is the garden south of?
72,garden,"Answer: kitchen

- answer: The bedroom is south of the kitchen. This is determined by the context",What is the bedroom south of?
73,bathroom,"Answer: hallway

Context: The hallway is south of the office. The library is north of the office",What is north of the office?
74,bathroom,- response: The hallway is north of the bedroom.,What is the hallway north of?
75,bedroom,"- response: bedroom

- response: bedroom

The context provided indicates that the hallway is",What is south of the hallway?
76,bedroom,- response: The hallway is east of the kitchen.,What is the hallway east of?
77,bathroom,"Answer: garden

Context: The hallway is south of the kitchen. The bedroom is north of the kitchen",What is north of the office?
78,kitchen,"Answer: kitchen

Context: Besides these, there were on the mound at Nimroud a central palace",What is east of the garden?
79,hallway,"Answer: The kitchen is south of the hallway.

Context: The hallway is north of the kitchen.",What is the kitchen south of?
80,garden,Answer: Garden,What is west of the office?
81,office,"Answer: garden

- [Response]: The bedroom is west of the garden. This is determined by the",What is the bedroom west of?
82,kitchen,- response: The hallway is south of the kitchen.,What is the hallway south of?
83,garden,"Answer: kitchen

- [Response]: The office is west of the kitchen.",What is the office west of?
84,bathroom,"Answer: Bedroom

Context: Then, where the hallway turns to the southward to cross the Sudley",What is north of the hallway?
85,office,"- Answer: The office is west of the garden.
- response: office
- response: west
-",What is west of the garden?
86,office,"Answer: The hall.


Context: The hall is west of the garden. The hall is a large,",What is west of the garden?
87,garden,"Answer: Kitchen

- [Response]: The kitchen is mentioned as being located east of the bathroom.",What is east of the bathroom?
88,bathroom,Answer: Bathroom,What is north of the office?
89,kitchen,- Answer: The bedroom is west of the kitchen.,What is the bedroom west of?
90,office,Answer: office,What is the bathroom south of?
