Unnamed: 0,target,output,question
0,bedroom,"Answer: The bathroom is east of the dining-room carpet.

Question: What did Grand",What is the bathroom east of?
1,bedroom,"### response

To determine what is west of the kitchen, we need to carefully read the provided text",What is west of the kitchen?
2,bathroom,"Answer: The bathroom is north of the garden.

Question: What does the woman say about her journal entries",What is north of the garden?
3,bedroom,"Answer: The bedroom.

Question: What is the significance of the 'cancelli' in the context,",What is south of the kitchen?
4,bedroom,"Answer: The bedroom.

Question: What is the opposite mountain of Sulmo?
Answer: The mountain",What is east of the kitchen?
5,garden,"Answer: The bathroom is west of the garden.

Question: What is the length of the church of Sta",What is the bathroom west of?
6,kitchen,"Answer: A kitchen.

Question: What is the height of the dome at Florence?
Answer: The",What is east of the bedroom?
7,bathroom,"Answer: The garden is south of the bedroom.

Question: What happens to the boys who looked at",What is the garden south of?
8,kitchen,"Answer: The kitchen is south of the office.

Question: What is the first thing a boy or girl planning",What is south of the office?
9,office,"Answer: The garden.

Question: What did Mr Power say about the time it took for General Gordon to reach",What is east of the hallway?
10,garden,"Answer: The garden.

Question: What did General Gordon request in his proclamation in Khartoum",What is north of the office?
11,garden,"Answer: The office.

Question: What did Morton and his faithful attendant gain after two hours of seeing",What is south of the kitchen?
12,bathroom,"Answer: The bedroom is east of the kitchen.

Question: What did Morton do when he was in",What is east of the kitchen?
13,garden,"Answer: The garden.

Question: What can be inferred about the difference between men and beasts based",What is west of the kitchen?
14,garden,"Answer: The bedroom is north of the office.

Question: What is the reason for this arrangement?",What is north of the bedroom?
15,garden,"Answer: The garden is east of the hallway.

Question: What is the significance of the Camden",What is east of the hallway?
16,hallway,"Answer: The hallway is east of the office.

Question: What is the price of the book ""The",What is east of the office?
17,office,"Answer: The office is south of the bathroom.

Context: |
      +----------------+--------------------+",What is south of the bathroom?
18,garden,"Answer: The bedroom is north of the kitchen.

Question: What is the garden south of?
Answer",What is the bedroom north of?
19,garden,"Answer: The kitchen is west of the bedroom.

Question: What is the function of the sloping",What is the kitchen west of?
20,garden,"Answer: The office is east of the temple.

Question: What is the purpose of the wall built back of",What is the office east of?
21,garden,"Answer: The bathroom is south of the kitchen.

Question: What is the direction of the garden in relation",What is the bathroom south of?
22,bathroom,"Answer: The bathroom.

Question: What is the raccoon's objection to slaughtering",What is north of the bedroom?
23,bathroom,"Answer: The bedroom is south of the bathroom.

Question: What is the woodmouse's",What is the bedroom south of?
24,hallway,"### response
The bedroom west of the office is the location in question. To determine what the bed",What is the bedroom west of?
25,office,"Solution:

The text states, ""The office is east of the bathroom."" Therefore, the",What is east of the bathroom?
26,office,Answer: The hallway.,What is north of the bedroom?
27,hallway,"Answer: The hallway.


Question: What is the relationship between Pocahontas and Tom",What is west of the bathroom?
28,garden,Answer: The bathroom is north of the garden.,What is the bathroom north of?
29,garden,"Answer: The garden is north of the office.

Question: What is south of the bathroom?
Answer",What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: Who is the son of a soldier, though a rebellious one",What is east of the kitchen?
31,kitchen,"Answer: The bathroom is east of the kitchen.

Question: What did the Brownies do after gathering",What is the bathroom east of?
32,bathroom,"Answer: The bathroom is north of the garden.

Question: What is south of the garden?",What is north of the garden?
33,kitchen,"Answer: The bedroom is west of the kitchen.

Question: What did the Brownies do on Hallow",What is the bedroom west of?
34,bedroom,"[Illustration]


    The kitchen is south of the hallway.



Question",What is the kitchen south of?
35,garden,"Answer: The bathroom is east of the bedroom.

Question: What did Jerry promise to do for Bill",What is the bathroom east of?
36,office,"Answer: The office is south of the hallway.

Question: What did Mr. Schermerhorn do",What is south of the hallway?
37,bedroom,"Answer: The bedroom is north of the bathroom.

Question: Where did Eleanor's grand",What is north of the bathroom?
38,bedroom,Answer: The bathroom is east of the office.,What is the bathroom east of?
39,office,"Answer: The office is north of the bedroom.

Question: What did Eleanor do with the,",What is north of the bedroom?
40,bathroom,"Answer: The bathroom.

Question: What is the direction of the hallway in relation to the bathroom",What is south of the kitchen?
41,bedroom,"Answer: The bedroom.

     ""_

Question: What is the direction of the bathroom in",What is west of the office?
42,kitchen,"Answer: The garden is south of the kitchen.

Question: What is the shutter doing?
Answer:",What is the garden south of?
43,garden,"Answer: The garden is south of the bedroom.

Question: What did the visitor bring with him when",What is south of the bedroom?
44,garden,"Answer: The office is south of the hallway.

Question: What did Rudolph find missing from his belong",What is the office south of?
45,hallway,"Answer: The office is east of the bedroom.

Question: What did Sidney do when she saw Max",What is the office east of?
46,garden,"Answer: The garden is south of the office.

Question: What did K. do after lunch?",What is south of the office?
47,garden,"Answer: The bathroom.

Question: What did Frank Merriwell hear that made him believe Professor Scotch",What is west of the bedroom?
48,garden,"Answer: The garden.

Question: What is the direction of the ravine where the party camped?",What is east of the hallway?
49,garden,"Answer: The office is south of the garden.


Question: What did Bushnell do when he saw",What is the office south of?
50,bedroom,"Answer: The hallway is north of the garden.

Question: What did the Duke of York want from",What is the hallway north of?
51,garden,"Answer: The garden is north of the bathroom.

Question: What did the narrator break a vow",What is north of the bathroom?
52,hallway,"Answer: The bedroom is north of the garden.

Question: What is the hallway south of?",What is the bedroom north of?
53,bathroom,"Answer: The bathroom.

Question: What is the color of the dressing room's windows?",What is east of the garden?
54,bathroom,"Answer: The bathroom.

Question: What is the significance of the Goblin-cave in",What is west of the bedroom?
55,garden,"Answer: The garden is east of the hallway.

Question: What is the meaning of ""Taghair",What is east of the hallway?
56,hallway,"Answer: The bedroom is east of the hallway.

Question: What is the purpose of the stranger",What is the bedroom east of?
57,kitchen,Answer: The kitchen is west of the hallway.,What is west of the hallway?
58,hallway,"Answer: The hallway is south of the bedroom.

Question: What is the first Maxime according to",What is south of the bedroom?
59,kitchen,"Answer: The garden is north of the kitchen.

Question: What is the missionary's name?",What is the garden north of?
60,hallway,"Answer: The bedroom is north of the hallway.

Question: What is the color of the ro",What is the bedroom north of?
61,bedroom,"Answer: The bedroom is south of the hallway.


Passage:

The bedroom",What is south of the hallway?
62,kitchen,"Answer: The hallway is north of the garden.

Question: What is the garden south of?
Answer",What is the hallway north of?
63,hallway,"Answer: The hallway is west of the bedroom.

Question: What did Arne do after the",What is west of the bedroom?
64,bedroom,"Answer: 1

Question: What is the mode of carrying the bombarding frame and ammunition by men",What is east of the garden?
65,office,"Answer: The bedroom is north of the garden.

Question: What is the purpose to..",What is the bedroom north of?
66,bathroom,"Answer: The bedroom north of the hallway.

Question: What is the purpose of the marine artillery",What is the bedroom north of?
67,office,"Solution:

The garden is south of the house.


Explanation:",What is the garden south of?
68,kitchen,"Answer: The bathroom is west of the kitchen.

Question: Where is the kitchen located in relation to the",What is the bathroom west of?
69,garden,"Answer: The hallway east of the garden.

Question: What is the subject of the report compiled by",What is the hallway east of?
70,bathroom,Answer: The bathroom.,What is south of the bedroom?
71,kitchen,"Answer: The garden is south of the store.

Question: What is the office south of?",What is the garden south of?
72,garden,"Answer: The bedroom is south of the garden.

Question: What is Gordon's opinion on the",What is the bedroom south of?
73,bathroom,"Answer: The bathroom is north of the office.
Question: What is south of the office?
Answer:",What is north of the office?
74,bathroom,"Answer: The hallway is north of the office.

Question: What is the name of the Irish lad who",What is the hallway north of?
75,bedroom,"Answer: The bedroom is south of the hallway.


To solve this question, we need to",What is south of the hallway?
76,bedroom,"Answer: The hallway is east of the bathroom.

Question: What is the significance of the Great Council",What is the hallway east of?
77,bathroom,Answer: The bathroom is north of the office.,What is north of the office?
78,kitchen,"Answer: The kitchen.

Question: What is the direction of the bathroom in relation to the kitchen?",What is east of the garden?
79,hallway,"Answer: The kitchen is south of the office.

Question: What did Palmer Howe
this.",What is the kitchen south of?
80,garden,"Answer: The garden is west of the office.


Question: What is the total cost of the items",What is west of the office?
81,office,"Answer: The bedroom is west of the office.

Question: What is the hallway east of?",What is the bedroom west of?
82,kitchen,"Answer: The hallway south of the bathroom.

Question: What did Carl Rosenthrall do to",What is the hallway south of?
83,garden,"Answer: The office is west of the garden.

Question: Who recognized the garden as the place where the pir",What is the office west of?
84,bathroom,Answer: The bathroom is north of the hallway.,What is north of the hallway?
85,office,"Answer: The office.

Question: What happened to Royster & Axtell?
Answer: They",What is west of the garden?
86,office,"Answer: The office is west of the garden.

Question: What game were Easton and Bundy playing?",What is west of the garden?
87,garden,"Answer: The garden is east of the bathroom.

Question: What did Mr Sweater promise to the",What is east of the bathroom?
88,bathroom,"Answer: The...of.
.....,,,
...., of",What is north of the office?
89,kitchen,"Answer: The bedroom is west of the hallway.

Question: What did Harry hope Julia didn'",What is the bedroom west of?
90,office,"Answer: The bathroom is south of the office.

Question: What did Harry do after Julia left?",What is the bathroom south of?
91,office,"Answer: The office.

Question: What did BLORE do with the small paper packet?
Answer:",What is east of the bedroom?
92,bedroom,"Answer: The bedroom is south of the office.

Question: What is the name of the young woman who",What is south of the office?
93,bathroom,"Answer: The garden is west of the bathroom.

Question: What is the name of the woman who",What is the garden west of?
94,garden,"Answer: The hallway.

Question: What is the little girl's reaction to the old man's",What is the bedroom west of?
95,hallway,Answer: The hallway is north of the garden.,What is north of the garden?
96,bedroom,"Answer: The kitchen is west of the bedroom.

Question: What is the corporal's cane",What is the kitchen west of?
97,kitchen,"Answer: The kitchen.

Question: What is the direction of the kitchen in relation to the bedroom?",What is west of the bedroom?
98,bathroom,"Answer: The kitchen is north of the bathroom.

Question: What is the name of the restaurant where Marcel",What is the kitchen north of?
99,garden,"Answer: The office is north of the garden.


Question: What is the full title of the work",What is the office north of?
100,bedroom,"Answer: The bedroom is east of the hallway.

Question: What is the title of the work that",What is east of the hallway?
101,kitchen,"Answer: The kitchen is south of the hallway.

Question: What is the error in the text regarding",What is south of the hallway?
102,bedroom,"Answer: The office is west of the bathroom.

Question: What is the direction of the bedroom",What is the office west of?
103,bathroom,"Answer: The kitchen is north of the bathroom.

Question: Where is Joe Meeker's house",What is the kitchen north of?
104,hallway,"Answer: A hallway with several frame buildings.

Question: What is the girl's name who comes",What is west of the bedroom?
105,bedroom,"Answer: The bedroom is west of the kitchen.

Question: What is the condition of the farmyard",What is west of the kitchen?
106,office,"Answer: The kitchen is south of the hallway.

Question: What is the office north of?
Answer",What is the kitchen south of?
107,bathroom,"Answer: The bathroom is west of the garden.


Question: What is the
 had
ared",What is west of the garden?
108,bedroom,"Answer: The bathroom is south of the bedroom.

Question: What is the hallway north of?",What is the bathroom south of?
109,bathroom,"Answer: The kitchen is west of the garden.

Question: What is the bathroom east of?
Answer",What is the kitchen west of?
110,garden,"Answer: The hallway is west of the bathroom, and only.


.
.
other",What is the hallway west of?
111,hallway,"Answer: The kitchen is south of the bathroom.

Question: What did Harry do when he saw the s",What is the kitchen south of?
112,office,"Answer: The office is south of the bathroom.

Question: What did Harry do when he met Julia?",What is south of the bathroom?
113,hallway,"Answer: The office is west of the meeting house at Rockville.

Question: What is the name of the",What is the office west of?
114,bedroom,Answer: The kitchen is north of the garden.,What is the kitchen north of?
115,office,"Answer: The garden is east of the hallway.

Question: What is the direct allusion to Sterne",What is the garden east of?
116,bedroom,"Answer: The hallway is south of the office.

Question: What is the relationship between the second and fourth",What is the hallway south of?
117,bedroom,"Answer: The garden is west of the hallway.

Question: What is the book ""Die Ueber",What is the garden west of?
118,hallway,"Answer: The hallway.

Question: What did Harry do when he realized he had missed the wagon?",What is north of the office?
119,office,"Answer: The office is west of the hallway.

Question: What did Harry find in the wagon?",What is west of the hallway?
120,bedroom,"Answer: The bathroom is north of the bedroom.

Question: What did Harry do after he found the",What is the bathroom north of?
121,kitchen,"Answer: The hallway north of the kitchen is the bedroom.

Question: What is the direction of",What is the hallway north of?
122,office,"Answer: The kitchen is east of the bathroom.

Question: What did General Gordon do when he arrived in",What is east of the bathroom?
123,bathroom,"Answer: The bathroom is north of the hallway.

Question: What is the height of the Pat",What is north of the hallway?
124,bathroom,"Answer: The bedroom is north of the hallway.

Question: What did the old man say about",What is the bedroom north of?
125,kitchen,"Answer: The kitchen is west of the garden.

[The kitchen is west of the garden. They had learned",What is west of the garden?
126,bathroom,Answer: The bathroom is north of the kitchen.,What is north of the kitchen?
127,hallway,"Answer: The bedroom is east of the hallway.

Question: What is the profile of the cornice",What is the bedroom east of?
128,garden,Answer: The bedroom is south of the kitchen.,What is the bedroom south of?
129,hallway,"Answer: The bedroom is east of the bathroom.

Question: What is the purpose of wearing thick",What is east of the bathroom?
130,garden,"Answer: The bedroom,


sile,little, and,
.ses.s.",What is the bedroom east of?
131,kitchen,"Answer: The bedroom.

Question: What did Eleanor do with the water in the bathroom?",What is south of the bathroom?
132,kitchen,"Answer: The kitchen is east of the garden.

Question: What kind of bedquilt does Eleanor",What is east of the garden?
133,bathroom,"Answer: The bathroom is east of the hallway.

Question: What is the color of the cheek",What is the hallway east of?
134,office,"Solution:

The hallway is described as being east of the bedroom. Therefore, the hall",What is the hallway east of?
135,kitchen,"Answer: The garden is east of the kitchen.

Question: What is the name of the organization that Dr.",What is the garden east of?
136,bathroom,"Answer: The bedroom south of the bathroom.

Question: What is the hospital called where Dr.",What is the bedroom south of?
137,hallway,"Answer: The garden is east of the hallway.

      Question: What is the hallway west",What is the garden east of?
138,kitchen,Answer: The kitchen is south of the hallway.,What is south of the hallway?
139,hallway,"Answer: The hallway.
, and.
.
.
.lud.
.
.",What is west of the kitchen?
140,kitchen,"Answer: The kitchen is north of the garden.

Question: What is the author's view on the",What is north of the garden?
141,office,### response: The kitchen west of is the bathroom.,What is the kitchen west of?
142,bathroom,Answer: The kitchen is north of the bathroom.,What is the kitchen north of?
143,bathroom,"Answer: The bathroom.

Question: What is the main ingredient in the geese's f",What is east of the kitchen?
144,bathroom,"Answer: The bathroom.

Question: Who is coming to see Emil Grelieu?

Answer",What is east of the garden?
145,kitchen,"Answer: The office is south of the kitchen.

Question: Who is the maid that brings coffee to",What is the office south of?
146,hallway,"Answer: The kitchen is north of the hallway.

Question: Who is not a Blaisdell at",What is the kitchen north of?
147,hallway,"Answer: The bedroom is west of the. I. I. I.
.s--I.
.",What is the bedroom west of?
148,bathroom,"Answer: The office is west of the bathroom.

Question: What is the office east of?
Answer",What is the office west of?
149,hallway,"### response

The office is south of the hallway.",What is the office south of?
150,bathroom,"Answer: The bathroom is north of the hallway.

Question: Who is the daughter of Regulus",What is north of the hallway?
151,garden,"Answer: The bathroom is east of the garden.

Question: What is Angeline Hall's sister Mary",What is the bathroom east of?
152,kitchen,"== response ==
The bathroom is east of the kitchen.",What is the bathroom east of?
153,hallway,"Answer: The hallway is south of the kitchen.

Question: What did Augusta Larned write about",What is south of the kitchen?
154,hallway,Answer: The hallway.,What is south of the office?
155,garden,"Answer: The bedroom is west of the hallway.

The Philosophy of Action

Consequ",What is the bedroom west of?
156,office,Answer: The office.,What is south of the bedroom?
157,bathroom,"Answer: The bathroom..en.
ener,
.------s--
,
,",What is north of the garden?
158,garden,"Answer: The bedroom east of the office is the garden.

Question: What did Chantel reve",What is the bedroom east of?
159,bedroom,Answer: The bedroom is located south of the kitchen.,What is south of the kitchen?
