Unnamed: 0,target,output,question
0,office,Answer: The apple was in the hallway before the bathroom.,Where was the apple before the bathroom? 
1,office,### response: The apple was in the Hawley-Crowles dining room before the hallway.,Where was the apple before the hallway? 
2,office,Answer: The apple was in the garden before the hallway.,Where was the apple before the hallway? 
3,bathroom,"Answer: The football was in the hallway before it was taken to the garden.

Question: What did",Where was the football before the garden? 
4,bathroom,Answer: The football was in the hallway before Oliver Proudfute went to the garden.,Where was the football before the garden? 
5,garden,"Answer: The apple was in the hallway before the bathroom.

Question: Who was the first to",Where was the apple before the bathroom? 
6,kitchen,"Answer: The milk was in the kitchen before the office.

Question: What was the Prince's reaction",Where was the milk before the office? 
7,kitchen,"Answer: The apple was in the kitchen.

Question: What is the relation between Daniel and John?",Where was the apple before the office? 
8,kitchen,Answer: The apple was in the garden.,Where was the apple before the office? 
9,bedroom,Answer: The apple was in the kitchen before the office.,Where was the apple before the office? 
10,garden,"Answer: The apple was in the kitchen.

Question: What is the first thing Sandra did after coming",Where was the apple before the bedroom? 
11,garden,"Answer: The apple was in the bedroom before it was taken to the kitchen.

Question: What was",Where was the apple before the bedroom? 
12,garden,Answer: The milk was in the kitchen before it was taken to the bathroom by Mary.,Where was the milk before the bathroom? 
13,garden,Answer: The milk was in the bathroom before it was taken by Sandra.,Where was the milk before the bathroom? 
14,garden,"Answer: The milk was in the kitchen before it was moved to the bathroom.

Question: What was",Where was the milk before the bathroom? 
15,kitchen,"Answer: The football was in the office before the garden.

Question: What did the professor do when he",Where was the football before the garden? 
16,kitchen,Answer: The football was in the hotel room before the garden.,Where was the football before the garden? 
17,garden,"Answer: In the bathroom. [39]

The quantity of dye-root found in this Commande",Where was the milk before the bedroom? 
18,garden,"Answer: The milk was in the office.

Question: What is the purpose of the trench proposed by",Where was the milk before the bedroom? 
19,bedroom,Answer: The football was in the office before it went to the bathroom.,Where was the football before the bathroom? 
20,garden,Answer: The football was in the bedroom before the hallway.,Where was the football before the hallway? 
21,garden,Answer: The football was in the bedroom before the office. Cyril had placed it there after John had moved,Where was the football before the office? 
22,hallway,Answer: The football was in the hallway before the garden.,Where was the football before the garden? 
23,office,- [Response]: The milk was in the office before it was moved to the kitchen.,Where was the milk before the kitchen? 
24,kitchen,"Answer: The milk was in the kitchen before it was moved to the bedroom.

Question: What was",Where was the milk before the bedroom? 
