Unnamed: 0,target,output,question
0,office,- [Response]: The apple was in the bedroom before Jeanne took it to the bathroom. This is,Where was the apple before the bathroom? 
1,office,Answer: The apple was in the hallway before the hallway.,Where was the apple before the hallway? 
2,office,"Answer: The apple was in the garden before the hallway.

Question: What did Mary do when she",Where was the apple before the hallway? 
3,bathroom,Answer: The football was in the cabin before it was taken to the garden.,Where was the football before the garden? 
4,bathroom,"Answer: The football was in the hallway.

Question: Who was Mary planning to leave with?
Answer",Where was the football before the garden? 
5,garden,Answer: The apple was in the kitchen.,Where was the apple before the bathroom? 
6,kitchen,"A: In the kitchen
B: In the hallway
C: In the bedroom
D: In",Where was the milk before the office? 
7,kitchen,"Answer: The apple was in the kitchen before the office.

Question: Who was the doctor planning to leave the",Where was the apple before the office? 
8,kitchen,Answer: The apple was in the kitchen before it was taken to the office.,Where was the apple before the office? 
9,bedroom,"Answer: The apple was in the garden before it went to the office.

Question: What was the weather",Where was the apple before the office? 
10,garden,### response: The apple was in the garden before it was discarded in the bedroom.,Where was the apple before the bedroom? 
11,garden,Answer: The apple was in the kitchen before the bedroom.,Where was the apple before the bedroom? 
12,garden,,Where was the milk before the bathroom? 
13,garden,"Answer: The milk was in the kitchen before the bathroom.

Question: What did Daniel do with the milk",Where was the milk before the bathroom? 
14,garden,### Response: The milk was in the refrigerator before it was moved to the bathroom. This,Where was the milk before the bathroom? 
15,kitchen,Answer: The football was in the office before the garden.,Where was the football before the garden? 
16,kitchen,"Answer: The football was in the office before the garden.

Question: What did the Padre tell about",Where was the football before the garden? 
17,garden,# Answer: The milk was in the office before it was taken to the bedroom.,Where was the milk before the bedroom? 
18,garden,"Answer: The milk was in the bathroom before it was taken to the bedroom.

Question: What",Where was the milk before the bedroom? 
19,bedroom,Answer: The football was in the office before the bathroom.,Where was the football before the bathroom? 
20,garden,"A. In the garden
B. In the office
C. In the kitchen
D. In the bath",Where was the football before the hallway? 
21,garden,"A. In the garden
B. In the bedroom
C. In the kitchen
D. In the",Where was the football before the office? 
22,hallway,"Answer: The football was in the office before it went to the garden.

Question: What is the subject",Where was the football before the garden? 
23,office,"Answer: The milk was in the bathroom before being moved to the kitchen.

Question: What did Mary",Where was the milk before the kitchen? 
24,kitchen,"A. In the kitchen
B. In the office
C. In the garden
D. In the living",Where was the milk before the bedroom? 
25,bathroom,Answer: The football was in the hallway before it was taken to the bedroom.,Where was the football before the bedroom? 
26,office,"Answer: The football was in the office before it was moved to the bedroom.

Question: What did",Where was the football before the bedroom? 
27,garden,"Answer: The football was in the kitchen before the office.

Question: What did Daniel do with the apple",Where was the football before the office? 
28,garden,Answer: The football was in the office before Daniel picked it up.,Where was the football before the office? 
29,garden,"A. In the kitchen
B. In the garden
C. In the bedroom
D. In the",Where was the apple before the office? 
30,bathroom,Answer: The apple was in the kitchen before the hallway.,Where was the apple before the hallway? 
31,office,"A: The apple was in the office before the kitchen.

Question: Who was the editor of the True",Where was the apple before the kitchen? 
32,office,"Answer: The apple was in the garden before it went to the kitchen.

Question: What was the condition",Where was the apple before the kitchen? 
33,hallway,"Answer: The milk was in the hallway before the bedroom.

Question: What did Fred do when he",Where was the milk before the bedroom? 
34,bedroom,"Answer: The milk was in the office before it was taken to the garden.

Question: What did John",Where was the milk before the garden? 
35,hallway,"Answer: The apple was on the bedroom table before the bathroom.

Question: What is the reward",Where was the apple before the bathroom? 
36,hallway,"Answer: The football was in the hallway before the kitchen.

Question: Who was the last witness to",Where was the football before the kitchen? 
37,bathroom,"Answer: The apple was in the hallway before it was taken to the kitchen.

Question: Where was",Where was the apple before the kitchen? 
38,garden,Answer: The apple was in the kitchen.,Where was the apple before the bathroom? 
39,garden,"Answer: The apple was in the kitchen before the bathroom.

Question: What was the purpose of Mon",Where was the apple before the bathroom? 
40,garden,"Question: Where was the milk before the office?

Question: Where was the apple before the bedroom?",Where was the football before the hallway? 
41,garden,* The football was in the kitchen before the hallway.,Where was the football before the hallway? 
42,garden,[Footnote 41: The “Empfindsamkeit” movement was a literary and philosophical movement in Germany,Where was the milk before the hallway? 
43,hallway,Answer: The milk was in the kitchen before it was taken to the bathroom.,Where was the milk before the bathroom? 
44,bathroom,"A. The garden
B. The bedroom
C. The kitchen
D. The bathroom",Where was the football before the hallway? 
45,bedroom,### response: The apple was in the bedroom before Mary moved it to the bathroom.,Where was the apple before the bathroom? 
46,bedroom,Answer: The apple was in the bedroom.,Where was the apple before the bathroom? 
47,bedroom,Answer: The apple was in the bedroom before the bathroom.,Where was the apple before the bathroom? 
48,bedroom,"A. In the bedroom
B. In the garden
C. In the hallway
D. In",Where was the apple before the bathroom? 
49,bedroom,"Answer: The milk was in the bedroom before the hallway.

Question: Who was the tramp",Where was the milk before the hallway? 
50,kitchen,"Answer: The apple was in the kitchen before the garden.

Question: What did Mr. Smith do with",Where was the apple before the garden? 
51,garden,"Answer: The apple was in the kitchen before it was discarded in the bedroom.

Question: What",Where was the apple before the bedroom? 
52,garden,Answer: The football was in the hallway before it was taken to the kitchen.,Where was the football before the kitchen? 
53,bathroom,Answer: The apple was in the kitchen.,Where was the apple before the bedroom? 
54,bathroom,"Answer: The apple was in the kitchen before the bedroom.

Question: What did John do after Mary",Where was the apple before the bedroom? 
55,office,"Answer: The football was in the kitchen before the hallway.

Question: What did Dan do when he",Where was the football before the hallway? 
56,kitchen,Answer: The apple was in the kitchen before the office.,Where was the apple before the office? 
57,office,Answer: The football was in the office.,Where was the football before the garden? 
58,office,"Answer: The football was in the hallway.

Question: What was the purpose of the first advance of",Where was the football before the bedroom? 
59,garden,Answer: The apple was in the kitchen before the hallway.,Where was the apple before the hallway? 
60,hallway,"Answer: The football was in the kitchen.

Question: What was the reason for Jennie's departure",Where was the football before the bedroom? 
61,bathroom,Answer: The football was in the hallway before John went to the bathroom.,Where was the football before the hallway? 
62,bedroom,Answer: The football was in the dining-room before Jennie put it in the kitchen.,Where was the football before the kitchen? 
63,garden,Answer: The football was in the parlour before the bathroom.,Where was the football before the bathroom? 
64,garden,Answer: The football was in the bedroom before the bathroom.,Where was the football before the bathroom? 
65,bathroom,Answer: The milk was in the kitchen before it was taken to the office.,Where was the milk before the office? 
66,bathroom,"A. In the kitchen
B. In the bedroom
C. In the garden
D. In the",Where was the milk before the office? 
67,bathroom,"Answer: The milk was in the kitchen before the office.

Question: What did Sandra do when she",Where was the milk before the office? 
68,garden,"Answer: The football was in the hallway before the bedroom.

Question: What did the raccoon",Where was the football before the bedroom? 
69,kitchen,"A: The football was in the bedroom.

Question: Where was the milk before the kitchen?",Where was the football before the bathroom? 
70,office,Answer: The football was in the garden before the hallway.,Where was the football before the hallway? 
71,hallway,"Answer: The apple was in the kitchen.

Question: What is the name of the book that features a character",Where was the apple before the garden? 
72,bathroom,"Answer: The milk was in the bathroom before it was taken to the kitchen.

Question: What happened",Where was the milk before the kitchen? 
73,kitchen,"### response

The apple was in the kitchen before it was moved to the bathroom.",Where was the apple before the bathroom? 
74,garden,Answer: The apple was in the kitchen before the bathroom.,Where was the apple before the bathroom? 
75,garden,"Answer: The milk was in the kitchen before the hallway.

Question: What did the Brownies do",Where was the milk before the hallway? 
76,hallway,"A. In the kitchen
B. In the garden
C. In the hallway
D. In the",Where was the milk before the office? 
77,garden,"A. In the kitchen
B. In the garden
C. In the office
D. In the bed",Where was the milk before the hallway? 
78,office,"Answer: The apple was in the bedroom before it was taken to the bathroom by Daniel.

Question",Where was the apple before the bathroom? 
79,office,Answer: The apple was in the office before Daniel moved to the bathroom.,Where was the apple before the bathroom? 
80,kitchen,Answer: The milk was in the cupboard before the office.,Where was the milk before the office? 
81,kitchen,Answer: The milk was in the saucepan before it was taken to the office.,Where was the milk before the office? 
82,kitchen,"A. In the kitchen
B. In the bathroom
C. On the window sill
D.",Where was the milk before the office? 
83,bathroom,Answer: The apple was in the kitchen before the hallway.,Where was the apple before the hallway? 
84,bathroom,"Answer: The milk was in the kitchen before the bedroom.

Question: Who was the first to discover",Where was the milk before the bedroom? 
