,target,output,question
0,kitchen,The football is in the middle of the picture.,Where is the football? 
1,garden,The milk is in the kitchen.,Where is the milk? 
2,bedroom,The apple is on the table.,Where is the apple? 
3,bedroom,There.,Where is the apple? 
4,kitchen,The apple is thrown at Cuddie by Jenny Dennison.,Where is the apple? 
5,hallway,Daniel went to the bathroom.,Where is the apple? 
6,kitchen,The milk is in the room where the prisoners are being held.,Where is the milk? 
7,garden,The milk is at Mrs. Rogers.,Where is the milk? 
8,bedroom,The milk is in the kitchen.,Where is the milk? 
9,bathroom,"It stands at the north-west angle of the mound, and measures 167 ft",Where is the milk? 
10,bathroom,It is not mentioned in the context.,Where is the football? 
11,bedroom,Jimmy forgot to bring the milk.,Where is the milk? 
12,bathroom,Daniel picked up the football.,Where is the apple? 
13,kitchen,The football is at the bottom of the coulee.,Where is the football? 
14,bedroom,The apple is in the pocket of the person who is being described.,Where is the apple? 
15,garden,Daniel grabbed the apple there.,Where is the apple? 
16,bedroom,Daniel grabbed the apple.,Where is the football? 
17,bedroom,The apple is on the dressing table in Sidonia's room.,Where is the apple? 
18,garden,Sandra took the milk.,Where is the milk? 
19,garden,The milk is in the kitchen.,Where is the milk? 
20,office,The apple there.,Where is the apple? 
21,bedroom,"In a large room, with a large table in the middle, and a large fireplace at one",Where is the milk? 
22,garden,The milk is in the kitchen.,Where is the milk? 
23,bathroom,The milk went to the office.,Where is the milk? 
24,office,The apple is on the ground.,Where is the apple? 
25,garden,The football is at the station.,Where is the football? 
26,garden,The football is in the garden.,Where is the football? 
27,bedroom,The apple is not mentioned in the context.,Where is the apple? 
28,hallway,The apple is on the library table.,Where is the apple? 
29,hallway,Mabel's breast,Where is the apple? 
30,hallway,The apple is in the pocket of the young man.,Where is the apple? 
31,garden,The football is with Stuart-Smith.,Where is the football? 
32,hallway,The apple is on the table.,Where is the apple? 
33,kitchen,The football is on the ground.,Where is the football? 
34,hallway,Mary went to the kitchen.,Where is the milk? 
35,kitchen,The apple was dropped by one of the officers after Gordon's death.,Where is the apple? 
36,office,The milk is in the kitchen.,Where is the milk? 
37,hallway,The milk is in the Children\'s Home.,Where is the milk? 
38,bathroom,The milk is in the refrigerator.,Where is the milk? 
39,bathroom,Mary Linden took the milk.,Where is the milk? 
40,bathroom,The football is in the pocket of the man who is running away.,Where is the football? 
41,hallway,The football is on the ground.,Where is the football? 
42,garden,The apple is in the bathroom.,Where is the apple? 
43,bedroom,The apple is not mentioned in the context.,Where is the apple? 
44,kitchen,The milk is in the pill box.,Where is the milk? 
45,bedroom,Fred went to the kitchen.,Where is the milk? 
46,hallway,Sandra went back to the garden.,Where is the apple? 
47,garden,Sandra dropped the milk.,Where is the milk? 
48,kitchen,The football is in the room.,Where is the football? 
49,bathroom,The football is in the hallway.,Where is the football? 
50,garden,The milk is at the Gay Street home.,Where is the milk? 
51,bedroom,The apple is on the tree.,Where is the apple? 
52,hallway,The milk is in the refrigerator.,Where is the milk? 
53,hallway,The milk.,Where is the milk? 
54,office,The milk is in the kitchen.,Where is the milk? 
55,kitchen,The apple is in the tree.,Where is the apple? 
56,bathroom,The milk is in the pantry.,Where is the milk? 
57,bathroom,John went to the hallway.,Where is the milk? 
58,office,The football is at the bottom of the river.,Where is the football? 
59,garden,Daniel went to the bathroom.,Where is the football? 
60,kitchen,The apple is in the bag.,Where is the apple? 
61,bathroom,Mary picked up the apple there.,Where is the apple? 
62,garden,"The football is in the ""holy house,"" a subterranean building with a dark room",Where is the football? 
63,bathroom,Sandra moved to the bathroom.,Where is the milk? 
64,bathroom,The milk is in the kitchen.,Where is the milk? 
65,hallway,The milk was at the kitchen.,Where is the milk? 
66,bedroom,The football is in the middle of the Fourth of July.,Where is the football? 
67,garden,"Pepper is by birth and breeding a cow-horse, and once astray on the",Where is the football? 
68,bedroom,The football is being played by the men on the corner.,Where is the football? 
69,bathroom,The apple is in the drawer.,Where is the apple? 
70,garden,The milk is in the refrigerator.,Where is the milk? 
71,office,Daniel travelled to the bathroom.,Where is the milk? 
72,office,The football is in the hands of the dog.,Where is the football? 
73,hallway,The football is at the Clifford home.,Where is the football? 
74,garden,Daniel picked up the football.,Where is the football? 
75,office,Sandra picked up the apple there.,Where is the milk? 
76,kitchen,The football is in the hands of the boys.,Where is the football? 
77,office,The milk is in the kitchen.,Where is the milk? 
78,kitchen,Daniel put the apple there.,Where is the apple? 
79,kitchen,The football is in the woods.,Where is the football? 
80,office,The football is in the hands of the driver.,Where is the football? 
81,kitchen,The apple is in the pill box.,Where is the apple? 
82,office,John moved to the garden.,Where is the apple? 
83,bathroom,Daniel picked up the football.,Where is the football? 
84,bathroom,The football is at the White Springs Hotel.,Where is the football? 
85,office,The milk is in the kitchen.,Where is the milk? 
86,bathroom,Daniel picked up the milk.,Where is the apple? 
87,bedroom,Sandra took the milk there.,Where is the milk? 
88,hallway,Mary discarded the apple.,Where is the apple? 
89,bedroom,The milk is in the parlor.,Where is the milk? 
90,bedroom,The apple is in the kitchen.,Where is the apple? 
91,bathroom,Mary picked up the football.,Where is the football? 
92,bedroom,The football is at the hotel.,Where is the football? 
93,bedroom,John took the football there.,Where is the football? 
94,bedroom,Sandra picked up the apple.,Where is the apple? 
95,kitchen,The football was taken there.,Where is the football? 
96,garden,The milk is at the Santo Spirito.,Where is the milk? 
97,office,Daniel grabbed the milk there.,Where is the milk? 
98,bedroom,Mary went to the office.,Where is the milk? 
99,kitchen,The apple was eaten by the men of the company.,Where is the apple? 
