,target,output,question
0,bathroom,Mary is at the workhouse with Ruth and the two children.,Where is Mary? 
1,kitchen,She is in Harmonville.,Where is Sandra? 
2,kitchen,Mary is not mentioned in the context.,Where is Mary? 
3,kitchen,"He is in the President's office, in the President's house, in the President'",Where is John? 
4,bedroom,Sandra is in the bedroom with the baby.,Where is Sandra? 
5,office,John is in England.,Where is John? 
6,garden,Mary went back to the bedroom.,Where is Mary? 
7,bathroom,She is at the ranch.,Where is Sandra? 
8,kitchen,Mary went to the kitchen.,Where is Mary? 
9,bedroom,The most recent location of John is shop.,Where is John? 
10,office,Daniel went to the bathroom.,Where is Daniel? 
11,office,Daniel is at the hotel.,Where is Daniel? 
12,bathroom,Mary journeyed to the garden.,Where is Mary? 
13,bathroom,Sandra is at the club.,Where is Sandra? 
14,bathroom,She went to the bathroom.,Where is Sandra? 
15,hallway,Mary journeyed to the hospital.,Where is Mary? 
16,kitchen,The kitchen.,Where is Sandra? 
17,office,Rome,Where is Daniel? 
18,kitchen,"Sandra traveled to Bothwell Bridge, where the royal army was passing through in triumphant array.",Where is Sandra? 
19,bedroom,In the dungeon.,Where is John? 
20,hallway,Sandra is in the bedroom.,Where is Sandra? 
21,bedroom,"She is at Helstone, where she will be so well.",Where is Mary? 
22,bedroom,He is in the bedroom.,Where is John? 
23,bedroom,She is in the children's ward.,Where is Mary? 
24,bedroom,She is a German Quakeress.,Where is Mary? 
25,garden,She went to the Beaubien cottage.,Where is Mary? 
26,bedroom,He is at Carvel Hall.,Where is Daniel? 
27,office,Sandra is at the other side of the mountain.,Where is Sandra? 
28,office,The month of June brought the halcyon days of each year to the Cliffords. The,Where is Sandra? 
29,garden,The Sandra went to the balcony.,Where is Sandra? 
30,garden,"The foetus was found at birth at the bottom of the right costal margin, and the",Where is Daniel? 
31,bathroom,"Mary is at the factories, and she is not to be seen.",Where is Mary? 
32,office,"Mary is at the Adelphi Hotel, Manchester.",Where is Mary? 
33,kitchen,She is dying.,Where is Sandra? 
34,garden,In the kitchen.,Where is Sandra? 
35,kitchen,She is on the isle.,Where is Sandra? 
36,kitchen,She is at the hospital.,Where is Sandra? 
37,garden,John is at the Minster house.,Where is John? 
38,garden,Sandra is in the little house.,Where is Sandra? 
39,bathroom,In the library.,Where is Sandra? 
40,bedroom,Mary is in Chicago.,Where is Mary? 
41,kitchen,She is at the Carleton place.,Where is Sandra? 
42,office,Mary is in the cottage with her aunt and uncle.,Where is Mary? 
43,bedroom,Mary went to the bedroom.,Where is Mary? 
44,office,At Bordentown.,Where is Daniel? 
45,office,She is at the churchyard.,Where is Sandra? 
46,bathroom,In the garden.,Where is Sandra? 
47,bedroom,"She is at the door, listening to the conversation.",Where is Sandra? 
48,office,The Angel of observation has only found out that the other two boys are also in the aeroplane,Where is Daniel? 
49,bedroom,She is in London.,Where is Sandra? 
50,hallway,Daniel is at the Royal Society.,Where is Daniel? 
51,bedroom,Sandra is at the jail.,Where is Sandra? 
52,office,He is in London.,Where is John? 
53,garden,The most recent location of John is Khorsabad.,Where is John? 
54,kitchen,Daniel is in the jungle.,Where is Daniel? 
55,hallway,The best opportunity has been offered for the digestion and absorption of the food taken at the previous main,Where is Mary? 
56,hallway,Sandra is at the parsonage.,Where is Sandra? 
57,hallway,John travelled to balcony.,Where is John? 
58,bedroom,Mary is at home with the baby.,Where is Mary? 
59,bedroom,The kitchen.,Where is Sandra? 
60,bedroom,Daniel is in the Tombs.,Where is Daniel? 
61,kitchen,Sandra went to the garden.,Where is Sandra? 
62,bedroom,Daniel is in the city.,Where is Daniel? 
63,garden,"He is in the train, going to his lover's house.",Where is John? 
64,bathroom,At the cottage.,Where is Sandra? 
65,garden,Sandra is at the library.,Where is Sandra? 
66,office,"In the course of time, this is also to be found in its logical sequence.",Where is Daniel? 
67,bedroom,Mary is at the house of Mrs. Hardy.,Where is Mary? 
68,garden,Sandra went to the garden.,Where is Sandra? 
69,bathroom,Sandra is at the Chateau de Ramezay.,Where is Sandra? 
70,office,He is in the library.,Where is John? 
71,kitchen,Daniel is in the outer court of the castle.,Where is Daniel? 
