,target,output,question
0,office,"The apple was in John's hand before he went to the bathroom. However, it is mentioned",Where was the apple before the bathroom? 
1,office,"The apple was before the hallway, specifically in the garden, before John picked it up and then left",Where was the apple before the hallway? 
2,office,"The apple was before the hallway, specifically in the context of the given text, it was left there",Where was the apple before the hallway? 
3,bathroom,The football was with Daniel before he went to the garden. It was left there by him.,Where was the football before the garden? 
4,bathroom,The football was on the ground in the hallway before Daniel left it there.,Where was the football before the garden? 
5,garden,The apple was with Sandra before she went to the bathroom.,Where was the apple before the bathroom? 
6,kitchen,"The milk was dropped at the office by Daniel before he traveled to the garden. However, it is",Where was the milk before the office? 
7,kitchen,The apple was left behind in the garden before the office.,Where was the apple before the office? 
8,kitchen,The apple was left there by Sandra before she went to the bathroom.,Where was the apple before the office? 
9,bedroom,"The apple was left in the hallway before Mary went to the office. However, later in the text",Where was the apple before the office? 
10,garden,The apple was with Daniel before he went to the bedroom.,Where was the apple before the bedroom? 
11,garden,The apple was with Daniel before he went to the garden.,Where was the apple before the bedroom? 
12,garden,"The milk was in Mary's hands before she went to the bedroom. However, the text ment",Where was the milk before the bathroom? 
13,garden,The milk was with Sandra before she went to the bathroom. There is no record of Sandra,Where was the milk before the bathroom? 
14,garden,The milk was in the hallway before Sandra picked it up from there.,Where was the milk before the bathroom? 
15,kitchen,"Before the football was taken to the garden by Daniel or Mary, it was in the hands of John",Where was the football before the garden? 
16,kitchen,"Before the garden, John had the football.",Where was the football before the garden? 
17,garden,The milk was left behind by Sandra near the wall where Harry was hiding before the pursuit. It,Where was the milk before the bedroom? 
18,garden,The milk was on the ground in the office before Sandra put it down in the bedroom.,Where was the milk before the bedroom? 
19,bedroom,The football was in the hallway before the bathroom. Sandra put it down there before moving to the,Where was the football before the bathroom? 
20,garden,The football was with Sandra before the hallway. John dropped it there when he moved to the office,Where was the football before the hallway? 
21,garden,The football was in the hallway before John moved to the office.,Where was the football before the office? 
22,hallway,The football was with Sandra before she went to the kitchen. It is not clear who had it,Where was the football before the garden? 
23,office,The milk was in the office before Sandra picked it up and took it to the kitchen.,Where was the milk before the kitchen? 
24,kitchen,The milk was in the kitchen before the bedroom. Sandra picked it up from the kitchen before going,Where was the milk before the bedroom? 
25,bathroom,The football was with Sandra before the bedroom.,Where was the football before the bedroom? 
26,office,The football was with Sandra before the bedroom.,Where was the football before the bedroom? 
27,garden,"The football was dropped there by Sandra. ""Sandra dropped the football there."" (context)",Where was the football before the office? 
28,garden,"The football was in the office before Sandra picked it up. However, it was later discarded",Where was the football before the office? 
29,garden,The apple was at the bedroom before the office. Daniel picked it up there and left it there when,Where was the apple before the office? 
30,bathroom,The apple was with Mary before she discarded it in the office. It is not mentioned as being,Where was the apple before the hallway? 
31,office,The apple was left there by Sandra before she moved to the hallway.,Where was the apple before the kitchen? 
32,office,The apple was left in the hallway before the kitchen.,Where was the apple before the kitchen? 
33,hallway,"The milk was in Daniel's hands before he went to the bedroom. However, he dropped it",Where was the milk before the bedroom? 
