,target,output,question
0,bathroom,Mary is lying on the bed in the kitchen.,Where is Mary? 
1,kitchen,She is in the library.,Where is Sandra? 
2,kitchen,Mary is in the little house on Olive Street.,Where is Mary? 
3,kitchen,"He is in the city of Louis, which was the principal scene of the story.",Where is John? 
4,bedroom,Sandra is in the bedroom.,Where is Sandra? 
5,office,John is in England.,Where is John? 
6,garden,Mary is at the Y.M.C.A.,Where is Mary? 
7,bathroom,Sandra is at the ranch.,Where is Sandra? 
8,kitchen,Mary went to the kitchen.,Where is Mary? 
9,bedroom,"John is in the house of Simon Glover, the glover.",Where is John? 
10,office,Daniel went to the bathroom.,Where is Daniel? 
11,office,In the hotel,Where is Daniel? 
12,bathroom,Mary went to the bedroom.,Where is Mary? 
13,bathroom,Sandra is in Chicago.,Where is Sandra? 
14,bathroom,Sandra is in the bathroom.,Where is Sandra? 
15,hallway,Mary journeyed to the hallway.,Where is Mary? 
16,kitchen,The kitchen,Where is Sandra? 
17,office,"He is in the little room, where he is to be found until the boat departs for Bad",Where is Daniel? 
18,kitchen,Sandra is at the hotel.,Where is Sandra? 
19,bedroom,He is in the kitchen.,Where is John? 
20,hallway,"Sandra is in the willow-walk by the willow-tree, looking at the",Where is Sandra? 
21,bedroom,Mary is at Helstone.,Where is Mary? 
22,bedroom,He is in the bedroom.,Where is John? 
23,bedroom,Mary is in the hospital.,Where is Mary? 
24,bedroom,New York,Where is Mary? 
25,garden,Mary is in the Beaubien cottage.,Where is Mary? 
26,bedroom,Daniel is in the city.,Where is Daniel? 
27,office,Sandra is at the Springs.,Where is Sandra? 
28,office,Sandra is a character in the context information.,Where is Sandra? 
29,garden,Forming a concluding statement.,Where is Sandra? 
30,garden,Daniel is at the garden.,Where is Daniel? 
31,bathroom,"Mary is at the factories, and she has not yet been seen since her sweetheart's",Where is Mary? 
32,office,"Mary is in the drawing-room, surrounded by a cluster of admirers.",Where is Mary? 
33,kitchen,She is at the nunnery.,Where is Sandra? 
34,garden,She is in the kitchen.,Where is Sandra? 
35,kitchen,She is in the drawing-room.,Where is Sandra? 
36,kitchen,She is in Quebec.,Where is Sandra? 
37,garden,He is at Tantallon Castle.,Where is John? 
38,garden,Sandra is in the little house.,Where is Sandra? 
39,bathroom,She is in the nursery.,Where is Sandra? 
40,bedroom,Mary is in the city of Louisville.,Where is Mary? 
41,kitchen,She is in the dining-room.,Where is Sandra? 
42,office,Mary is in Nashville.,Where is Mary? 
43,bedroom,Mary is in England.,Where is Mary? 
44,office,New Rochelle,Where is Daniel? 
45,office,Sandra is at the hotel.,Where is Sandra? 
46,bathroom,"She is in the little house, and has been satisfied with all the details about the room and the",Where is Sandra? 
47,bedroom,Sandra is at the Royal Hotel in Lucknow.,Where is Sandra? 
48,office,He is in the woods.,Where is Daniel? 
49,bedroom,Sandra is in Pumpiter.,Where is Sandra? 
50,hallway,Daniel is at the University of Oxford.,Where is Daniel? 
51,bedroom,Sandra is at the hospital.,Where is Sandra? 
52,office,He is in London.,Where is John? 
53,garden,John went to the garden.,Where is John? 
54,kitchen,In Lucknow.,Where is Daniel? 
55,hallway,"The conclusions concluded that the stomach ulcer is most commonly found in the female between twenty and thirty,",Where is Mary? 
56,hallway,Sandra is at the parsonage.,Where is Sandra? 
57,hallway,He is in the bedroom.,Where is John? 
58,bedroom,Mary went to the bathroom.,Where is Mary? 
59,bedroom,She is in London.,Where is Sandra? 
60,bedroom,Daniel is in the Tombs.,Where is Daniel? 
61,kitchen,Sandra went to the garden.,Where is Sandra? 
62,bedroom,Daniel is in New York.,Where is Daniel? 
63,garden,He is in Chicago.,Where is John? 
64,bathroom,The Piegan camp,Where is Sandra? 
65,garden,Sandra is at the office.,Where is Sandra? 
66,office,Daniel is in the village.,Where is Daniel? 
67,bedroom,Mary is at the Children\'s Home.,Where is Mary? 
68,garden,Sandra is at the poorhouse.,Where is Sandra? 
69,bathroom,She is at the Missisquoi River.,Where is Sandra? 
70,office,He is not there.,Where is John? 
71,kitchen,"Daniel is in the country, wandering about in the stillness of the evening.",Where is Daniel? 
72,bedroom,John is at the yard.,Where is John? 
73,office,"Daniel is in the Boque river, on the way to the hacienda of Don Nicolas",Where is Daniel? 
74,bathroom,Sandra is at the post-office.,Where is Sandra? 
75,office,Canandaigua,Where is John? 
76,hallway,Mary is in the next room.,Where is Mary? 
77,office,He is just in time to see you.,Where is John? 
78,office,She is on her way to the station.,Where is Sandra? 
79,bathroom,He is at the office of the Organized Benevolent Society.,Where is John? 
80,hallway,He is in the room with the other two men.,Where is John? 
81,hallway,Daniel is in Lucknow.,Where is Daniel? 
82,hallway,Daniel is in the city.,Where is Daniel? 
83,bathroom,In the kitchen.,Where is Daniel? 
84,bathroom,"He is in London, England, with his wife and baby Pearl.",Where is John? 
85,bathroom,"Daniel is at the Blackfoot Crossing, a place in the foothills of the Rocky",Where is Daniel? 
86,garden,John is not mentioned in the context.,Where is John? 
87,bedroom,He is in the palace at Peking.,Where is John? 
88,office,Mary is not there.,Where is Mary? 
89,garden,Sandra is at the Lawton house.,Where is Sandra? 
90,office,He is in the private car of the ferry-boat.,Where is John? 
