,target,output,question
0,bathroom,The most recent location of Mary is the hallway.,Where is Mary? 
1,kitchen,Sandra traveled to the hallway.,Where is Sandra? 
2,kitchen,Mary is not mentioned in the context.,Where is Mary? 
3,kitchen,He is in the mountains.,Where is John? 
4,bedroom,She moved to the bedroom.,Where is Sandra? 
5,office,He is in the balcony.,Where is John? 
6,garden,Mary went back to the bedroom.,Where is Mary? 
7,bathroom,Sandra travelled to the bathroom.,Where is Sandra? 
8,kitchen,Mary is in the palace of the Princess.,Where is Mary? 
9,bedroom,The most recent location of John is balcony.,Where is John? 
10,office,Daniel is in his room.,Where is Daniel? 
11,office,The kitchen.,Where is Daniel? 
12,bathroom,Mary travelled to the garden.,Where is Mary? 
13,bathroom,She went to the bathroom.,Where is Sandra? 
14,bathroom,Sandra is at the hospital.,Where is Sandra? 
15,hallway,She is in the hallway.,Where is Mary? 
16,kitchen,Sandra is in the kitchen.,Where is Sandra? 
17,office,Daniel is at Camp Dick Robinson.,Where is Daniel? 
18,kitchen,The kitchen.,Where is Sandra? 
19,bedroom,The most recent location of John is the kitchen.,Where is John? 
20,hallway,Sandra went to the bedroom.,Where is Sandra? 
21,bedroom,Mary travelled to the bedroom.,Where is Mary? 
22,bedroom,He went to the kitchen.,Where is John? 
23,bedroom,Mary is in Cleveland.,Where is Mary? 
24,bedroom,Mary is in New York.,Where is Mary? 
25,garden,Mary journeyed to the kitchen.,Where is Mary? 
26,bedroom,The most recent location of Daniel is balcony.,Where is Daniel? 
27,office,At the office.,Where is Sandra? 
28,office,The bathroom.,Where is Sandra? 
29,garden,Sandra went to the garden.,Where is Sandra? 
30,garden,Daniel went to the garden.,Where is Daniel? 
31,bathroom,Sandra went to the bathroom.,Where is Mary? 
32,office,Mary went back to the office.,Where is Mary? 
33,kitchen,She is in the garden.,Where is Sandra? 
34,garden,Sandra is in Cartagena.,Where is Sandra? 
35,kitchen,"A Farmer's Wife wants to know if we can recommend anything to destroy the ""common",Where is Sandra? 
36,kitchen,She is in the bedroom.,Where is Sandra? 
37,garden,He is in England.,Where is John? 
38,garden,Sandra travelled to the bedroom.,Where is Sandra? 
39,bathroom,Sandra went to the bathroom.,Where is Sandra? 
40,bedroom,Mary is in the city of St.,Where is Mary? 
41,kitchen,"Winter was returning, bringing in its train the usual crop of horrors, and the Liberal and T",Where is Sandra? 
42,office,"Mary went to the Episcopal church regularly, although she neither professed nor felt any particular",Where is Mary? 
43,bedroom,She is at the ranch.,Where is Mary? 
44,office,Daniel is at the nursing home.,Where is Daniel? 
45,office,Sandra went to the bathroom.,Where is Sandra? 
46,bathroom,Sandra went to the garden.,Where is Sandra? 
47,bedroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
48,office,He is in the lower regions of the infernal building.,Where is Daniel? 
49,bedroom,Sandra is in the bedroom.,Where is Sandra? 
50,hallway,Daniel is in the kitchen.,Where is Daniel? 
51,bedroom,She is in the bedroom.,Where is Sandra? 
52,office,"On the President's boat, in the President's party, bound for Washington.",Where is John? 
53,garden,He is in the hallway.,Where is John? 
54,kitchen,Daniel is lying in a heap on the decayed leaves at the bottom of the hollow between the rocks,Where is Daniel? 
55,hallway,Mary went to the hallway.,Where is Mary? 
56,hallway,Sandra went to the bathroom.,Where is Sandra? 
57,hallway,John went to the hallway.,Where is John? 
58,bedroom,Mary went to the kitchen.,Where is Mary? 
59,bedroom,Sandra went to the bedroom.,Where is Sandra? 
60,bedroom,Daniel is at the Crane tavern at the Stocks by himself.,Where is Daniel? 
61,kitchen,Sandra is in the Luxembourg Gardens.,Where is Sandra? 
62,bedroom,"Daniel is at the Ballough, a castle in the Breadalbane country.",Where is Daniel? 
63,garden,balcony,Where is John? 
64,bathroom,Sandra is in the ladies' parlor.,Where is Sandra? 
65,garden,Edinburgh,Where is Sandra? 
66,office,Daniel is in a madhouse.,Where is Daniel? 
67,bedroom,Mary went to the kitchen.,Where is Mary? 
68,garden,"In the Roman context, the word 'virtus' is a misprint for 'virtue'.",Where is Sandra? 
69,bathroom,Sandra is at the office.,Where is Sandra? 
70,office,He is in the Court House.,Where is John? 
71,kitchen,Daniel is at the workhouse.,Where is Daniel? 
72,bedroom,at the beach,Where is John? 
73,office,Daniel is in the hospital.,Where is Daniel? 
74,bathroom,The author of this diary is John Evelyn.,Where is Sandra? 
75,office,He went to the bathroom.,Where is John? 
76,hallway,Mary went to the hallway.,Where is Mary? 
77,office,John went to the market and walked the whole length of it without attracting observation.,Where is John? 
78,office,She travelled to the office.,Where is Sandra? 
79,bathroom,John is dead.,Where is John? 
80,hallway,The most recent location of John is balcony.,Where is John? 
81,hallway,Daniel went back to the garden.,Where is Daniel? 
82,hallway,Daniel travelled to the hallway.,Where is Daniel? 
83,bathroom,He is in the bathroom.,Where is Daniel? 
84,bathroom,balcony,Where is John? 
85,bathroom,Daniel moved to the bathroom.,Where is Daniel? 
86,garden,John went to the garden.,Where is John? 
87,bedroom,"He is in the drawing-room, working together with Easton.",Where is John? 
88,office,Mary went to the office.,Where is Mary? 
89,garden,Sandra is not in the story.,Where is Sandra? 
90,office,He is in the hospital.,Where is John? 
91,bedroom,Daniel went to the bathroom.,Where is Daniel? 
92,hallway,John moved to the bathroom.,Where is John? 
93,kitchen,Daniel is in the jungle.,Where is Daniel? 
94,bedroom,Daniel went to the bedroom.,Where is Daniel? 
95,hallway,She went to the garden.,Where is Sandra? 
96,garden,Sandra went to the bathroom.,Where is Sandra? 
97,bedroom,He is with the Confederate army.,Where is John? 
98,office,The most recent location of John is the palace.,Where is John? 
99,garden,The garden.,Where is Sandra? 
