,target,output,question
0,kitchen,Before the garden the football was in the bathroom.,Where was the football before the garden? 
1,garden,Before the hallway the football was in the office.,Where was the football before the hallway? 
2,office,Before the hallway the football was in the office.,Where was the football before the hallway? 
3,kitchen,Before the office the apple was in the hallway.,Where was the apple before the office? 
4,garden,Before the hallway the milk was in the office.,Where was the milk before the hallway? 
5,hallway,Before the office the milk was in the hallway.,Where was the milk before the office? 
6,kitchen,Before the office the milk was in the kitchen.,Where was the milk before the office? 
7,hallway,Before the kitchen the football was in the hallway.,Where was the football before the kitchen? 
8,garden,Before the hallway the milk was in the garden.,Where was the milk before the hallway? 
9,kitchen,Before the bedroom the milk was in the kitchen.,Where was the milk before the bedroom? 
10,office,Before the kitchen the football was in the bathroom.,Where was the football before the kitchen? 
11,kitchen,Before the office the milk was in the kitchen.,Where was the milk before the office? 
12,bedroom,Before the kitchen the milk was in the office.,Where was the milk before the kitchen? 
13,kitchen,Before the garden the football was in the kitchen.,Where was the football before the garden? 
14,kitchen,Before the garden the football was in the kitchen.,Where was the football before the garden? 
15,hallway,Before the kitchen the milk was in the garden.,Where was the milk before the kitchen? 
16,hallway,Before the office the apple was in the bathroom.,Where was the apple before the office? 
17,bathroom,Before the office the apple was in the bathroom.,Where was the apple before the office? 
18,hallway,Before the bedroom the apple was in the hallway.,Where was the apple before the bedroom? 
19,bedroom,Before the office the milk was in the bedroom.,Where was the milk before the office? 
20,bathroom,Before the bedroom the football was in the garden.,Where was the football before the bedroom? 
21,garden,Before the hallway the football was in the garden.,Where was the football before the hallway? 
22,bathroom,Before the hallway the apple was in the bathroom.,Where was the apple before the hallway? 
23,bathroom,Before the office the milk was in the garden.,Where was the milk before the office? 
24,kitchen,Before the bathroom the milk was in the hallway.,Where was the milk before the bathroom? 
25,office,Before the bathroom the milk was in the office.,Where was the milk before the bathroom? 
26,hallway,Before the bathroom the football was in the hallway.,Where was the football before the bathroom? 
27,kitchen,Before the garden the milk was in the kitchen.,Where was the milk before the garden? 
28,bedroom,Before the bathroom the football was in the hallway.,Where was the football before the bathroom? 
29,bedroom,Before the bathroom the milk was in the bedroom.,Where was the milk before the bathroom? 
30,hallway,Before the bedroom the apple was in the hallway.,Where was the apple before the bedroom? 
31,bathroom,Before the hallway the football was in the bathroom.,Where was the football before the hallway? 
32,kitchen,Before the garden the apple was in the kitchen.,Where was the apple before the garden? 
33,hallway,Before the garden the football was in the hallway.,Where was the football before the garden? 
34,hallway,Before the garden the apple was in the hallway.,Where was the apple before the garden? 
35,bedroom,Before the office the milk was in the bedroom.,Where was the milk before the office? 
36,bedroom,Before the office the football was in the bedroom.,Where was the football before the office? 
37,kitchen,Before the bedroom the apple was in the kitchen.,Where was the apple before the bedroom? 
38,bathroom,Before the bedroom the milk was in the office.,Where was the milk before the bedroom? 
39,garden,Before the bedroom the milk was in the garden.,Where was the milk before the bedroom? 
40,garden,Before the kitchen the football was in the garden.,Where was the football before the kitchen? 
41,office,Before the bathroom the football was in the hallway.,Where was the football before the bathroom? 
42,garden,Before the bedroom the football was in the garden.,Where was the football before the bedroom? 
43,garden,Before the office the milk was in the garden.,Where was the milk before the office? 
44,garden,Before the office the milk was in the garden.,Where was the milk before the office? 
45,garden,Before the hallway the milk was in the garden.,Where was the milk before the hallway? 
46,hallway,Before the garden the football was in the hallway.,Where was the football before the garden? 
47,garden,Before the bedroom the football was in the garden.,Where was the football before the bedroom? 
48,office,Before the kitchen the football was in the office.,Where was the football before the kitchen? 
49,office,Before the kitchen the apple was in the office.,Where was the apple before the kitchen? 
50,hallway,Before the office the apple was in the kitchen.,Where was the apple before the office? 
51,kitchen,Before the office the milk was in the kitchen.,Where was the milk before the office? 
52,garden,Before the bedroom the football was in the garden.,Where was the football before the bedroom? 
53,hallway,Before the kitchen the apple was in the bathroom.,Where was the apple before the kitchen? 
54,bathroom,Before the hallway the football was in the bathroom.,Where was the football before the hallway? 
55,hallway,Before the bedroom the milk was in the office.,Where was the milk before the bedroom? 
56,garden,Before the office the milk was in the garden.,Where was the milk before the office? 
57,bathroom,Before the garden the football was in the hallway.,Where was the football before the garden? 
58,garden,Before the kitchen the football was in the garden.,Where was the football before the kitchen? 
59,bedroom,Before the office the milk was in the bedroom.,Where was the milk before the office? 
60,bathroom,Before the kitchen the apple was in the office.,Where was the apple before the kitchen? 
61,kitchen,Before the hallway the football was in the garden.,Where was the football before the hallway? 
62,office,Before the garden the milk was in the bedroom.,Where was the milk before the garden? 
63,kitchen,Before the office the milk was in the hallway.,Where was the milk before the office? 
64,hallway,Before the office the apple was in the bedroom.,Where was the apple before the office? 
65,bedroom,Before the bathroom the apple was in the garden.,Where was the apple before the bathroom? 
66,office,Before the kitchen the apple was in the office.,Where was the apple before the kitchen? 
67,kitchen,Before the hallway the football was in the kitchen.,Where was the football before the hallway? 
68,garden,Before the office the football was in the garden.,Where was the football before the office? 
69,kitchen,Before the garden the milk was in the kitchen.,Where was the milk before the garden? 
70,hallway,Before the bedroom the football was in the hallway.,Where was the football before the bedroom? 
71,garden,Before the kitchen the apple was in the office.,Where was the apple before the kitchen? 
72,bedroom,Before the garden the apple was in the bedroom.,Where was the apple before the garden? 
73,office,Before the garden the apple was in the hallway.,Where was the apple before the garden? 
74,bathroom,Before the hallway the milk was in the kitchen.,Where was the milk before the hallway? 
75,kitchen,Before the bedroom the football was in the kitchen.,Where was the football before the bedroom? 
76,hallway,Before the bathroom the football was in the hallway.,Where was the football before the bathroom? 
77,bedroom,Before the garden the apple was in the hallway.,Where was the apple before the garden? 
78,kitchen,Before the hallway the football was in the kitchen.,Where was the football before the hallway? 
79,garden,Before the bathroom the milk was in the garden.,Where was the milk before the bathroom? 
80,bathroom,Before the garden the apple was in the bathroom.,Where was the apple before the garden? 
