,target,output,question
0,hallway,Mary got the milk there.,Where is the milk? 
1,hallway,"Here are the answers to the questions based on the given text:

1. Where is the bottle? - The kitchen.
2",Where is the football? 
2,hallway,"Here are the answers:

* Milk: in the kitchen
* Football: in the hallway
* Football: in the hallway",Where is the football? 
3,hallway,"Here are the answers:

* Football: John got the football there. The football is in the kitchen.
* Mary: Mary",Where is the football? 
4,garden,"Here are the answers to the questions:

* The bottle is in the kitchen.
* The screw driver is in the kitchen.",Where is the milk? 
5,garden,"Here are the answers to the questions based on the text:

1. The camera is in the ""new room"".
2.",Where is the milk? 
6,bedroom,The football is in the garden.,Where is the football? 
7,bedroom,"Here are the answers:

* Bottle: In the kitchen.
* Screw driver: In the garage.
* Milk: In the",Where is the milk? 
8,kitchen,"Here are the answers:

* The bottle is in the balcony.
* The screw driver is in the kitchen.
* The milk",Where is the football? 
9,kitchen,The football is in the bedroom.,Where is the football? 
10,bedroom,"Here are the answers:

* Charlie: The bottle is in the kitchen.
* Alan: The screw driver is in the kitchen",Where is the football? 
11,hallway,"Here are the answers:

* Bottle: In the kitchen.
* Football: In the garden.
* Milk: In the kitchen",Where is the football? 
12,garden,"Here are the answers:

* Bottle: In the kitchen.
* Screw driver: In the garage.
* Apple: In the",Where is the milk? 
13,garden,"Here are the answers:

* Apple: in the kitchen
* Mary: in the office
* Football: in the bedroom",Where is the milk? 
14,bathroom,"Here are the answers to the questions based on the text:

1. Where is the bottle?
The bottle is in the kitchen",Where is the apple? 
15,garden,The milk is in the garden.,Where is the milk? 
16,garden,"Here are the answers:

* Bottle: In the kitchen.
* Football: In the garden.
* Milk: In the garden",Where is the milk? 
17,garden,The milk is in the bathroom.,Where is the milk? 
18,kitchen,The apple is in the kitchen.,Where is the apple? 
19,kitchen,"Here are the answers:

* Bottle: In the kitchen.
* Screw driver: In the kitchen.
* Football: In the",Where is the apple? 
20,bedroom,"Here are the answers:

* The bottle is in the balcony.
* The screw driver is in the kitchen.
* The apple",Where is the apple? 
21,bedroom,"Here are the answers:

* Bottle: In the kitchen.
* Football: In the bedroom.
* Milk: In the bathroom",Where is the apple? 
22,bathroom,"Here are the answers:

* Apple: Mary took the apple there.
* Football: Daniel put down the football there.",Where is the football? 
23,bathroom,The football is in the bedroom.,Where is the football? 
24,bedroom,The milk is in the kitchen.,Where is the milk? 
25,kitchen,"Here are the answers to the questions:

* Croyden is in Hampton.
* The football is in the kitchen.
*",Where is the milk? 
26,kitchen,"Here are the answers:

* Football: there
* Pistol: yonder, on the table
* Letter: secret drawer",Where is the milk? 
27,bathroom,"Here are the answers to the questions:

1. What message goes to the brain when you put your finger on a hot stove",Where is the apple? 
28,bathroom,"Here are the answers to the questions:

What is the first thing to do to our food?
The first thing to do to",Where is the apple? 
29,kitchen,"Here are the answers to the questions:

* The bottle is in the kitchen.
* The screw driver is in the kitchen.",Where is the milk? 
30,garden,"Here are the answers to your questions:

1. Where is the bottle? The bottle is in the balcony.
2. Where",Where is the apple? 
31,garden,"Here are the answers to the questions based on the text:

* Where is the bottle? The bottle is in the kitchen.",Where is the apple? 
32,kitchen,The football is in the kitchen.,Where is the football? 
33,kitchen,The apple is in the kitchen.,Where is the apple? 
34,kitchen,The apple is in the kitchen.,Where is the apple? 
35,office,"Here are the answers:

* Milk is in the office.
* General Sheridan is in Winchester.
* General Early is in Fisher",Where is the milk? 
