,target,output,question
0,hallway,"On the s
the
the s the
the
the
the
 Al on the
the
the
the",Where is the milk? 
1,hallway,"that I the
 the
that
that
that I was the In the In the In the In the In the",Where is the football? 
2,hallway,"the mother should the ""the ""to the holy mother, the father, the father, the priest to the holy mother,",Where is the football? 
3,hallway,"On the
the
the room
 She had the
the woman on the room
 the room the
the
 Sidney",Where is the football? 
4,garden,"He
the
his
the
the
the
that was the
the
the
the
the
the",Where is the milk? 
5,garden,"the
    the
 the
the world the
the
  the
the
 the
the world
the world",Where is the milk? 
6,bedroom,"and the ""to the little
the ""on the ""to the little on the ""on the
the ""t all",Where is the football? 
7,bedroom,1 in the 1   1 in the  the 1    in the 1 in the 1,Where is the milk? 
8,kitchen,"the
 the
 to the
 the
 the
 the
 the
 the
 the
 the
 the
 the",Where is the football? 
9,kitchen,"1
the water
the water
the water
the water
the ""the ""the ""the  the """,Where is the football? 
10,bedroom,"You the, the
the, the
the first time and the same
the, the
our, we, you",Where is the football? 
11,hallway,"We
 We, the
to the last to the ""the least the apple to the
 We the
the ""on",Where is the football? 
12,garden,"On the <on the <on the <on the ""on the ""on the <on the <on the <on",Where is the milk? 
13,garden,"On the we the we ""We we the we, we the we the we the
the Point the 'we the we",Where is the milk? 
14,bathroom,"to the moral to the
 he
the
the moral to the moral to the
the
the
the
the",Where is the apple? 
15,garden,"the
the
    Pep, the
 S the
 the Pep
 the
 the
 the
the
the",Where is the milk? 
16,garden,"the 1 the 1 the 1 the 1 the 1 the 34, the 1 the 1",Where is the milk? 
17,garden,"the 44, the 44, the 44, the  the 44, the 45
 the
 the",Where is the milk? 
18,kitchen,"Anna Anna Anna Anna Anna Anna Anna
the ""the ""the ""the 1
the ""the
I
that",Where is the apple? 
19,kitchen,"we
and Anna on the
on the ""s one minute on the
on the
on the
the ""s",Where is the apple? 
20,bedroom,"0000 the 50 G 50

   50

   65 G G, 30

      the 25",Where is the apple? 
21,bedroom,the first time on the first of the first on the first on the first on the first on the first on the first on,Where is the apple? 
22,bathroom,"the
the first
the first
the first
the on the
the first
the first
the
the first",Where is the football? 
23,bathroom,"what the
I'm one
you the
you, you
You to the
the major to the first to the",Where is the football? 
24,bedroom,"the
     the
     the
     the best
you to the
      I have the
to the",Where is the milk? 
25,kitchen,"It is it to the
 It is it it is it ""It is it ""On the
I
I
It",Where is the milk? 
26,kitchen,"A land, the  The  *  The  The  The  The  The = the  The  The",Where is the milk? 
27,bathroom,"that it the
we
the
the See the
the See the See the ecc on the
 the
the See",Where is the apple? 
28,bathroom,"to the same on the same on the same on the
 the
that
the election on the
 the same to the",Where is the apple? 
29,kitchen,"the first and the
 the Earl and the
 to the
 the
 the
the Earl and the
 the
 the",Where is the milk? 
