,target,output,question
0,office,"the milk on the same the same the, in the same, in the same the 
 The true to the the apple on",Where was the apple before the bathroom? 
1,office,"the horse on the 
on the 
the 
the, the 
    and the 
the 
the 
    and the",Where was the apple before the hallway? 
2,office,first to the first to the first to the first to the first to the first to the first to the first to the first,Where was the apple before the hallway? 
3,bathroom,John's a the football on the first on the 24 on the  and Mary- John on the 6 on the,Where was the football before the garden? 
4,bathroom,"I was the 
any other than the 
the 
I the 
the same 
the last in the man in the",Where was the football before the garden? 
5,garden,"the 
M 
the 
the 
black the kitchen in the 
the 
 John Hodod the 
 John Hod the",Where was the apple before the bathroom? 
6,kitchen,We first to the first to the apple the first the first to the first and we went the first to the first the first,Where was the milk before the office? 
7,kitchen,"the ""the ""the ""the ""the ""the ""the ""the same the same at the might at the 
the",Where was the apple before the office? 
8,kitchen,The < the < the < the < the < the < the < the < the 1 the 1 the 1,Where was the apple before the office? 
9,bedroom,"John the present the present the present the present the present the same to the present the present the present the
1 the present",Where was the apple before the office? 
10,garden,"what the apple the apple 
the 
 John the W to the secondly to the water on the 
 John the kitchen and",Where was the apple before the bedroom? 
11,garden,Mary he was the apple to the usual at the for now at the kitchen at the person at the kitchen at the lady at,Where was the apple before the bedroom? 
12,garden,"I you
You, you
the 
I am the wife you are my wife the first, you... You the wife",Where was the milk before the bathroom? 
13,garden,"John that
that the
the the the result the
M----the the first that the
 John the ""the milk",Where was the milk before the bathroom? 
14,garden,"Mary John John with the s the first time on the s the s the ""I was to the
to the s the",Where was the milk before the bathroom? 
15,kitchen,"Al the
the two the home the two----the two she said the milk, the home the two to the home the",Where was the football before the garden? 
16,kitchen,"D her 
 D her 
 D her 
         the  to the  and the  P the  P the  P",Where was the football before the garden? 
17,garden,"John the s the s the s the s the w the s the s the s the
s the
I
the",Where was the milk before the bedroom? 
18,garden,"I. The little
the O' the
it the
f the
I the
on the
on the",Where was the milk before the bedroom? 
19,bedroom,"I the many times the apple the 
    the ""the many to the kitchen in the milk and the big the kitchen in",Where was the football before the bathroom? 
20,garden,"The apple, the football the usual the first that the usual the garden the 
the usual the usual the last to the same",Where was the football before the hallway? 
21,garden,the usual the first to the fact if the moment the time on the same the  the usual the usual the same the first,Where was the football before the office? 
22,hallway,"again the 
 The  the 
 the fact the fact the 
 the  the  and the 
 After the 
 the",Where was the football before the garden? 
23,office,"Here, the 
the same the 
       the 
       the 
       the first the 
       the 
       the",Where was the milk before the kitchen? 
24,kitchen,"John the
the apple
I went the
I went the
I was the man I the
the
I the",Where was the milk before the bedroom? 
25,bathroom,"Mary the 
 the milk to the 
 John, John's 
 Mary the 
 
 the 
 John the 
 the 
 the",Where was the football before the bedroom? 
26,office,"the ring's kitchen's garden, the   the   the, the was a the   to the a the   a the",Where was the football before the bedroom? 
27,garden,"And a milk, the milk on the, the, the   the   the, the   the milk to the, the",Where was the football before the office? 
28,garden,"the ""the ""the ""s the ""the ""the ""the ""the ""the ""the ""the ""the",Where was the football before the office? 
29,garden,"The just a man the same ""grat the same time the same time the apple the just the same day after the apple",Where was the apple before the office? 
30,bathroom,"the same the same the milk on the, the same the same the same the same the same the same the same the fact",Where was the apple before the hallway? 
31,office,"The S the < the < the
 The S the < the 
the < the
 The < the
 The < the",Where was the apple before the kitchen? 
32,office,"the
    B M B M B M B the ""s one 
the ""the ""the ""the ""grup",Where was the apple before the kitchen? 
33,hallway,"As a As a As a As a As a As a As a the the
 As a As a As a As a",Where was the milk before the bedroom? 
34,bedroom,"to the old the old
 to the
 to the 
the old the first to the
 to the    the 
the",Where was the milk before the garden? 
35,hallway,"the 'the 'he
the 'he the 'the 'the 'the 'the 'the 'the 'the '",Where was the apple before the bathroom? 
36,hallway,"the
F he
the
the 
the] B the 
the] 

the] 

the] 

F the",Where was the football before the kitchen? 
37,bathroom,"Mary's the < the < the < the < the < the ordinary, John's to the < the first to the first",Where was the apple before the kitchen? 
38,garden,"brown, the milk for the brown, the   the milk for the brownest the best the brown to the browned",Where was the apple before the bathroom? 
39,garden,"the ""the L the ""day in the 
some of the 
some of the 
the 
the 
the usual to",Where was the apple before the bathroom? 
40,garden,"to the old
 John's the
  The
  to the 
  the first to the old to the first",Where was the football before the hallway? 
41,garden,"the same as the same the same to the first to the same as the 
to the same the same the open the same",Where was the football before the hallway? 
42,garden,"the same the same where the
 The most the
 the
 the
 The most where the 1st  the",Where was the milk before the hallway? 
43,hallway,"the you the first in the first in the first in the
Mr. Mrs. ""You
the
B she.",Where was the milk before the bathroom? 
44,bathroom,"John Le the
the pit the first the
the pit the first the first the ""the pit the I the first the",Where was the football before the hallway? 
45,bedroom,"You the 
I the milk to the
You are to the
you what you
you
you that Mrs. I",Where was the apple before the bathroom? 
46,bedroom,"John the milk the 
the same the
her
that she---the usual ****wis the---the same the result of",Where was the apple before the bathroom? 
47,bedroom,"the first time the 
    first 
    the 
    first in the 
    the 
    first 
    the",Where was the apple before the bathroom? 
48,bedroom,"you had the h h the  I the same the h the h the  I the I the stranger, you, the",Where was the apple before the bathroom? 
49,bedroom,"You. You ""You ""the ""to the ""You ""the ""his the ""you the apple that. You.",Where was the milk before the hallway? 
50,kitchen,"The milk and the apple, the --- I went the apple, the, the --- the garden, the --- the ---",Where was the apple before the garden? 
51,garden,"Mary he went he went the apple the first time his wife the same the little, to the same the same the milk he",Where was the apple before the bedroom? 
52,garden,,Where was the football before the kitchen? 
53,bathroom,"We the
 John the
the
 the
 the
 We the
 the
 We are the
 the
 the",Where was the apple before the bedroom? 
54,bathroom,"T the
 The canyon
the
on the man the
the c
the
 On the
 On the
the",Where was the apple before the bedroom? 
55,office,"The
the 
his the
the tent the 
the "" S he the moment the 
the ""You in the man",Where was the football before the hallway? 
56,kitchen,"and the
his
first, on the
he
he
first time
the still the still in the
then",Where was the apple before the office? 
57,office,"the I have you, you--"" He the I have you to the
I the
you ""I the 
you",Where was the football before the garden? 
58,office,the first to the first to the first to the little to the bathroom to the first to the first to the bathroom to the,Where was the football before the bedroom? 
59,garden,"the little, a little in the 
m in the little in the 
the little in the same the the C C C",Where was the apple before the hallway? 
60,hallway,Now now the now the now the now the now the now the now the now the now the now the now the now the,Where was the football before the bedroom? 
61,bathroom,"I the
on the Sioux the young in the se the policeman on the black on the
on the
on the black",Where was the football before the hallway? 
62,bedroom,the fact to the usual to the usual to the same to the base the  The usual to the base of the base to,Where was the football before the kitchen? 
63,garden,The  The  The 1. The 1. The  The 1. The  The 1. The,Where was the football before the bathroom? 
64,garden,"The usual { A 
I 
I have the { The 
I have the { the 
I the 
I
The",Where was the football before the bathroom? 
65,bathroom,"The world that we went the 
the kitchen and the same on the last that we went the same
the garden that we",Where was the milk before the office? 
66,bathroom,"the kitchen the house the kitchen the footballs the apple the kitchen, to the 
the first 
the 
the old",Where was the milk before the office? 
67,bathroom,the     the     the     the     The     the     the     the     the     the     to the   the,Where was the milk before the office? 
68,garden,"The
 The
 M the 
       the
 In the     the 
the 
the 
       the 
       the",Where was the football before the bedroom? 
69,kitchen,"John, John he was the office, the same the kitchen in the man to the office the very much the patio the patio",Where was the football before the bathroom? 
70,office,"The on the on the on the on the ""on the <the on thet the on the least the on the cl",Where was the football before the hallway? 
71,hallway,you shah the shahix the shah the s the s the shah the shah the s the s the,Where was the apple before the garden? 
72,bathroom,"John to the 
 John the 
 John the 
 John the  The  the  the  the 
 John's the",Where was the milk before the kitchen? 
73,kitchen,"his the suit the 
the 
the 
his 
the 
the 
the 
the 
the 
the 
the",Where was the apple before the bathroom? 
74,garden,"John the people the 
John the 
John the 
John the 
John the 
his near the 
M and the",Where was the apple before the bathroom? 
75,garden,the office of the same. The office of the kitchen. The last match the kitchen. The last the last time of the,Where was the milk before the hallway? 
76,hallway,"the little the same the same the same the 
       the little the
       the little the little the 
 John on the",Where was the milk before the office? 
77,garden,"the < the last to the the the the 
< the the the the 
< the  the... the the
the",Where was the milk before the hallway? 
78,office,"In the  On the ""the ""On the "" On the "" On the "" On the ""DW on the  On",Where was the apple before the bathroom? 
79,office,"Anna P. We went the < the < the 
I the < the < the < Anna the first time we went the",Where was the apple before the bathroom? 
80,kitchen,We had a <we have a <we <we <he went the <could we <he <the < John E,Where was the milk before the office? 
81,kitchen,"New in the <the old to the <the <the <the <the < the 
to the < the <the",Where was the milk before the office? 
82,kitchen,I the non-familiarly the same the the other the point the non-familiarly the non-f to the point the,Where was the milk before the office? 
83,bathroom,"John you the ""You're you, you the milk, the ""You're you. You're you the
I'm",Where was the apple before the hallway? 
84,bathroom,"The German as the
 the
 the first the same the
1 the same the
 the same the  the same the",Where was the milk before the bedroom? 
85,garden,B the the the the the the the the the the the the,Where was the apple before the bathroom? 
86,bathroom,"John’s the
 The
 John’s the
    The
 the
 the
1 the
 A the",Where was the milk before the kitchen? 
87,bathroom,"his only the only the only the only the only the only the only the, the, the apple the most only the",Where was the milk before the kitchen? 
88,garden,The same the garden in the garden in the same the same the apple in the his... He the garden in the same the,Where was the milk before the bathroom? 
89,bathroom,The double the same the same to the double the double the apple to the same to the same to the same to the double,Where was the football before the bedroom? 
90,hallway,Mary and the most the musical instruments of the same in the same the apple the t the t the most of the in the,Where was the milk before the kitchen? 
91,hallway,"The 
the musical instrument on the < the the most of the < the 
the same the < the < the same the",Where was the milk before the kitchen? 
92,garden,"The / the apple the 
the 
the 
the /the the the the 
XX B the apple the apple the other",Where was the milk before the bedroom? 
93,bedroom,"the apple the apple the same the same the same the same the 
the apple the same the same the same the 
the",Where was the football before the kitchen? 
94,kitchen,"the long in the short c

 The short c the short c the 1 long c the long c the short c the",Where was the apple before the bedroom? 
95,kitchen,"The morning to the ""the moment of the ""the ""the same
the ""the two the
the ""We could",Where was the apple before the hallway? 
96,kitchen,"the ""the ""the ""s the ""I was Maggie to the ""the ""the ""the ""the ""the """,Where was the apple before the hallway? 
97,hallway,"John the   He was Morton what he was he went the  He was Sandra's grafted his 
 John Morton the same",Where was the apple before the kitchen? 
98,bedroom,"John Morton the next to the apple to the kitchen, Sandra the... John to the kitchen, Sandra the apple the c the",Where was the milk before the bathroom? 
99,bathroom,"the little the football the football the little the same the little the little the same the apple, the apple the football the football",Where was the milk before the bedroom? 
100,office,"the new to the same the same the same to the 
the Fly the g the same to the 1 the same to",Where was the milk before the bathroom? 
101,office,"John and the kitchen. Sandra, the apple the kitchen. The slightest of the apple to the to the same the the...",Where was the milk before the bathroom? 
102,bedroom,"John to the same the  The
the
his, the 
s the 
the same on the 
the two little",Where was the football before the office? 
103,bedroom,"Mary
 John's
 John
 Mary
 Mary in the
 the
        the
 the
 John the
       the",Where was the football before the office? 
104,office,"John's office the office at the 
the first time the great to the 
the 
       at the office at the apple",Where was the milk before the bathroom? 
105,hallway,you the first to the first to the morning. I the first at the first to the first to the 1 the first,Where was the football before the bathroom? 
106,garden,"his, the ""on the ""his own the ""the ""the little the
 M the same the 
the same the",Where was the football before the hallway? 
107,garden,"On the

On the ""WILL WET ""WILL WERE T the ""the ""M on       *",Where was the football before the hallway? 
108,hallway,the < the < he had to the < the < the same to the < he to the < the < the first to,Where was the apple before the bathroom? 
109,hallway,"The little in the 
the 
the little the 
the little, Anne, the same the 
the 
his 
the",Where was the apple before the bathroom? 
110,garden,"the   little the   the milk in the   the
   the

 the   the   the same time the apple the",Where was the apple before the hallway? 
111,garden,"the water, the water, the water, the same DW the water, the < the < the < the
 the",Where was the apple before the hallway? 
112,hallway,John the milk the pre- the milk the pre- the milk in the first to the same we are the same we should,Where was the football before the kitchen? 
113,hallway,"the most of the milk on the most of the milk on the milk on the
 the
    John's the new to",Where was the football before the kitchen? 
114,kitchen,John Le a man to the little in a little the little the first to the milk on the one. She was a man,Where was the apple before the garden? 
115,hallway,Sandra went to the little and the little the little to the kitchen to the little the little the the the the same the little,Where was the milk before the bathroom? 
116,hallway,"You to the first time the best to the footballs you the
you, you the best to the first time the first",Where was the milk before the bathroom? 
117,hallway,"you, the same the first that the 
you could he could the 
you to the rest of the  you to the",Where was the milk before the bathroom? 
118,bedroom,you the first time the two the two the two the best in the best in the same the first in the first to the,Where was the football before the office? 
119,bedroom,"John to the morning to the milk to the office the people to the milk to the 
    he that he got the milk",Where was the football before the office? 
120,garden,John 'the 'good 'the 'good 'the 'the 'good 'the 'to the 'the 'that ',Where was the apple before the kitchen? 
121,garden,"American R the new
 the new R the new R the new R. The new, the new R the R",Where was the milk before the hallway? 
122,garden,"John's the bedroom at the 
the next time of the apple to the first in the first time in the first time the",Where was the milk before the hallway? 
123,garden,"Mary  the last 
I was the 50 of the last the 1 kitchen on the last to the last to the",Where was the milk before the hallway? 
124,office,"the 
 the < the 
 the fact the 
 and the rest the 
 the 
 the 
 the apple on the < the",Where was the apple before the garden? 
125,kitchen,"John the milk the same in the first to the first
his
the same the first to the first to the first to",Where was the milk before the garden? 
126,kitchen,"the < the < the < the <the < the ""the < the < the < the first to the < the <",Where was the milk before the garden? 
127,kitchen,Mary's. She was the beautiful she would she went to the first time she would she would she would she was the first,Where was the milk before the garden? 
128,office,"the present the
his to the
his at the
the 
the same the same the
John Ames on the",Where was the apple before the kitchen? 
129,office,Mary the same the same the same on the same the same on the same on the same the same that on the first time,Where was the apple before the kitchen? 
130,garden,"first she was she the
She was she was she
 Mary the door the ""the first time she was the ""the",Where was the milk before the kitchen? 
131,bathroom,"On the apple ""to the bedroom the apple the ""You the kitchen the milk, the apple the apple ""the ""the",Where was the milk before the office? 
132,bathroom,"The
the, the first, the
the, with the
the
the
 The apple, the ""No,",Where was the milk before the office? 
133,bathroom,"John the
the expectation John's the same the
the Expecting the
the Expect the ""the Expect the
the",Where was the milk before the office? 
134,bathroom,"Hannah T the frame the same the frame the frame the
the DE ON HERN the first the apple on the
the",Where was the apple before the hallway? 
135,garden,the 'his 'the 'What the other to the 'his's to the 'his 'E to the 't,Where was the football before the kitchen? 
136,garden,"He was the man the 

 I 
the 
I went to the 
the 'a little the 'a 
the '",Where was the football before the kitchen? 
137,garden,"The ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the",Where was the football before the kitchen? 
138,bedroom,"On the
his 
the sw
the sw
the sw
the sw
the sw
the sw
the",Where was the football before the garden? 
