,target,output,question
0,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
1,Fred,Fred gave the football to Jeff.,Who gave the football to Jeff? 
2,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
3,Jeff,Fred gave the football to Jeff.,Who did Fred give the football to? 
4,Fred,Jeff gave the football to Fred.,Who did Jeff give the football to? 
5,Jeff,Answer: Jeff gave the apple to Fred.,Who gave the apple? 
6,Bill,Fred received the apple.,Who received the apple? 
7,apple,Bill gave the apple to Fred.,What did Bill give to Fred? 
8,apple,Bill gave the apple to Fred.,What did Bill give to Fred? 
9,Fred,"The answer is:

Fred.",Who received the apple? 
10,Mary,"Answer: Mary.

Context:

Mary picked up the apple there. Mary",Who received the milk? 
11,milk,Apple.,What did Mary give to Bill? 
12,Bill,Bill.,Who received the milk? 
13,Bill,Mary gave the milk to Bill.,Who did Mary give the milk to? 
14,milk,Mary gave the milk to Bill.,What did Mary give to Bill? 
15,Jeff,Fred received the football.,Who received the football? 
16,Fred,Fred gave the football to Jeff.,Who gave the football to Jeff? 
17,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
18,Jeff,"Fred received the football.

Answer: Fred

Context:

I looked '",Who received the football? 
19,Mary,Bill gave the milk.,Who gave the milk? 
20,milk,Answer: Jeff gave Mary the milk.,What did Jeff give to Mary? 
21,Mary,Answer: Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
22,Mary,Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
23,Bill,Fred gave the apple to Jeff.,Who gave the apple to Jeff? 
24,Jeff,"Bill gave the apple.

Answer: Bill.

Context:

Bill",Who gave the apple? 
25,apple,Answer: Jeff gave Fred the apple.,What did Jeff give to Fred? 
26,Fred,Answer: The apple was received by Jeff.,Who received the apple? 
27,Jeff,"The answer is: Fred.

Fred received the apple.",Who received the apple? 
28,Jeff,Answer: Freddy gave the apple to Fred.,Who gave the apple? 
29,Fred,Jeff gave the apple to Fred.,Who did Jeff give the apple to? 
30,Mary,Answer: Mary gave the milk.,Who gave the milk? 
31,Bill,Bill gave the milk.,Who gave the milk? 
32,Bill,Bill gave the milk to Mary.,Who gave the milk to Mary? 
33,milk,Bill gave Mary the milk.,What did Bill give to Mary? 
34,apple,Mary gave the apple to Fred.,What did Mary give to Fred? 
35,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
36,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
37,milk,Answer: Jeff gave Mary the milk.,What did Jeff give to Mary? 
38,milk,Answer: Jeff gave Mary the apple.,What did Jeff give to Mary? 
39,Fred,"Fred gave the apple to Bill.

Answer: Fred

Context:

B",Who gave the apple? 
40,Mary,Fred gave the milk.,Who gave the milk? 
41,milk,Mary gave Fred the milk.,What did Mary give to Fred? 
42,Jeff,Fred gave the milk.,Who gave the milk? 
43,Fred,Fred received the milk.,Who received the milk? 
44,Mary,Answer: Mary gave the milk.,Who gave the milk? 
45,Bill,Answer: Bill.,Who did Mary give the milk to? 
46,milk,"Answer: Mary gave Bill the milk.

Context: Mary picked up the milk there.",What did Mary give to Bill? 
47,Mary,Bill gave the milk.,Who gave the milk? 
48,Mary,Bill gave the milk to Jeff.,Who did Bill give the milk to? 
49,Bill,Answer: Bill.,Who gave the milk to Mary? 
50,Mary,Answer: Mary gave the apple to Fred.,Who gave the apple to Fred? 
51,Fred,Answer: Fred gave the apple to Mary.,Who gave the apple to Mary? 
52,apple,Fred gave Mary the apple.,What did Fred give to Mary? 
53,apple,Mary gave the apple to Jeff.,What did Mary give to Jeff? 
54,apple,Mary gave Jeff the apple.,What did Mary give to Jeff? 
55,Fred,Answer: Fred,Who received the football? 
56,football,Bill gave the football to Fred.,What did Bill give to Fred? 
57,Bill,Answer: Mary gave the apple.,Who gave the apple? 
58,Bill,Answer: Fred. Mary gave the apple to Fred.,Who did Mary give the apple to? 
59,Jeff,Bill gave the apple to Mary.,Who did Bill give the apple to? 
60,Jeff,Bill gave the apple to Jeff.,Who did Bill give the apple to? 
61,Bill,Answer: Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
62,Jeff,Bill gave the apple to Jeff.,Who gave the apple to Bill? 
63,Bill,The answer is: Mary gave the apple to Fred.,Who received the apple? 
64,Mary,Answer: Mary gave the milk.,Who gave the milk? 
65,Mary,Fred gave the apple to Bill.,Who gave the apple to Bill? 
66,Bill,Answer: Fred.,Who did Mary give the apple to? 
67,Mary,Bill gave the apple to Mary.,Who did Bill give the apple to? 
68,apple,Bill gave Mary the apple.,What did Bill give to Mary? 
69,Mary,Bill gave the apple to Mary.,Who did Bill give the apple to? 
70,apple,Answer: The apple.,What did Fred give to Jeff? 
71,Jeff,Answer: Jeff gave the football to Fred.,Who gave the football? 
72,Jeff,Jeff gave the football.,Who gave the football? 
73,apple,Answer: Fred gave Bill the apple.,What did Fred give to Bill? 
74,apple,Fred gave Bill the apple.,What did Fred give to Bill? 
75,Fred,"Fred gave the football.

Answer: Fred.

Context:

""F",Who gave the football? 
76,Fred,Fred gave the football to Mary.,Who gave the football? 
77,Mary,Fred received the football.,Who received the football? 
78,Mary,Fred gave the football to Mary.,Who gave the football? 
79,football,Answer: Mary gave Fred the apple.,What did Mary give to Fred? 
80,milk,Fred gave Jeff the milk.,What did Fred give to Jeff? 
81,milk,Fred gave Jeff the milk.,What did Fred give to Jeff? 
82,Fred,Jeff gave the milk to Fred.,Who did Jeff give the milk to? 
83,milk,Answer: Jeff gave the milk to Fred.,What did Jeff give to Fred? 
84,Jeff,Fred.,Who gave the milk to Fred? 
85,Fred,Answer: Fred.,Who did Mary give the apple to? 
86,Fred,Bill,Who gave the apple to Mary? 
87,Mary,Answer: Mary gave the apple to Fred.,Who gave the apple? 
88,Jeff,Answer: Fred.,Who did Mary give the apple to? 
89,Jeff,"The answer is: Jeff.

The text states: ""Jeff picked up the football",Who received the football? 
90,football,"Answer: Mary gave Jeff the football.

Context:

""Jeff got the",What did Mary give to Jeff? 
91,Mary,Mary received the football.,Who received the football? 
92,Mary,Bill gave the football to Jeff.,Who gave the football? 
93,Jeff,"Answer: Jeff.

Context:

Mary picked up the apple there. Mary",Who did Mary give the football to? 
94,Bill,Bill,Who did Fred give the apple to? 
95,Jeff,"Answer: Fred.

<answer>Fred</answer>

<context>",Who did Mary give the apple to? 
96,Mary,Answer: Mary gave the apple to Jeff.,Who gave the apple to Jeff? 
97,apple,"Jeff gave the apple to Fred.

Answer: The apple.

<context>",What did Jeff give to Fred? 
98,Fred,Answer: Fred.,Who did Jeff give the apple to? 
99,milk,Bill gave Mary the milk.,What did Bill give to Mary? 
100,Bill,Mary gave the apple to Bill.,Who did Mary give the apple to? 
101,Bill,Bill received the apple.,Who received the apple? 
102,Fred,The answer is: Mary.,Who gave the apple? 
103,Bill,The answer is: Mary gave the apple to Bill.,Who gave the apple? 
104,apple,Answer: Mary gave Bill the apple.,What did Mary give to Bill? 
105,Jeff,"Answer: Jeff.

Context:

""Jeff picked up the milk there.""",Who received the milk? 
106,Mary,Answer: Mary gave the milk.,Who gave the milk? 
107,Jeff,Answer: Fred.,Who did Mary give the milk to? 
108,football,Bill gave Mary the milk.,What did Bill give to Mary? 
109,Mary,Answer: Jeff gave the football to Bill.,Who gave the football? 
110,apple,Jeff gave the football to Mary.,What did Jeff give to Mary? 
111,apple,Jeff gave Mary the apple.,What did Jeff give to Mary? 
112,Mary,Mary gave the apple to Mary.,Who gave the apple? 
113,Mary,Mary gave the apple to Fred.,Who gave the apple? 
114,Mary,Mary received the apple.,Who received the apple? 
115,Bill,Bill gave the milk.,Who gave the milk? 
116,milk,Answer: Mary gave Bill the milk.,What did Mary give to Bill? 
117,Bill,"Answer: Bill.

Context:

Mary picked up the apple there. Mary",Who did Mary give the milk to? 
118,milk,Bill gave Mary the milk.,What did Bill give to Mary? 
119,Mary,Bill gave the milk to Mary.,Who did Bill give the milk to? 
120,milk,Answer: Mary gave Bill the milk.,What did Mary give to Bill? 
121,Mary,Answer: Mary gave the milk.,Who gave the milk? 
122,Mary,Fred gave the milk.,Who gave the milk? 
123,Jeff,Bill gave the football to Jeff.,Who did Bill give the football to? 
124,Bill,Fred gave the football to Jeff.,Who gave the football to Jeff? 
