,target,output,question
0,bedroom,"According to the passage, the bathroom is east of the west wing of the hospital.",What is the bathroom east of?
1,bedroom,"According to the passage, the bedroom is west of the kitchen.",What is west of the kitchen?
2,bathroom,"According to the passage, north of the garden is a ""moorland"" area.",What is north of the garden?
3,bedroom,"According to the passage, south of the kitchen is the Dean's Library.",What is south of the kitchen?
4,bedroom,"According to the text, east of the kitchen is the ""bedroom.""",What is east of the kitchen?
5,garden,The bathroom is west of the bedroom.,What is the bathroom west of?
6,kitchen,"According to the passage, east of the bedroom is Loch Katrine.",What is east of the bedroom?
7,bathroom,"According to the passage, the garden is south of the Vermont House hotel.",What is the garden south of?
8,kitchen,"According to the passage, the office is located ""at the top of the hill."" Therefore,",What is south of the office?
9,office,"According to the passage, the east of the hallway is the ""office.""",What is east of the hallway?
10,garden,"Answer: According to the passage, north of the office is the hall.",What is north of the office?
11,garden,"According to the passage, south of the kitchen is the ""edge of a cane brake",What is south of the kitchen?
12,bathroom,"According to the passage, the kitchen is located in the center of the house. Therefore, east",What is east of the kitchen?
13,garden,"According to the passage, the kitchen is located in the center of the house. So, west",What is west of the kitchen?
14,garden,"According to the passage, north of the bedroom is the hall. The passage states: """,What is north of the bedroom?
15,garden,"According to the passage, the east of the hallway is where Althea was taken.",What is east of the hallway?
16,hallway,"According to the passage, east of the office is the ""prospecting shaft.""",What is east of the office?
17,office,"According to the passage, south of the bathroom is the kitchen.",What is south of the bathroom?
18,garden,The bedroom is north of the kitchen.,What is the bedroom north of?
19,garden,"According to the passage, the kitchen is west of the living room.",What is the kitchen west of?
20,garden,"According to the passage, the office is east of the house. The passage states: ""The",What is the office east of?
21,garden,"According to the passage, the bathroom is south of the hall.",What is the bathroom south of?
22,bathroom,"According to the passage, the bathroom is north of the bedroom.",What is north of the bedroom?
23,bathroom,"According to the passage, the bedroom is south of the hall.",What is the bedroom south of?
24,hallway,"According to the poem, the bedroom west of is the bedroom of Sir Roderick",What is the bedroom west of?
25,office,"Based on the context, it seems that ""east"" refers to the direction of the bathroom",What is east of the bathroom?
26,office,"According to the passage, north of the bedroom is the ""huge surgical hospital.""",What is north of the bedroom?
27,hallway,"According to the passage, the bathroom is located in the ""little house"" that Dr",What is west of the bathroom?
28,garden,"According to the passage, the bathroom is north of the library.",What is the bathroom north of?
29,garden,"According to the passage, north of the office is the bath.",What is north of the office?
30,bedroom,"According to the passage, the kitchen is east of the bedroom.",What is east of the kitchen?
31,kitchen,"According to the passage, the bathroom is east of the kitchen.",What is the bathroom east of?
32,bathroom,"According to the passage, north of the garden is the Everglades.",What is north of the garden?
33,kitchen,"According to the passage, the bedroom west of the hall is the room where Kate Keny",What is the bedroom west of?
34,bedroom,"Based on the passage, the kitchen is south of the house. The passage states: ""The",What is the kitchen south of?
