,target,output,question
0,Jeff,Answer: Fred gave the football to Jeff.,Who did Fred give the football to? 
1,Bill,Mary gave the milk to the beggar.,Who did Mary give the milk to? 
2,Jeff,Fred gave the milk to Mary.,Who did Fred give the milk to? 
3,milk,Mary gave Fred a small sum of money.,What did Mary give to Fred? 
4,Fred,The milk was received by Fred.,Who received the milk? 
5,apple,Mary gave Jeff an apple.,What did Mary give to Jeff? 
6,apple,"Answer: Mary gave Jeff a vase.

[/Answer] Mary gave Jeff a v",What did Mary give to Jeff? 
7,apple,Fred gave Bill a box of cigars.,What did Fred give to Bill? 
8,Jeff,Fred's mother gave him the milk.,Who gave the milk to Fred? 
9,Fred,"Answer: According to the story, Mary's mother gave her the apple.",Who gave the apple to Mary? 
10,Jeff,Answer: The football was received by Virginia.,Who received the football? 
11,Jeff,Mary gave the football to her daughter Berrie.,Who did Mary give the football to? 
12,milk,Mary gave Bill a flower.,What did Mary give to Bill? 
13,Bill,Mary gave the milk to Jesus.,Who did Mary give the milk to? 
14,milk,Mary gave Bill a box of money.,What did Mary give to Bill? 
15,apple,Answer: Fred gave Mary an apple.,What did Fred give to Mary? 
16,Mary,The football was received by the young man named Donogh.,Who received the football? 
17,apple,Fred gave Bill a football.,What did Fred give to Bill? 
18,Jeff,Answer: The apple was received by Jeff Brown.,Who received the apple? 
19,Bill,"Answer: Mary gave the football to her brother, Fred.",Who did Mary give the football to? 
20,Fred,Answer: Mr. Schermerhorn gave Jeff the milk.,Who gave the milk to Jeff? 
21,Mary,Answer: The milk was received by Frederick.,Who received the milk? 
22,Mary,"The milk was given by the mother, who was an Osmia.",Who gave the milk? 
23,milk,Answer: Charles.,What did Bill give to Mary? 
24,milk,Answer: Jeff gave Bill a two-shilling piece.,What did Jeff give to Bill? 
25,football,Answer: Jeff gave Fred a tray to carry.,What did Jeff give to Fred? 
26,Mary,"The football was given by the young man, Norcross.",Who gave the football? 
27,Mary,Answer: Bill gave the apple to Mary.,Who gave the apple to Bill? 
28,Fred,"According to the biblical account, Adam received the apple from the serpent in the Garden",Who received the apple? 
29,Mary,The answer is: Cliff gave the milk to Bill.,Who gave the milk to Bill? 
30,milk,"Mary gave Jeff her ""little book"" containing the story of her life.",What did Mary give to Jeff? 
31,Mary,Answer: The milk was given by the goat.,Who gave the milk? 
32,Fred,"According to the passage, Mary received an apple from ""some one of the strangers"" who",Who gave the apple to Mary? 
33,football,Bill gave Mary a letter tenderly.,What did Bill give to Mary? 
34,apple,Answer: Fred gave Mary an apple.,What did Fred give to Mary? 
35,apple,Fred gave Bill a pistol.,What did Fred give to Bill? 
36,Jeff,Answer: The milk was given by the cow.,Who gave the milk? 
37,Bill,"Mary gave the apple to her cousin, Virginia Carvel.",Who did Mary give the apple to? 
38,Fred,"According to the passage, Fred handed the football to Mary.",Who gave the football to Mary? 
39,milk,Answer: Mary gave Fred a glass of milk.,What did Mary give to Fred? 
40,milk,Fred gave Mary a gift of a football.,What did Fred give to Mary? 
41,Mary,Answer: The football was given to Gordon by the Mahdi.,Who gave the football? 
42,Fred,The apple was received by Miss Virginia Carvel. She was given the apple by Mr. Br,Who received the apple? 
43,Mary,The apple was given by Bill to Mary.,Who gave the apple? 
44,Fred,"According to the passage, the Glow-worm gave the apple to Bill.",Who gave the apple to Bill? 
45,apple,Fred gave Bill a salad.,What did Fred give to Bill? 
46,Fred,The answer to the question is: Dan received the apple.,Who received the apple? 
47,Fred,Jeff received the milk.,Who received the milk? 
48,Mary,Rudolph received the football.,Who received the football? 
49,apple,Answer: Bill gave Mary a bunch of flowers.,What did Bill give to Mary? 
50,apple,Mary gave Fred a letter.,What did Mary give to Fred? 
51,apple,Answer: Fred gave Bill a dish of soup.,What did Fred give to Bill? 
