,target,output,question
0,bedroom,The bathroom east of the kitchen.,What is the bathroom east of?
1,kitchen,Answer: The office is located in the town of Clarendon. To the south of the office,What is south of the office?
2,garden,"According to the passage, north of the office is the ""big, dimly-lit hall",What is north of the office?
3,garden,The bedroom north of the hall is the bedroom of the Commodore.,What is the bedroom north of?
4,garden,"The bathroom is located south of the bedroom.

Answer: The bathroom is",What is the bathroom south of?
5,office,"According to the passage, north of the bedroom is the library.",What is north of the bedroom?
6,bathroom,Answer: The garden is located in the north of the property.,What is north of the garden?
7,bedroom,Answer: The office is located west of the building.,What is west of the office?
8,kitchen,The garden south of the house is the garden at Allatoona.,What is the garden south of?
9,bathroom,Answer: The hallway north of the Minster place is the hallway of the Lawson house,What is the hallway north of?
10,bedroom,The hallway is located in the center of the house. The room to the south of the,What is south of the hallway?
11,office,"The east of the bedroom refers to the direction of the room from the east. So,",What is east of the bedroom?
12,hallway,"According to the passage, north of the garden is the house of Miss Forrester.",What is north of the garden?
13,bedroom,"Answer: The garden west of the temple is the garden of the temple.

Question:",What is the garden west of?
14,hallway,Answer: The east bathroom is a room in a house that contains a bathtub. It,What is east of the bathroom?
15,bathroom,"The office west of is the office of the Attorney General.

Answer: The office",What is the office west of?
16,bathroom,Answer: The hallway is west of the bedroom.,What is west of the bedroom?
17,kitchen,"According to the text, north of the hallway is the ""quebada"" which is",What is north of the hallway?
18,bathroom,"Based on the description provided, the room that is south of the kitchen is the dining room",What is south of the kitchen?
19,office,Answer: The kitchen is south of the bedroom.,What is south of the bedroom?
20,bedroom,"According to the passage, the hallway is located in the middle of the house. Therefore,",What is west of the hallway?
21,office,"According to the text, east of the bedroom is the hall. The hall is described as",What is east of the bedroom?
22,bedroom,The hallway is south of the kitchen.,What is the hallway south of?
23,kitchen,Answer: The bedroom is west of the hall.,What is west of the bedroom?
24,bedroom,"The answer to your question is: The bathroom.

The bathroom is a room",What is south of the bathroom?
25,hallway,The bathroom is located in the Dilkoosah building. The building is situated near,What is west of the bathroom?
26,office,Answer: The south hallway is a hallway located south of the main hallway in a building,What is south of the hallway?
27,bedroom,Answer: The office is located on the west side of Hillerton.,What is east of the office?
28,garden,Answer: The kitchen is west of the bathroom.,What is west of the bathroom?
29,kitchen,"The garden north of the house is the garden of the house.

Answer: The garden",What is the garden north of?
30,office,"The answer is:

""The garden is east of the city.""

This is",What is east of the garden?
31,bathroom,"The question is: What is the hallway?
Answer: The hallway refers to the",What is south of the hallway?
32,garden,"According to the passage, the office is located on the east side of the town. So,",What is east of the office?
33,bedroom,"According to the passage, the hallway is south of the ""tent-pegs",What is south of the hallway?
34,garden,Answer: The hallway east of the main entrance to the house is the hallway that leads to,What is the hallway east of?
35,kitchen,The hallway is south of the room where Eleanor is sleeping. The room is,What is south of the hallway?
36,bathroom,The kitchen is west of the living room.,What is the kitchen west of?
37,kitchen,"The bathroom is located west of the kitchen.

Answer: The bathroom is located",What is the bathroom west of?
38,bathroom,The garden is located south of the house.,What is the garden south of?
39,bedroom,"The garden is south of the house.

Answer: The garden is south of the house",What is the garden south of?
40,bedroom,The bathroom is located on the second floor of the house. The bathroom is located above the,What is west of the bathroom?
41,garden,"According to the passage, the office is located ""west of the town."" So west of the",What is west of the office?
42,bathroom,"According to the passage, the hallway is west of the room where the body of Oliver Pr",What is west of the hallway?
43,hallway,Answer: The The kitchen is located on the north side of the house.,What is north of the kitchen?
44,bathroom,The hallway north of the 12-pound Carcass is the kitchen.,What is the hallway north of?
45,office,"The bedroom is south of the living room.

Answer: The bedroom is south",What is the bedroom south of?
46,kitchen,The office is located in the city of Venice. To the west of the office is the,What is west of the office?
47,bedroom,Answer: The office of the Pope is south of the office of the Patriarch of Constantinople or,What is south of the office?
48,office,"The kitchen east of is the kitchen of the yacht.

Answer: The kitchen east",What is the kitchen east of?
49,hallway,The answer is: The kitchen.,What is south of the bathroom?
50,hallway,"According to the passage, east of the bathroom is the Rue de Babylone.",What is east of the bathroom?
51,bathroom,The office south of is the office of the Lord Warden of the Tower of Tillietud,What is the office south of?
