,target,output,question
0,yes,no,Is the red square above the pink rectangle?
1,yes,no,Is the red sphere above the yellow square?
2,no,no,Is the pink rectangle above the blue square?
3,yes,no,Is the pink rectangle below the red sphere?
4,yes,no,Is the pink rectangle below the red square?
5,no,yes,Is the triangle above the pink rectangle?
6,no,no,Is the red square to the left of the blue square?
7,yes,no,Is the blue square to the left of the pink rectangle?
8,no,no,Is the red sphere to the left of the blue square?
9,no,no,Is the triangle below the pink rectangle?
10,yes,no,Is the red square below the pink rectangle?
11,no,no,Is the pink rectangle to the right of the red square?
12,no,no,Is the triangle below the blue square?
13,yes,no,Is the red sphere below the pink rectangle?
14,no,no,Is the yellow square above the pink rectangle?
15,yes,no,Is the blue square below the red square?
16,no,yes,Is the triangle to the left of the blue square?
17,yes,no,Is the yellow square to the left of the pink rectangle?
18,yes,no,Is the triangle to the right of the red square?
19,yes,yes,Is the yellow square to the right of the red sphere?
20,no,no,Is the blue square to the left of the red sphere?
21,no,no,Is the yellow square to the right of the blue square?
22,yes,no,Is the blue square below the pink rectangle?
23,no,no,Is the red square below the pink rectangle?
24,yes,yes,Is the red sphere to the left of the red square?
25,yes,yes,Is the triangle to the left of the blue square?
26,no,no,Is the blue square to the left of the triangle?
27,no,no,Is the pink rectangle below the red sphere?
28,yes,no,Is the triangle below the red square?
29,no,no,Is the red square to the left of the pink rectangle?
30,yes,no,Is the red sphere to the right of the yellow square?
31,yes,no,Is the red square to the right of the pink rectangle?
32,yes,yes,Is the red sphere below the yellow square?
33,yes,no,Is the red square to the left of the pink rectangle?
34,yes,yes,Is the blue square to the left of the triangle?
35,yes,no,Is the pink rectangle below the blue square?
36,yes,no,Is the red square to the right of the pink rectangle?
37,no,no,Is the yellow square to the left of the blue square?
38,no,no,Is the yellow square below the red sphere?
39,yes,no,Is the yellow square to the right of the red square?
40,yes,no,Is the yellow square to the left of the triangle?
41,yes,no,Is the triangle to the right of the blue square?
42,yes,no,Is the red square above the triangle?
43,no,no,Is the yellow square to the right of the red square?
44,yes,no,Is the blue square to the right of the triangle?
45,yes,no,Is the pink rectangle below the yellow square?
46,yes,no,Is the red sphere to the right of the blue square?
47,yes,no,Is the red sphere above the red square?
48,yes,no,Is the blue square to the left of the triangle?
49,yes,no,Is the red sphere above the yellow square?
50,no,no,Is the yellow square above the red sphere?
51,no,no,Is the pink rectangle above the red square?
52,yes,no,Is the yellow square below the pink rectangle?
53,yes,no,Is the yellow square below the triangle?
54,yes,no,Is the blue square below the red sphere?
55,yes,no,Is the blue square above the red square?
56,yes,no,Is the triangle below the blue square?
57,yes,no,Is the blue square to the right of the triangle?
58,no,no,Is the pink rectangle to the right of the triangle?
59,no,no,Is the red square to the left of the yellow square?
60,yes,yes,Is the pink rectangle to the right of the red sphere?
61,no,no,Is the yellow square below the red square?
62,no,no,Is the yellow square to the left of the blue square?
63,yes,yes,Is the red sphere to the left of the blue square?
64,yes,yes,Is the pink rectangle to the left of the blue square?
65,yes,no,Is the blue square to the left of the triangle?
66,yes,no,Is the yellow square above the triangle?
67,yes,no,Is the red sphere to the right of the yellow square?
68,yes,no,Is the red square to the right of the red sphere?
69,no,no,Is the red square above the red sphere?
70,no,no,Is the pink rectangle below the blue square?
71,yes,yes,Is the pink rectangle to the right of the red square?
72,yes,yes,Is the red square below the blue square?
73,no,no,Is the blue square to the right of the red square?
74,no,no,Is the yellow square to the left of the red square?
75,yes,yes,Is the pink rectangle to the left of the blue square?
76,yes,no,Is the red square above the triangle?
77,no,no,Is the triangle below the red square?
78,no,no,Is the yellow square below the pink rectangle?
79,yes,no,Is the yellow square to the left of the red square?
80,yes,yes,Is the red square to the left of the yellow square?
81,no,no,Is the red sphere above the red square?
82,no,no,Is the red sphere above the red square?
83,no,no,Is the yellow square above the red square?
84,no,no,Is the red sphere below the blue square?
85,no,no,Is the pink rectangle to the left of the triangle?
86,yes,yes,Is the red sphere to the left of the pink rectangle?
87,yes,no,Is the red sphere to the right of the blue square?
88,no,no,Is the yellow square below the red square?
89,yes,no,Is the red square below the yellow square?
90,yes,no,Is the red sphere below the triangle?
91,no,no,Is the yellow square to the right of the triangle?
92,yes,yes,Is the yellow square above the blue square?
93,yes,no,Is the pink rectangle below the triangle?
94,yes,no,Is the yellow square below the red square?
95,yes,yes,Is the blue square above the triangle?
