,target,output,question
0,sheep,Sheep.,What is gertrude afraid of?
1,wolf,Wolf.,What is gertrude afraid of?
2,sheep,Sheep.,What is winona afraid of?
3,sheep,Sheep.,What is winona afraid of?
4,mouse,mouse,What is gertrude afraid of?
5,wolf,Wolf.,What is winona afraid of?
6,cat,Wolf.,What is gertrude afraid of?
7,wolf,Wolf.,What is jessica afraid of?
8,sheep,Cat.,What is winona afraid of?
9,wolf,Wolf.,What is emily afraid of?
10,cat,Cat.,What is jessica afraid of?
11,sheep,Sheep.,What is emily afraid of?
12,sheep,Sheep.,What is gertrude afraid of?
13,sheep,Wolf.,What is gertrude afraid of?
14,wolf,Wolf.,What is gertrude afraid of?
15,wolf,Wolf.,What is emily afraid of?
16,cat,wolf,What is jessica afraid of?
17,wolf,Wolf.,What is gertrude afraid of?
18,cat,Cat.,What is jessica afraid of?
19,wolf,Sheep.,What is emily afraid of?
20,cat,Cat.,What is jessica afraid of?
21,wolf,Mice.,What is winona afraid of?
22,mouse,Cat.,What is gertrude afraid of?
23,sheep,Sheep.,What is gertrude afraid of?
24,cat,Cat.,What is winona afraid of?
25,mouse,mice,What is jessica afraid of?
26,sheep,Sheep.,What is jessica afraid of?
27,mouse,Sheep.,What is winona afraid of?
28,cat,Cat.,What is gertrude afraid of?
29,wolf,Wolf.,What is jessica afraid of?
30,cat,Cats.,What is jessica afraid of?
31,cat,Cat.,What is winona afraid of?
32,cat,Cat.,What is gertrude afraid of?
33,sheep,Cat.,What is winona afraid of?
34,sheep,Sheep.,What is gertrude afraid of?
35,wolf,Wolf.,What is gertrude afraid of?
36,cat,Wolf.,What is emily afraid of?
37,sheep,Sheep.,What is jessica afraid of?
38,wolf,Wolf.,What is gertrude afraid of?
39,mouse,Cat.,What is jessica afraid of?
40,wolf,Wolf.,What is jessica afraid of?
41,cat,Cat.,What is emily afraid of?
42,cat,Cat.,What is gertrude afraid of?
43,cat,Sheep.,What is gertrude afraid of?
44,wolf,Wolf.,What is emily afraid of?
45,wolf,Wolf.,What is jessica afraid of?
46,cat,mouse,What is winona afraid of?
47,mouse,Sheep.,What is emily afraid of?
48,wolf,Wolf.,What is emily afraid of?
49,sheep,Cat.,What is jessica afraid of?
50,wolf,Wolf.,What is emily afraid of?
51,cat,Cat.,What is emily afraid of?
52,sheep,Sheep.,What is winona afraid of?
53,cat,Wolf.,What is gertrude afraid of?
54,sheep,Cat.,What is winona afraid of?
55,mouse,Cats.,What is winona afraid of?
56,wolf,Wolf.,What is winona afraid of?
57,mouse,cat,What is emily afraid of?
58,wolf,Wolf.,What is winona afraid of?
59,wolf,cat,What is gertrude afraid of?
60,cat,Wolf.,What is gertrude afraid of?
61,wolf,Cat.,What is winona afraid of?
62,sheep,Sheep.,What is winona afraid of?
63,sheep,Sheep.,What is jessica afraid of?
64,cat,cat,What is winona afraid of?
65,mouse,mice,What is emily afraid of?
66,sheep,Sheep.,What is jessica afraid of?
67,cat,cat,What is jessica afraid of?
68,sheep,Sheep.,What is winona afraid of?
69,sheep,Sheep.,What is gertrude afraid of?
70,mouse,Mice.,What is emily afraid of?
71,sheep,Wolf.,What is gertrude afraid of?
72,wolf,wolf,What is gertrude afraid of?
73,mouse,mice,What is jessica afraid of?
74,sheep,Sheep.,What is winona afraid of?
75,cat,Wolf.,What is emily afraid of?
76,mouse,mice,What is gertrude afraid of?
77,mouse,mouse,What is jessica afraid of?
78,sheep,Sheep.,What is jessica afraid of?
79,mouse,mouse,What is jessica afraid of?
80,cat,Cat.,What is jessica afraid of?
81,mouse,mice,What is winona afraid of?
82,wolf,Wolf.,What is gertrude afraid of?
83,mouse,cat,What is winona afraid of?
84,sheep,Sheep.,What is emily afraid of?
85,wolf,Wolf.,What is gertrude afraid of?
86,sheep,Sheep.,What is winona afraid of?
87,mouse,cat,What is winona afraid of?
88,sheep,Sheep.,What is emily afraid of?
89,mouse,mouse,What is winona afraid of?
90,mouse,Cat.,What is winona afraid of?
91,wolf,Cat.,What is gertrude afraid of?
92,sheep,Sheep.,What is jessica afraid of?
93,cat,cats,What is jessica afraid of?
94,wolf,Wolf.,What is emily afraid of?
95,cat,Cat.,What is emily afraid of?
96,sheep,Sheep.,What is emily afraid of?
97,mouse,Mice.,What is gertrude afraid of?
98,sheep,Sheep.,What is jessica afraid of?
99,mouse,Mouse,What is emily afraid of?
100,cat,cat,What is gertrude afraid of?
101,cat,Mice.,What is winona afraid of?
102,wolf,Wolf.,What is emily afraid of?
103,wolf,Wolves.,What is jessica afraid of?
104,wolf,Mice.,What is gertrude afraid of?
105,mouse,mouse,What is gertrude afraid of?
106,wolf,Wolf.,What is jessica afraid of?
107,mouse,mouse,What is gertrude afraid of?
108,mouse,mice,What is jessica afraid of?
109,wolf,Wolf.,What is jessica afraid of?
110,cat,Cats.,What is emily afraid of?
111,mouse,cat,What is jessica afraid of?
112,cat,Cat.,What is jessica afraid of?
113,sheep,mouse,What is gertrude afraid of?
114,cat,cat,What is jessica afraid of?
115,sheep,Sheep.,What is emily afraid of?
116,wolf,wolf,What is gertrude afraid of?
117,mouse,Sheep.,What is emily afraid of?
118,cat,Cats.,What is gertrude afraid of?
119,wolf,Wolf.,What is jessica afraid of?
120,wolf,Wolf.,What is emily afraid of?
121,mouse,Mouse,What is gertrude afraid of?
122,cat,Cat.,What is jessica afraid of?
123,cat,cat,What is jessica afraid of?
124,cat,Cat.,What is emily afraid of?
125,sheep,Sheep.,What is emily afraid of?
126,mouse,Mouse.,What is winona afraid of?
127,sheep,Sheep.,What is gertrude afraid of?
128,cat,Cat.,What is jessica afraid of?
129,sheep,Sheep.,What is jessica afraid of?
130,sheep,Sheep.,What is emily afraid of?
131,sheep,Cat.,What is emily afraid of?
132,mouse,Mice.,What is jessica afraid of?
133,sheep,Sheep.,What is gertrude afraid of?
134,wolf,wolf,What is jessica afraid of?
135,sheep,Cat.,What is winona afraid of?
136,sheep,Sheep.,What is emily afraid of?
137,mouse,mice,What is jessica afraid of?
138,mouse,mice,What is jessica afraid of?
139,sheep,Sheep.,What is jessica afraid of?
140,mouse,Mice.,What is gertrude afraid of?
141,mouse,mice,What is winona afraid of?
142,mouse,Wolf.,What is jessica afraid of?
143,wolf,wolf,What is jessica afraid of?
144,mouse,mouse,What is jessica afraid of?
145,wolf,Wolf.,What is gertrude afraid of?
146,wolf,Wolf.,What is emily afraid of?
147,sheep,Sheep.,What is jessica afraid of?
148,wolf,Wolf.,What is gertrude afraid of?
149,sheep,Cat.,What is winona afraid of?
150,sheep,Cat.,What is emily afraid of?
151,cat,Sheep.,What is jessica afraid of?
152,mouse,mouse,What is gertrude afraid of?
153,wolf,Wolf.,What is gertrude afraid of?
154,wolf,Wolf.,What is emily afraid of?
155,mouse,Mice.,What is gertrude afraid of?
156,wolf,Mouse,What is gertrude afraid of?
157,wolf,Wolf.,What is emily afraid of?
158,mouse,Mice.,What is jessica afraid of?
159,wolf,Cat.,What is emily afraid of?
160,cat,Cat.,What is jessica afraid of?
161,wolf,Wolf.,What is emily afraid of?
162,mouse,Mouse,What is emily afraid of?
163,wolf,Wolf.,What is gertrude afraid of?
164,wolf,wolf,What is gertrude afraid of?
165,mouse,Sheep.,What is gertrude afraid of?
166,cat,Wolf.,What is winona afraid of?
167,wolf,Wolf.,What is emily afraid of?
168,sheep,Sheep.,What is winona afraid of?
169,mouse,mouse,What is gertrude afraid of?
170,mouse,mice,What is jessica afraid of?
171,cat,Cat.,What is gertrude afraid of?
172,sheep,Sheep.,What is emily afraid of?
173,wolf,Wolf.,What is jessica afraid of?
174,cat,Cat.,What is gertrude afraid of?
175,sheep,Sheep.,What is emily afraid of?
176,mouse,mice,What is emily afraid of?
177,wolf,Cat.,What is gertrude afraid of?
178,mouse,Mice.,What is emily afraid of?
179,wolf,Wolf.,What is gertrude afraid of?
180,cat,Cat.,What is winona afraid of?
181,sheep,Sheep.,What is gertrude afraid of?
182,wolf,mice,What is gertrude afraid of?
183,mouse,Mice.,What is winona afraid of?
184,cat,Cat.,What is gertrude afraid of?
185,wolf,Wolf.,What is gertrude afraid of?
186,sheep,Sheep.,What is jessica afraid of?
187,wolf,Wolf.,What is emily afraid of?
188,wolf,Wolf.,What is winona afraid of?
189,sheep,Mice.,What is emily afraid of?
190,cat,Cat.,What is winona afraid of?
191,wolf,wolves,What is jessica afraid of?
192,sheep,Sheep.,What is emily afraid of?
193,cat,Cat.,What is emily afraid of?
194,wolf,Sheep.,What is winona afraid of?
195,sheep,Sheep.,What is jessica afraid of?
196,cat,Cats.,What is gertrude afraid of?
197,mouse,Mice.,What is emily afraid of?
198,sheep,Cat.,What is jessica afraid of?
199,mouse,Mouse,What is gertrude afraid of?
200,sheep,Sheep.,What is emily afraid of?
201,cat,cat,What is emily afraid of?
202,mouse,Mice.,What is emily afraid of?
203,wolf,Mice.,What is emily afraid of?
204,cat,cat,What is jessica afraid of?
205,mouse,Mouse,What is emily afraid of?
206,wolf,Wolf.,What is gertrude afraid of?
207,wolf,Wolf.,What is gertrude afraid of?
208,sheep,Sheep.,What is emily afraid of?
209,wolf,Wolf.,What is jessica afraid of?
210,mouse,Mice,What is winona afraid of?
211,sheep,Sheep.,What is emily afraid of?
212,sheep,Wolf.,What is emily afraid of?
213,cat,Cats.,What is gertrude afraid of?
214,wolf,Wolf.,What is gertrude afraid of?
215,sheep,Sheep.,What is jessica afraid of?
216,cat,Cat.,What is winona afraid of?
217,cat,Wolf.,What is gertrude afraid of?
218,sheep,Sheep.,What is winona afraid of?
219,mouse,Sheep.,What is emily afraid of?
220,sheep,Cat.,What is jessica afraid of?
221,sheep,Sheep.,What is jessica afraid of?
222,wolf,Wolf.,What is jessica afraid of?
223,wolf,Wolf.,What is jessica afraid of?
224,cat,Cat.,What is jessica afraid of?
225,wolf,Wolf.,What is emily afraid of?
226,wolf,Wolf.,What is gertrude afraid of?
227,wolf,Wolf.,What is emily afraid of?
228,sheep,Wolf.,What is emily afraid of?
229,wolf,Wolf.,What is winona afraid of?
