,target,output,question
0,bathroom,Mary is in the bathroom.,Where is Mary? 
1,kitchen,Sandra is in the kitchen.,Where is Sandra? 
2,kitchen,In the kitchen.,Where is Mary? 
3,kitchen,John is in the garden.,Where is John? 
4,bedroom,The most recent location of Sandra is the bedroom.,Where is Sandra? 
5,office,In the hallway.,Where is John? 
6,garden,In the garden.,Where is Mary? 
7,bathroom,At the American Museum of Natural History.,Where is Sandra? 
8,kitchen,Mary went back to the kitchen.,Where is Mary? 
9,bedroom,The most recent location of John is bedroom.,Where is John? 
10,office,The most recent location of Daniel is the office.,Where is Daniel? 
11,office,Daniel moved to the bathroom.,Where is Daniel? 
12,bathroom,Mary is in the bathroom.,Where is Mary? 
13,bathroom,Sandra is in the bathroom.,Where is Sandra? 
14,bathroom,The bathroom.,Where is Sandra? 
15,hallway,The most recent location of Mary is the drawing-room.,Where is Mary? 
16,kitchen,Sandra went to the bathroom.,Where is Sandra? 
17,office,"In the state room of a steamboat, nursing his father back to health",Where is Daniel? 
18,kitchen,Sandra journeyed to the kitchen.,Where is Sandra? 
19,bedroom,In the kitchen.,Where is John? 
20,hallway,In the bedroom.,Where is Sandra? 
21,bedroom,The most recent location of Mary is the bedroom.,Where is Mary? 
22,bedroom,The most recent location of John is bedroom.,Where is John? 
23,bedroom,In the Cemetery of the Redeemer.,Where is Mary? 
24,bedroom,Mary journeyed to the kitchen.,Where is Mary? 
25,garden,Mary went back to the hallway.,Where is Mary? 
26,bedroom,The most recent location of Daniel is bedroom.,Where is Daniel? 
27,office,In the office.,Where is Sandra? 
28,office,Sandra is in the kitchen.,Where is Sandra? 
29,garden,The most recent location of Sandra is the garden.,Where is Sandra? 
30,garden,Daniel is in the kitchen.,Where is Daniel? 
31,bathroom,The most recent location of Mary is the kitchen.,Where is Mary? 
32,office,Mary went back to the office.,Where is Mary? 
33,kitchen,In the depths of her own self.,Where is Sandra? 
34,garden,Sandra moved to the bathroom.,Where is Sandra? 
35,kitchen,The most recent location of Sandra is in the kitchen.,Where is Sandra? 
36,kitchen,In the kitchen.,Where is Sandra? 
37,garden,The most recent location of John is the garden.,Where is John? 
38,garden,Sandra went to the bedroom.,Where is Sandra? 
39,bathroom,The most recent location of Sandra is the office.,Where is Sandra? 
40,bedroom,The most recent location of Mary is the bedroom.,Where is Mary? 
41,kitchen,The most recent location of Sandra is the chapel of St. Swoln,Where is Sandra? 
42,office,Mary went to the office.,Where is Mary? 
43,bedroom,In the bathroom.,Where is Mary? 
44,office,In the library.,Where is Daniel? 
45,office,Sandra is in the office.,Where is Sandra? 
46,bathroom,Sandra went to the hallway.,Where is Sandra? 
47,bedroom,The most recent location of Sandra is bedroom.,Where is Sandra? 
48,office,Daniel travelled to the office.,Where is Daniel? 
49,bedroom,In the bedroom.,Where is Sandra? 
50,hallway,Daniel went to the hallway.,Where is Daniel? 
51,bedroom,Sandra travelled to the bathroom.,Where is Sandra? 
52,office,The most recent location of John is the office.,Where is John? 
53,garden,In the office of Carvel & Company.,Where is John? 
54,kitchen,In the kitchen.,Where is Daniel? 
55,hallway,Mary went to the hallway.,Where is Mary? 
56,hallway,The most recent location of Sandra is hallway.,Where is Sandra? 
57,hallway,John travelled to the bedroom.,Where is John? 
58,bedroom,Mary is in the office.,Where is Mary? 
59,bedroom,Sandra travelled to the bedroom.,Where is Sandra? 
60,bedroom,At the Wardrobe with my Lady.,Where is Daniel? 
61,kitchen,In the kitchen.,Where is Sandra? 
62,bedroom,In the bedroom.,Where is Daniel? 
63,garden,John moved to the garden.,Where is John? 
64,bathroom,In the bathroom.,Where is Sandra? 
65,garden,The most recent location of Sandra is the bedroom.,Where is Sandra? 
66,office,The most recent location of Daniel is in prison.,Where is Daniel? 
67,bedroom,Mary is in the kitchen.,Where is Mary? 
68,garden,In the bedroom.,Where is Sandra? 
69,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
70,office,The most recent location of John is in the Castle park.,Where is John? 
71,kitchen,In the bathroom.,Where is Daniel? 
72,bedroom,In the sea.,Where is John? 
73,office,Daniel went to the office.,Where is Daniel? 
74,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
75,office,The most recent location of John is the bathroom.,Where is John? 
76,hallway,in the kitchen,Where is Mary? 
77,office,John went to the garden.,Where is John? 
78,office,The most recent location of Sandra is the hallway.,Where is Sandra? 
79,bathroom,The most recent location of John is the bathroom.,Where is John? 
80,hallway,The most recent location of John is the bathroom.,Where is John? 
81,hallway,In the kitchen.,Where is Daniel? 
82,hallway,In the hallway.,Where is Daniel? 
83,bathroom,The most recent location of Daniel is the bathroom.,Where is Daniel? 
84,bathroom,In the bathroom.,Where is John? 
85,bathroom,In the garden.,Where is Daniel? 
86,garden,In the study of his house.,Where is John? 
87,bedroom,On the stairs,Where is John? 
88,office,The most recent location of Mary is banquet hall.,Where is Mary? 
89,garden,In the garden.,Where is Sandra? 
90,office,In the bedroom.,Where is John? 
91,bedroom,In the bathroom.,Where is Daniel? 
92,hallway,John travelled to the hallway.,Where is John? 
93,kitchen,In the hallway.,Where is Daniel? 
94,bedroom,The most recent location of Daniel is the bedroom.,Where is Daniel? 
95,hallway,The most recent location of Sandra is the hallway.,Where is Sandra? 
96,garden,In the garden.,Where is Sandra? 
97,bedroom,In the kitchen.,Where is John? 
98,office,In the train heading towards Louisville.,Where is John? 
99,garden,Sandra is in the garden.,Where is Sandra? 
