,target,output,question
0,nothing,nothing,What is Daniel carrying? 
1,milk,milk,What is John carrying? 
2,football,football,What is Daniel carrying? 
3,nothing,football,What is Sandra carrying? 
4,apple,apple,What is Sandra carrying? 
5,football,football,What is Mary carrying? 
6,apple,apple,What is John carrying? 
7,"apple,football",football,What is John carrying? 
8,football,football,What is John carrying? 
9,apple,apple,What is Daniel carrying? 
10,apple,apple,What is Sandra carrying? 
11,"apple,football",football,What is Sandra carrying? 
12,football,football,What is John carrying? 
13,nothing,apple,What is Sandra carrying? 
14,apple,apple,What is Mary carrying? 
15,nothing,apple,What is Mary carrying? 
16,milk,milk,What is John carrying? 
17,nothing,football,What is John carrying? 
18,milk,milk,What is Daniel carrying? 
19,nothing,nothing,What is Sandra carrying? 
20,nothing,nothing,What is Sandra carrying? 
21,apple,apple,What is Sandra carrying? 
22,nothing,nothing,What is Sandra carrying? 
23,nothing,nothing,What is Daniel carrying? 
24,milk,milk,What is Sandra carrying? 
25,apple,apple,What is Mary carrying? 
26,apple,apple,What is Mary carrying? 
27,milk,milk,What is Daniel carrying? 
28,milk,milk,What is John carrying? 
29,football,football,What is Sandra carrying? 
30,nothing,nothing,What is John carrying? 
31,nothing,milk,What is John carrying? 
32,football,football,What is Mary carrying? 
33,milk,milk,What is Sandra carrying? 
34,apple,apple,What is Daniel carrying? 
35,football,football,What is John carrying? 
36,nothing,football,What is Mary carrying? 
37,apple,apple,What is Daniel carrying? 
38,football,football,What is Daniel carrying? 
39,nothing,apple,What is John carrying? 
40,football,football,What is Sandra carrying? 
41,apple,apple,What is Mary carrying? 
42,football,football,What is Daniel carrying? 
43,nothing,nothing,What is Sandra carrying? 
44,nothing,nothing,What is Mary carrying? 
45,apple,apple,What is Mary carrying? 
46,football,football,What is Daniel carrying? 
47,nothing,nothing,What is Daniel carrying? 
48,nothing,football,What is Daniel carrying? 
49,milk,milk,What is Daniel carrying? 
50,nothing,nothing,What is John carrying? 
51,nothing,nothing,What is Daniel carrying? 
52,"football,apple",football,What is Mary carrying? 
53,football,football,What is Daniel carrying? 
54,apple,apple,What is John carrying? 
55,milk,milk,What is Mary carrying? 
56,milk,nothing,What is Mary carrying? 
57,nothing,nothing,What is Mary carrying? 
58,nothing,nothing,What is Sandra carrying? 
59,milk,milk,What is Sandra carrying? 
60,football,football,What is Mary carrying? 
61,football,football,What is Mary carrying? 
62,milk,milk,What is Mary carrying? 
63,nothing,nothing,What is Mary carrying? 
64,milk,milk,What is Mary carrying? 
65,football,football,What is Daniel carrying? 
66,apple,apple,What is Sandra carrying? 
67,"football,apple",apple,What is Daniel carrying? 
68,apple,apple,What is Daniel carrying? 
69,nothing,apple,What is Daniel carrying? 
70,apple,apple,What is Mary carrying? 
71,football,football,What is Daniel carrying? 
72,nothing,milk,What is John carrying? 
73,milk,nothing,What is John carrying? 
74,apple,apple,What is Mary carrying? 
75,nothing,nothing,What is Daniel carrying? 
76,apple,apple,What is Sandra carrying? 
77,apple,apple,What is Sandra carrying? 
78,nothing,nothing,What is Mary carrying? 
79,nothing,football,What is Mary carrying? 
80,nothing,football,What is Mary carrying? 
81,"football,milk",milk,What is Mary carrying? 
82,apple,apple,What is Daniel carrying? 
83,nothing,nothing,What is Sandra carrying? 
84,milk,milk,What is Mary carrying? 
85,football,football,What is Sandra carrying? 
86,football,football,What is Sandra carrying? 
87,nothing,nothing,What is Daniel carrying? 
88,milk,milk,What is Daniel carrying? 
89,milk,milk,What is Sandra carrying? 
90,football,football,What is Sandra carrying? 
91,football,football,What is Mary carrying? 
92,football,football,What is Daniel carrying? 
93,nothing,nothing,What is Sandra carrying? 
94,nothing,nothing,What is Sandra carrying? 
95,"milk,apple","apple, milk",What is Daniel carrying? 
96,milk,milk,What is Daniel carrying? 
97,football,football,What is John carrying? 
98,nothing,nothing,What is Mary carrying? 
99,nothing,nothing,What is John carrying? 
