Unnamed: 0,target,output,question
0,football,"Answer: The football.

Question: What did Geert throw out of the window?

Answer:",What did Fred give to Jeff? 
1,Fred,Answer: Fred.,Who gave the football to Jeff? 
2,football,Answer: The football.,What did Fred give to Jeff? 
3,Jeff,,Who did Fred give the football to? 
4,Fred,"Answer: Fred.


A: I think the answer is

Fred

because",Who did Jeff give the football to? 
5,Jeff,"Answer: Fred.

Question: What is the difference between a pudding and a pudding-",Who gave the apple? 
6,Bill,"A: The answer is:

 Fred

Explanation:

 The first part of the r",Who received the apple? 
7,apple,"A:

The apple.

Explanation:

The first thing to notice is that the poem",What did Bill give to Fred? 
8,apple,A: The apple.,What did Bill give to Fred? 
9,Fred,"A: The answer is:

 Fred

Because:

 The first sentence of each paragraph is",Who received the apple? 
10,Mary,"Answer: Fred.

Question: Who was the milkman?

Answer: Fred.

Question",Who received the milk? 
11,milk,"Answer: The milk.

Question: What did Bill drop?

Answer: The football.",What did Mary give to Bill? 
12,Bill,"Answer: Mary

------------------------------------------------------",Who received the milk? 
13,Bill,"Answer: Bill.

Question: Who did Bill give the milk to?

Answer: Jeff.",Who did Mary give the milk to? 
14,milk,"Answer: The milk.

Question: What did Bill give to Mary?

Answer: The football.",What did Mary give to Bill? 
15,Jeff,"Answer: Fred.

Question: Who was the mother of the twins?

Answer: Mary.",Who received the football? 
16,Fred,"Answer: Fred

Question: Who passed the football to Fred?

Answer: Mary

Question:",Who gave the football to Jeff? 
17,football,,What did Fred give to Jeff? 
18,Jeff,,Who received the football? 
19,Mary,"Answer: Mary.

Question: Who gave the milk?

Answer: Mary.

Question:",Who gave the milk? 
20,milk,"A. The milk.

B. The football.

C. The milk and the football.",What did Jeff give to Mary? 
21,Mary,"Answer: Mary.

Question: Who gave the milk to Fred?

Answer: Jeff.",Who gave the milk to Jeff? 
22,Mary,"Answer: Mary.




CHAPTER V. [Illustration: A]LCOHOL",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill.

Bill went to the hallway.

Bill grabbed the football there.

Bill",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill.

to sing the most beautiful of love songs. Jeff got the apple there. [Ill",Who gave the apple? 
25,apple,"Options:

A. Apple

B. Milk

C. Egg

D. None of",What did Jeff give to Fred? 
26,Fred,"Options:

A. Fred

B. Jeff

C. Charles

D. Curgen",Who received the apple? 
27,Jeff,,Who received the apple? 
28,Jeff,"Options:

A. Fred

B. Jeff

C. Bill

D. Charles",Who gave the apple? 
29,Fred,"Options:

A. Fred

B. Toto

C. Cracker

D.",Who did Jeff give the apple to? 
30,Mary,"Options:

A. Bill

B. Fred

C. Mary

D. None of",Who gave the milk? 
31,Bill,"Answer: Mary

Question: Who gave the milk?

Answer: Mary

Question: Who gave",Who gave the milk? 
32,Bill,"Answer: Bill.

Question: Who gave the milk to Bill?

Answer: Fred.",Who gave the milk to Mary? 
33,milk,,What did Bill give to Mary? 
34,apple,"Answer: The apple.

Question: What did Fred give to Mary?

Answer: The milk.",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff.

Question: Who did Jeff take the apple to?

Answer: Mary.",Who did Fred give the milk to? 
36,Jeff,,Who did Fred give the milk to? 
37,milk,"Options:

A. Football

B. Milk

C. Apple

D. Football and",What did Jeff give to Mary? 
38,milk,"Answer: The milk.

Question: What did Fred give to Mary?

Answer: The milk.",What did Jeff give to Mary? 
39,Fred,"Answer: Bill.

Question: Who gave the apple?

Answer: Bill.

Question:",Who gave the apple? 
40,Mary,"Answer: Mary.

Question: Who gave the football?

Answer: Fred.

Question:",Who gave the milk? 
41,milk,"Answer: The milk.

Question: What did Fred do with the milk?

Answer: He discarded",What did Mary give to Fred? 
42,Jeff,"Answer: Mary.

Question: Who picked up the milk?

Answer: Fred.

Question",Who gave the milk? 
43,Fred,"Options:

A. Mary

B. Fred

C. Jeff

D. Bill",Who received the milk? 
44,Mary,"Answer: Fred.


is filled with the most beautiful women in Paris, and the most
beautiful",Who gave the milk? 
45,Bill,"Answer: Bill

Question: Who did Bill grab the football from?

Answer: Fred

Question",Who did Mary give the milk to? 
46,milk,"CHAPTER VI

""A LUNCHEON AT LAVENUE'S",What did Mary give to Bill? 
47,Mary,"Answer: Mary.

Question: Who grabbed the football?

Answer: Jeff.

Question:",Who gave the milk? 
48,Mary,Answer: Mary,Who did Bill give the milk to? 
49,Bill,"CHAPTER IX

THE SHIRE HORSE SHOW


The Shire",Who gave the milk to Mary? 
50,Mary,"Answer: Mary.

Question: Who gave the apple to Fred?

Answer: Mary.",Who gave the apple to Fred? 
