Unnamed: 0,target,output,question
0,bedroom,bathroom,What is the bathroom east of?
1,bedroom,,What is west of the kitchen?
2,bathroom,garden,What is north of the garden?
3,bedroom,bathroom,What is south of the kitchen?
4,bedroom,bedroom,What is east of the kitchen?
5,garden,,What is the bathroom west of?
6,kitchen,,What is east of the bedroom?
7,bathroom,garden,What is the garden south of?
8,kitchen,,What is south of the office?
9,office,garden,What is east of the hallway?
10,garden,garden,What is north of the office?
11,garden,garden,What is south of the kitchen?
12,bathroom,kitchen,What is east of the kitchen?
13,garden,garden,What is west of the kitchen?
14,garden,"CHAPTER IX

THE DEFENCE OF CAWNPORE--THE BATTLE OF",What is north of the bedroom?
15,garden,The garden is east of the hallway.,What is east of the hallway?
16,hallway,office,What is east of the office?
17,office,office,What is south of the bathroom?
18,garden,,What is the bedroom north of?
19,garden,garden,What is the kitchen west of?
20,garden,garden,What is the office east of?
21,garden,bathroom,What is the bathroom south of?
22,bathroom,Answer: bathroom,What is north of the bedroom?
23,bathroom,kitchen,What is the bedroom south of?
24,hallway,bedroom,What is the bedroom west of?
25,office,office,What is east of the bathroom?
26,office,hallway,What is north of the bedroom?
27,hallway,hallway,What is west of the bathroom?
28,garden,,What is the bathroom north of?
29,garden,The garden is north of the office.,What is north of the office?
30,bedroom,kitchen,What is east of the kitchen?
31,kitchen,kitchen,What is the bathroom east of?
32,bathroom,,What is north of the garden?
33,kitchen,bedroom,What is the bedroom west of?
34,bedroom,garden,What is the kitchen south of?
35,garden,garden,What is the bathroom east of?
36,office,bathroom,What is south of the hallway?
37,bedroom,bedroom,What is north of the bathroom?
38,bedroom,The office,What is the bathroom east of?
39,office,kitchen,What is north of the bedroom?
40,bathroom,garden,What is south of the kitchen?
41,bedroom,k,What is west of the office?
42,kitchen,river bank,What is the garden south of?
43,garden,garden,What is south of the bedroom?
44,garden,garden,What is the office south of?
45,hallway,The hallway.,What is the office east of?
46,garden,garden,What is south of the office?
47,garden,garden,What is west of the bedroom?
48,garden,hallway,What is east of the hallway?
49,garden,office,What is the office south of?
50,bedroom,The garden.,What is the hallway north of?
51,garden,garden,What is north of the bathroom?
52,hallway,Answer: garden,What is the bedroom north of?
53,bathroom,bathroom,What is east of the garden?
54,bathroom,bathroom,What is west of the bedroom?
55,garden,garden,What is east of the hallway?
56,hallway,,What is the bedroom east of?
57,kitchen,kitchen,What is west of the hallway?
58,hallway,Answer: garden,What is south of the bedroom?
59,kitchen,,What is the garden north of?
60,hallway,kitchen,What is the bedroom north of?
61,bedroom,"the interior of Africa, and founded cities in the most remote parts of
the country. The city of Fez",What is south of the hallway?
62,kitchen,kitchen,What is the hallway north of?
63,hallway,garden,What is west of the bedroom?
64,bedroom,office,What is east of the garden?
65,office,Answer: garden,What is the bedroom north of?
66,bathroom,The hallway,What is the bedroom north of?
67,office,bedroom,What is the garden south of?
68,kitchen,garden,What is the bathroom west of?
69,garden,garden,What is the hallway east of?
70,bathroom,bathroom,What is south of the bedroom?
71,kitchen,garden,What is the garden south of?
72,garden,The hallway.,What is the bedroom south of?
73,bathroom,office,What is north of the office?
74,bathroom,office,What is the hallway north of?
75,bedroom,garden,What is south of the hallway?
76,bedroom,,What is the hallway east of?
77,bathroom,garden,What is north of the office?
78,kitchen,Answer: kitchen,What is east of the garden?
79,hallway,garden,What is the kitchen south of?
80,garden,garden,What is west of the office?
81,office,,What is the bedroom west of?
82,kitchen,kitchen,What is the hallway south of?
83,garden,garden,What is the office west of?
84,bathroom,The office.,What is north of the hallway?
85,office,office,What is west of the garden?
86,office,garden,What is west of the garden?
87,garden,garden,What is east of the bathroom?
88,bathroom,bathroom,What is north of the office?
89,kitchen,kitchen,What is the bedroom west of?
90,office,The hallway.,What is the bathroom south of?
91,office,kitchen,What is east of the bedroom?
92,bedroom,bedroom,What is south of the office?
93,bathroom,Answer: kitchen,What is the garden west of?
94,garden,The hallway,What is the bedroom west of?
95,hallway,hallway,What is north of the garden?
96,bedroom,The bathroom,What is the kitchen west of?
97,kitchen,kitchen,What is west of the bedroom?
98,bathroom,bathroom,What is the kitchen north of?
99,garden,garden,What is the office north of?
100,bedroom,garden,What is east of the hallway?
101,kitchen,garden,What is south of the hallway?
102,bedroom,The bathroom,What is the office west of?
103,bathroom,,What is the kitchen north of?
104,hallway,Answer: hallway,What is west of the bedroom?
105,bedroom,The garden is west of the kitchen.,What is west of the kitchen?
106,office,The office,What is the kitchen south of?
107,bathroom,The bathroom,What is west of the garden?
108,bedroom,bedroom,What is the bathroom south of?
109,bathroom,Answer: garden,What is the kitchen west of?
110,garden,bathroom,What is the hallway west of?
111,hallway,Answer: hallway,What is the kitchen south of?
112,office,The hallway is south of the kitchen. The bedroom is north of the kitchen. What is the kitchen south of?,What is south of the bathroom?
113,hallway,farm,What is the office west of?
114,bedroom,garden,What is the kitchen north of?
115,office,,What is the garden east of?
116,bedroom,the office,What is the hallway south of?
117,bedroom,hallway,What is the garden west of?
118,hallway,hallway,What is north of the office?
119,office,kitchen,What is west of the hallway?
120,bedroom,The bedroom,What is the bathroom north of?
121,kitchen,kitchen,What is the hallway north of?
122,office,kitchen,What is east of the bathroom?
123,bathroom,,What is north of the hallway?
124,bathroom,,What is the bedroom north of?
125,kitchen,kitchen,What is west of the garden?
126,bathroom,bathroom,What is north of the kitchen?
127,hallway,Answer: garden,What is the bedroom east of?
128,garden,A: kitchen,What is the bedroom south of?
129,hallway,hallway,What is east of the bathroom?
130,garden,bedroom,What is the bedroom east of?
131,kitchen,kitchen,What is south of the bathroom?
132,kitchen,Answer: kitchen,What is east of the garden?
133,bathroom,,What is the hallway east of?
134,office,,What is the hallway east of?
135,kitchen,"A: The garden is east of the kitchen.

The kitchen is west of the garden.",What is the garden east of?
136,bathroom,,What is the bedroom south of?
137,hallway,kitchen,What is the garden east of?
138,kitchen,garden,What is south of the hallway?
139,hallway,garden,What is west of the kitchen?
140,kitchen,,What is north of the garden?
141,office,The office,What is the kitchen west of?
142,bathroom,The garden.,What is the kitchen north of?
143,bathroom,,What is east of the kitchen?
144,bathroom,Answer: bathroom,What is east of the garden?
145,kitchen,The office is south of the kitchen.,What is the office south of?
146,hallway,kitchen,What is the kitchen north of?
147,hallway,kitchen,What is the bedroom west of?
148,bathroom,bathroom,What is the office west of?
149,hallway,The office is south of the bathroom.,What is the office south of?
150,bathroom,the bathroom,What is north of the hallway?
151,garden,bathroom,What is the bathroom east of?
152,kitchen,The bathroom is east of the kitchen.,What is the bathroom east of?
153,hallway,hallway,What is south of the kitchen?
154,hallway,The hallway,What is south of the office?
155,garden,garden,What is the bedroom west of?
156,office,bathroom,What is south of the bedroom?
157,bathroom,garden,What is north of the garden?
158,garden,garden,What is the bedroom east of?
159,bedroom,bedroom,What is south of the kitchen?
160,hallway,kitchen,What is the office south of?
161,bathroom,bedroom,What is north of the garden?
162,hallway,garden,What is east of the bathroom?
163,hallway,hallway,What is the office east of?
164,bathroom,Answer: garden,What is the office west of?
165,kitchen,kitchen,What is west of the bedroom?
166,office,,What is north of the hallway?
167,garden,,What is the office north of?
168,kitchen,kitchen,What is west of the hallway?
169,bedroom,garden,What is the garden south of?
170,hallway,kitchen,What is the bedroom north of?
171,bathroom,Answer: bathroom,What is the hallway west of?
172,kitchen,garden,What is north of the garden?
173,hallway,,What is the bathroom north of?
174,bathroom,The bathroom,What is south of the office?
175,office,bathroom,What is east of the bathroom?
176,hallway,garden,What is the bedroom west of?
177,hallway,The garden,What is the office south of?
178,kitchen,kitchen,What is south of the office?
179,bathroom,office,What is the garden south of?
180,hallway,the hallway,What is the bedroom north of?
181,bathroom,bathroom,What is east of the hallway?
182,bedroom,bathroom,What is the hallway west of?
183,bathroom,office,What is south of the garden?
184,bedroom,The garden,What is the office west of?
185,bathroom,bathroom,What is west of the bedroom?
186,garden,garden,What is the office west of?
187,garden,garden,What is south of the bedroom?
188,kitchen,kitchen,What is south of the office?
189,hallway,,What is east of the bathroom?
190,bathroom,"THE BOSTON

The ordinary form of the Boston as described in the foregoing pages is
comm",What is the kitchen east of?
191,bathroom,bedroom,What is the office east of?
192,bedroom,kitchen,What is the office south of?
193,office,the station,What is the kitchen south of?
194,bedroom,Answer: hallway,What is east of the garden?
195,office,office,What is east of the bathroom?
196,kitchen,garden,What is north of the hallway?
197,office,garden,What is the kitchen south of?
198,garden,garden,What is south of the hallway?
199,kitchen,kitchen,What is the bathroom south of?
200,bedroom,garden,What is the hallway south of?
201,hallway,hallway,What is east of the garden?
202,office,,What is the bathroom north of?
203,kitchen,,What is west of the hallway?
204,office,,What is the bathroom east of?
205,garden,the bathroom,What is the bedroom east of?
206,garden,garden,What is the office north of?
207,garden,garden,What is the office north of?
208,garden,the bathroom,What is south of the office?
209,bathroom,garden,What is south of the kitchen?
210,office,office,What is south of the bedroom?
211,kitchen,kitchen,What is the office east of?
212,office,kitchen,What is west of the bedroom?
213,hallway,,What is the bedroom south of?
214,hallway,The hallway.,What is the kitchen south of?
215,bedroom,bathroom,What is west of the hallway?
216,bedroom,garden,What is west of the office?
217,hallway,garden,What is east of the bathroom?
218,office,office,What is the garden south of?
219,hallway,garden,What is east of the office?
220,office,The office,What is south of the bedroom?
221,kitchen,,What is west of the bedroom?
222,kitchen,bathroom,What is west of the garden?
223,bedroom,bathroom,What is the bathroom west of?
224,kitchen,garden,What is the office west of?
225,hallway,Answer: kitchen,What is the garden east of?
226,hallway,garden,What is north of the kitchen?
227,kitchen,Answer: bedroom,What is the garden north of?
228,hallway,The kitchen,What is the garden north of?
229,kitchen,,What is west of the bedroom?
230,garden,garden,What is north of the hallway?
231,garden,garden,What is the hallway west of?
232,hallway,Answer: hallway,What is the bathroom east of?
233,bedroom,Answer: bathroom,What is the kitchen south of?
234,bathroom,the garden,What is the office west of?
235,kitchen,kitchen,What is east of the bedroom?
236,office,garden,What is east of the bedroom?
237,bathroom,The bathroom,What is east of the kitchen?
238,bedroom,bedroom,What is west of the kitchen?
239,office,,What is the kitchen north of?
240,garden,,What is north of the bedroom?
241,bathroom,bathroom,What is east of the kitchen?
242,office,office,What is north of the garden?
243,bedroom,kitchen,What is the hallway south of?
244,office,,What is the kitchen west of?
245,garden,garden,What is south of the bedroom?
246,garden,,What is west of the office?
247,kitchen,,What is the garden north of?
248,office,kitchen,What is west of the kitchen?
249,bedroom,The bedroom,What is the hallway west of?
250,office,office,What is south of the bathroom?
251,kitchen,kitchen,What is west of the bedroom?
252,office,The kitchen is north of the hallway.,What is the hallway north of?
253,bedroom,Answer: garden,What is east of the hallway?
254,office,The office,What is south of the bathroom?
255,hallway,,What is the bedroom north of?
256,bathroom,garden,What is the garden east of?
257,kitchen,,What is the bathroom north of?
258,kitchen,knee boots.,What is west of the bedroom?
259,garden,office,What is the hallway east of?
260,kitchen,kitchen,What is south of the garden?
261,hallway,The bathroom,What is the bedroom east of?
262,garden,Answer: garden,What is west of the office?
263,office,,What is north of the kitchen?
264,garden,garden,What is the office north of?
265,kitchen,,What is north of the office?
266,garden,garden,What is south of the bedroom?
267,hallway,The hallway,What is the garden north of?
268,garden,bedroom,What is the bedroom east of?
269,bedroom,bedroom,What is west of the hallway?
270,bathroom,bedroom,What is east of the hallway?
271,kitchen,,What is the bedroom south of?
272,hallway,hallway,What is east of the garden?
273,kitchen,Answer: kitchen,What is the hallway south of?
274,office,kitchen,What is the bathroom east of?
275,bedroom,,What is the garden south of?
276,bathroom,The garden,What is the kitchen west of?
277,bathroom,,What is east of the garden?
278,bedroom,hallway,What is south of the bathroom?
279,office,bedroom,What is the bedroom west of?
280,hallway,Answer: kitchen,What is north of the garden?
281,hallway,Answer: hallway,What is west of the office?
282,hallway,bathroom,What is east of the bathroom?
283,kitchen,hallway,What is west of the bedroom?
284,garden,office,What is north of the office?
285,garden,bathroom,What is the hallway south of?
286,hallway,garden,What is the garden east of?
287,bathroom,garden,What is east of the bedroom?
288,garden,office,What is east of the office?
289,office,garden,What is the garden west of?
290,garden,garden,What is east of the bathroom?
291,garden,Answer: garden,What is the bedroom west of?
292,garden,garden,What is west of the kitchen?
293,office,office,What is west of the bathroom?
294,bathroom,Answer: bathroom,What is south of the bedroom?
295,bathroom,bedroom,What is south of the bedroom?
296,bathroom,,What is the kitchen south of?
297,office,office,What is east of the kitchen?
298,hallway,garden,What is north of the kitchen?
299,kitchen,kitchen,What is the bathroom east of?
300,hallway,The hallway,What is west of the bathroom?
301,office,The bathroom,What is south of the hallway?
302,bathroom,kitchen,What is the hallway west of?
303,bedroom,,What is east of the bathroom?
304,garden,garden,What is the office south of?
305,bedroom,the bedroom,What is east of the office?
306,bedroom,bedroom,What is north of the hallway?
307,garden,garden,What is the office east of?
308,kitchen,The kitchen is east of the hallway.,What is the hallway west of?
309,garden,garden,What is west of the bathroom?
310,garden,Answer: garden,What is the kitchen west of?
311,bedroom,"A: The office is west of the garden.

The answer is:

 The first letter of",What is the office west of?
312,bathroom,Answer: bathroom,What is east of the garden?
313,bathroom,garden,What is east of the kitchen?
314,kitchen,Answer: kitchen,What is the garden north of?
315,kitchen,kitchen,What is west of the hallway?
316,office,office,What is east of the garden?
317,office,garden,What is the hallway west of?
318,bedroom,The bedroom,What is east of the garden?
319,hallway,bathroom,What is the garden east of?
320,bedroom,office,What is the office west of?
321,hallway,kitchen,What is the bathroom west of?
322,bathroom,the bathroom,What is the bedroom north of?
323,garden,,What is the bedroom east of?
324,bathroom,kitchen,What is the garden west of?
325,hallway,hallway,What is south of the garden?
326,hallway,office,What is south of the office?
327,kitchen,bedroom,What is the garden east of?
328,bathroom,garden,What is the garden west of?
329,office,kitchen,What is the bathroom west of?
330,hallway,garden,What is west of the garden?
331,bathroom,The bathroom,What is south of the hallway?
332,hallway,hallway,What is the bedroom east of?
333,kitchen,Answer: kitchen,What is the bedroom south of?
334,kitchen,garden,What is the garden south of?
335,bathroom,The garden,What is west of the office?
336,garden,Answer: garden,What is south of the bathroom?
337,bathroom,garden,What is west of the garden?
338,bathroom,The bathroom.,What is north of the office?
339,garden,garden,What is east of the office?
340,bathroom,bathroom,What is west of the kitchen?
341,office,Answer: office,What is the garden south of?
342,hallway,The hallway.,What is west of the bedroom?
343,bedroom,bedroom,What is south of the hallway?
344,garden,kitchen,What is the hallway east of?
345,hallway,hallway,What is north of the kitchen?
346,garden,garden,What is west of the office?
347,bathroom,kitchen,What is the office west of?
348,bathroom,bedroom,What is the garden north of?
349,garden,garden,What is the office south of?
350,garden,Answer: kitchen,What is the hallway north of?
351,hallway,The hallway,What is the kitchen west of?
352,bathroom,"Answer: garden

Question: What is south of the garden?

Answer: hallway

Question:",What is north of the hallway?
353,bedroom,garden,What is the kitchen north of?
354,bathroom,garden,What is the kitchen south of?
355,bedroom,bedroom,What is north of the office?
356,hallway,bathroom,What is east of the bathroom?
357,kitchen,kitchen,What is south of the hallway?
358,hallway,The hallway,What is west of the office?
359,bedroom,kitchen,What is the office north of?
360,kitchen,,What is north of the garden?
361,hallway,kitchen,What is the garden east of?
362,bathroom,bathroom,What is the kitchen west of?
363,garden,garden,What is the hallway east of?
364,bedroom,,What is south of the office?
365,bathroom,,What is the office west of?
366,hallway,Answer: hallway,What is east of the bedroom?
367,garden,"A: The answer is:

The garden

Because:

The garden is west of",What is west of the bedroom?
368,kitchen,,What is the bathroom west of?
369,bathroom,,What is north of the bedroom?
370,bathroom,,What is the garden south of?
