Unnamed: 0,target,output,question
0,hallway,Answer: The most recent location of John is hallway.,Where is John? 
1,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
2,kitchen,The most recent location of Sandra is kitchen.,Where is Sandra? 
3,hallway,The most recent location of Sandra is kitchen.,Where is Sandra? 
4,kitchen,The most recent location of Sandra is kitchen.,Where is Sandra? 
5,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
6,garden,The most recent location of Sandra is the garden.,Where is Sandra? 
7,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
8,office,The most recent location of Sandra is hallway.,Where is Sandra? 
9,office,,Where is Daniel? 
10,kitchen,The most recent location of Mary is kitchen.,Where is Mary? 
11,garden,The most recent location of Mary is garden.,Where is Mary? 
12,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
13,bedroom,"[_She goes to the window._

THE DEAN. [_To DARBEY._]",Where is Mary? 
14,bedroom,The most recent location of Mary is the kitchen.,Where is Mary? 
15,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
16,garden,"Answer: The most recent location of John is kitchen.

[1] The name _Chouayen",Where is John? 
17,kitchen,The most recent location of John is the kitchen.,Where is John? 
18,office,The most recent location of Daniel is office.,Where is Daniel? 
19,kitchen,The most recent location of John is kitchen.,Where is John? 
20,hallway,The most recent location of Mary is hallway.,Where is Mary? 
21,office,Answer: The most recent location of John is office.,Where is John? 
22,office,Answer: The most recent location of John is office.,Where is John? 
23,hallway,"Answer: The most recent location of Sandra is hallway.


A: I think the answer is:",Where is Sandra? 
24,bedroom,"A: 

Example:
Alan moved to the garage. Charlie went to the beach. Alan",Where is Daniel? 
25,bedroom,"Answer: In the kitchen.



Answers.",Where is Sandra? 
26,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
27,kitchen,The most recent location of Daniel is kitchen.,Where is Daniel? 
28,kitchen,The most recent location of Daniel is kitchen.,Where is Daniel? 
29,kitchen,The most recent location of Daniel is the kitchen.,Where is Daniel? 
30,hallway,,Where is Sandra? 
31,office,The most recent location of John is office.,Where is John? 
32,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
33,kitchen,The most recent location of Sandra is kitchen.,Where is Sandra? 
34,bathroom,,Where is Sandra? 
35,office,The most recent location of Mary is office.,Where is Mary? 
36,bathroom,"Fact 1: Mary went to the bathroom.
Fact 2: Mary went to the office.
Fact",Where is Mary? 
37,garden,A:,Where is Mary? 
38,kitchen,The most recent location of Sandra is hallway.,Where is Sandra? 
39,bedroom,,Where is Daniel? 
40,bathroom,Sandra travelled to the bathroom.,Where is Sandra? 
41,garden,"A: Daniel is in the garden.


A: Daniel is in the garden.",Where is Daniel? 
42,bathroom,Answer: The most recent location of Sandra is office.,Where is Sandra? 
43,hallway,The most recent location of Daniel is garden.,Where is Daniel? 
44,garden,The most recent location of Daniel is garden.,Where is Daniel? 
45,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
46,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
47,bathroom,The most recent location of Sandra is the bathroom.,Where is Sandra? 
48,office,The most recent location of John is office.,Where is John? 
49,bedroom,The most recent location of John is the office.,Where is John? 
50,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
51,office,Answer: The most recent location of John is office.,Where is John? 
52,garden,John journeyed to the hallway.,Where is John? 
