Unnamed: 0,target,output,question
0,football,Answer: football,What did Fred give to Jeff? 
1,Fred,Answer: Mees,Who gave the football to Jeff? 
2,football,Answer: football,What did Fred give to Jeff? 
3,Jeff,Fred,Who did Fred give the football to? 
4,Fred,Fred,Who did Jeff give the football to? 
5,Jeff,Fred,Who gave the apple? 
6,Bill,Jeff,Who received the apple? 
7,apple,"A: 
 The answer is ""apple"".



*

*The first paragraph",What did Bill give to Fred? 
8,apple,apple,What did Bill give to Fred? 
9,Fred,"Answer: Fred.


A: 

*

*The answer is",Who received the apple? 
10,Mary,Answer: Fred.,Who received the milk? 
11,milk,"A: 

Mary gave the milk to Bill.",What did Mary give to Bill? 
12,Bill,"Answer: Mary

------------------------------------------------------",Who received the milk? 
13,Bill,Answer: Bill,Who did Mary give the milk to? 
14,milk,Bill,What did Mary give to Bill? 
15,Jeff,Answer: Fred,Who received the football? 
16,Fred,Answer: Fred,Who gave the football to Jeff? 
17,football,,What did Fred give to Jeff? 
18,Jeff,"A: Jeff

Because:

The first sentence of the story is ""Fred passed the football",Who received the football? 
19,Mary,Answer: Mary,Who gave the milk? 
20,milk,Answer: milk,What did Jeff give to Mary? 
21,Mary,A:,Who gave the milk to Jeff? 
22,Mary,"Answer: Mary

Question: Who grabbed the football?
Answer: Fred

Question: Who got the football",Who gave the milk to Jeff? 
23,Bill,Answer: Bill.,Who gave the apple to Jeff? 
24,Jeff,Answer: Bill,Who gave the apple? 
25,apple,Answer: apple,What did Jeff give to Fred? 
26,Fred,Answer: Fred,Who received the apple? 
27,Jeff,Fred,Who received the apple? 
28,Jeff,Fred,Who gave the apple? 
29,Fred,Bill,Who did Jeff give the apple to? 
30,Mary,"A: Bill.

The answer is in the first sentence of the story:

Bolting",Who gave the milk? 
31,Bill,Answer: Mary,Who gave the milk? 
32,Bill,Answer: Bill,Who gave the milk to Mary? 
33,milk,,What did Bill give to Mary? 
34,apple,Answer: apple,What did Mary give to Fred? 
35,Jeff,Answer: Jeff,Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff






THE CHRONICLES OF CANADA

THIR",Who did Fred give the milk to? 
37,milk,football,What did Jeff give to Mary? 
38,milk,"A: Jeff gave the milk to Mary.

The answer is hidden in the text, in the form",What did Jeff give to Mary? 
39,Fred,Answer: Mary,Who gave the apple? 
40,Mary,Answer: Fred,Who gave the milk? 
41,milk,Answer: milk,What did Mary give to Fred? 
42,Jeff,Answer: Fred,Who gave the milk? 
43,Fred,Fred,Who received the milk? 
44,Mary,Answer: Fred.,Who gave the milk? 
45,Bill,A: Bill,Who did Mary give the milk to? 
46,milk,"Answer: milk




CHAPTER VI

""A DEJEUNER AT L",What did Mary give to Bill? 
47,Mary,Mary,Who gave the milk? 
48,Mary,"Answer: Mary





End of the Project Gutenberg EBook of Birds and all Nature,",Who did Bill give the milk to? 
49,Bill,,Who gave the milk to Mary? 
50,Mary,Answer: Mary,Who gave the apple to Fred? 
51,Fred,Answer: Fred,Who gave the apple to Mary? 
52,apple,apple,What did Fred give to Mary? 
53,apple,apple,What did Mary give to Jeff? 
