Unnamed: 0,target,output,question
0,bedroom,"Answer: The bedroom.


A: The answer is:

The bedroom is west of the bathroom",What is the bathroom east of?
1,bedroom,"A: The answer is:

 The bathroom.

The reason is:

 The hallway is",What is west of the kitchen?
2,bathroom,"Answer: Bathroom

Question: What is north of the bathroom?

Answer: Hallway",What is north of the garden?
3,bedroom,Answer: The bathroom.,What is south of the kitchen?
4,bedroom,Answer: The bedroom.,What is east of the kitchen?
5,garden,"A. The garden.
B. The hallway.
C. The parlour.
D. The",What is the bathroom west of?
6,kitchen,,What is east of the bedroom?
7,bathroom,"Answer: The bedroom.

Question: What is the bathroom north of?

Answer: The garden.",What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What is south of the kitchen?

Answer: The garden.",What is south of the office?
9,office,"A: The hallway is east of the garden.

The last exercise of this power has made its future",What is east of the hallway?
10,garden,"Answer: The garden.

Question: What is south of the office?

Answer: The hallway.",What is north of the office?
11,garden,"Answer: The garden.

Question: What is north of the kitchen?

Answer: The office.",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.


A: The answer is

 The bathroom is east of the kitchen.",What is east of the kitchen?
13,garden,"Answer: The garden.

Question: What is east of the garden?

Answer: The bathroom.",What is west of the kitchen?
14,garden,"Answer: The garden.

Question: What is north of the garden?

Answer: The office.",What is north of the bedroom?
15,garden,"[13] and a few other articles. The garden is east of the hallway. The
trade in pepper",What is east of the hallway?
16,hallway,"Answer: The hallway.

Question: What is west of the bathroom?

Answer: The hallway.",What is east of the office?
17,office,"the war is over.

The Shire Horse Society has been in existence for 50 years, and",What is south of the bathroom?
18,garden,"The kitchen

The garden

The kitchen and the garden

None of the above",What is the bedroom north of?
19,garden,"Answer: The bedroom.


A: The answer is:

 The kitchen is west of the bedroom",What is the kitchen west of?
20,garden,"Answer: The hallway.

Question: What is the office west of?

Answer: The garden.",What is the office east of?
21,garden,Answer: The kitchen.,What is the bathroom south of?
22,bathroom,Answer: Bathroom,What is north of the bedroom?
23,bathroom,"Options:A the bathroom.B the kitchen.C the living room.D the office.

Answer:",What is the bedroom south of?
24,hallway,"Answer: The office.

Question: What is the office east of?

Answer: The hallway.",What is the bedroom west of?
25,office,"Answer: The office.

Question: What is west of the office?

Answer: The kitchen.",What is east of the bathroom?
26,office,"Answer: The hallway.

Question: What is north of the hallway?

Answer: The kitchen.",What is north of the bedroom?
27,hallway,"Answer: The West Woods.

Question: What is east of the bathroom?

Answer: The East",What is west of the bathroom?
28,garden,Answer: The garden.,What is the bathroom north of?
29,garden,Answer: The garden.,What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: What is east of the bedroom?

Answer: The office.",What is east of the kitchen?
31,kitchen,Answer: The kitchen.,What is the bathroom east of?
32,bathroom,"Options:

A. The bathroom.

B. The bedroom.

C. The kitchen.",What is north of the garden?
33,kitchen,"A. The kitchen

B. The hallway

C. The office

D. The living room",What is the bedroom west of?
34,bedroom,Answer: The hallway.,What is the kitchen south of?
35,garden,Answer: The bedroom,What is the bathroom east of?
36,office,Answer: The bathroom.,What is south of the hallway?
37,bedroom,"A: The bedroom is north of the bathroom.

The bedroom is north of the bathroom. The slab",What is north of the bathroom?
38,bedroom,Answer: The office.,What is the bathroom east of?
39,office,"Answer: The office.

Question: What is south of the kitchen?

Answer: The bedroom.",What is north of the bedroom?
40,bathroom,"Answer: The bathroom.

Question: What is south of the bathroom?

Answer: The hallway.",What is south of the kitchen?
41,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?

Answer: The bathroom.",What is west of the office?
42,kitchen,"Options:

A. The kitchen

B. The bedroom

C. The kitchen and the bedroom",What is the garden south of?
43,garden,"The garden.

The bathroom.

The kitchen.

The bedroom.

The garden is",What is south of the bedroom?
44,garden,"A: The office is south of the garden.

The first thing you notice is that

the",What is the office south of?
