,target,output,question
0,kitchen,,Where was the football before the garden? 
1,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?

Answer: In",Where was the apple before the kitchen? 
2,kitchen,"Answer: Before the garden the apple was in the kitchen.

Question: Where was the milk before the bathroom",Where was the apple before the garden? 
3,garden,"BOOK 5


                The Lord is my shepherd; I shall not want.",Where was the apple before the bedroom? 
4,kitchen,,Where was the football before the bathroom? 
5,office,,Where was the football before the hallway? 
6,garden,"CHAPTER XII. ––––––
                            THE HOUSE IN THE",Where was the apple before the bathroom? 
7,office,,Where was the milk before the bathroom? 
8,hallway,,Where was the apple before the bathroom? 
9,kitchen,"Answer: In the kitchen.




THE MOROCCAN SLAVERY MISSION",Where was the milk before the garden? 
10,kitchen,,Where was the milk before the bedroom? 
11,garden,"Answer: In the garden.





End of the Project Gutenberg EBook of The",Where was the football before the hallway? 
12,hallway,"Answer: In the kitchen.

Question: Where is the milk now?

Answer: In the kitchen",Where was the milk before the kitchen? 
13,bedroom,,Where was the apple before the bathroom? 
14,bedroom,"Answer: In the kitchen.

Question: Where was the football before the bedroom?

Answer: In",Where was the apple before the bathroom? 
15,kitchen,"Answer: Before the office the milk was in the kitchen.

Question: Where was the milk before the kitchen",Where was the milk before the office? 
16,bedroom,Answer: The milk was in the kitchen before the kitchen.,Where was the milk before the kitchen? 
17,bathroom,"Answer: Before the kitchen the football was in the bathroom.

Question: Where was the football before the bathroom",Where was the football before the kitchen? 
18,garden,,Where was the milk before the office? 
19,bathroom,Answer: Before the bedroom the football was in the kitchen.,Where was the football before the bedroom? 
20,kitchen,"Answer: In the kitchen.




CHAPTER XI

THE SIEGE OF L",Where was the milk before the office? 
21,kitchen,Answer: In the hallway.,Where was the apple before the garden? 
22,bedroom,,Where was the milk before the office? 
23,hallway,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?

Answer: In",Where was the apple before the bedroom? 
24,bedroom,"Answer: Before the kitchen the apple was in the bedroom.

Question: Where was the apple before the bedroom",Where was the apple before the kitchen? 
25,bathroom,"Answer: In the kitchen.

Question: Where was the apple after the hallway?

Answer: In",Where was the apple before the hallway? 
26,bathroom,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?

Answer: In",Where was the milk before the office? 
27,office,Answer: In the kitchen.,Where was the football before the bedroom? 
28,bedroom,,Where was the football before the hallway? 
29,kitchen,,Where was the apple before the bedroom? 
30,hallway,"Answer: In the hallway.

Question: Where was the football before the hallway?

Answer: In",Where was the football before the bathroom? 
31,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the office?

Answer: In",Where was the milk before the garden? 
32,office,,Where was the milk before the garden? 
33,bedroom,Answer: Before the garden the milk was in the hallway.,Where was the milk before the garden? 
34,hallway,"Answer: In the hallway.

Question: Where was the football after the bedroom?

Answer: In",Where was the football before the bedroom? 
35,hallway,"Answer: The apple was before the bathroom.

Question: Where was the football before the hallway?",Where was the apple before the bathroom? 
36,office,Answer: In the kitchen.,Where was the milk before the bathroom? 
37,garden,"Answer: The football was in the garden.

Question: Where was the football before the bedroom?",Where was the football before the bedroom? 
38,office,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?

Answer: In",Where was the milk before the kitchen? 
