Unnamed: 0,target,output,question
0,hallway,"Answer: He is in the hallway.

Question: What is Patience doing?

Answer: She",Where is John? 
1,bathroom,"""I've brought you a new book,"" Pauline said, ""and a new magazine."" """,Where is Mary? 
2,kitchen,"Answer: In the kitchen.

Question: Where is John?

Answer: In the hallway.",Where is Sandra? 
3,hallway,"The shout of war rose to the skies.

    The sun, in crimson, from the east",Where is Sandra? 
4,kitchen,"Answer: The bathroom.

Question: Where is John?

Answer: The hallway.

Question",Where is Sandra? 
5,hallway,Answer: In the hallway.,Where is Sandra? 
6,garden,,Where is Sandra? 
7,hallway,/Chap. LXXXIX./--_Of the Motions of a Man._,Where is Daniel? 
8,office,/Chap. CXVI./--_Of the different Motions of the Members.,Where is Sandra? 
9,office,"Answer: The hallway.

are two movements in the first measure, and three in the second and
third",Where is Daniel? 
10,kitchen,"Answer: In the kitchen.

Question: What is she doing?

Answer: She is cooking.",Where is Mary? 
11,garden,"Answer: In the kitchen.

Question: Where is Mary?

Answer: In the kitchen.",Where is Mary? 
12,office,"Answer: In the hallway.

Question: Where is Mary?

Answer: In the garden.",Where is Daniel? 
13,bedroom,"[_She goes to the window._

THE DEAN. [_To DARBEY._]",Where is Mary? 
14,bedroom,"Answer: She is in the kitchen.

Question: Where is John?

Answer: He is in",Where is Mary? 
15,kitchen,Answer: In the kitchen.,Where is John? 
16,garden,"Gugy: In the kitchen.

Papineau: I have no intention of stirring up civil",Where is John? 
17,kitchen,Answer: In the garden.,Where is John? 
18,office,"Answer: He is in the hallway.




THE MODE OF USING ROCKETS IN",Where is Daniel? 
19,kitchen,"John: I'm in the garden.

Question: Where is Sandra?

Sandra: I",Where is John? 
20,hallway,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the hallway.",Where is Mary? 
21,office,"Answer: The office.

Question: Where is Sandra?

Answer: The office.

Question",Where is John? 
22,office,"Answer: In the bathroom.

Question: Where is Sandra?

Answer: In the office.",Where is John? 
23,hallway,"Answer: In the garden.

Question: Where is Daniel?

Answer: In the bedroom.",Where is Sandra? 
24,bedroom,"Answer: He is in the garden.

Question: Where is John?

Answer: He is in",Where is Daniel? 
25,bedroom,"Answer: In the kitchen.

to take up the cudgels, and make a noise, and",Where is Sandra? 
26,bedroom,"Answer: In the bedroom.

Question: What is she doing?

Answer: She is not doing",Where is Mary? 
27,kitchen,"Answer: Daniel is in the kitchen.

Question: What is Daniel doing?

Answer: Daniel is",Where is Daniel? 
28,kitchen,,Where is Daniel? 
29,kitchen,"Answer: In the garden.

Question: Where is Mary?

Answer: In the kitchen.",Where is Daniel? 
30,hallway,"Answer: In the house of M. Joshua.

Question: What is the name of the Malay?",Where is Sandra? 
