,target,output,question
0,kitchen,,Where was the football before the garden? 
1,bathroom,"Answer: In the garden.

Question: Where was the milk before the bedroom?

Answer: In",Where was the apple before the kitchen? 
2,kitchen,"Answer: The apple was in the garden.

Question: Where was the milk before the bathroom?",Where was the apple before the garden? 
3,garden,"BOOK 5


                The Lord is my shepherd; I shall not want.",Where was the apple before the bedroom? 
4,kitchen,,Where was the football before the bathroom? 
5,office,,Where was the football before the hallway? 
6,garden,"CHAPTER XII. ––––––
                            THE HOUSE IN THE",Where was the apple before the bathroom? 
7,office,,Where was the milk before the bathroom? 
8,hallway,,Where was the apple before the bathroom? 
9,kitchen,"Answer: In the kitchen.




THE MOROCCAN SLAVE-TRADE.",Where was the milk before the garden? 
10,kitchen,,Where was the milk before the bedroom? 
11,garden,,Where was the football before the hallway? 
12,hallway,"Answer: In the refrigerator.

Question: Where is the milk now?

Answer: In the refrigerator",Where was the milk before the kitchen? 
13,bedroom,"OLD MORTALITY

By Walter Scott


[Illustration:",Where was the apple before the bathroom? 
14,bedroom,"Answer: In the kitchen.

Question: Where was the football before the hallway?

Answer: In",Where was the apple before the bathroom? 
15,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the office?

Answer: In",Where was the milk before the office? 
16,bedroom,Answer: In the refrigerator.,Where was the milk before the kitchen? 
17,bathroom,"Answer: In the pantry.

Question: What is the difference between a football and a baseball?",Where was the football before the kitchen? 
18,garden,,Where was the milk before the office? 
19,bathroom,Answer: The football was in the hallway.,Where was the football before the bedroom? 
20,kitchen,"Answer: In the kitchen.




CHAPTER XI

THE SIEGE OF L",Where was the milk before the office? 
21,kitchen,Answer: The apple was in the kitchen.,Where was the apple before the garden? 
22,bedroom,,Where was the milk before the office? 
23,hallway,,Where was the apple before the bedroom? 
24,bedroom,"Answer: In the hallway.

Question: Where was the apple after the hallway?

Answer: In",Where was the apple before the kitchen? 
25,bathroom,"Answer: In the kitchen.

Question: Where was the apple after the hallway?

Answer: In",Where was the apple before the hallway? 
26,bathroom,"Answer: In the kitchen.

Question: Where is the milk now?

Answer: In the office",Where was the milk before the office? 
27,office,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?

Answer: In",Where was the football before the bedroom? 
28,bedroom,,Where was the football before the hallway? 
29,kitchen,,Where was the apple before the bedroom? 
30,hallway,"[Illustration]




CHAPTER XI. “I’ll be waiting",Where was the football before the bathroom? 
31,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the office?

Answer: In",Where was the milk before the garden? 
32,office,,Where was the milk before the garden? 
33,bedroom,Answer: In the kitchen.,Where was the milk before the garden? 
34,hallway,"Answer: In the hallway.

Question: Where was the football after the bedroom?

Answer: In",Where was the football before the bedroom? 
35,hallway,"Answer: In the hallway.

Question: Where was the football before the office?

Answer: In",Where was the apple before the bathroom? 
36,office,Answer: In the kitchen.,Where was the milk before the bathroom? 
37,garden,"Answer: The football was in the hallway.

Question: Where was the football before the bedroom?",Where was the football before the bedroom? 
38,office,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?

Answer: In",Where was the milk before the kitchen? 
39,garden,"Answer: In the kitchen.

Question: Where was the football before the office?

Answer: In",Where was the milk before the bedroom? 
40,hallway,"Answer: The football was in the hallway.

Question: Where was the milk before the office?",Where was the football before the bathroom? 
41,kitchen,"Answer: In the kitchen.

Question: Where is the apple now?

Answer: In the bedroom",Where was the apple before the bedroom? 
42,garden,"Answer: In the kitchen.

Question: Where is the apple now?

Answer: In the office",Where was the apple before the office? 
43,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the garden?

Answer: In",Where was the apple before the garden? 
44,kitchen,,Where was the apple before the bedroom? 
45,garden,"Answer: In the kitchen.

Question: Where was the milk before the bathroom?

Answer: In",Where was the apple before the bathroom? 
46,office,"Answer: In the kitchen.




                                THE END. -------------------",Where was the football before the bedroom? 
47,office,"Answer: In the kitchen.

Question: Where is the football now?

Answer: In the garden",Where was the football before the garden? 
48,bathroom,Answer: In the hallway.,Where was the apple before the kitchen? 
49,bathroom,"Answer: In the office.











End of the Project G",Where was the football before the office? 
50,bedroom,"Answer: The football was in the kitchen.




CHAPTER XI. “The Lord is",Where was the football before the kitchen? 
51,bedroom,,Where was the football before the kitchen? 
52,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
53,bathroom,"Answer: In the
pitcher. Question: Where was the milk after the hallway? Answer: In the
pitcher",Where was the milk before the hallway? 
54,garden,"Answer: In the
parson's garden. Question: Where was the apple after the office? Answer: In the",Where was the apple before the office? 
55,garden,,Where was the football before the kitchen? 
56,office,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the cow. Question: Where,Where was the milk before the hallway? 
57,bathroom,,Where was the milk before the office? 
58,bedroom,"Answer: In the office.

Question: Where was the football after the office? Answer: In the office.",Where was the football before the office? 
59,garden,"Answer: In the office.

Question: Where was the football before the office?

Answer: In",Where was the milk before the office? 
60,garden,,Where was the milk before the office? 
61,garden,"Answer: In the kitchen.

Question: Where was the milk after the hallway?

Answer: In",Where was the milk before the hallway? 
62,hallway,"Answer: In the hallway.

Question: Where was the football before the hallway?

Answer: In",Where was the football before the kitchen? 
63,bathroom,"Answer: In the kitchen.

Question: Where was the football before the bedroom?

Answer: In",Where was the apple before the hallway? 
64,bathroom,"Answer: In the cow.

Question: Where was the cow before the kitchen?

Answer: In",Where was the milk before the kitchen? 
65,bathroom,,Where was the milk before the kitchen? 
66,office,"Answer: In the kitchen.

Question: Where was the football before the office?

Answer: In",Where was the milk before the garden? 
67,hallway,,Where was the milk before the bedroom? 
68,kitchen,,Where was the milk before the bedroom? 
69,kitchen,"Answer: In the cow.

Question: Where was the cow before the office?

Answer: In",Where was the milk before the office? 
70,garden,"Answer: The milk was in the kitchen.

Question: Where was the football before the bedroom?",Where was the milk before the bathroom? 
71,bedroom,"Answer: In the kitchen.

Question: Where is the milk now?

Answer: In the kitchen",Where was the milk before the kitchen? 
72,hallway,,Where was the apple before the office? 
73,office,,Where was the milk before the kitchen? 
74,bedroom,,Where was the milk before the garden? 
75,bedroom,"Answer: In the kitchen.

Question: Where was the football before the office?

Answer: In",Where was the apple before the bathroom? 
76,bathroom,Answer: In the bathroom.,Where was the apple before the hallway? 
77,bedroom,,Where was the milk before the kitchen? 
78,bathroom,,Where was the apple before the hallway? 
79,kitchen,"""I answered, 'In the orchard.'

""She, 'How came it into the or",Where was the apple before the bathroom? 
80,garden,,Where was the apple before the bedroom? 
81,office,"Answer: In the
garden. Question: Where was the garden before the apple? Answer: In the
garden",Where was the apple before the garden? 
82,kitchen,"Answer: In the kitchen.

Question: Where was the milk before the office?

Answer: In",Where was the apple before the garden? 
83,hallway,,Where was the apple before the bedroom? 
84,garden,"Answer: In the kitchen.

Question: Where was the milk after the hallway?

Answer: In",Where was the milk before the hallway? 
85,kitchen,"Answer: In the kitchen.

Question: Where was the football before the bedroom?

Answer: In",Where was the milk before the bedroom? 
86,bedroom,,Where was the milk before the hallway? 
87,garden,CHAPTER XIII.--THE LAWTONS’ CHRISTMAS. The Law,Where was the football before the bathroom? 
88,garden,"Answer: In the kitchen.

Question: Where was the football before the kitchen?

Answer: In",Where was the football before the hallway? 
89,bathroom,CHAPTER XXVII.--A BITTER-TONGUED WOMAN,Where was the football before the garden? 
90,office,"Answer: In the bedroom.

Question: Where is the football now?

Answer: In the office",Where was the apple before the bathroom? 
91,kitchen,,Where was the apple before the office? 
92,bathroom,,Where was the football before the office? 
93,garden,"Answer: In the bedroom.

Question: Where was the football before the office?

Answer: In",Where was the milk before the kitchen? 
94,office,,Where was the football before the hallway? 
95,bathroom,"Answer: In the kitchen.

Question: Where was the football before the office?

Answer: In",Where was the apple before the kitchen? 
96,office,"Answer: In the garden.

Question: Where was the milk before the kitchen?

Answer: In",Where was the apple before the kitchen? 
97,bedroom,"Answer: In the kitchen.

Question: Where was the football before the office?

Answer: In",Where was the apple before the bathroom? 
98,garden,"Answer: Sandra dropped the football in the hallway.

Question: Where was the football before the hallway?",Where was the football before the hallway? 
99,bathroom,"Answer: In the kitchen.

Question: Where was the football before the bathroom?

Answer: In",Where was the football before the garden? 
