Unnamed: 0,target,output,question
0,hallway,"Answer: The most recent location of John is hallway.

Question: Where is Bruin?

Answer",Where is John? 
1,bathroom,,Where is Mary? 
2,kitchen,"Answer: The kitchen.

“I’m ruined,” said the General, with a sigh. “",Where is Sandra? 
3,hallway,"Answer: The bathroom.




CHAPTER XIX.--THE GENERAL’S",Where is Sandra? 
4,kitchen,"Answer: In the kitchen.

Question: What is she doing?

Answer: She is cooking.",Where is Sandra? 
5,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
6,garden,Answer: The garden.,Where is Sandra? 
7,hallway,,Where is Daniel? 
8,office,"Answer: The hallway.

Question: Where is Daniel?

Answer: The garden.

Question",Where is Sandra? 
9,office,Answer: The hallway.,Where is Daniel? 
10,kitchen,Answer: In the kitchen.,Where is Mary? 
11,garden,Answer: The most recent location of Mary is the kitchen.,Where is Mary? 
12,office,"Answer: He is in the garden.

Question: Where is Mary?

Answer: She is in",Where is Daniel? 
13,bedroom,"Answer: In the kitchen.

Question: Where is John?

Answer: In the garden.",Where is Mary? 
14,bedroom,"Answer: The answer is in the question.

been seen seated on a log, gazing with a dream",Where is Mary? 
15,kitchen,Answer: In the kitchen.,Where is John? 
16,garden,"Answer: The garden.

Question: Where is Sandra?

Answer: The garden.

Question",Where is John? 
17,kitchen,"Answer: The answer is in the text.

Question: Where is Sandra?

Answer: The answer",Where is John? 
18,office,"Answer: The office.

Question: Where is John?

Answer: The kitchen.

Question",Where is Daniel? 
19,kitchen,"Answer: The most recent location of John is hallway.

Question: Where is Sandra?

Answer:",Where is John? 
20,hallway,"Answer: In the kitchen.

Question: What is the name of the man who is the hero of the",Where is Mary? 
21,office,"Answer: He is in the office.

Question: Where is Fred?

Answer: He is in",Where is John? 
22,office,"Answer: In the bathroom.

Question: Where is Mary?

Answer: In the hallway.",Where is John? 
23,hallway,"Answer: In the garden.

--and the dancers are whirling in and out of the garden, and",Where is Sandra? 
24,bedroom,"Answer: He is in the garden.

Question: Where is Sandra?

Answer: She is in",Where is Daniel? 
25,bedroom,"Answer: She is in the bedroom.




CHAPTER VII

""THE BAL BULL",Where is Sandra? 
26,bedroom,"Answer: She is in the bedroom.

Question: What is she doing?

Answer: She is",Where is Mary? 
27,kitchen,Answer: The kitchen.,Where is Daniel? 
28,kitchen,"Answer: The most recent location of Daniel is kitchen.

Question: Where is Sandra?

Answer:",Where is Daniel? 
29,kitchen,,Where is Daniel? 
30,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
31,office,"Answer: In the office.

Question: Where is Jimmie?

Answer: In the office.",Where is John? 
32,kitchen,"Answer: Sandra moved to the kitchen.

Question: Where is John?

Answer: John moved to",Where is Sandra? 
33,kitchen,"Answer: The kitchen.

Question: What is the name of the book that Eleanor is writing?",Where is Sandra? 
34,bathroom,Answer: In the garden.,Where is Sandra? 
35,office,Answer: In the office.,Where is Mary? 
36,bathroom,"Answer: In the bathroom.

Question: Where is Mary? Answer: In the bathroom.

Question: Where",Where is Mary? 
37,garden,"Answer: The most recent location of Mary is the garden.

Question: Where is Sandra?

Answer",Where is Mary? 
38,kitchen,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
39,bedroom,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
40,bathroom,"Answer: In the bathroom.


A: Sandra is:


*

*In the",Where is Sandra? 
41,garden,Answer: In the garden.,Where is Daniel? 
42,bathroom,"Answer: The most recent location of Sandra is bathroom.




CHAPTER XXVII.",Where is Sandra? 
43,hallway,"Answer: In the garden.




THE BIRD THAT SAVED THE BIRD",Where is Daniel? 
44,garden,Answer: The garden.,Where is Daniel? 
45,kitchen,"Answer: She is in the kitchen.

Question: What is she doing?

Answer: She is",Where is Mary? 
46,hallway,,Where is Daniel? 
47,bathroom,"Answer: The bathroom.

Question: Where is the bathroom?

Answer: The garden.",Where is Sandra? 
48,office,""" ""He's in the office,"" said Croyden. ""I'll go and see."" """,Where is John? 
49,bedroom,"Answer: The most recent location of John is bedroom.

Question: Where is Sandra?

Answer:",Where is John? 
50,bedroom,"Answer: In the bedroom.

Question: Where is John?

Answer: In the bedroom.",Where is John? 
51,office,"Answer: The minister's getting on, and the other one's
considerable older, I understand.",Where is John? 
52,garden,"Answer: In the garden.

Question: Where is Paul?

Answer: In the study.",Where is John? 
53,garden,"Answer: In the office.

Question: Where is Mary?

Answer: In the garden.",Where is John? 
54,kitchen,"Answer: The most recent location of Daniel is office.

Question: Where is Mary?

Answer:",Where is Daniel? 
55,bedroom,"Answer: She is in the house.

Question: Where is the house?

Answer: It is",Where is Mary? 
56,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
57,hallway,"Answer: In the bedroom.

Question: Where is Sandra?

Answer: In the hallway.",Where is Mary? 
