,target,output,question
0,Jeff,Answer: Jeff.,Who did Fred give the football to? 
1,Bill,"CHAPTER XVI

THE LITTLE GIRL


""Dear Uncle",Who did Mary give the milk to? 
2,Jeff,"Answer: Jeff

Question: Who did Mary go back to?

Answer: The hallway

Question",Who did Fred give the milk to? 
3,milk,,What did Mary give to Fred? 
4,Fred,"Answer: Mary.

Question: Who passed the milk to Fred?

Answer: Mary.",Who received the milk? 
5,apple,,What did Mary give to Jeff? 
6,apple,,What did Mary give to Jeff? 
7,apple,,What did Fred give to Bill? 
8,Jeff,"Answer: Jeff.




THE LAST BATTLES

    The last great battle",Who gave the milk to Fred? 
9,Fred,"Answer: The apple was given to Mary by the man who gave the apple to
Mary.

Question:",Who gave the apple to Mary? 
10,Jeff,"Answer: Mary

Question: Who gave the football to Mary?

Answer: Fred

Question:",Who received the football? 
11,Jeff,End of the Project Gutenberg EBook of Scientific American Supplement,Who did Mary give the football to? 
12,milk,,What did Mary give to Bill? 
13,Bill,Answer: Bill.,Who did Mary give the milk to? 
14,milk,,What did Mary give to Bill? 
15,apple,,What did Fred give to Mary? 
16,Mary,"Answer: Mary




CHAPTER XVI

THE SHIRE HORSE SOC",Who received the football? 
17,apple,"Answer: The apple.

years he had been in the habit of keeping his butter in a cellar,",What did Fred give to Bill? 
18,Jeff,"Answer: Jeff.




THE PROFESSIONS. If what are called the liberal professions could",Who received the apple? 
19,Bill,"Answer: Bill.

Question: Who did Bill give the football to?

Answer: Bill.",Who did Mary give the football to? 
20,Fred,"End of the Project Gutenberg EBook of Red, White, Blue Socks. _",Who gave the milk to Jeff? 
21,Mary,,Who received the milk? 
22,Mary,"Answer: Mary gave the milk to Fred.











End of",Who gave the milk? 
23,milk,"Answer: The milk.

Question: What did Fred give to Mary?

Answer: The milk.",What did Bill give to Mary? 
24,milk,"Answer: milk

Question: What did Bill give to Jeff?
Answer: the milk

Question: What",What did Jeff give to Bill? 
25,football,,What did Jeff give to Fred? 
26,Mary,Answer: Mary.,Who gave the football? 
27,Mary,,Who gave the apple to Bill? 
28,Fred,Answer: Fred.,Who received the apple? 
29,Mary,Answer: Mary.,Who gave the milk to Bill? 
30,milk,"Answer: milk

Question: What did Bill give to Jeff?

Answer: milk

Question:",What did Mary give to Jeff? 
31,Mary,"Answer: Mary.





End of the Project Gutenberg EBook of The Irish Penny",Who gave the milk? 
32,Fred,"Transcriber’s note:

Minor changes have been made to correct typesetters",Who gave the apple to Mary? 
33,football,CHAPTER XXV.--THE SPRING OF THE YEAR.,What did Bill give to Mary? 
34,apple,,What did Fred give to Mary? 
35,apple,"Answer: The milk.

Question: What did Bill give to Fred?

Answer: The apple.",What did Fred give to Bill? 
36,Jeff,"""The Saxon's iron hand hath reft
    The land of Gael and Gael'",Who gave the milk? 
37,Bill,Answer: Bill.,Who did Mary give the apple to? 
38,Fred,"Answer: Fred.

Question: Who travelled to the office?

Answer: Jeff.

Question",Who gave the football to Mary? 
39,milk,"Answer: The milk.

Question: What did Fred give to Mary? Answer: The milk.

Question:",What did Mary give to Fred? 
40,milk,,What did Fred give to Mary? 
41,Mary,"Answer: Mary.

Question: Who got the milk?

Answer: Fred.

Question:",Who gave the football? 
42,Fred,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer: Jeff.",Who received the apple? 
43,Mary,Answer: Bill.,Who gave the apple? 
44,Fred,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer: Mary.",Who gave the apple to Bill? 
45,apple,,What did Fred give to Bill? 
46,Fred,"Answer: Bill.

Question: Who travelled to the bathroom?

Answer: Fred.

Question",Who received the apple? 
47,Fred,"Answer: Fred.

Question: Who passed the milk to Jeff?

Answer: Fred.",Who received the milk? 
48,Mary,Answer: Mary.,Who received the football? 
49,apple,,What did Bill give to Mary? 
50,apple,"Answer: An apple.




CHAPTER VIII. THE OSTEOPATHIC PRACT",What did Mary give to Fred? 
51,apple,"Answer: The apple.





End of the Project Gutenberg EBook of Birds and",What did Fred give to Bill? 
52,apple,Answer: An apple.,What did Fred give to Bill? 
53,milk,"Answer: The milk.

------------------------------------------------",What did Jeff give to Fred? 
54,Mary,"Answer: Mary.

Question: Who gave the milk to Mary?

Answer: Fred.",Who received the milk? 
55,Jeff,CHAPTER XV.--THE LAWYER AND THE MILLINER. The young,Who gave the football? 
56,Bill,Answer: Bill.,Who gave the football to Fred? 
57,Mary,Answer: Mary.,Who received the football? 
58,Mary,,Who gave the football to Fred? 
59,Jeff,,Who did Bill give the milk to? 
60,Fred,"Answer: Fred.

Question: Who passed the football to Fred?

Answer: Jeff.",Who gave the football to Jeff? 
61,Jeff,"Answer: Jessica.




CHAPTER XXXVII.--THE SURPRISE.",Who gave the apple to Fred? 
62,Bill,"Answer: Bill.

Question: Who gave the milk to Bill?

Answer: Mary.",Who received the milk? 
63,Jeff,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Jeff

Question",Who did Bill give the apple to? 
64,milk,,What did Mary give to Fred? 
65,Jeff,"Answer: Jeff.

Question: Who gave the apple to Jeff?

Answer: Mary.",Who received the apple? 
66,Jeff,Answer: Lester,Who gave the apple to Bill? 
67,apple,,What did Mary give to Fred? 
68,Bill,"Answer: Bill.




                                THE END. -------------------------",Who did Fred give the apple to? 
69,Jeff,"Answer: Bill.

Question: Who gave the apple to Bill?

Answer: Jeff.",Who gave the apple? 
70,Bill,,Who gave the milk to Fred? 
71,Bill,Answer: Bill,Who did Jeff give the football to? 
72,Fred,Answer: Jeff.,Who gave the milk? 
