Unnamed: 0,target,output,question
0,football,"Answer: The football.

Question: What did Sidney give to K.?

Answer: Her",What did Fred give to Jeff? 
1,Fred,"Answer: Fred.

Question: Who was the lame young violin-player?

Answer: Carlotta",Who gave the football to Jeff? 
2,football,Jeff grabbed the milk there.,What did Fred give to Jeff? 
3,Jeff,"Answer: Jeff

Question: Who did Jeff give the football to?

Answer: Fred

Question",Who did Fred give the football to? 
4,Fred,,Who did Jeff give the football to? 
5,Jeff,Fred,Who gave the apple? 
6,Bill,Answer: Fred.,Who received the apple? 
7,apple,Answer: The apple.,What did Bill give to Fred? 
8,apple,"Answer: The football.

Question: What did Fred give to Bill?

Answer: The apple.",What did Bill give to Fred? 
9,Fred,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer: Bill.",Who received the apple? 
10,Mary,Answer: Mary,Who received the milk? 
11,milk,,What did Mary give to Bill? 
12,Bill,Answer: Bill.,Who received the milk? 
13,Bill,Answer: Bill,Who did Mary give the milk to? 
14,milk,"A: The answer is:

The milk.

Because:

The text is a story",What did Mary give to Bill? 
15,Jeff,"A: The answer is:

Jeff

Because:

The football is passed from one person",Who received the football? 
16,Fred,"Answer: Fred


The air was so pure and clear that the mountains seemed to be in a
trans",Who gave the football to Jeff? 
17,football,Answer: The football.,What did Fred give to Jeff? 
18,Jeff,Answer: Jeff,Who received the football? 
19,Mary,"Answer: Jeff

Question: Who gave the football?

Answer: Jeff

Question: Who gave",Who gave the milk? 
20,milk,"Jeff gave the football to Mary.

Question: What did Fred give to Mary?

Fred gave",What did Jeff give to Mary? 
21,Mary,"* The bracketed words are Cobbett's. The letter from
     Herault de Sechell",Who gave the milk to Jeff? 
22,Mary,,Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

Question: Who gave the milk to Mary?

Answer: Fred

Question:",Who gave the apple to Jeff? 
24,Jeff,Answer: Jeff,Who gave the apple? 
25,apple,"apple

milk

apple

apple

apple

apple

apple

apple",What did Jeff give to Fred? 
26,Fred,,Who received the apple? 
27,Jeff,"Answer: Jeff

Question: Who went to the garden?

Answer: Fred

Question: Who",Who received the apple? 
28,Jeff,Answer: Fred,Who gave the apple? 
29,Fred,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Jeff

Question",Who did Jeff give the apple to? 
30,Mary,"Answer: Bill.




  [Illustration: From col. Copyright by
                 Nature Study",Who gave the milk? 
31,Bill,"Answer: Mary.





End of the Project Gutenberg EBook of Birds and all Nature",Who gave the milk? 
32,Bill,"Options:

A. Bill

B. Fred

C. Jeff

D. None of",Who gave the milk to Mary? 
33,milk,"Answer: The milk.

Question: What did Mary give to Bill?

Answer: The milk.",What did Bill give to Mary? 
34,apple,"Answer: The apple.

Question: What did Fred give to Mary?

Answer: The milk.",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff.





End of the Project Gutenberg EBook of Birds and all Nature",Who did Fred give the milk to? 
36,Jeff,"Answer: Jeff





End of the Project Gutenberg EBook of Birds and all Nature",Who did Fred give the milk to? 
37,milk,"Answer: The milk.

Question: What did Fred give to Mary?

Answer: The milk.",What did Jeff give to Mary? 
38,milk,,What did Jeff give to Mary? 
39,Fred,Answer: Mary,Who gave the apple? 
40,Mary,Answer: Mary.,Who gave the milk? 
41,milk,,What did Mary give to Fred? 
42,Jeff,Answer: Mary,Who gave the milk? 
43,Fred,Answer: Mary,Who received the milk? 
44,Mary,"Answer: Mary.

Question: Who put down the milk?

Answer: Fred.

Question",Who gave the milk? 
45,Bill,"""I have been in France since the commencement of the Revolution, and
have seen it pass through all its",Who did Mary give the milk to? 
46,milk,"Answer: milk

Question: What did Jeff give to Bill?

Answer: football

Question:",What did Mary give to Bill? 
47,Mary,"Answer: Bill.

Question: Who grabbed the football?

Answer: Jeff.

Question:",Who gave the milk? 
48,Mary,,Who did Bill give the milk to? 
49,Bill,"Answer: Bill.

Question: Who grabbed the football there?

Answer: Fred.

Question",Who gave the milk to Mary? 
50,Mary,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Fred

Question:",Who gave the apple to Fred? 
51,Fred,"CHAPTER IX

THE SCOTTISH WOMEN’S HOSPITALS",Who gave the apple to Mary? 
52,apple,"Answer: The apple.

Question: What did Mary give to Fred?

Answer: The apple.",What did Fred give to Mary? 
53,apple,"ARNE. II.

A CLOUDY DAWN. The next day,",What did Mary give to Jeff? 
54,apple,apple,What did Mary give to Jeff? 
55,Fred,"Answer: Fred

Question: Who gave the football to Fred?

Answer: Bill

Question:",Who received the football? 
56,football,"Answer: The football.

Question: What did Fred give to Bill?

Answer: The apple.",What did Bill give to Fred? 
57,Bill,Answer: Mary,Who gave the apple? 
58,Bill,"Options:

A. Bill

B. Jeff

C. Fred

D. None of",Who did Mary give the apple to? 
59,Jeff,,Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff





End of the Project Gutenberg EBook of Prairie Farmer, Vol",Who did Bill give the apple to? 
61,Bill,Answer: Bill,Who gave the apple to Jeff? 
62,Jeff,Answer: Jeff.,Who gave the apple to Bill? 
