Unnamed: 0,target,output,question
0,bedroom,"A: The bathroom is east of the hallway.

The answer is found by:

Finding",What is the bathroom east of?
1,bedroom,,What is west of the kitchen?
2,bathroom,"A: The answer is:

The bathroom

Because:

The hallway is north of the",What is north of the garden?
3,bedroom,"Answer: The bedroom.

Question: What is the Dean's sister's name?

Answer",What is south of the kitchen?
4,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom? Answer: The kitchen.

Question:",What is east of the kitchen?
5,garden,"Answer: The hallway.

Question: What is the hallway west of?

Answer: The garden.",What is the bathroom west of?
6,kitchen,"Answer: The kitchen.

Question: What is west of the bedroom?

Answer: The garden.",What is east of the bedroom?
7,bathroom,"Answer: The bedroom.

Question: What is the bathroom north of? Answer: The bedroom.

Question:",What is the garden south of?
8,kitchen,"Answer: The kitchen.

Question: What is south of the kitchen?

Answer: The office.",What is south of the office?
9,office,Answer: The garden.,What is east of the hallway?
10,garden,"Answer: The hallway.

Question: What is south of the office?

Answer: The garden.",What is north of the office?
11,garden,"Answer: The garden.

The garden is south of the kitchen.

The garden is south of the",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.

Question: What is west of the bathroom?

Answer: The bedroom.",What is east of the kitchen?
13,garden,Answer: The garden.,What is west of the kitchen?
14,garden,"Answer: The garden.


A: The answer is:

The garden is north of the bedroom",What is north of the bedroom?
15,garden,Answer: The bathroom.,What is east of the hallway?
16,hallway,,What is east of the office?
17,office,Answer: The kitchen.,What is south of the bathroom?
18,garden,Answer: The kitchen.,What is the bedroom north of?
19,garden,Answer: The bedroom.,What is the kitchen west of?
20,garden,"Options:

A. The garden

B. The office

C. The kitchen

D",What is the office east of?
21,garden,Answer: The garden.,What is the bathroom south of?
22,bathroom,Answer: The bathroom.,What is north of the bedroom?
23,bathroom,"Answer: The bathroom.


A: The answer is:

 The bathroom is north of the bedroom",What is the bedroom south of?
24,hallway,"A: The bedroom is west of the hallway.

The bedroom is west of the hallway.",What is the bedroom west of?
25,office,"Answer: The bathroom is west of the kitchen.

The bathroom is west of the kitchen.

The",What is east of the bathroom?
26,office,"Answer: The hallway.

Question: What is north of the hallway?

Answer: The kitchen.",What is north of the bedroom?
27,hallway,"Answer: The office.

Question: What is east of the bathroom?

Answer: The office.",What is west of the bathroom?
28,garden,,What is the bathroom north of?
29,garden,Answer: The garden.,What is north of the office?
30,bedroom,,What is east of the kitchen?
31,kitchen,The kitchen.,What is the bathroom east of?
32,bathroom,"Answer: The bathroom.




CHAPTER XXVII.",What is north of the garden?
33,kitchen,"Answer: The kitchen.

Question: What is the kitchen east of?

Answer: The bedroom.",What is the bedroom west of?
34,bedroom,"Answer: The hallway.




CHAPTER XLI. The boys crept up to the",What is the kitchen south of?
35,garden,"Answer: The bedroom.

Question: What is the bedroom west of?

Answer: The garden.",What is the bathroom east of?
36,office,,What is south of the hallway?
37,bedroom,"{1804}

not a Treaty, but a sale and purchase. ""I",What is north of the bathroom?
38,bedroom,"Answer: The office.

Question: What is the office east of?

Answer: The kitchen.",What is the bathroom east of?
39,office,Answer: The kitchen. Question: What is south of the kitchen? Answer: The bedroom. Question: What is east of,What is north of the bedroom?
40,bathroom,Answer: The bathroom.,What is south of the kitchen?
41,bedroom,"A: The office is west of the bedroom.

The bedroom is west of the office.",What is west of the office?
42,kitchen,"A: The garden is south of the kitchen.

The garden is south of the kitchen.",What is the garden south of?
43,garden,"The garden.


A: The answer is:

 The garden.

The poem is:",What is south of the bedroom?
44,garden,Answer: The hallway.,What is the office south of?
45,hallway,Answer: The bedroom.,What is the office east of?
46,garden,,What is south of the office?
47,garden,CHAPTER XIII.--THE THESSALY CITIZENS’ CLUB.,What is west of the bedroom?
48,garden,"Answer: The bedroom.

“I don’t know that I ever quite believed that of you, Samantha",What is east of the hallway?
49,garden,,What is the office south of?
50,bedroom,Answer: The garden.,What is the hallway north of?
51,garden,Answer: The garden.,What is north of the bathroom?
52,hallway,"Answer: The garden.

Question: What is the garden north of?

Answer: The bedroom.",What is the bedroom north of?
53,bathroom,Answer: The bathroom.,What is east of the garden?
54,bathroom,Answer: The bathroom.,What is west of the bedroom?
55,garden,The garden.,What is east of the hallway?
56,hallway,"Answer: The kitchen.

Question: What is the hallway west of?

Answer: The bedroom.",What is the bedroom east of?
57,kitchen,The kitchen.,What is west of the hallway?
58,hallway,"The garden is south of the hallway. Simon Glover,
you are held an honest and a cautious man--",What is south of the bedroom?
